,hpso01 (Ingest) [Nf_max=32768] [Na=256],hpso01 (RCAL) [Nf_max=32768] [Na=256],hpso01 (FastImg) [Nf_max=32768] [Na=256],hpso01 (ICAL) [Nf_max=32768] [Na=256],hpso01 (DPrepA) [Nf_max=32768] [Na=256],hpso01 (DPrepB) [Nf_max=32768] [Na=256],hpso01 (DPrepC) [Nf_max=32768] [Na=256],hpso01 (DPrepD) [Nf_max=32768] [Na=256],hpso02a (Ingest) [Nf_max=32768] [Na=256],hpso02a (RCAL) [Nf_max=32768] [Na=256],hpso02a (FastImg) [Nf_max=32768] [Na=256],hpso02a (ICAL) [Nf_max=32768] [Na=256],hpso02a (DPrepA) [Nf_max=32768] [Na=256],hpso02a (DPrepB) [Nf_max=32768] [Na=256],hpso02a (DPrepC) [Nf_max=32768] [Na=256],hpso02a (DPrepD) [Nf_max=32768] [Na=256],hpso02b (Ingest) [Nf_max=32768] [Na=256],hpso02b (RCAL) [Nf_max=32768] [Na=256],hpso02b (FastImg) [Nf_max=32768] [Na=256],hpso02b (ICAL) [Nf_max=32768] [Na=256],hpso02b (DPrepA) [Nf_max=32768] [Na=256],hpso02b (DPrepB) [Nf_max=32768] [Na=256],hpso02b (DPrepC) [Nf_max=32768] [Na=256],hpso02b (DPrepD) [Nf_max=32768] [Na=256],hpso04a (Ingest) [Nf_max=32768] [Na=256],hpso04a (RCAL) [Nf_max=32768] [Na=256],hpso04a (FastImg) [Nf_max=32768] [Na=256],hpso04a (PSS) [Nf_max=32768] [Na=256],hpso05a (Ingest) [Nf_max=32768] [Na=256],hpso05a (RCAL) [Nf_max=32768] [Na=256],hpso05a (FastImg) [Nf_max=32768] [Na=256],hpso05a (PST) [Nf_max=32768] [Na=256],max_low (Ingest) [Nf_max=32768] [Na=256],max_low (RCAL) [Nf_max=32768] [Na=256],max_low (FastImg) [Nf_max=32768] [Na=256],max_low (ICAL) [Nf_max=32768] [Na=256],max_low (DPrepA) [Nf_max=32768] [Na=256],max_low (DPrepA_Image) [Nf_max=32768] [Na=256],max_low (DPrepB) [Nf_max=32768] [Na=256],max_low (DPrepC) [Nf_max=32768] [Na=256],max_low (DPrepD) [Nf_max=32768] [Na=256]
Frequencies predict kernels0,(undefined),209.81120373583266,364.52288461678205,209.81120373897764,225.91127326029863,259.2680195868544,490.37568152238777,(undefined),(undefined),209.81120373583266,364.52288461678205,280.62451533698476,225.91127326029863,259.2680195868544,490.37568152238777,(undefined),(undefined),209.81120373583266,364.52288461678205,280.62451533698476,225.91127326029863,259.2680195868544,490.37568152238777,(undefined),(undefined),127.96663287659288,222.75933872570835,(undefined),(undefined),127.96663287659288,222.75933872570835,(undefined),(undefined),297.3044585488339,511.6591552951528,297.304458551309,306.08844914371394,310.7518229235814,345.1256431253874,841.0439984309672,(undefined)
Frequencies predict kernels1,,209.81120373583266,365.0584953999703,209.81120373897764,225.91127326029863,259.2680195868544,490.37568152238777,,,209.81120373583266,365.0584953999703,280.62451533698476,225.91127326029863,259.2680195868544,490.37568152238777,,,209.81120373583266,365.0584953999703,280.62451533698476,225.91127326029863,259.2680195868544,490.37568152238777,,,129.71648016097583,222.83688638800666,,,129.71648016097583,222.83688638800666,,,297.3044585488339,512.317136997464,297.304458551309,306.08844914371394,310.7518229235814,345.1256431253874,1068.8298876919566,
Frequencies predict kernels2,,209.81120373583266,369.3268941633874,209.81120373897764,225.91127326029863,259.2680195868544,490.37568152238777,,,209.81120373583266,369.3268941633874,280.62451533698476,225.91127326029863,259.2680195868544,490.37568152238777,,,209.81120373583266,369.3268941633874,280.62451533698476,225.91127326029863,259.2680195868544,490.37568152238777,,,129.71648016097583,223.45734073105942,,,129.71648016097583,223.45734073105942,,,297.3044585488339,517.5643890331957,297.304458551309,306.08844914371394,310.7518229235814,345.1256431253874,1068.8298876919566,
Frequencies predict kernels3,,209.81120373583266,402.0118333134956,209.81120373897764,225.91127326029863,259.2680195868544,490.37568152238777,,,209.81120373583266,402.0118333134956,280.62451533698476,225.91127326029863,259.2680195868544,490.37568152238777,,,209.81120373583266,402.0118333134956,280.62451533698476,225.91127326029863,259.2680195868544,490.37568152238777,,,129.71648016097583,228.37652250683485,,,129.71648016097583,228.37652250683485,,,297.3044585488339,557.966411514353,297.304458551309,306.08844914371394,310.7518229235814,345.1256431253874,1068.8298876919566,
Frequencies predict kernels4,,209.81120373583266,604.4805469846369,209.81120373897764,225.91127326029863,259.2680195868544,490.37568152238777,,,209.81120373583266,604.4805469846369,280.62451533698476,225.91127326029863,259.2680195868544,490.37568152238777,,,209.81120373583266,604.4805469846369,280.62451533698476,225.91127326029863,259.2680195868544,490.37568152238777,,,129.71648016097583,264.67650746238024,,,129.71648016097583,264.67650746238024,,,297.3044585488339,813.8877192803071,297.304458551309,306.08844914371394,310.7518229235814,345.1256431253874,1068.8298876919566,
Frequencies predict de-grid0,32768.0,396.0980287317132,1186.6956875807953,396.0980287317132,610.88622741501,610.88622741501,1500.0,(undefined),32768.0,396.0980287317132,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1500.0,(undefined),32768.0,396.0980287317132,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1500.0,(undefined),32768.0,303.29369179712205,727.1815092638062,(undefined),32768.0,303.29369179712205,727.1815092638062,(undefined),32768.0,695.0020427868894,1666.3443177517802,695.0020427868894,857.7991819532908,857.7991819532908,857.7991819532908,32768.0,(undefined)
Frequencies predict de-grid1,32768.0,791.5035165883376,2372.6984303939844,791.5035165883376,1221.0797008176821,1221.0797008176821,2372.6984303939844,,32768.0,791.5035165883376,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,32768.0,791.5035165883376,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,32768.0,606.1640304773304,1453.9394929925988,,32768.0,606.1640304773304,1453.9394929925988,,32768.0,1389.0318113753438,3331.7159644487933,1389.0318113753438,1714.625960512763,1714.625960512763,1714.625960512763,32768.0,
Frequencies predict de-grid2,32768.0,1582.3141894581538,4744.703814848597,1582.3141894581538,2441.466451169051,2441.466451169051,4744.703814848597,,32768.0,1582.3141894581538,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,,32768.0,1582.3141894581538,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,,32768.0,1211.9045600514535,2907.4553987723175,,32768.0,1211.9045600514535,2907.4553987723175,,32768.0,2777.0910083918284,6662.459115881312,2777.0910083918284,3428.279241973887,3428.279241973887,3428.279241973887,32768.0,
Frequencies predict de-grid3,32768.0,3163.935383545188,9488.714533153065,3163.935383545188,4882.239853545328,4882.239853545328,9488.714533153065,,32768.0,3163.935383545188,9488.714533153065,8787.477259465464,4882.239853545328,4882.239853545328,9488.714533153065,,32768.0,3163.935383545188,9488.714533153065,8787.477259465464,4882.239853545328,4882.239853545328,9488.714533153065,,32768.0,2423.3855452164803,5814.487179478897,,32768.0,2423.3855452164803,5814.487179478897,,32768.0,5553.209232136797,13323.945347729323,5553.209232136797,6855.585666930379,6855.585666930379,6855.585666930379,32768.0,
Frequencies predict de-grid4,32768.0,6327.177695833534,18976.73594444234,6327.177695833534,9763.786609120725,9763.786609120725,18976.73594444234,,32768.0,6327.177695833534,18976.73594444234,17574.26139906265,9763.786609120725,9763.786609120725,18976.73594444234,,32768.0,6327.177695833534,18976.73594444234,17574.26139906265,9763.786609120725,9763.786609120725,18976.73594444234,,32768.0,4846.3474785322,11628.550725478857,,32768.0,4846.3474785322,11628.550725478857,,32768.0,11105.445594430317,26646.917775907757,11105.445594430317,13710.1984478155,13710.1984478155,13710.1984478155,32768.0,
Frequencies total0,32768.0,26361.045532597625,18976.735944442335,26361.045532597625,9763.786609120725,9763.786609120725,18976.735944442335,18976.735944442335,32768.0,26361.045532597625,18976.735944442335,17574.26139906265,9763.786609120725,9763.786609120725,18976.735944442335,18976.735944442335,32768.0,26361.045532597625,18976.735944442335,17574.26139906265,9763.786609120725,9763.786609120725,18976.735944442335,18976.735944442335,32768.0,16153.503118368213,11628.550725478857,(undefined),32768.0,16153.503118368213,11628.550725478857,(undefined),32768.0,32768.0,26646.917775907757,32768.0,13710.1984478155,13710.1984478155,13710.1984478155,32768.0,26646.917775907757
Frequencies total1,32768.0,26361.045532597625,18976.735944442335,26361.045532597625,9763.786609120725,9763.786609120725,18976.735944442335,18976.735944442335,32768.0,26361.045532597625,18976.735944442335,17574.26139906265,9763.786609120725,9763.786609120725,18976.735944442335,18976.735944442335,32768.0,26361.045532597625,18976.735944442335,17574.26139906265,9763.786609120725,9763.786609120725,18976.735944442335,18976.735944442335,32768.0,16153.503118368213,11628.550725478857,,32768.0,16153.503118368213,11628.550725478857,,32768.0,32768.0,26646.917775907757,32768.0,13710.1984478155,13710.1984478155,13710.1984478155,32768.0,26646.917775907757
Frequencies total2,32768.0,26361.045532597625,18976.735944442335,26361.045532597625,9763.786609120725,9763.786609120725,18976.735944442335,18976.735944442335,32768.0,26361.045532597625,18976.735944442335,17574.26139906265,9763.786609120725,9763.786609120725,18976.735944442335,18976.735944442335,32768.0,26361.045532597625,18976.735944442335,17574.26139906265,9763.786609120725,9763.786609120725,18976.735944442335,18976.735944442335,32768.0,16153.503118368213,11628.550725478857,,32768.0,16153.503118368213,11628.550725478857,,32768.0,32768.0,26646.917775907757,32768.0,13710.1984478155,13710.1984478155,13710.1984478155,32768.0,26646.917775907757
Frequencies total3,32768.0,26361.045532597625,18976.735944442335,26361.045532597625,9763.786609120725,9763.786609120725,18976.735944442335,18976.735944442335,32768.0,26361.045532597625,18976.735944442335,17574.26139906265,9763.786609120725,9763.786609120725,18976.735944442335,18976.735944442335,32768.0,26361.045532597625,18976.735944442335,17574.26139906265,9763.786609120725,9763.786609120725,18976.735944442335,18976.735944442335,32768.0,16153.503118368213,11628.550725478857,,32768.0,16153.503118368213,11628.550725478857,,32768.0,32768.0,26646.917775907757,32768.0,13710.1984478155,13710.1984478155,13710.1984478155,32768.0,26646.917775907757
Frequencies total4,32768.0,26361.045532597625,18976.735944442335,26361.045532597625,9763.786609120725,9763.786609120725,18976.735944442335,18976.735944442335,32768.0,26361.045532597625,18976.735944442335,17574.26139906265,9763.786609120725,9763.786609120725,18976.735944442335,18976.735944442335,32768.0,26361.045532597625,18976.735944442335,17574.26139906265,9763.786609120725,9763.786609120725,18976.735944442335,18976.735944442335,32768.0,16153.503118368213,11628.550725478857,,32768.0,16153.503118368213,11628.550725478857,,32768.0,32768.0,26646.917775907757,32768.0,13710.1984478155,13710.1984478155,13710.1984478155,32768.0,26646.917775907757
Frequencies backward kernels0,(undefined),209.81120373583266,364.52288461678205,209.81120373897764,225.91127326029863,259.2680195868544,490.37568152238777,(undefined),(undefined),209.81120373583266,364.52288461678205,280.62451533698476,225.91127326029863,259.2680195868544,490.37568152238777,(undefined),(undefined),209.81120373583266,364.52288461678205,280.62451533698476,225.91127326029863,259.2680195868544,490.37568152238777,(undefined),(undefined),127.96663287659288,222.75933872570835,(undefined),(undefined),127.96663287659288,222.75933872570835,(undefined),(undefined),297.3044585488339,511.6591552951528,297.304458551309,306.08844914371394,310.7518229235814,345.1256431253874,841.0439984309672,(undefined)
Frequencies backward kernels1,,209.81120373583266,365.0584953999703,209.81120373897764,225.91127326029863,259.2680195868544,490.37568152238777,,,209.81120373583266,365.0584953999703,280.62451533698476,225.91127326029863,259.2680195868544,490.37568152238777,,,209.81120373583266,365.0584953999703,280.62451533698476,225.91127326029863,259.2680195868544,490.37568152238777,,,129.71648016097583,222.83688638800666,,,129.71648016097583,222.83688638800666,,,297.3044585488339,512.317136997464,297.304458551309,306.08844914371394,310.7518229235814,345.1256431253874,1068.8298876919566,
Frequencies backward kernels2,,209.81120373583266,369.3268941633874,209.81120373897764,225.91127326029863,259.2680195868544,490.37568152238777,,,209.81120373583266,369.3268941633874,280.62451533698476,225.91127326029863,259.2680195868544,490.37568152238777,,,209.81120373583266,369.3268941633874,280.62451533698476,225.91127326029863,259.2680195868544,490.37568152238777,,,129.71648016097583,223.45734073105942,,,129.71648016097583,223.45734073105942,,,297.3044585488339,517.5643890331957,297.304458551309,306.08844914371394,310.7518229235814,345.1256431253874,1068.8298876919566,
Frequencies backward kernels3,,209.81120373583266,402.0118333134956,209.81120373897764,225.91127326029863,259.2680195868544,490.37568152238777,,,209.81120373583266,402.0118333134956,280.62451533698476,225.91127326029863,259.2680195868544,490.37568152238777,,,209.81120373583266,402.0118333134956,280.62451533698476,225.91127326029863,259.2680195868544,490.37568152238777,,,129.71648016097583,228.37652250683485,,,129.71648016097583,228.37652250683485,,,297.3044585488339,557.966411514353,297.304458551309,306.08844914371394,310.7518229235814,345.1256431253874,1068.8298876919566,
Frequencies backward kernels4,,209.81120373583266,604.4805469846369,209.81120373897764,225.91127326029863,259.2680195868544,490.37568152238777,,,209.81120373583266,604.4805469846369,280.62451533698476,225.91127326029863,259.2680195868544,490.37568152238777,,,209.81120373583266,604.4805469846369,280.62451533698476,225.91127326029863,259.2680195868544,490.37568152238777,,,129.71648016097583,264.67650746238024,,,129.71648016097583,264.67650746238024,,,297.3044585488339,813.8877192803071,297.304458551309,306.08844914371394,310.7518229235814,345.1256431253874,1068.8298876919566,
Frequencies backward grid0,32768.0,396.0980287317132,1186.6956875807953,396.0980287317132,610.88622741501,610.88622741501,1500.0,(undefined),32768.0,396.0980287317132,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1500.0,(undefined),32768.0,396.0980287317132,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1500.0,(undefined),32768.0,303.29369179712205,727.1815092638062,(undefined),32768.0,303.29369179712205,727.1815092638062,(undefined),32768.0,695.0020427868894,1666.3443177517802,695.0020427868894,857.7991819532908,857.7991819532908,857.7991819532908,32768.0,(undefined)
Frequencies backward grid1,32768.0,791.5035165883376,2372.6984303939844,791.5035165883376,1221.0797008176821,1221.0797008176821,2372.6984303939844,,32768.0,791.5035165883376,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,32768.0,791.5035165883376,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,32768.0,606.1640304773304,1453.9394929925988,,32768.0,606.1640304773304,1453.9394929925988,,32768.0,1389.0318113753438,3331.7159644487933,1389.0318113753438,1714.625960512763,1714.625960512763,1714.625960512763,32768.0,
Frequencies backward grid2,32768.0,1582.3141894581538,4744.703814848597,1582.3141894581538,2441.466451169051,2441.466451169051,4744.703814848597,,32768.0,1582.3141894581538,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,,32768.0,1582.3141894581538,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,,32768.0,1211.9045600514535,2907.4553987723175,,32768.0,1211.9045600514535,2907.4553987723175,,32768.0,2777.0910083918284,6662.459115881312,2777.0910083918284,3428.279241973887,3428.279241973887,3428.279241973887,32768.0,
Frequencies backward grid3,32768.0,3163.935383545188,9488.714533153065,3163.935383545188,4882.239853545328,4882.239853545328,9488.714533153065,,32768.0,3163.935383545188,9488.714533153065,8787.477259465464,4882.239853545328,4882.239853545328,9488.714533153065,,32768.0,3163.935383545188,9488.714533153065,8787.477259465464,4882.239853545328,4882.239853545328,9488.714533153065,,32768.0,2423.3855452164803,5814.487179478897,,32768.0,2423.3855452164803,5814.487179478897,,32768.0,5553.209232136797,13323.945347729323,5553.209232136797,6855.585666930379,6855.585666930379,6855.585666930379,32768.0,
Frequencies backward grid4,32768.0,6327.177695833534,18976.73594444234,6327.177695833534,9763.786609120725,9763.786609120725,18976.73594444234,,32768.0,6327.177695833534,18976.73594444234,17574.26139906265,9763.786609120725,9763.786609120725,18976.73594444234,,32768.0,6327.177695833534,18976.73594444234,17574.26139906265,9763.786609120725,9763.786609120725,18976.73594444234,,32768.0,4846.3474785322,11628.550725478857,,32768.0,4846.3474785322,11628.550725478857,,32768.0,11105.445594430317,26646.917775907757,11105.445594430317,13710.1984478155,13710.1984478155,13710.1984478155,32768.0,
Frequencies backward fft,65536,40,40,40,200,500,1500,2048,65536,40,40,40,200,500,1500,2048,65536,40,40,40,200,500,1500,2048,65536,40,40,(undefined),65536,40,40,(undefined),65536,40,40,40,200,40,500,65536,16384
Channels out,65536,40,40,40,40,500,1500,2048,65536,40,40,40,40,500,1500,2048,65536,40,40,40,40,500,1500,2048,65536,40,40,128,65536,40,40,4096,65536,40,40,40,40,40,500,65536,16384
-- Visibility --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingest rate [M/s],1197.7068088888889,1197.7068088888889,1197.7068088888889,1197.7068088888889,1197.7068088888889,1197.7068088888889,1197.7068088888889,1197.7068088888889,1197.7068088888889,1197.7068088888889,1197.7068088888889,1197.7068088888889,1197.7068088888889,1197.7068088888889,1197.7068088888889,1197.7068088888889,1197.7068088888889,1197.7068088888889,1197.7068088888889,1197.7068088888889,1197.7068088888889,1197.7068088888889,1197.7068088888889,1197.7068088888889,1197.7068088888889,1197.7068088888889,1197.7068088888889,(undefined),1197.7068088888889,1197.7068088888889,1197.7068088888889,(undefined),1197.7068088888889,1197.7068088888889,1197.7068088888889,1197.7068088888889,1197.7068088888889,1197.7068088888889,1197.7068088888889,1197.7068088888889,1197.7068088888889
Averaged rate0 [M/s],550.2305944417075,442.6469040986972,318.651754738581,442.6469040986972,163.9506259136499,163.9506259136499,318.651754738581,318.651754738581,550.2305944417075,442.6469040986972,318.651754738581,295.1018156884825,163.9506259136499,163.9506259136499,318.651754738581,318.651754738581,550.2305944417075,442.6469040986972,318.651754738581,295.1018156884825,163.9506259136499,163.9506259136499,318.651754738581,318.651754738581,550.2305944417075,271.2448615458898,195.26319513475894,(undefined),550.2305944417075,271.2448615458898,195.26319513475894,(undefined),550.2305944417075,550.2305944417075,447.4471865196847,550.2305944417075,230.21760991990044,230.21760991990044,230.21760991990044,550.2305944417075,447.4471865196847
Averaged rate1 [M/s],155.29529756527273,124.93122589466711,89.93523728362364,124.93122589466711,46.272892664405155,46.272892664405155,89.93523728362364,89.93523728362364,155.29529756527273,124.93122589466711,89.93523728362364,83.28857890189576,46.272892664405155,46.272892664405155,89.93523728362364,89.93523728362364,155.29529756527273,124.93122589466711,89.93523728362364,83.28857890189576,46.272892664405155,46.272892664405155,89.93523728362364,89.93523728362364,155.29529756527273,76.55526957667702,55.110450597110216,,155.29529756527273,76.55526957667702,55.110450597110216,,155.29529756527273,155.29529756527273,126.28604202902072,155.29529756527273,64.97587120460354,64.97587120460354,64.97587120460354,155.29529756527273,126.28604202902072
Averaged rate2 [M/s],175.68632442366635,141.3353026607357,101.74417076530598,141.3353026607357,52.348748224286894,52.348748224286894,101.74417076530598,101.74417076530598,175.68632442366635,141.3353026607357,101.74417076530598,94.22477385443227,52.348748224286894,52.348748224286894,101.74417076530598,101.74417076530598,175.68632442366635,141.3353026607357,101.74417076530598,94.22477385443227,52.348748224286894,52.348748224286894,101.74417076530598,101.74417076530598,175.68632442366635,86.60734831031323,62.34672043864561,,175.68632442366635,86.60734831031323,62.34672043864561,,175.68632442366635,175.68632442366635,142.86801273403603,175.68632442366635,73.50751868944583,73.50751868944583,73.50751868944583,175.68632442366635,142.86801273403603
Averaged rate3 [M/s],220.89370325833045,177.70352079641594,127.92484980845148,177.70352079641594,65.81906072731853,65.81906072731853,127.92484980845148,127.92484980845148,220.89370325833045,177.70352079641594,127.92484980845148,118.47057136440661,65.81906072731853,65.81906072731853,127.92484980845148,127.92484980845148,220.89370325833045,177.70352079641594,127.92484980845148,118.47057136440661,65.81906072731853,65.81906072731853,127.92484980845148,127.92484980845148,220.89370325833045,108.89303968540476,78.38969828120025,,220.89370325833045,108.89303968540476,78.38969828120025,,220.89370325833045,220.89370325833045,179.63062585267636,220.89370325833045,92.42237877028136,92.42237877028136,92.42237877028136,220.89370325833045,179.63062585267636
Averaged rate4 [M/s],86.28021364435625,69.4102978650246,49.96694432247984,69.4102978650246,25.70866682778445,25.70866682778445,49.96694432247984,49.96694432247984,86.28021364435625,69.4102978650246,49.96694432247984,46.27414026345485,25.70866682778445,25.70866682778445,49.96694432247984,49.96694432247984,86.28021364435625,69.4102978650246,49.96694432247984,46.27414026345485,25.70866682778445,25.70866682778445,49.96694432247984,49.96694432247984,86.28021364435625,42.533193974535656,30.618708525651545,,86.28021364435625,42.533193974535656,30.618708525651545,,86.28021364435625,86.28021364435625,70.16301753750353,86.28021364435625,36.09981845654428,36.09981845654428,36.09981845654428,86.28021364435625,70.16301753750353
Predict rate0 [M/s],(undefined),0.598604517900437,17.933979682589495,0.598604517900437,0.923203927130529,0.923203927130529,2.2668801956064,(undefined),(undefined),0.598604517900437,17.933979682589495,1.6609295449019406,0.923203927130529,0.923203927130529,2.2668801956064,(undefined),(undefined),0.598604517900437,17.933979682589495,1.6609295449019406,0.923203927130529,0.923203927130529,2.2668801956064,(undefined),(undefined),0.45835364225816483,10.989555746408628,(undefined),(undefined),0.45835364225816483,10.989555746408628,(undefined),(undefined),1.0503242444663943,25.182686219818457,1.0503242444663943,1.2963519849181904,1.2963519849181904,1.2963519849181904,49.520753499753674,(undefined)
Predict rate1 [M/s],,0.33760100317166475,10.120300839313368,0.33760100317166475,0.5208286802382097,0.5208286802382097,1.4055973387935232,,,0.33760100317166475,10.120300839313368,1.1571051541695871,0.5208286802382097,0.5208286802382097,1.4055973387935232,,,0.33760100317166475,10.120300839313368,1.1571051541695871,0.5208286802382097,0.5208286802382097,1.4055973387935232,,,0.2585479160696651,6.201506640184591,,,0.2585479160696651,6.201506640184591,,,0.5924655078968732,14.210810543574235,0.5924655078968732,0.7313415950801818,0.7313415950801818,0.7313415950801818,19.41191219565909,
Predict rate2 [M/s],,0.7635249866527841,22.894946787680915,0.7635249866527841,1.6362467460997896,1.6362467460997896,6.3597074410224765,,,0.7635249866527841,22.894946787680915,5.889745130717459,1.6362467460997896,1.6362467460997896,6.3597074410224765,,,0.7635249866527841,22.894946787680915,5.889745130717459,1.6362467460997896,1.6362467460997896,6.3597074410224765,,,0.6497651907584236,14.029545202406258,,,0.6497651907584236,14.029545202406258,,,1.488943212446208,32.14882380135876,1.488943212446208,2.297598949891454,2.297598949891454,2.297598949891454,43.92158110591659,
Predict rate3 [M/s],,3.554755674954033,57.5682850082516,3.554755674954033,8.227966624794284,8.227966624794284,31.982380560139777,,,3.554755674954033,57.5682850082516,29.618810945765553,8.227966624794284,8.227966624794284,31.982380560139777,,,3.554755674954033,57.5682850082516,29.618810945765553,8.227966624794284,8.227966624794284,31.982380560139777,,,3.2672766571385288,35.27664932436708,,,3.2672766571385288,35.27664932436708,,,7.486993116791056,80.83673299818055,7.486993116791056,11.553617141517508,11.553617141517508,11.553617141517508,110.44685162916522,
Predict rate4 [M/s],,5.553286167015819,49.96694432247985,5.553286167015819,12.854333413892226,12.854333413892226,49.96694432247985,,,5.553286167015819,49.96694432247985,46.27414026345485,12.854333413892226,12.854333413892226,49.96694432247985,,,5.553286167015819,49.96694432247985,46.27414026345485,12.854333413892226,12.854333413892226,49.96694432247985,,,6.3803695044333715,30.61870852565154,,,6.3803695044333715,30.61870852565154,,,14.620669838000834,70.16301753750353,14.620669838000834,18.04990922827214,18.04990922827214,18.04990922827214,86.28021364435625,
Backward rate0 [M/s],(undefined),0.598604517900437,17.933979682589495,0.598604517900437,0.923203927130529,0.923203927130529,2.2668801956064,(undefined),(undefined),0.598604517900437,17.933979682589495,1.6609295449019406,0.923203927130529,0.923203927130529,2.2668801956064,(undefined),(undefined),0.598604517900437,17.933979682589495,1.6609295449019406,0.923203927130529,0.923203927130529,2.2668801956064,(undefined),(undefined),0.45835364225816483,10.989555746408628,(undefined),(undefined),0.45835364225816483,10.989555746408628,(undefined),(undefined),1.0503242444663943,25.182686219818457,1.0503242444663943,1.2963519849181904,1.2963519849181904,1.2963519849181904,49.520753499753674,(undefined)
Backward rate1 [M/s],,0.33760100317166475,10.120300839313368,0.33760100317166475,0.5208286802382097,0.5208286802382097,1.4055973387935232,,,0.33760100317166475,10.120300839313368,1.1571051541695871,0.5208286802382097,0.5208286802382097,1.4055973387935232,,,0.33760100317166475,10.120300839313368,1.1571051541695871,0.5208286802382097,0.5208286802382097,1.4055973387935232,,,0.2585479160696651,6.201506640184591,,,0.2585479160696651,6.201506640184591,,,0.5924655078968732,14.210810543574235,0.5924655078968732,0.7313415950801818,0.7313415950801818,0.7313415950801818,19.41191219565909,
Backward rate2 [M/s],,0.7635249866527841,22.894946787680915,0.7635249866527841,1.6362467460997896,1.6362467460997896,6.3597074410224765,,,0.7635249866527841,22.894946787680915,5.889745130717459,1.6362467460997896,1.6362467460997896,6.3597074410224765,,,0.7635249866527841,22.894946787680915,5.889745130717459,1.6362467460997896,1.6362467460997896,6.3597074410224765,,,0.6497651907584236,14.029545202406258,,,0.6497651907584236,14.029545202406258,,,1.488943212446208,32.14882380135876,1.488943212446208,2.297598949891454,2.297598949891454,2.297598949891454,43.92158110591659,
Backward rate3 [M/s],,3.554755674954033,57.5682850082516,3.554755674954033,8.227966624794284,8.227966624794284,31.982380560139777,,,3.554755674954033,57.5682850082516,29.618810945765553,8.227966624794284,8.227966624794284,31.982380560139777,,,3.554755674954033,57.5682850082516,29.618810945765553,8.227966624794284,8.227966624794284,31.982380560139777,,,3.2672766571385288,35.27664932436708,,,3.2672766571385288,35.27664932436708,,,7.486993116791056,80.83673299818055,7.486993116791056,11.553617141517508,11.553617141517508,11.553617141517508,110.44685162916522,
Backward rate4 [M/s],,5.553286167015819,49.96694432247985,5.553286167015819,12.854333413892226,12.854333413892226,49.96694432247985,,,5.553286167015819,49.96694432247985,46.27414026345485,12.854333413892226,12.854333413892226,49.96694432247985,,,5.553286167015819,49.96694432247985,46.27414026345485,12.854333413892226,12.854333413892226,49.96694432247985,,,6.3803695044333715,30.61870852565154,,,6.3803695044333715,30.61870852565154,,,14.620669838000834,70.16301753750353,14.620669838000834,18.04990922827214,18.04990922827214,18.04990922827214,86.28021364435625,
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delta W earth0 [lambda],0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.22656956841670498,0.22656956841670498,0.22656956841670498,(undefined),0.22656956841670498,0.22656956841670498,0.22656956841670498,(undefined),0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373
Delta W earth1 [lambda],0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.9062782736668199,0.9062782736668199,0.9062782736668199,,0.9062782736668199,0.9062782736668199,0.9062782736668199,,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493
