,hpso01 (Ingest) [Nf_max=8192] [Na=512],hpso01 (RCAL) [Nf_max=8192] [Na=512],hpso01 (FastImg) [Nf_max=8192] [Na=512],hpso01 (ICAL) [Nf_max=8192] [Na=512],hpso01 (DPrepA) [Nf_max=8192] [Na=512],hpso01 (DPrepB) [Nf_max=8192] [Na=512],hpso01 (DPrepC) [Nf_max=8192] [Na=512],hpso01 (DPrepD) [Nf_max=8192] [Na=512],hpso02a (Ingest) [Nf_max=8192] [Na=512],hpso02a (RCAL) [Nf_max=8192] [Na=512],hpso02a (FastImg) [Nf_max=8192] [Na=512],hpso02a (ICAL) [Nf_max=8192] [Na=512],hpso02a (DPrepA) [Nf_max=8192] [Na=512],hpso02a (DPrepB) [Nf_max=8192] [Na=512],hpso02a (DPrepC) [Nf_max=8192] [Na=512],hpso02a (DPrepD) [Nf_max=8192] [Na=512],hpso02b (Ingest) [Nf_max=8192] [Na=512],hpso02b (RCAL) [Nf_max=8192] [Na=512],hpso02b (FastImg) [Nf_max=8192] [Na=512],hpso02b (ICAL) [Nf_max=8192] [Na=512],hpso02b (DPrepA) [Nf_max=8192] [Na=512],hpso02b (DPrepB) [Nf_max=8192] [Na=512],hpso02b (DPrepC) [Nf_max=8192] [Na=512],hpso02b (DPrepD) [Nf_max=8192] [Na=512],hpso04a (Ingest) [Nf_max=8192] [Na=512],hpso04a (RCAL) [Nf_max=8192] [Na=512],hpso04a (FastImg) [Nf_max=8192] [Na=512],hpso04a (PSS) [Nf_max=8192] [Na=512],hpso05a (Ingest) [Nf_max=8192] [Na=512],hpso05a (RCAL) [Nf_max=8192] [Na=512],hpso05a (FastImg) [Nf_max=8192] [Na=512],hpso05a (PST) [Nf_max=8192] [Na=512],max_low (Ingest) [Nf_max=8192] [Na=512],max_low (RCAL) [Nf_max=8192] [Na=512],max_low (FastImg) [Nf_max=8192] [Na=512],max_low (ICAL) [Nf_max=8192] [Na=512],max_low (DPrepA) [Nf_max=8192] [Na=512],max_low (DPrepA_Image) [Nf_max=8192] [Na=512],max_low (DPrepB) [Nf_max=8192] [Na=512],max_low (DPrepC) [Nf_max=8192] [Na=512],max_low (DPrepD) [Nf_max=8192] [Na=512]
Calibration process in [MB],0.0,100.466688,0.0,31395.84,0.0,0.0,0.0,0.0,0.0,100.466688,0.0,31395.84,0.0,0.0,0.0,0.0,0.0,100.466688,0.0,31395.84,0.0,0.0,0.0,0.0,0.0,167.44448,0.0,(undefined),0.0,167.44448,0.0,(undefined),0.0,71.76192,0.0,31037.0304,0.0,0.0,0.0,0.0,0.0
Calibration process out [MB],0.0,0.262144,0.0,81.92,0.0,0.0,0.0,0.0,0.0,0.262144,0.0,81.92,0.0,0.0,0.0,0.0,0.0,0.262144,0.0,81.92,0.0,0.0,0.0,0.0,0.0,0.43690666666666667,0.0,(undefined),0.0,0.43690666666666667,0.0,(undefined),0.0,0.1872457142857143,0.0,80.98377142857143,0.0,0.0,0.0,0.0,0.0
Cleaning memory [PetaBytes],(undefined),(undefined),(undefined),0.006378222677231412,0.0008749276649151458,0.08749276649151458,0.2624782994745437,(undefined),(undefined),(undefined),(undefined),0.0028347656343250716,0.0008749276649151458,0.08749276649151458,0.2624782994745437,(undefined),(undefined),(undefined),(undefined),0.0028347656343250716,0.0008749276649151458,0.08749276649151458,0.2624782994745437,(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),0.008942527807946498,0.0012266841986209188,0.0012266841986209188,0.08762029990149418,11.484567948688646,(undefined)
Working (cache) memory [TeraBytes],(undefined),8.87357911515963e-05,8.70619329398942e-05,8.873579115305009e-05,5.548048140042937e-06,1.642779565610247e-05,1.555448349993864e-05,(undefined),(undefined),8.87357911515963e-05,8.70619329398942e-05,2.9132377392549823e-05,5.548048140042937e-06,1.642779565610247e-05,1.555448349993864e-05,(undefined),(undefined),8.87357911515963e-05,8.70619329398942e-05,2.9132377392549823e-05,5.548048140042937e-06,1.642779565610247e-05,1.555448349993864e-05,(undefined),(undefined),1.6024326649336158e-05,4.750752489206949e-06,(undefined),(undefined),1.6024326649336158e-05,4.750752489206949e-06,(undefined),(undefined),4.834651649049499e-05,5.020595745038029e-05,4.834651649160004e-05,2.9138180549187796e-06,3.2975243344770567e-06,8.381553115168687e-06,0.00018131871233701755,(undefined)
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Input Buffer Size [PetaBytes],2.06561083392,2.06561083392,1.03280541696,2.06561083392,1.03280541696,2.06561083392,2.06561083392,2.06561083392,2.06561083392,2.06561083392,1.03280541696,2.06561083392,1.03280541696,2.06561083392,2.06561083392,2.06561083392,2.06561083392,2.06561083392,1.03280541696,2.06561083392,1.03280541696,2.06561083392,2.06561083392,2.06561083392,0.137707388928,0.137707388928,0.068853694464,0.002102152,0.137707388928,0.137707388928,0.068853694464,0.00077309411328,1.239366500352,1.239366500352,0.619683250176,1.239366500352,0.619683250176,0.619683250176,1.239366500352,1.239366500352,1.239366500352
Total buffer ingest rate [TeraBytes/s],0.11475615744,0.11475615744,0.05737807872,0.11475615744,0.05737807872,0.11475615744,0.11475615744,0.11475615744,0.11475615744,0.11475615744,0.05737807872,0.11475615744,0.05737807872,0.11475615744,0.11475615744,0.11475615744,0.11475615744,0.11475615744,0.05737807872,0.11475615744,0.05737807872,0.11475615744,0.11475615744,0.11475615744,0.05737807872,0.05737807872,0.02868903936,(undefined),0.05737807872,0.05737807872,0.02868903936,(undefined),0.05737807872,0.05737807872,0.02868903936,0.05737807872,0.02868903936,0.02868903936,0.05737807872,0.05737807872,0.05737807872
Output size [TB],0.0,0.0,0.0,0.0,0.09497676313294258,4.748838156647129,14.246514469941387,205.755777024,0.0,0.0,0.0,0.0,0.09497676313294258,4.748838156647129,14.246514469941387,205.755777024,0.0,0.0,0.0,0.0,0.09497676313294258,4.748838156647129,14.246514469941387,205.755777024,0.0,0.0,0.0,0.2147152,0.0,0.0,0.0,0.77309411328,0.0,0.0,0.0,0.0,0.06658064388822461,0.06658064388822461,2.3778801388651645,311.6735055613349,246.9069324288
Buffer Read Rate [TeraBytes/s],0.11430876501333334,0.22861753002666668,0.11430876501333334,1.1430876501333336,0.68585259008,1.37170518016,1.37170518016,1.37170518016,0.11430876501333334,0.22861753002666668,0.11430876501333334,1.1430876501333336,0.68585259008,1.37170518016,1.37170518016,1.37170518016,0.11430876501333334,0.22861753002666668,0.11430876501333334,1.1430876501333336,0.68585259008,1.37170518016,1.37170518016,1.37170518016,0.05715438250666667,0.11430876501333334,0.05715438250666667,0.0008758966666666667,0.05715438250666667,0.11430876501333334,0.05715438250666667,0.0003221225472,0.05715438250666667,0.11430876501333334,0.05715438250666667,0.5715438250666668,0.34292629504,0.34292629504,0.68585259008,0.68585259008,0.68585259008
Facet visibility rate [TeraBytes/s],0.0,0.03603843589032993,0.02351232225144108,0.3243459230129694,0.04675248404919758,0.09350496809839516,0.2506101611086798,(undefined),0.0,0.03603843589032993,0.02351232225144108,0.20045855829491271,0.04675248404919758,0.09350496809839516,0.2506101611086798,(undefined),0.0,0.03603843589032993,0.02351232225144108,0.20045855829491271,0.04675248404919758,0.09350496809839516,0.2506101611086798,(undefined),0.0,0.016613130804684267,0.008471039167208814,(undefined),0.0,0.016613130804684267,0.008471039167208814,(undefined),0.0,0.018965830670043496,0.013736974425182315,0.17069247603039148,0.028212326847029918,0.028212326847029918,0.056424653694059836,0.16377944048684578,(undefined)
Image Write Rate [TeraBytes/s],0.0,0.010466826957507957,0.155064103074192,0.09420144261757163,0.039483915134632216,0.19741957567316107,0.5922587270194831,(undefined),0.0,0.010466826957507957,0.155064103074192,0.04186730783003182,0.039483915134632216,0.19741957567316107,0.5922587270194831,(undefined),0.0,0.010466826957507957,0.155064103074192,0.04186730783003182,0.039483915134632216,0.19741957567316107,0.5922587270194831,(undefined),0.0,0.005287847344207346,0.07833847917344214,(undefined),0.0,0.005287847344207346,0.07833847917344214,(undefined),0.0,0.0052410419387232225,0.0776450657588625,0.04716937744850901,0.019770734336747406,0.003954146867349482,0.09885367168373703,12.956948454930782,(undefined)
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOP/s],0.1581982726189511,0.34529474279198286,0.17069634568589276,3.1534636710191934,2.0012846195651743,2.144126251128869,2.598638614829149,0.12982617986389333,0.1581982726189511,0.34529474279198286,0.17069634568589276,2.165803841472407,2.0012846195651743,2.144126251128869,2.598638614829149,0.12982617986389333,0.1581982726189511,0.34529474279198286,0.17069634568589276,2.165803841472407,2.0012846195651743,2.144126251128869,2.598638614829149,0.12982617986389333,0.07909913630947556,0.13177551787730502,0.08289325130528716,0.00050088,0.07909913630947556,0.13177551787730502,0.08289325130528716,2.755e-07,0.07909913630947556,0.17756615656280628,0.08636121976057691,1.621052080999434,1.0202397340519713,0.9525568123360417,1.0957710030415702,3.814750896799932,0.06491308993194667
-> DFT [PetaFLOP/s],,0.15580008779320892,0.15580008779320892,1.4022007901388802,1.7138009657252982,1.7138009657252982,1.7138009657252982,,,0.15580008779320892,0.15580008779320892,1.4022007901388802,1.7138009657252982,1.7138009657252982,1.7138009657252982,,,0.15580008779320892,0.15580008779320892,1.4022007901388802,1.7138009657252982,1.7138009657252982,1.7138009657252982,,,0.07790004389660446,0.07790004389660446,,,0.07790004389660446,0.07790004389660446,,,0.07790004389660446,0.07790004389660446,0.7011003950694401,0.8569004828626491,0.8569004828626491,0.8569004828626491,0.8569004828626491,
-> Subtract Visibility [PetaFLOP/s],,1.905146083555556e-05,9.52573041777778e-06,0.00017146314752,0.00010478303459555556,0.00020956606919111113,0.00020956606919111113,,,1.905146083555556e-05,9.52573041777778e-06,0.00017146314752,0.00010478303459555556,0.00020956606919111113,0.00020956606919111113,,,1.905146083555556e-05,9.52573041777778e-06,0.00017146314752,0.00010478303459555556,0.00020956606919111113,0.00020956606919111113,,,9.52573041777778e-06,4.76286520888889e-06,,,9.52573041777778e-06,4.76286520888889e-06,,,9.52573041777778e-06,4.76286520888889e-06,8.573157376e-05,5.239151729777778e-05,5.239151729777778e-05,0.00010478303459555556,0.00010478303459555556,
-> Flag [PetaFLOP/s],0.00265851764736,0.00265767878656,0.00132883939328,0.02391910907904,0.01461723332608,0.02923446665216,0.02923446665216,0.02923446665216,0.00265851764736,0.00265767878656,0.00132883939328,0.02391910907904,0.01461723332608,0.02923446665216,0.02923446665216,0.02923446665216,0.00265851764736,0.00265767878656,0.00132883939328,0.02391910907904,0.01461723332608,0.02923446665216,0.02923446665216,0.02923446665216,0.00132925882368,0.00132883939328,0.00066441969664,,0.00132925882368,0.00132883939328,0.00066441969664,,0.00132925882368,0.00132883939328,0.00066441969664,0.01195955453952,0.00730861666304,0.00730861666304,0.01461723332608,0.01461723332608,0.01461723332608
-> Degrid [PetaFLOP/s],,0.01792047297128763,0.0016767659099723277,0.16128425674258506,0.060849912569878116,0.02873979597415303,0.07620902106038785,,,0.01792047297128763,0.0016767659099723277,0.07013090105790828,0.060849912569878116,0.02873979597415303,0.07620902106038785,,,0.01792047297128763,0.0016767659099723277,0.07013090105790828,0.060849912569878116,0.02873979597415303,0.07620902106038785,,,0.006919625282137342,0.0005135710677311205,,,0.006919625282137342,0.0005135710677311205,,,0.008610243689385318,0.0009216504209822059,0.07749219320508684,0.03562983864205803,0.007214695805670981,0.016362778071352852,0.12407286511888294,
-> Image Spectral Fitting [PetaFLOP/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.237805973644753e-07,,,
-> Visibility Weighting [PetaFLOP/s],,4.8051247853773236e-05,3.134976300192144e-05,0.00043246123068395916,6.233664539893013e-05,0.00012467329079786027,0.00033414688147823975,,,4.8051247853773236e-05,3.134976300192144e-05,0.00026727807772655026,6.233664539893013e-05,0.00012467329079786027,0.00033414688147823975,,,4.8051247853773236e-05,3.134976300192144e-05,0.00026727807772655026,6.233664539893013e-05,0.00012467329079786027,0.00033414688147823975,,,2.2150841072912363e-05,1.1294718889611752e-05,,,2.2150841072912363e-05,1.1294718889611752e-05,,,2.5287774226724663e-05,1.831596590024309e-05,0.00022758996804052198,3.7616435796039894e-05,3.7616435796039894e-05,7.523287159207979e-05,0.00021837258731579443,
-> Subtract Image Component [PetaFLOP/s],,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,,,,,,,,,0.00019582977166666667,1.1967374935185184e-05,1.1967374935185184e-05,0.0017096249907407406,0.22408396678637038,
-> Demix [PetaFLOP/s],0.15542495330304,,,,,,,,0.15542495330304,,,,,,,,0.15542495330304,,,,,,,,0.07771247665152,,,,0.07771247665152,,,,0.07771247665152,,,,,,,,
-> FFT [PetaFLOP/s],,0.015561296412739454,0.0015991803646397517,0.14005166771364147,0.02493112319021365,0.0770835129112907,0.23690973557661663,,,0.015561296412739454,0.0015991803646397517,0.04356726967947812,0.02493112319021365,0.0770835129112907,0.23690973557661663,,,0.015561296412739454,0.0015991803646397517,0.04356726967947812,0.02493112319021365,0.0770835129112907,0.23690973557661663,,,0.0037692142001956876,0.0006577268645947853,,,0.0037692142001956876,0.0006577268645947853,,,0.00796457314990028,0.0007982195060798508,0.07168115834837849,0.012973402961243085,0.0024562958557849597,0.040625079519995735,1.368362732205526,
-> Grid [PetaFLOP/s],,0.01792047297128763,0.0016767659099723277,0.16128425674258506,0.060849912569878116,0.02873979597415303,0.07620902106038785,,,0.01792047297128763,0.0016767659099723277,0.07013090105790828,0.060849912569878116,0.02873979597415303,0.07620902106038785,,,0.01792047297128763,0.0016767659099723277,0.07013090105790828,0.060849912569878116,0.02873979597415303,0.07620902106038785,,,0.006919625282137342,0.0005135710677311205,,,0.006919625282137342,0.0005135710677311205,,,0.008610243689385318,0.0009216504209822059,0.07749219320508684,0.03562983864205803,0.007214695805670981,0.016362778071352852,0.12407286511888294,
-> Gridding Kernel Update [PetaFLOP/s],,0.02381944306199414,0.0029157814033133255,0.2143749875599925,0.02515842243667168,0.06394574767854021,0.15695426466561374,,,0.02381944306199414,0.0029157814033133255,0.10221581989453457,0.02515842243667168,0.06394574767854021,0.15695426466561374,,,0.02381944306199414,0.0029157814033133255,0.10221581989453457,0.02515842243667168,0.06394574767854021,0.15695426466561374,,,0.005548624750132187,0.0006992952191128625,,,0.005548624750132187,0.0006992952191128625,,,0.01416655797129698,0.0018811968285162677,0.12749902174322622,0.01666050484368512,0.016958768238061448,0.04058308247826956,0.4547360193336832,
-> Correct [PetaFLOP/s],,0.009144701201066668,0.0011430876501333335,0.08230231080960002,0.05029585660586667,0.10059171321173334,0.10059171321173334,0.10059171321173334,,0.009144701201066668,0.0011430876501333335,0.08230231080960002,0.05029585660586667,0.10059171321173334,0.10059171321173334,0.10059171321173334,,0.009144701201066668,0.0011430876501333335,0.08230231080960002,0.05029585660586667,0.10059171321173334,0.10059171321173334,0.10059171321173334,,0.004572350600533334,0.0005715438250666668,,,0.004572350600533334,0.0005715438250666668,,,0.004572350600533334,0.0005715438250666668,0.04115115540480001,0.025147928302933335,0.025147928302933335,0.05029585660586667,0.05029585660586667,0.05029585660586667
-> IFFT [PetaFLOP/s],,0.07780648206369728,0.0015991803646397517,0.7002583385682073,0.02493112319021365,0.030833405164516277,0.031587964743548885,,,0.07780648206369728,0.0015991803646397517,0.21783634839739063,0.02493112319021365,0.030833405164516277,0.031587964743548885,,,0.07780648206369728,0.0015991803646397517,0.21783634839739063,0.02493112319021365,0.030833405164516277,0.031587964743548885,,,0.01884607100097844,0.0006577268645947853,,,0.01884607100097844,0.0006577268645947853,,,0.039822865749501404,0.0007982195060798508,0.35840579174189247,0.012973402961243085,0.012281479278924796,0.01625003180799829,0.004175911658342061,
-> Identify Component [PetaFLOP/s],,,,8.515362628408296e-05,1.0463395335770655e-05,0.0010463395335770654,0.0031390186007311965,,,,,8.447219223737021e-05,1.0463395335770655e-05,0.0010463395335770654,0.0031390186007311965,,,,,8.447219223737021e-05,1.0463395335770655e-05,0.0010463395335770654,0.0031390186007311965,,,,,,,,,,,,,4.967399161922648e-05,6.103822138041579e-06,6.103822138041579e-06,0.00043598729557439844,0.05714572680552755,
-> Average [PetaFLOP/s],7.650410495999999e-05,,,,,,,,7.650410495999999e-05,,,,,,,,7.650410495999999e-05,,,,,,,,3.825205247999999e-05,,,,3.825205247999999e-05,,,,3.825205247999999e-05,,,,,,,,
-> Phase Rotation Predict [PetaFLOP/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Receive [PetaFLOP/s],3.8297563591111113e-05,,,,,,,,3.8297563591111113e-05,,,,,,,,3.8297563591111113e-05,,,,,,,,1.9148781795555557e-05,,,,1.9148781795555557e-05,,,,1.9148781795555557e-05,,,,,,,,
-> Solve [PetaFLOP/s],,0.00038505574855111116,,0.048855625819022225,,,,,,0.00038505574855111116,,0.048855625819022225,,,,,,0.00038505574855111116,,0.048855625819022225,,,,,,0.00019252787427555558,,,,0.00019252787427555558,,,,0.00019252787427555558,,0.024443919036871112,,,,,
-> Degridding Kernel Update [PetaFLOP/s],,0.02381944306199414,0.0029157814033133255,0.2143749875599925,0.02515842243667168,0.06394574767854021,0.15695426466561374,,,0.02381944306199414,0.0029157814033133255,0.10221581989453457,0.02515842243667168,0.06394574767854021,0.15695426466561374,,,0.02381944306199414,0.0029157814033133255,0.10221581989453457,0.02515842243667168,0.06394574767854021,0.15695426466561374,,,0.005548624750132187,0.0006992952191128625,,,0.005548624750132187,0.0006992952191128625,,,0.01416655797129698,0.0018811968285162677,0.12749902174322622,0.01666050484368512,0.016958768238061448,0.04058308247826956,0.4547360193336832,
-> Phase Rotation [PetaFLOP/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Reprojection [PetaFLOP/s],,6.541766848442473e-05,,0.0005887590163598227,0.00024677446959145134,0.0012338723479572565,0.00370161704387177,,,6.541766848442473e-05,,0.0002616706739376989,0.00024677446959145134,0.0012338723479572565,0.00370161704387177,,,6.541766848442473e-05,,0.0002616706739376989,0.00024677446959145134,0.0012338723479572565,0.00370161704387177,,,3.3049045901295915e-05,,,,3.3049045901295915e-05,,,,3.2756512117020146e-05,,0.0002948086090531813,0.0001235670896046713,3.089177240116782e-06,0.0006178354480233564,0.08098092784331737,
-> Source Find [PetaFLOP/s],,,,3e-12,,,,,,,,3e-12,,,,,,,,3e-12,,,,,,,,,,,,,,,,2.5e-12,,,,,
-> Reprojection Predict [PetaFLOP/s],,0.00032708834242212365,,0.002943795081799113,0.00024677446959145134,0.0004935489391829027,0.0004935489391829027,,,0.00032708834242212365,,0.0013083533696884946,0.00024677446959145134,0.0004935489391829027,0.0004935489391829027,,,0.00032708834242212365,,0.0013083533696884946,0.00024677446959145134,0.0004935489391829027,0.0004935489391829027,,,0.00016524522950647958,,,,0.00016524522950647958,,,,0.0001637825605851007,,0.0014740430452659064,0.0001235670896046713,3.089177240116782e-06,0.0002471341792093426,0.0002471341792093426,
-> DFT [Tera/s],,0.11430876501333334,0.05715438250666667,1.02877888512,0.6286982075733333,1.2573964151466666,1.2573964151466666,,,0.11430876501333334,0.05715438250666667,1.02877888512,0.6286982075733333,1.2573964151466666,1.2573964151466666,,,0.11430876501333334,0.05715438250666667,1.02877888512,0.6286982075733333,1.2573964151466666,1.2573964151466666,,,0.05715438250666667,0.028577191253333335,,,0.05715438250666667,0.028577191253333335,,,0.05715438250666667,0.028577191253333335,0.51438944256,0.31434910378666664,0.31434910378666664,0.6286982075733333,0.6286982075733333,
-> Subtract Visibility [Tera/s],,0.11430876501333334,0.05715438250666667,1.02877888512,0.6286982075733333,1.2573964151466666,1.2573964151466666,,,0.11430876501333334,0.05715438250666667,1.02877888512,0.6286982075733333,1.2573964151466666,1.2573964151466666,,,0.11430876501333334,0.05715438250666667,1.02877888512,0.6286982075733333,1.2573964151466666,1.2573964151466666,,,0.05715438250666667,0.028577191253333335,,,0.05715438250666667,0.028577191253333335,,,0.05715438250666667,0.028577191253333335,0.51438944256,0.31434910378666664,0.31434910378666664,0.6286982075733333,0.6286982075733333,
-> Flag [Tera/s],0.11475615744,0.11430876501333334,0.05715438250666667,1.02877888512,0.6286982075733333,1.2573964151466666,1.2573964151466666,1.2573964151466666,0.11475615744,0.11430876501333334,0.05715438250666667,1.02877888512,0.6286982075733333,1.2573964151466666,1.2573964151466666,1.2573964151466666,0.11475615744,0.11430876501333334,0.05715438250666667,1.02877888512,0.6286982075733333,1.2573964151466666,1.2573964151466666,1.2573964151466666,0.05737807872,0.05715438250666667,0.028577191253333335,,0.05737807872,0.05715438250666667,0.028577191253333335,,0.05737807872,0.05715438250666667,0.028577191253333335,0.51438944256,0.31434910378666664,0.31434910378666664,0.6286982075733333,0.6286982075733333,0.6286982075733333
-> Degrid [Tera/s],,0.03603843589032993,0.02351232225144108,0.3243459230129694,0.23376242024598798,0.09350496809839519,0.25061016110867984,,,0.03603843589032993,0.02351232225144108,0.2004585582949127,0.23376242024598798,0.09350496809839519,0.25061016110867984,,,0.03603843589032993,0.02351232225144108,0.2004585582949127,0.23376242024598798,0.09350496809839519,0.25061016110867984,,,0.01661313080468427,0.008471039167208814,,,0.01661313080468427,0.008471039167208814,,,0.018965830670043496,0.013736974425182315,0.17069247603039148,0.14106163423514959,0.02821232684702992,0.05642465369405984,0.1637794404868458,
-> Image Spectral Fitting [Tera/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3729676622741255e-05,,,
-> Visibility Weighting [Tera/s],,0.0041437903801186384,0.0050638575518127445,0.03729411342106775,0.009496888916882554,0.01899377783376511,0.031988171970087076,,,0.0041437903801186384,0.0050638575518127445,0.025989797189342967,0.009496888916882554,0.01899377783376511,0.031988171970087076,,,0.0041437903801186384,0.0050638575518127445,0.025989797189342967,0.009496888916882554,0.01899377783376511,0.031988171970087076,,,0.0020718951900593192,0.0025319287759063723,,,0.0020718951900593192,0.0025319287759063723,,,0.0020718951900593192,0.0025319287759063723,0.018647056710533873,0.004748444458441277,0.004748444458441277,0.009496888916882554,0.015994085985043538,
-> Subtract Image Component [Tera/s],,,,0.0004906325136331855,8.225815653048378e-05,0.008225815653048378,0.024677446959145134,,,,,0.0002180588949480824,8.225815653048378e-05,0.008225815653048378,0.024677446959145134,,,,,0.0002180588949480824,8.225815653048378e-05,0.008225815653048378,0.024677446959145134,,,,,,,,,,,,,0.00028661948102392626,4.805386817959439e-05,4.805386817959439e-05,0.003432419155685313,0.44989404357398544,
-> Demix [Tera/s],0.11475615744,,,,,,,,0.11475615744,,,,,,,,0.11475615744,,,,,,,,0.05737807872,,,,0.05737807872,,,,0.05737807872,,,,,,,,
-> FFT [Tera/s],,0.010466826957507957,0.155064103074192,0.09420144261757162,0.03948391513463221,0.19741957567316107,0.5922587270194831,,,0.010466826957507957,0.155064103074192,0.04186730783003182,0.03948391513463221,0.19741957567316107,0.5922587270194831,,,0.010466826957507957,0.155064103074192,0.04186730783003182,0.03948391513463221,0.19741957567316107,0.5922587270194831,,,0.005287847344207346,0.07833847917344214,,,0.005287847344207346,0.07833847917344214,,,0.0052410419387232225,0.0776450657588625,0.04716937744850901,0.019770734336747406,0.003954146867349481,0.09885367168373703,12.95694845493078,
-> Grid [Tera/s],,7.305808792455041,95.72333481180064,65.75227913209537,17.12571740286708,6.850286961146832,9.872608699955654,,,7.305808792455041,95.72333481180064,25.19990484141905,17.12571740286708,6.850286961146832,9.872608699955654,,,7.305808792455041,95.72333481180064,25.19990484141905,17.12571740286708,6.850286961146832,9.872608699955654,,,3.0852135672861936,37.40371635744533,,,3.0852135672861936,37.40371635744533,,,4.129877225516037,54.44784855356869,37.16889502964434,10.404637199194854,2.0809274398389705,4.161854879677941,8.098975045267883,
-> Gridding Kernel Update [Tera/s],,132.169659281266,10.327671665979098,1189.5269335545536,32.91469780393918,211.75058454353675,387.03485841026855,,,132.169659281266,10.327671665979098,327.72145510005254,32.91469780393918,211.75058454353675,387.03485841026855,,,132.169659281266,10.327671665979098,327.72145510005254,32.91469780393918,211.75058454353675,387.03485841026855,,,22.256850415060846,0.437958798086521,,,22.256850415060846,0.437958798086521,,,68.99484012332447,5.776422754904423,620.9535611265895,17.073923047163067,19.44181752193966,105.2248398264838,5406.609976336583,
-> Correct [Tera/s],,0.11430876501333334,0.05715438250666667,1.02877888512,0.6286982075733333,1.2573964151466666,1.2573964151466666,1.2573964151466666,,0.11430876501333334,0.05715438250666667,1.02877888512,0.6286982075733333,1.2573964151466666,1.2573964151466666,1.2573964151466666,,0.11430876501333334,0.05715438250666667,1.02877888512,0.6286982075733333,1.2573964151466666,1.2573964151466666,1.2573964151466666,,0.05715438250666667,0.028577191253333335,,,0.05715438250666667,0.028577191253333335,,,0.05715438250666667,0.028577191253333335,0.51438944256,0.31434910378666664,0.31434910378666664,0.6286982075733333,0.6286982075733333,0.6286982075733333
-> IFFT [Tera/s],,0.05233624804241522,0.1550922798058644,0.4710262323817371,0.03948821991308217,0.07897643982616434,0.07897643982616434,,,0.05233624804241522,0.1550922798058644,0.20934921867941175,0.03948821991308217,0.07897643982616434,0.07897643982616434,,,0.05233624804241522,0.1550922798058644,0.20934921867941175,0.03948821991308217,0.07897643982616434,0.07897643982616434,,,0.02644029882936458,0.07835264061781354,,,0.02644029882936458,0.07835264061781354,,,0.026206267090867347,0.07765916438887902,0.23585640381780612,0.019772888294111043,0.019772888294111043,0.03954577658822209,0.03954577658822209,
-> Identify Component [Tera/s],,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,,,,,,,,,4.666666666666667e-10,5.703703703703703e-11,5.703703703703703e-11,4.074074074074074e-09,5.33997037037037e-07,
-> Average [Tera/s],0.11430876501333335,,,,,,,,0.11430876501333335,,,,,,,,0.11430876501333335,,,,,,,,0.05715438250666668,,,,0.05715438250666668,,,,0.05715438250666668,,,,,,,,
-> Phase Rotation Predict [Tera/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Receive [Tera/s],0.11475615744,,,,,,,,0.11475615744,,,,,,,,0.11475615744,,,,,,,,0.05737807872,,,,0.05737807872,,,,0.05737807872,,,,,,,,
-> Solve [Tera/s],,2.62144e-07,,5.461333333333334e-06,,,,,,2.62144e-07,,5.461333333333334e-06,,,,,,2.62144e-07,,5.461333333333334e-06,,,,,,1.31072e-07,,,,1.31072e-07,,,,1.31072e-07,,3.779242666666667e-06,,,,,
