,hpso01 (Ingest) [Na=512] [Bmax=32500.0],hpso01 (RCAL) [Na=512] [Bmax=32500.0],hpso01 (FastImg) [Na=512] [Bmax=32500.0],hpso01 (ICAL) [Na=512] [Bmax=32500.0],hpso01 (DPrepA) [Na=512] [Bmax=32500.0],hpso01 (DPrepB) [Na=512] [Bmax=32500.0],hpso01 (DPrepC) [Na=512] [Bmax=32500.0],hpso01 (DPrepD) [Na=512] [Bmax=32500.0],hpso02a (Ingest) [Na=512] [Bmax=32500.0],hpso02a (RCAL) [Na=512] [Bmax=32500.0],hpso02a (FastImg) [Na=512] [Bmax=32500.0],hpso02a (ICAL) [Na=512] [Bmax=32500.0],hpso02a (DPrepA) [Na=512] [Bmax=32500.0],hpso02a (DPrepB) [Na=512] [Bmax=32500.0],hpso02a (DPrepC) [Na=512] [Bmax=32500.0],hpso02a (DPrepD) [Na=512] [Bmax=32500.0],hpso02b (Ingest) [Na=512] [Bmax=32500.0],hpso02b (RCAL) [Na=512] [Bmax=32500.0],hpso02b (FastImg) [Na=512] [Bmax=32500.0],hpso02b (ICAL) [Na=512] [Bmax=32500.0],hpso02b (DPrepA) [Na=512] [Bmax=32500.0],hpso02b (DPrepB) [Na=512] [Bmax=32500.0],hpso02b (DPrepC) [Na=512] [Bmax=32500.0],hpso02b (DPrepD) [Na=512] [Bmax=32500.0],hpso04a (Ingest) [Nf_max=32768] [Na=512] [Bmax=32500.0],hpso04a (RCAL) [Nf_max=32768] [Na=512] [Bmax=32500.0],hpso04a (FastImg) [Nf_max=32768] [Na=512] [Bmax=32500.0],hpso04a (PSS) [Nf_max=32768] [Na=512] [Bmax=32500.0],hpso05a (Ingest) [Nf_max=32768] [Na=512] [Bmax=32500.0],hpso05a (RCAL) [Nf_max=32768] [Na=512] [Bmax=32500.0],hpso05a (FastImg) [Nf_max=32768] [Na=512] [Bmax=32500.0],hpso05a (PST) [Nf_max=32768] [Na=512] [Bmax=32500.0],max_low (Ingest) [Nf_max=32768] [Na=512] [Bmax=32500.0],max_low (RCAL) [Nf_max=32768] [Na=512] [Bmax=32500.0],max_low (FastImg) [Nf_max=32768] [Na=512] [Bmax=32500.0],max_low (ICAL) [Nf_max=32768] [Na=512] [Bmax=32500.0],max_low (DPrepA) [Nf_max=32768] [Na=512] [Bmax=32500.0],max_low (DPrepA_Image) [Nf_max=32768] [Na=512] [Bmax=32500.0],max_low (DPrepB) [Nf_max=32768] [Na=512] [Bmax=32500.0],max_low (DPrepC) [Nf_max=32768] [Na=512] [Bmax=32500.0],max_low (DPrepD) [Nf_max=32768] [Na=512] [Bmax=32500.0]
-> Degrid [PetaFLOP/s],,0.008762283201835112,0.0012254801396113515,0.07886054881631045,0.033298689813823494,0.014231758155341608,0.04363672860136016,,,0.008762283201835112,0.0012254801396113515,0.04108903343958748,0.033298689813823494,0.014231758155341608,0.04363672860136016,,,0.008762283201835112,0.0012254801396113515,0.04108903343958748,0.033298689813823494,0.014231758155341608,0.04363672860136016,,,0.002906647779000553,0.00035528929324534143,,,0.002906647779000553,0.00035528929324534143,,,0.006677007073073737,0.000845662324049974,0.06009306365766663,0.023031771761243,0.004624038278350203,0.009712395853199112,0.1496293254502572,
-> Image Spectral Fitting [PetaFLOP/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0594514934111882e-07,,,
-> Visibility Weighting [PetaFLOP/s],,3.734669636829466e-05,2.7834954688960693e-05,0.00033612026731465194,3.8340038242919304e-05,7.668007648583861e-05,0.0002370900057102005,,,3.734669636829466e-05,2.7834954688960693e-05,0.00020999524800197623,3.8340038242919304e-05,7.668007648583861e-05,0.0002370900057102005,,,3.734669636829466e-05,2.7834954688960693e-05,0.00020999524800197623,3.8340038242919304e-05,7.668007648583861e-05,0.0002370900057102005,,,1.337980630924466e-05,8.528338392528392e-06,,,1.337980630924466e-05,8.528338392528392e-06,,,3.059186425392793e-05,1.954276301067501e-05,0.00027532677828535137,2.6927083921757965e-05,2.6927083921757965e-05,5.385416784351593e-05,0.0006300488655198419,
-> Subtract Image Component [PetaFLOP/s],,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,,,,,,,,,0.00019582977166666667,1.1967374935185184e-05,1.1967374935185184e-05,0.0017096249907407406,0.22408396678637038,
-> Demix [PetaFLOP/s],0.3670356769420338,,,,,,,,0.3670356769420338,,,,,,,,0.3670356769420338,,,,,,,,0.18399304443953443,,,,0.18399304443953443,,,,0.18358465737395815,,,,,,,,
-> FFT [PetaFLOP/s],,0.003692748056777911,0.00038054755769741875,0.03323473251118699,0.0057968467187726495,0.018180345692370488,0.05705682644834808,,,0.003692748056777911,0.00038054755769741875,0.010500246547519366,0.0057968467187726495,0.018180345692370488,0.05705682644834808,,,0.003692748056777911,0.00038054755769741875,0.010500246547519366,0.0057968467187726495,0.018180345692370488,0.05705682644834808,,,0.0008570886632756086,0.00015219134762459223,,,0.0008570886632756086,0.00015219134762459223,,,0.002004381481979818,0.00020576891649724737,0.01803943333781605,0.003147035626738845,0.0006008012709430108,0.009847630997463943,0.5043093746860483,
-> Grid [PetaFLOP/s],,0.008762283201835112,0.0012254801396113515,0.07886054881631045,0.033298689813823494,0.014231758155341608,0.04363672860136016,,,0.008762283201835112,0.0012254801396113515,0.04108903343958748,0.033298689813823494,0.014231758155341608,0.04363672860136016,,,0.008762283201835112,0.0012254801396113515,0.04108903343958748,0.033298689813823494,0.014231758155341608,0.04363672860136016,,,0.002906647779000553,0.00035528929324534143,,,0.002906647779000553,0.00035528929324534143,,,0.006677007073073737,0.000845662324049974,0.06009306365766663,0.023031771761243,0.004624038278350203,0.009712395853199112,0.1496293254502572,
-> Gridding Kernel Update [PetaFLOP/s],,0.009718133561315229,0.001995028719354165,0.08746320205148549,0.016886545506483965,0.03708884858572911,0.09236733438579918,,,0.009718133561315229,0.001995028719354165,0.05242759317925512,0.016886545506483965,0.03708884858572911,0.09236733438579918,,,0.009718133561315229,0.001995028719354165,0.05242759317925512,0.016886545506483965,0.03708884858572911,0.09236733438579918,,,0.002863091247634828,0.0005739593619095624,,,0.002863091247634828,0.0005739593619095624,,,0.006617019085291712,0.0013739279329224583,0.05955317176763052,0.011602046028172226,0.011665291962746677,0.02500630057360336,0.24964550872586935,
-> Correct [PetaFLOP/s],,0.0086881056281569,0.001227899237509859,0.0781929506534121,0.01769957501801982,0.03539915003603964,0.10805513290086759,0.10805513290086759,,0.0086881056281569,0.001227899237509859,0.052130004362685424,0.01769957501801982,0.03539915003603964,0.10805513290086759,0.10805513290086759,,0.0086881056281569,0.001227899237509859,0.052130004362685424,0.01769957501801982,0.03539915003603964,0.10805513290086759,0.10805513290086759,,0.0026688405083922623,0.0003762155742618027,,,0.0026688405083922623,0.0003762155742618027,,,0.006102091393887128,0.0008621010926157215,0.054918822544984154,0.012431296936418186,0.012431296936418186,0.02486259387283637,0.18657693739886652,0.09328846869943326
-> IFFT [PetaFLOP/s],,0.018463740283889557,0.00038054755769741875,0.16617366255593496,0.0057968467187726495,0.0072721382769481945,0.007607576859779745,,,0.018463740283889557,0.00038054755769741875,0.05250123273759683,0.0057968467187726495,0.0072721382769481945,0.007607576859779745,,,0.018463740283889557,0.00038054755769741875,0.05250123273759683,0.0057968467187726495,0.0072721382769481945,0.007607576859779745,,,0.0042854433163780434,0.00015219134762459223,,,0.0042854433163780434,0.00015219134762459223,,,0.01002190740989909,0.00020576891649724737,0.09019716668908026,0.003147035626738845,0.0030040063547150542,0.003939052398985577,0.0015390300741151383,
-> Identify Component [PetaFLOP/s],,,,8.423369032102074e-05,1.0309161292275997e-05,0.0010309161292275995,0.003092748387682799,,,,,8.406333180934256e-05,1.0309161292275997e-05,0.0010309161292275995,0.003092748387682799,,,,,8.406333180934256e-05,1.0309161292275997e-05,0.0010309161292275995,0.003092748387682799,,,,,,,,,,,,,4.913658009230662e-05,6.0137211352048395e-06,6.0137211352048395e-06,0.00042955150965748854,0.056302175473826335,
-> Average [PetaFLOP/s],0.00018075017352605654,,,,,,,,0.00018075017352605654,,,,,,,,0.00018075017352605654,,,,,,,,9.060917837313543e-05,,,,9.060917837313543e-05,,,,9.040800247876286e-05,,,,,,,,
-> Phase Rotation Predict [PetaFLOP/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Receive [PetaFLOP/s],9.04040637443387e-05,,,,,,,,9.04040637443387e-05,,,,,,,,9.04040637443387e-05,,,,,,,,4.5319115205641736e-05,,,,4.5319115205641736e-05,,,,4.521849500692276e-05,,,,,,,,
-> Solve [PetaFLOP/s],,0.0003660309330132041,,0.046420449430170124,,,,,,0.0003660309330132041,,0.03097574051714691,,,,,,0.0003660309330132041,,0.03097574051714691,,,,,,0.00011321495376967758,,,,0.00011321495376967758,,,,0.0002562670739986304,,0.03260253660142469,,,,,
-> Degridding Kernel Update [PetaFLOP/s],,0.009718133561315229,0.001995028719354165,0.08746320205148549,0.016886545506483965,0.03708884858572911,0.09236733438579918,,,0.009718133561315229,0.001995028719354165,0.05242759317925512,0.016886545506483965,0.03708884858572911,0.09236733438579918,,,0.009718133561315229,0.001995028719354165,0.05242759317925512,0.016886545506483965,0.03708884858572911,0.09236733438579918,,,0.002863091247634828,0.0005739593619095624,,,0.002863091247634828,0.0005739593619095624,,,0.006617019085291712,0.0013739279329224583,0.05955317176763052,0.011602046028172226,0.011665291962746677,0.02500630057360336,0.24964550872586935,
-> Phase Rotation [PetaFLOP/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Reprojection [PetaFLOP/s],,1.6354417121106183e-05,,0.00014718975408995567,6.169361739786284e-05,0.00030846808698931414,0.0009254042609679425,,,1.6354417121106183e-05,,6.541766848442473e-05,6.169361739786284e-05,0.00030846808698931414,0.0009254042609679425,,,1.6354417121106183e-05,,6.541766848442473e-05,6.169361739786284e-05,0.00030846808698931414,0.0009254042609679425,,,8.262261475323979e-06,,,,8.262261475323979e-06,,,,8.189128029255037e-06,,7.370215226329532e-05,3.0891772401167826e-05,7.722943100291955e-07,0.0001544588620058391,0.020245231960829342,
-> Source Find [PetaFLOP/s],,,,3e-12,,,,,,,,3e-12,,,,,,,,3e-12,,,,,,,,,,,,,,,,2.5e-12,,,,,
-> Reprojection Predict [PetaFLOP/s],,8.177208560553091e-05,,0.0007359487704497782,6.169361739786284e-05,0.00012338723479572567,0.00012338723479572567,,,8.177208560553091e-05,,0.00032708834242212365,6.169361739786284e-05,0.00012338723479572567,0.00012338723479572567,,,8.177208560553091e-05,,0.00032708834242212365,6.169361739786284e-05,0.00012338723479572567,0.00012338723479572567,,,4.1311307376619896e-05,,,,4.1311307376619896e-05,,,,4.0945640146275176e-05,,0.0003685107613164766,3.0891772401167826e-05,7.722943100291955e-07,6.178354480233565e-05,6.178354480233565e-05,
-> DFT [Tera/s],,0.10860132035196124,0.06139496187549294,0.9774118831676513,0.22124468772524775,0.4424893754504955,1.350689161260845,,,0.10860132035196124,0.06139496187549294,0.6516250545335677,0.22124468772524775,0.4424893754504955,1.350689161260845,,,0.10860132035196124,0.06139496187549294,0.6516250545335677,0.22124468772524775,0.4424893754504955,1.350689161260845,,,0.03336050635490328,0.018810778713090136,,,0.03336050635490328,0.018810778713090136,,,0.0762761424235891,0.04310505463078607,0.6864852818123018,0.1553912117052273,0.1553912117052273,0.3107824234104546,2.3322117174858317,
-> Subtract Visibility [Tera/s],,0.10860132035196124,0.06139496187549294,0.9774118831676513,0.22124468772524775,0.4424893754504955,1.350689161260845,,,0.10860132035196124,0.06139496187549294,0.6516250545335677,0.22124468772524775,0.4424893754504955,1.350689161260845,,,0.10860132035196124,0.06139496187549294,0.6516250545335677,0.22124468772524775,0.4424893754504955,1.350689161260845,,,0.03336050635490328,0.018810778713090136,,,0.03336050635490328,0.018810778713090136,,,0.0762761424235891,0.04310505463078607,0.6864852818123018,0.1553912117052273,0.1553912117052273,0.3107824234104546,2.3322117174858317,
-> Flag [Tera/s],0.27112526028908485,0.10860132035196124,0.06139496187549296,0.9774118831676513,0.22124468772524775,0.4424893754504955,1.3506891612608452,1.3506891612608452,0.27112526028908485,0.10860132035196124,0.06139496187549296,0.6516250545335677,0.22124468772524775,0.4424893754504955,1.3506891612608452,1.3506891612608452,0.27112526028908485,0.10860132035196124,0.06139496187549296,0.6516250545335677,0.22124468772524775,0.4424893754504955,1.3506891612608452,1.3506891612608452,0.13591376755970316,0.03336050635490328,0.018810778713090136,,0.13591376755970316,0.03336050635490328,0.018810778713090136,,0.13561200371814433,0.0762761424235891,0.04310505463078608,0.6864852818123018,0.1553912117052273,0.1553912117052273,0.3107824234104546,2.3322117174858317,1.1661058587429158
-> Degrid [Tera/s],,0.028010022276220993,0.02087621601672052,0.2520902004859889,0.14377514341094738,0.057510057364378954,0.17781750428265036,,,0.028010022276220993,0.02087621601672052,0.15749643600148217,0.14377514341094738,0.057510057364378954,0.17781750428265036,,,0.028010022276220993,0.02087621601672052,0.15749643600148217,0.14377514341094738,0.057510057364378954,0.17781750428265036,,,0.010034854731933494,0.006396253794396294,,,0.010034854731933494,0.006396253794396294,,,0.022943898190445948,0.014657072258006259,0.20649508371401354,0.10097656470659236,0.020195312941318475,0.04039062588263695,0.47253664913988147,
-> Image Spectral Fitting [Tera/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4324191556853137e-06,,,
-> Visibility Weighting [Tera/s],,0.0025438507973232086,0.004658626033685299,0.02289465717590888,0.008069385631115308,0.016138771262230615,0.023073078571283274,,,0.0025438507973232086,0.004658626033685299,0.02062195568867614,0.008069385631115308,0.016138771262230615,0.023073078571283274,,,0.0025438507973232086,0.004658626033685299,0.02062195568867614,0.008069385631115308,0.016138771262230615,0.023073078571283274,,,0.0015798656867460075,0.0023293130168426496,,,0.0015798656867460075,0.0023293130168426496,,,0.0015763579748538327,0.0023293130168426496,0.014187221773684495,0.004035564900860561,0.004035564900860561,0.008071129801721122,0.011536539285641637,
-> Subtract Image Component [Tera/s],,,,0.00012265812840829638,2.0564539132620944e-05,0.0020564539132620946,0.006169361739786283,,,,,5.45147237370206e-05,2.0564539132620944e-05,0.0020564539132620946,0.006169361739786283,,,,,5.45147237370206e-05,2.0564539132620944e-05,0.0020564539132620946,0.006169361739786283,,,,,,,,,,,,,7.165487025598156e-05,1.2013467044898598e-05,1.2013467044898598e-05,0.0008581047889213283,0.11247351089349636,
-> Demix [Tera/s],0.27112526028908485,,,,,,,,0.27112526028908485,,,,,,,,0.27112526028908485,,,,,,,,0.13591376755970316,,,,0.13591376755970316,,,,0.13561200371814433,,,,,,,,
-> FFT [Tera/s],,0.002616706739376989,0.038766025768548,0.023550360654392904,0.009870978783658052,0.04935489391829027,0.14806468175487078,,,0.002616706739376989,0.038766025768548,0.010466826957507955,0.009870978783658052,0.04935489391829027,0.14806468175487078,,,0.002616706739376989,0.038766025768548,0.010466826957507955,0.009870978783658052,0.04935489391829027,0.14806468175487078,,,0.0013219618360518365,0.019584619793360535,,,0.0013219618360518365,0.019584619793360535,,,0.0013102604846808056,0.019411266439715625,0.011792344362127253,0.0049426835841868515,0.0009885367168373702,0.024713417920934257,3.239237113732695,
-> Grid [Tera/s],,1.6169676845528984,17.250182455056517,14.552709160976084,2.2598788232952334,0.9039515293180933,1.7876406598463854,,,1.6169676845528984,17.250182455056517,4.312329751326514,2.2598788232952334,0.9039515293180933,1.7876406598463854,,,1.6169676845528984,17.250182455056517,4.312329751326514,2.2598788232952334,0.9039515293180933,1.7876406598463854,,,0.5005748391212811,5.340238909281612,,,0.5005748391212811,5.340238909281612,,,1.1369185721586352,12.128905634923232,10.232267149427718,1.5889604935191353,0.3177920987038271,0.6355841974076542,6.479885844963222,
-> Gridding Kernel Update [Tera/s],,19.65005079238443,0.7174030280611161,176.85045712899688,6.018140163066544,35.627666228412174,62.182874671864774,,,19.65005079238443,0.7174030280611161,50.994144752589136,6.018140163066544,35.627666228412174,62.182874671864774,,,19.65005079238443,0.7174030280611161,50.994144752589136,6.018140163066544,35.627666228412174,62.182874671864774,,,3.834135944921015,0.03987814664834162,,,3.834135944921015,0.03987814664834162,,,9.071526755448842,0.34525946421136305,81.64374079906601,2.859260582531434,3.1815119717748104,16.89611817253172,313.93235073121144,
-> Correct [Tera/s],,0.10860132035196124,0.06139496187549296,0.9774118831676513,0.22124468772524775,0.4424893754504955,1.3506891612608452,1.3506891612608452,,0.10860132035196124,0.06139496187549296,0.6516250545335677,0.22124468772524775,0.4424893754504955,1.3506891612608452,1.3506891612608452,,0.10860132035196124,0.06139496187549296,0.6516250545335677,0.22124468772524775,0.4424893754504955,1.3506891612608452,1.3506891612608452,,0.03336050635490328,0.018810778713090136,,,0.03336050635490328,0.018810778713090136,,,0.0762761424235891,0.04310505463078608,0.6864852818123018,0.1553912117052273,0.1553912117052273,0.3107824234104546,2.3322117174858317,1.1661058587429158
-> IFFT [Tera/s],,0.013084590324322664,0.038780114134384217,0.11776131291890397,0.00987313117288303,0.01974626234576606,0.01974626234576606,,,0.013084590324322664,0.038780114134384217,0.05234047455216608,0.00987313117288303,0.01974626234576606,0.01974626234576606,,,0.013084590324322664,0.038780114134384217,0.05234047455216608,0.00987313117288303,0.01974626234576606,0.01974626234576606,,,0.006610340234423109,0.019591700515546234,,,0.006610340234423109,0.019591700515546234,,,0.006551831122029647,0.019418315754723886,0.05896648009826682,0.004943760562868669,0.004943760562868669,0.009887521125737339,0.009887521125737339,
-> Identify Component [Tera/s],,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,,,,,,,,,4.666666666666667e-10,5.703703703703703e-11,5.703703703703703e-11,4.074074074074074e-09,5.33997037037037e-07,
-> Average [Tera/s],0.2699858390207885,,,,,,,,0.2699858390207885,,,,,,,,0.2699858390207885,,,,,,,,0.13534258124808216,,,,0.13534258124808216,,,,0.13504208558839137,,,,,,,,
-> Phase Rotation Predict [Tera/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Receive [Tera/s],0.27112526028908485,,,,,,,,0.27112526028908485,,,,,,,,0.27112526028908485,,,,,,,,0.13591376755970316,,,,0.13591376755970316,,,,0.13561200371814433,,,,,,,,
-> Solve [Tera/s],,2.62144e-07,,5.461333333333334e-06,,,,,,2.62144e-07,,5.461333333333334e-06,,,,,,2.62144e-07,,5.461333333333334e-06,,,,,,1.31072e-07,,,,1.31072e-07,,,,1.31072e-07,,3.779242666666667e-06,,,,,
-> Degridding Kernel Update [Tera/s],,19.65005079238443,0.7174030280611161,176.85045712899688,6.018140163066544,35.627666228412174,62.182874671864774,,,19.65005079238443,0.7174030280611161,50.994144752589136,6.018140163066544,35.627666228412174,62.182874671864774,,,19.65005079238443,0.7174030280611161,50.994144752589136,6.018140163066544,35.627666228412174,62.182874671864774,,,3.834135944921015,0.03987814664834162,,,3.834135944921015,0.03987814664834162,,,9.071526755448842,0.34525946421136305,81.64374079906601,2.859260582531434,3.1815119717748104,16.89611817253172,313.93235073121144,
-> Phase Rotation [Tera/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Reprojection [Tera/s],,0.002616706739376989,,0.023550360654392904,0.009870978783658052,0.04935489391829027,0.14806468175487078,,,0.002616706739376989,,0.010466826957507955,0.009870978783658052,0.04935489391829027,0.14806468175487078,,,0.002616706739376989,,0.010466826957507955,0.009870978783658052,0.04935489391829027,0.14806468175487078,,,0.0013219618360518365,,,,0.0013219618360518365,,,,0.0013102604846808056,,0.011792344362127253,0.0049426835841868515,0.00012356708960467128,0.024713417920934257,3.239237113732695,
-> Source Find [Tera/s],,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,,,,,,,,,1.44e-08,,,,,
-> Reprojection Predict [Tera/s],,0.013083533696884947,,0.11775180327196452,0.009870978783658052,0.019741957567316105,0.019741957567316105,,,0.013083533696884947,,0.05233413478753978,0.009870978783658052,0.019741957567316105,0.019741957567316105,,,0.013083533696884947,,0.05233413478753978,0.009870978783658052,0.019741957567316105,0.019741957567316105,,,0.006609809180259182,,,,0.006609809180259182,,,,0.006551302423404029,,0.05896172181063626,0.0049426835841868515,0.00012356708960467128,0.009885367168373703,0.009885367168373703,
Total visibilities [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-> DFT [Mvis/s],,1131.263753666263,1279.0617057394363,1131.263753666263,419.02402978266616,419.02402978266616,1279.0617057394363,,,1131.263753666263,1279.0617057394363,754.1956649694071,419.02402978266616,419.02402978266616,1279.0617057394363,,,1131.263753666263,1279.0617057394363,754.1956649694071,419.02402978266616,419.02402978266616,1279.0617057394363,,,695.010549060485,783.7824463787557,,,695.010549060485,783.7824463787557,,,1589.0863004914395,1796.0439429494197,1589.0863004914395,588.6030746410125,588.6030746410125,588.6030746410125,4417.0676467534695,
-> Subtract Visibility [Mvis/s],,1131.263753666263,1279.0617057394363,1131.263753666263,419.02402978266616,419.02402978266616,1279.0617057394363,,,1131.263753666263,1279.0617057394363,754.1956649694071,419.02402978266616,419.02402978266616,1279.0617057394363,,,1131.263753666263,1279.0617057394363,754.1956649694071,419.02402978266616,419.02402978266616,1279.0617057394363,,,695.010549060485,783.7824463787557,,,695.010549060485,783.7824463787557,,,1589.0863004914395,1796.0439429494197,1589.0863004914395,588.6030746410125,588.6030746410125,588.6030746410125,4417.0676467534695,
-> Flag [Mvis/s],,1131.263753666263,1279.0617057394363,1131.263753666263,419.02402978266616,419.02402978266616,1279.0617057394363,1279.0617057394363,,1131.263753666263,1279.0617057394363,754.1956649694071,419.02402978266616,419.02402978266616,1279.0617057394363,1279.0617057394363,,1131.263753666263,1279.0617057394363,754.1956649694071,419.02402978266616,419.02402978266616,1279.0617057394363,1279.0617057394363,,695.010549060485,783.7824463787557,,,695.010549060485,783.7824463787557,,,1589.0863004914395,1796.0439429494197,1589.0863004914395,588.6030746410125,588.6030746410125,588.6030746410125,4417.0676467534695,2208.5338233767347
-> Degrid [Mvis/s],,168094.2129507582,153185.01745141894,168094.21295032007,5689.6379186013955,12158.66920015892,58883.508994857264,,,168094.2129507582,153185.01745141894,88325.99038451277,5689.6379186013955,12158.66920015892,58883.508994857264,,,168094.2129507582,153185.01745141894,88325.99038451277,5689.6379186013955,12158.66920015892,58883.508994857264,,,61111.481104423794,44411.16165566768,,,61111.481104423794,44411.16165566768,,,140070.5735785953,105707.79050624675,140070.57357860226,3936.847741871447,3951.9614129476927,8300.756033708842,154590.1714480997,
-> Image Spectral Fitting [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9267.531720350347,,,
-> Visibility Weighting [Mvis/s],,291.77106537730197,434.92116701501084,291.77106537730197,54.460281595055825,54.460281595055825,168.3877881464492,,,291.77106537730197,434.92116701501084,182.28754166838215,54.460281595055825,54.460281595055825,168.3877881464492,,,291.77106537730197,434.92116701501084,182.28754166838215,54.460281595055825,54.460281595055825,168.3877881464492,,,209.0594735819478,266.51057476651226,,,209.0594735819478,266.51057476651226,,,477.99787896762393,610.7113440835941,477.99787896762393,76.49739750499421,76.49739750499421,76.49739750499421,894.9557748861391,
-> Subtract Image Component [Mvis/s],,,,613.2906420414819,84.12766008799477,84.12766008799477,84.12766008799477,,,,,272.573618685103,84.12766008799477,84.12766008799477,84.12766008799477,,,,,272.573618685103,84.12766008799477,84.12766008799477,84.12766008799477,,,,,,,,,,,,,614.1846021941276,84.25028836682134,84.25028836682134,84.25028836682132,84.25028836682134,
-> Demix [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> FFT [Mvis/s],,0.024764705571467673,0.0055032679047705944,0.024764705571467673,0.009172113174617656,0.009172113174617656,0.009172113174617656,,,0.024764705571467673,0.0055032679047705944,0.01650980371431178,0.009172113174617656,0.009172113174617656,0.009172113174617656,,,0.024764705571467673,0.0055032679047705944,0.01650980371431178,0.009172113174617656,0.009172113174617656,0.009172113174617656,,,0.02489316393408637,0.0055318142075747485,,,0.02489316393408637,0.0055318142075747485,,,0.024782748075912155,0.005507277350202699,0.024782748075912155,0.009178795583671169,0.009178795583671167,0.009178795583671169,0.009178795583671169,
-> Grid [Mvis/s],,168094.2129507582,153185.01745141894,168094.21295032007,5689.6379186013955,12158.66920015892,58883.508994857264,,,168094.2129507582,153185.01745141894,88325.99038451277,5689.6379186013955,12158.66920015892,58883.508994857264,,,168094.2129507582,153185.01745141894,88325.99038451277,5689.6379186013955,12158.66920015892,58883.508994857264,,,61111.481104423794,44411.16165566768,,,61111.481104423794,44411.16165566768,,,140070.5735785953,105707.79050624675,140070.57357860226,3936.847741871447,3951.9614129476927,8300.756033708842,154590.1714480997,
-> Gridding Kernel Update [Mvis/s],,3.885666423244662,10.176542282261602,3.885666423234534,1.6591710649834264,1.7728115931292672,2.5133940438102274,,,3.885666423244662,10.176542282261602,2.918855411279057,1.6591710649834264,1.7728115931292672,2.5133940438102274,,,3.885666423244662,10.176542282261602,2.918855411279057,1.6591710649834264,1.7728115931292672,2.5133940438102274,,,4.4689091758284585,9.939373259536573,,,4.4689091758284585,9.939373259536573,,,4.479912390382909,10.104091263765708,4.479912390383132,1.6343627166026868,1.6406370818150615,1.7230087459084062,3.24312828779778,
-> Correct [Mvis/s],,1131.263753666263,1279.0617057394363,1131.263753666263,419.02402978266616,419.02402978266616,1279.0617057394363,1279.0617057394363,,1131.263753666263,1279.0617057394363,754.1956649694071,419.02402978266616,419.02402978266616,1279.0617057394363,1279.0617057394363,,1131.263753666263,1279.0617057394363,754.1956649694071,419.02402978266616,419.02402978266616,1279.0617057394363,1279.0617057394363,,695.010549060485,783.7824463787557,,,695.010549060485,783.7824463787557,,,1589.0863004914395,1796.0439429494197,1589.0863004914395,588.6030746410125,588.6030746410125,588.6030746410125,4417.0676467534695,2208.5338233767347
-> IFFT [Mvis/s],,0.12382352785733837,0.0055032679047705944,0.12382352785733837,0.009172113174617656,0.0036688452698470622,0.0012229484232823538,,,0.12382352785733837,0.0055032679047705944,0.0825490185715589,0.009172113174617656,0.0036688452698470622,0.0012229484232823538,,,0.12382352785733837,0.0055032679047705944,0.0825490185715589,0.009172113174617656,0.0036688452698470622,0.0012229484232823538,,,0.12446581967043184,0.0055318142075747485,,,0.12446581967043184,0.0055318142075747485,,,0.12391374037956078,0.005507277350202699,0.12391374037956078,0.009178795583671169,0.04589397791835584,0.0036715182334684667,2.8011461131808987e-05,
