,hpso01 (Ingest) [Nf_max=8192] [Na=64],hpso01 (RCAL) [Nf_max=8192] [Na=64],hpso01 (FastImg) [Nf_max=8192] [Na=64],hpso01 (ICAL) [Nf_max=8192] [Na=64],hpso01 (DPrepA) [Nf_max=8192] [Na=64],hpso01 (DPrepB) [Nf_max=8192] [Na=64],hpso01 (DPrepC) [Nf_max=8192] [Na=64],hpso01 (DPrepD) [Nf_max=8192] [Na=64],hpso02a (Ingest) [Nf_max=8192] [Na=64],hpso02a (RCAL) [Nf_max=8192] [Na=64],hpso02a (FastImg) [Nf_max=8192] [Na=64],hpso02a (ICAL) [Nf_max=8192] [Na=64],hpso02a (DPrepA) [Nf_max=8192] [Na=64],hpso02a (DPrepB) [Nf_max=8192] [Na=64],hpso02a (DPrepC) [Nf_max=8192] [Na=64],hpso02a (DPrepD) [Nf_max=8192] [Na=64],hpso02b (Ingest) [Nf_max=8192] [Na=64],hpso02b (RCAL) [Nf_max=8192] [Na=64],hpso02b (FastImg) [Nf_max=8192] [Na=64],hpso02b (ICAL) [Nf_max=8192] [Na=64],hpso02b (DPrepA) [Nf_max=8192] [Na=64],hpso02b (DPrepB) [Nf_max=8192] [Na=64],hpso02b (DPrepC) [Nf_max=8192] [Na=64],hpso02b (DPrepD) [Nf_max=8192] [Na=64],hpso04a (Ingest) [Nf_max=8192] [Na=64],hpso04a (RCAL) [Nf_max=8192] [Na=64],hpso04a (FastImg) [Nf_max=8192] [Na=64],hpso04a (PSS) [Nf_max=8192] [Na=64],hpso05a (Ingest) [Nf_max=8192] [Na=64],hpso05a (RCAL) [Nf_max=8192] [Na=64],hpso05a (FastImg) [Nf_max=8192] [Na=64],hpso05a (PST) [Nf_max=8192] [Na=64],max_low (Ingest) [Nf_max=8192] [Na=64],max_low (RCAL) [Nf_max=8192] [Na=64],max_low (FastImg) [Nf_max=8192] [Na=64],max_low (ICAL) [Nf_max=8192] [Na=64],max_low (DPrepA) [Nf_max=8192] [Na=64],max_low (DPrepA_Image) [Nf_max=8192] [Na=64],max_low (DPrepB) [Nf_max=8192] [Na=64],max_low (DPrepC) [Nf_max=8192] [Na=64],max_low (DPrepD) [Nf_max=8192] [Na=64]
Image size [GB],2.692085122815833,19.625300545327423,0.9691506442136997,19.625300545327423,2.692085122815833,2.692085122815833,2.692085122815833,2.692085122815833,2.692085122815833,19.625300545327423,0.9691506442136997,8.722355797923298,2.692085122815833,2.692085122815833,2.692085122815833,2.692085122815833,2.692085122815833,19.625300545327423,0.9691506442136997,8.722355797923298,2.692085122815833,2.692085122815833,2.692085122815833,2.692085122815833,2.7200860824111843,19.82942754077754,0.9792309896680266,(undefined),2.7200860824111843,19.82942754077754,0.9792309896680266,(undefined),2.6960092277382826,19.653907270212073,0.9705633219857817,19.653907270212073,2.6960092277382826,2.6960092277382826,2.6960092277382826,2.6960092277382826,2.6960092277382826
Image cube size [GB],1411427.9248708675,6280.096174504775,155.06410307419196,6280.096174504775,430.73361965053334,10768.340491263332,32305.021473789995,176428.49060885844,1411427.9248708675,6280.096174504775,155.06410307419196,2791.153855335455,430.73361965053334,10768.340491263332,32305.021473789995,176428.49060885844,1411427.9248708675,6280.096174504775,155.06410307419196,2791.153855335455,430.73361965053334,10768.340491263332,32305.021473789995,176428.49060885844,713054.2459875975,3172.7084065244067,78.33847917344212,(undefined),713054.2459875975,3172.7084065244067,78.33847917344212,(undefined),706742.6429962243,3144.6251632339317,77.64506575886253,3144.6251632339317,215.68073821906262,215.68073821906262,5392.018455476566,706742.6429962243,176685.6607490561
Calibration output [GB],0.0,0.294912,0.0,1.4848,0.0,0.0,0.0,0.0,0.0,0.294912,0.0,1.4848,0.0,0.0,0.0,0.0,0.0,0.294912,0.0,1.4848,0.0,0.0,0.0,0.0,0.0,0.0393216,0.0,(undefined),0.0,0.0393216,0.0,(undefined),0.0,0.3538944,0.0,2.4895488,0.0,0.0,0.0,0.0,0.0
Calibration process interval [s],600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,10,600,600,600,10,600,600,600,600,600,600,600
Calibration process in [MB],0.0,1.548288,0.0,483.84,0.0,0.0,0.0,0.0,0.0,1.548288,0.0,483.84,0.0,0.0,0.0,0.0,0.0,1.548288,0.0,483.84,0.0,0.0,0.0,0.0,0.0,2.58048,0.0,(undefined),0.0,2.58048,0.0,(undefined),0.0,1.10592,0.0,478.3104,0.0,0.0,0.0,0.0,0.0
Calibration process out [MB],0.0,0.032768,0.0,10.24,0.0,0.0,0.0,0.0,0.0,0.032768,0.0,10.24,0.0,0.0,0.0,0.0,0.0,0.032768,0.0,10.24,0.0,0.0,0.0,0.0,0.0,0.05461333333333333,0.0,(undefined),0.0,0.05461333333333333,0.0,(undefined),0.0,0.023405714285714287,0.0,10.122971428571429,0.0,0.0,0.0,0.0,0.0
Cleaning memory [PetaBytes],(undefined),(undefined),(undefined),0.009184640655213232,0.0012598958374778098,0.125989583747781,0.2624782994745437,(undefined),(undefined),(undefined),(undefined),0.004082062513428103,0.0012598958374778098,0.125989583747781,0.2624782994745437,(undefined),(undefined),(undefined),(undefined),0.004082062513428103,0.0012598958374778098,0.125989583747781,0.2624782994745437,(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),0.012877240043442957,0.0017664252460141228,0.0017664252460141228,0.12617323185815163,11.484567948688646,(undefined)
Working (cache) memory [TeraBytes],(undefined),0.00229590225723255,0.00013887001272084654,0.0020095008587771523,0.0003179882936338836,0.0008244070616576439,0.000508389132090055,(undefined),(undefined),0.00229590225723255,0.00013887001272084654,0.0008990041591324405,0.0003179882936338836,0.0008244070616576439,0.000508389132090055,(undefined),(undefined),0.00229590225723255,0.00013887001272084654,0.0008990041591324405,0.0003179882936338836,0.0008244070616576439,0.000508389132090055,(undefined),(undefined),0.0007524357672119931,4.750752777238417e-06,(undefined),(undefined),0.0007524357672119931,4.750752777238417e-06,(undefined),(undefined),0.0009531544224647035,7.948520690862476e-05,0.0009690916266127192,0.0001315471021311576,0.0001326334102634168,0.00040124844594657106,0.007233788796419945,(undefined)
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Input Buffer Size [PetaBytes],0.0327155712,0.0327155712,0.0163577856,0.0327155712,0.0163577856,0.0327155712,0.0327155712,0.0327155712,0.0327155712,0.0327155712,0.0163577856,0.0327155712,0.0163577856,0.0327155712,0.0327155712,0.0327155712,0.0327155712,0.0327155712,0.0163577856,0.0327155712,0.0163577856,0.0327155712,0.0327155712,0.0327155712,0.0021810380800000003,0.0021810380800000003,0.0010905190400000001,0.002102152,0.0021810380800000003,0.0021810380800000003,0.0010905190400000001,0.00077309411328,0.01962934272,0.01962934272,0.00981467136,0.01962934272,0.00981467136,0.00981467136,0.01962934272,0.01962934272,0.01962934272
Total buffer ingest rate [TeraBytes/s],0.0018175317333333336,0.0018175317333333336,0.0009087658666666668,0.0018175317333333336,0.0009087658666666668,0.0018175317333333336,0.0018175317333333336,0.0018175317333333336,0.0018175317333333336,0.0018175317333333336,0.0009087658666666668,0.0018175317333333336,0.0009087658666666668,0.0018175317333333336,0.0018175317333333336,0.0018175317333333336,0.0018175317333333336,0.0018175317333333336,0.0009087658666666668,0.0018175317333333336,0.0009087658666666668,0.0018175317333333336,0.0018175317333333336,0.0018175317333333336,0.0009087658666666668,0.0009087658666666668,0.0004543829333333334,(undefined),0.0009087658666666668,0.0009087658666666668,0.0004543829333333334,(undefined),0.0009087658666666668,0.0009087658666666668,0.0004543829333333334,0.0009087658666666668,0.0004543829333333334,0.0004543829333333334,0.0009087658666666668,0.0009087658666666668,0.0009087658666666668
Output size [TB],0.0,0.0,0.0,0.0,0.11587165102218994,5.584633672217024,14.246514469941387,3.170893824,0.0,0.0,0.0,0.0,0.11587165102218994,5.584633672217024,14.246514469941387,3.170893824,0.0,0.0,0.0,0.0,0.11587165102218994,5.584633672217024,14.246514469941387,3.170893824,0.0,0.0,0.0,0.2147152,0.0,0.0,0.0,0.77309411328,0.0,0.0,0.0,0.0,0.08122838554363401,0.08122838554363401,2.7963870433054336,311.6735055613349,3.8050725888
Buffer Read Rate [TeraBytes/s],0.00176160768,0.00352321536,0.00176160768,0.0176160768,0.01056964608,0.02113929216,0.02113929216,0.02113929216,0.00176160768,0.00352321536,0.00176160768,0.0176160768,0.01056964608,0.02113929216,0.02113929216,0.02113929216,0.00176160768,0.00352321536,0.00176160768,0.0176160768,0.01056964608,0.02113929216,0.02113929216,0.02113929216,0.00088080384,0.00176160768,0.00088080384,0.0008758966666666667,0.00088080384,0.00176160768,0.00088080384,0.0003221225472,0.00088080384,0.00176160768,0.00088080384,0.0088080384,0.00528482304,0.00528482304,0.01056964608,0.01056964608,0.01056964608
Facet visibility rate [TeraBytes/s],0.0,1.6176799132788404e-05,0.00036234743195714,0.00017072281022803166,9.061860965095788e-05,0.00031398602861756826,0.003862142893798148,(undefined),0.0,1.6176799132788404e-05,0.00036234743195714,0.00020671803206919959,9.061860965095788e-05,0.00031398602861756826,0.003862142893798148,(undefined),0.0,1.6176799132788404e-05,0.00036234743195714,0.00020671803206919959,9.061860965095788e-05,0.00031398602861756826,0.003862142893798148,(undefined),0.0,5.811956063242547e-06,0.00013054683648095774,(undefined),0.0,5.811956063242547e-06,0.00013054683648095774,(undefined),0.0,1.135763568261509e-05,0.00021169994833328907,0.00011986348754355978,6.362279409548271e-05,6.362279409548271e-05,0.00021026981148328534,0.002523998226680843,(undefined)
Image Write Rate [TeraBytes/s],0.0,0.015072230818811459,0.155064103074192,0.13565007736930312,0.05685683779387039,0.2842841889693519,0.5922587270194831,(undefined),0.0,0.015072230818811459,0.155064103074192,0.06028892327524582,0.05685683779387039,0.2842841889693519,0.5922587270194831,(undefined),0.0,0.015072230818811459,0.155064103074192,0.06028892327524582,0.05685683779387039,0.2842841889693519,0.5922587270194831,(undefined),0.0,0.007614500175658578,0.07833847917344214,(undefined),0.0,0.007614500175658578,0.07833847917344214,(undefined),0.0,0.00754710039176144,0.0776450657588625,0.06792390352585298,0.028469857444916265,0.005693971488983253,0.14234928722458132,12.956948454930782,(undefined)
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOP/s],0.0025055818979555556,0.012825112744479318,0.005500559121177805,0.12646067378867393,0.044970671476170614,0.07183633477230401,0.14690525362573084,0.00200074592256,0.0025055818979555556,0.012825112744479318,0.005500559121177805,0.0718386748263332,0.044970671476170614,0.07183633477230401,0.14690525362573084,0.00200074592256,0.0025055818979555556,0.012825112744479318,0.005500559121177805,0.0718386748263332,0.044970671476170614,0.07183633477230401,0.14690525362573084,0.00200074592256,0.0012527909489777778,0.004327372532420983,0.002724906292945791,0.00050088,0.0012527909489777778,0.004327372532420983,0.002724906292945791,2.755e-07,0.0012527909489777778,0.007412329773724675,0.002767774236815557,0.07264344152000318,0.023859305015587987,0.019762530982063566,0.03645451731063097,0.8271044040940165,0.00100037296128
-> DFT [PetaFLOP/s],,0.0027055497762133334,0.0027055497762133334,0.024349947985920006,0.029761047538346668,0.029761047538346668,0.029761047538346668,,,0.0027055497762133334,0.0027055497762133334,0.024349947985920006,0.029761047538346668,0.029761047538346668,0.029761047538346668,,,0.0027055497762133334,0.0027055497762133334,0.024349947985920006,0.029761047538346668,0.029761047538346668,0.029761047538346668,,,0.0013527748881066667,0.0013527748881066667,,,0.0013527748881066667,0.0013527748881066667,,,0.0013527748881066667,0.0013527748881066667,0.012174973992960003,0.014880523769173334,0.014880523769173334,0.014880523769173334,0.014880523769173334,
-> Subtract Visibility [PetaFLOP/s],,2.9360128e-07,1.4680064e-07,2.64241152e-06,1.6148070400000003e-06,3.2296140800000006e-06,3.2296140800000006e-06,,,2.9360128e-07,1.4680064e-07,2.64241152e-06,1.6148070400000003e-06,3.2296140800000006e-06,3.2296140800000006e-06,,,2.9360128e-07,1.4680064e-07,2.64241152e-06,1.6148070400000003e-06,3.2296140800000006e-06,3.2296140800000006e-06,,,1.4680064e-07,7.340032e-08,,,1.4680064e-07,7.340032e-08,,,1.4680064e-07,7.340032e-08,1.32120576e-06,8.074035200000002e-07,8.074035200000002e-07,1.6148070400000003e-06,1.6148070400000003e-06,
-> Flag [PetaFLOP/s],4.210615182222223e-05,4.095737856e-05,2.047868928e-05,0.00036861640704,0.00022526558208,0.00045053116416,0.00045053116416,0.00045053116416,4.210615182222223e-05,4.095737856e-05,2.047868928e-05,0.00036861640704,0.00022526558208,0.00045053116416,0.00045053116416,0.00045053116416,4.210615182222223e-05,4.095737856e-05,2.047868928e-05,0.00036861640704,0.00022526558208,0.00045053116416,0.00045053116416,0.00045053116416,2.1053075911111113e-05,2.047868928e-05,1.023934464e-05,,2.1053075911111113e-05,2.047868928e-05,1.023934464e-05,,2.1053075911111113e-05,2.047868928e-05,1.023934464e-05,0.00018430820352,0.00011263279104,0.00011263279104,0.00022526558208,0.00022526558208,0.00022526558208
-> Degrid [PetaFLOP/s],,0.0005905334761745813,2.7461866889500678e-05,0.005268984704420262,0.002209135186265026,0.0012601081037490265,0.004241459305307152,,,0.0005905334761745813,2.7461866889500678e-05,0.0024177592692129343,0.002209135186265026,0.0012601081037490265,0.004241459305307152,,,0.0005905334761745813,2.7461866889500678e-05,0.0024177592692129343,0.002209135186265026,0.0012601081037490265,0.004241459305307152,,,0.0001717213091249473,7.91462264794881e-06,,,0.0001717213091249473,7.91462264794881e-06,,,0.00038247963275435046,1.490265761414274e-05,0.003459025829493486,0.0014260901872443807,0.0002855629851741846,0.0007696537840307823,0.012695622644454367,
-> Image Spectral Fitting [PetaFLOP/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.237805973644753e-07,,,
-> Visibility Weighting [PetaFLOP/s],,2.6098569267565283e-06,4.831299092761866e-07,2.2763041363737558e-05,1.933197005887102e-06,3.767832343410819e-06,5.149523858397531e-06,,,2.6098569267565283e-06,4.831299092761866e-07,9.922465539321581e-06,1.933197005887102e-06,3.767832343410819e-06,5.149523858397531e-06,,,2.6098569267565283e-06,4.831299092761866e-07,9.922465539321581e-06,1.933197005887102e-06,3.767832343410819e-06,5.149523858397531e-06,,,7.749274750990062e-07,1.7406244864127702e-07,,,7.749274750990062e-07,1.7406244864127702e-07,,,1.832365223461901e-06,2.822665977777188e-07,1.5981798339141304e-05,1.3572862740369644e-06,1.3572862740369644e-06,2.523237737799424e-06,3.3653309689077905e-06,
-> Subtract Image Component [PetaFLOP/s],,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,,,,,,,,,0.00019582977166666667,1.1967374935185184e-05,1.1967374935185184e-05,0.0017096249907407406,0.22408396678637038,
-> Demix [PetaFLOP/s],0.002461652525511111,,,,,,,,0.002461652525511111,,,,,,,,0.002461652525511111,,,,,,,,0.0012308262627555556,,,,0.0012308262627555556,,,,0.0012308262627555556,,,,,,,,
-> FFT [PetaFLOP/s],,0.0004193777292555452,0.0013011890625637343,0.004501892355272047,0.0016112749492052868,0.007531280000807552,0.050778770488511774,,,0.0004193777292555452,0.0013011890625637343,0.00227094108993523,0.0016112749492052868,0.007531280000807552,0.050778770488511774,,,0.0004193777292555452,0.0013011890625637343,0.00227094108993523,0.0016112749492052868,0.007531280000807552,0.050778770488511774,,,8.778116223903448e-05,0.0006577268469449717,,,8.778116223903448e-05,0.0006577268469449717,,,0.0002421430473721855,0.0006515938565210924,0.002432494884317656,0.0009317807291840792,0.00018567886746464538,0.004051743569248642,0.27090870716783033,
-> Grid [PetaFLOP/s],,0.0005905334761745813,2.7461866889500678e-05,0.005268984704420262,0.002209135186265026,0.0012601081037490265,0.004241459305307152,,,0.0005905334761745813,2.7461866889500678e-05,0.0024177592692129343,0.002209135186265026,0.0012601081037490265,0.004241459305307152,,,0.0005905334761745813,2.7461866889500678e-05,0.0024177592692129343,0.002209135186265026,0.0012601081037490265,0.004241459305307152,,,0.0001717213091249473,7.91462264794881e-06,,,0.0001717213091249473,7.91462264794881e-06,,,0.00038247963275435046,1.490265761414274e-05,0.003459025829493486,0.0014260901872443807,0.0002855629851741846,0.0007696537840307823,0.012695622644454367,
-> Gridding Kernel Update [PetaFLOP/s],,0.0023357877283556824,4.949139471436244e-05,0.02046514187927971,0.0017494679695052705,0.00516874919528736,0.014729702339419455,,,0.0023357877283556824,4.949139471436244e-05,0.009171420350936547,0.0017494679695052705,0.00516874919528736,0.014729702339419455,,,0.0023357877283556824,4.949139471436244e-05,0.009171420350936547,0.0017494679695052705,0.00516874919528736,0.014729702339419455,,,0.0006565251546839591,1.0776809922320884e-05,,,0.0006565251546839591,1.0776809922320884e-05,,,0.001482735435220839,3.1301635240321036e-05,0.013201905763453313,0.001105892662920063,0.001107570055484469,0.003068304202113609,0.07581703569540843,
-> Correct [PetaFLOP/s],,0.0001409286144,1.76160768e-05,0.0012683575296000003,0.0007751073792,0.0015502147584,0.0015502147584,0.0015502147584,,0.0001409286144,1.76160768e-05,0.0012683575296000003,0.0007751073792,0.0015502147584,0.0015502147584,0.0015502147584,,0.0001409286144,1.76160768e-05,0.0012683575296000003,0.0007751073792,0.0015502147584,0.0015502147584,0.0015502147584,,7.04643072e-05,8.8080384e-06,,,7.04643072e-05,8.8080384e-06,,,7.04643072e-05,8.8080384e-06,0.0006341787648000001,0.0003875536896,0.0003875536896,0.0007751073792,0.0007751073792,0.0007751073792
-> IFFT [PetaFLOP/s],,0.0020968886462777265,0.0013011890625637343,0.02250946177636024,0.0016112749492052868,0.0030125120003230204,0.006770502731801571,,,0.0020968886462777265,0.0013011890625637343,0.011354705449676148,0.0016112749492052868,0.0030125120003230204,0.006770502731801571,,,0.0020968886462777265,0.0013011890625637343,0.011354705449676148,0.0016112749492052868,0.0030125120003230204,0.006770502731801571,,,0.00043890581119517246,0.0006577268469449717,,,0.00043890581119517246,0.0006577268469449717,,,0.0012107152368609276,0.0006515938565210924,0.012162474421588281,0.0009317807291840792,0.0009283943373232267,0.001620697427699457,0.0008267477635737009,
-> Identify Component [PetaFLOP/s],,,,0.008394470777049079,0.00016442012847462086,0.009261587886350975,0.0031390186007311965,,,,,0.003022158632021813,0.00016442012847462086,0.009261587886350975,0.0031390186007311965,,,,,0.003022158632021813,0.00016442012847462086,0.009261587886350975,0.0031390186007311965,,,,,,,,,,,,,0.004896776121798353,9.591199340692802e-05,9.591199340692802e-05,0.003859012938127134,0.05714572680552755,
-> Average [PetaFLOP/s],1.2116878222222225e-06,,,,,,,,1.2116878222222225e-06,,,,,,,,1.2116878222222225e-06,,,,,,,,6.058439111111113e-07,,,,6.058439111111113e-07,,,,6.058439111111113e-07,,,,,,,,
-> Phase Rotation Predict [PetaFLOP/s],,0.0004973605683200001,0.0,0.003699376128000001,0.0018085838848000005,0.0004069313740800001,0.0,,,0.0004973605683200001,0.0,0.0013317754060800002,0.0018085838848000005,0.0004069313740800001,0.0,,,0.0004973605683200001,0.0,0.0013317754060800002,0.0018085838848000005,0.0004069313740800001,0.0,,,0.00020552089600000005,0.0,,,0.00020552089600000005,0.0,,,0.00024868028416000004,0.0,0.0018496880640000006,0.0009042919424000003,0.00018085838848000004,0.00020346568704000004,0.0,
-> Receive [PetaFLOP/s],6.115328000000001e-07,,,,,,,,6.115328000000001e-07,,,,,,,,6.115328000000001e-07,,,,,,,,3.0576640000000003e-07,,,,3.0576640000000003e-07,,,,3.0576640000000003e-07,,,,,,,,
-> Solve [PetaFLOP/s],,5.93494016e-06,,0.0007529299968,,,,,,5.93494016e-06,,0.0007529299968,,,,,,5.93494016e-06,,0.0007529299968,,,,,,2.96747008e-06,,,,2.96747008e-06,,,,2.96747008e-06,,0.00037671665664,,,,,
-> Degridding Kernel Update [PetaFLOP/s],,0.0023357877283556824,4.949139471436244e-05,0.02046514187927971,0.0017494679695052705,0.00516874919528736,0.014729702339419455,,,0.0023357877283556824,4.949139471436244e-05,0.009171420350936547,0.0017494679695052705,0.00516874919528736,0.014729702339419455,,,0.0023357877283556824,4.949139471436244e-05,0.009171420350936547,0.0017494679695052705,0.00516874919528736,0.014729702339419455,,,0.0006565251546839591,1.0776809922320884e-05,,,0.0006565251546839591,1.0776809922320884e-05,,,0.001482735435220839,3.1301635240321036e-05,0.013201905763453313,0.001105892662920063,0.001107570055484469,0.003068304202113609,0.07581703569540843,
-> Phase Rotation [PetaFLOP/s],,0.0004973605683200001,0.0,0.003699376128000001,0.00036171677696000007,0.0004069313740800001,0.0,,,0.0004973605683200001,0.0,0.0013317754060800002,0.00036171677696000007,0.0004069313740800001,0.0,,,0.0004973605683200001,0.0,0.0013317754060800002,0.00036171677696000007,0.0004069313740800001,0.0,,,0.00020552089600000005,0.0,,,0.00020552089600000005,0.0,,,0.00024868028416000004,0.0,0.0018496880640000006,0.00018085838848000004,0.00018085838848000004,0.00020346568704000004,0.0,
-> Reprojection [PetaFLOP/s],,9.420144261757161e-05,,0.0008478129835581445,0.00035535523621168987,0.0017767761810584494,0.00370161704387177,,,9.420144261757161e-05,,0.00037680577047028644,0.00035535523621168987,0.0017767761810584494,0.00370161704387177,,,9.420144261757161e-05,,0.00037680577047028644,0.00035535523621168987,0.0017767761810584494,0.00370161704387177,,,4.7590626097866115e-05,,,,4.7590626097866115e-05,,,,4.716937744850901e-05,,0.000424524397036581,0.00017793660903072666,4.448415225768167e-06,0.0008896830451536333,0.08098092784331737,
-> Source Find [PetaFLOP/s],,,,3e-12,,,,,,,,3e-12,,,,,,,,3e-12,,,,,,,,,,,,,,,,2.5e-12,,,,,
-> Reprojection Predict [PetaFLOP/s],,0.000471007213087858,,0.004239064917790722,0.00035535523621168987,0.0007107104724233797,0.0004935489391829027,,,0.000471007213087858,,0.001884028852351432,0.00035535523621168987,0.0007107104724233797,0.0004935489391829027,,,0.000471007213087858,,0.001884028852351432,0.00035535523621168987,0.0007107104724233797,0.0004935489391829027,,,0.0002379531304893306,,,,0.0002379531304893306,,,,0.000235846887242545,,0.002122621985182905,0.00017793660903072666,4.448415225768167e-06,0.0003558732180614533,0.0002471341792093426,
-> DFT [Tera/s],,0.00176160768,0.00088080384,0.01585446912,0.00968884224,0.01937768448,0.01937768448,,,0.00176160768,0.00088080384,0.01585446912,0.00968884224,0.01937768448,0.01937768448,,,0.00176160768,0.00088080384,0.01585446912,0.00968884224,0.01937768448,0.01937768448,,,0.00088080384,0.00044040192,,,0.00088080384,0.00044040192,,,0.00088080384,0.00044040192,0.00792723456,0.00484442112,0.00484442112,0.00968884224,0.00968884224,
-> Subtract Visibility [Tera/s],,0.00176160768,0.00088080384,0.01585446912,0.00968884224,0.01937768448,0.01937768448,,,0.00176160768,0.00088080384,0.01585446912,0.00968884224,0.01937768448,0.01937768448,,,0.00176160768,0.00088080384,0.01585446912,0.00968884224,0.01937768448,0.01937768448,,,0.00088080384,0.00044040192,,,0.00088080384,0.00044040192,,,0.00088080384,0.00044040192,0.00792723456,0.00484442112,0.00484442112,0.00968884224,0.00968884224,
-> Flag [Tera/s],0.0018175317333333336,0.00176160768,0.00088080384,0.01585446912,0.00968884224,0.01937768448,0.01937768448,0.01937768448,0.0018175317333333336,0.00176160768,0.00088080384,0.01585446912,0.00968884224,0.01937768448,0.01937768448,0.01937768448,0.0018175317333333336,0.00176160768,0.00088080384,0.01585446912,0.00968884224,0.01937768448,0.01937768448,0.01937768448,0.0009087658666666668,0.00088080384,0.00044040192,,0.0009087658666666668,0.00088080384,0.00044040192,,0.0009087658666666668,0.00088080384,0.00044040192,0.00792723456,0.00484442112,0.00484442112,0.00968884224,0.00968884224,0.00968884224
-> Degrid [Tera/s],,0.0019573926950673965,0.00036234743195714,0.017072281022803164,0.00724948877207663,0.002825874257558114,0.003862142893798148,,,0.0019573926950673965,0.00036234743195714,0.007441849154491185,0.00724948877207663,0.002825874257558114,0.003862142893798148,,,0.0019573926950673965,0.00036234743195714,0.007441849154491185,0.00724948877207663,0.002825874257558114,0.003862142893798148,,,0.0005811956063242546,0.00013054683648095776,,,0.0005811956063242546,0.00013054683648095776,,,0.0013742739175964258,0.00021169994833328907,0.011986348754355978,0.005089823527638616,0.0010179647055277234,0.0018924283033495682,0.002523998226680843,
-> Image Spectral Fitting [Tera/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3729676622741255e-05,,,
-> Visibility Weighting [Tera/s],,0.0019533110316629606,7.803890062725119e-05,0.014796402865606658,0.001420589841209426,0.0017004783884908216,0.0004929684036486022,,,0.0019533110316629606,7.803890062725119e-05,0.005471015788158526,0.001420589841209426,0.0017004783884908216,0.0004929684036486022,,,0.0019533110316629606,7.803890062725119e-05,0.005471015788158526,0.001420589841209426,0.0017004783884908216,0.0004929684036486022,,,0.000822022381422592,3.9019450313625595e-05,,,0.000822022381422592,3.9019450313625595e-05,,,0.0009766555158314803,3.9019450313625595e-05,0.007398201432803329,0.000710294920604713,0.000710294920604713,0.0008502391942454108,0.0002464842018243011,
-> Subtract Image Component [Tera/s],,,,0.0007065108196317871,0.00011845174540389664,0.011845174540389664,0.024677446959145134,,,,,0.00031400480872523863,0.00011845174540389664,0.011845174540389664,0.024677446959145134,,,,,0.00031400480872523863,0.00011845174540389664,0.011845174540389664,0.024677446959145134,,,,,,,,,,,,,0.0004127320526744538,6.919757017861592e-05,6.919757017861592e-05,0.004942683584186851,0.44989404357398544,
-> Demix [Tera/s],0.0018175317333333336,,,,,,,,0.0018175317333333336,,,,,,,,0.0018175317333333336,,,,,,,,0.0009087658666666668,,,,0.0009087658666666668,,,,0.0009087658666666668,,,,,,,,
-> FFT [Tera/s],,0.015072230818811459,0.155064103074192,0.13565007736930312,0.05685683779387038,0.2842841889693519,0.5922587270194831,,,0.015072230818811459,0.155064103074192,0.06028892327524582,0.05685683779387038,0.2842841889693519,0.5922587270194831,,,0.015072230818811459,0.155064103074192,0.06028892327524582,0.05685683779387038,0.2842841889693519,0.5922587270194831,,,0.007614500175658578,0.07833847917344214,,,0.007614500175658578,0.07833847917344214,,,0.00754710039176144,0.0776450657588625,0.06792390352585298,0.028469857444916265,0.005693971488983252,0.14234928722458132,12.95694845493078,
-> Grid [Tera/s],,2.1015013875536184,95.72333481180064,20.80298931135542,8.074133960500074,4.456655274050345,9.872608699955654,,,2.1015013875536184,95.72333481180064,10.272155486039708,8.074133960500074,4.456655274050345,9.872608699955654,,,2.1015013875536184,95.72333481180064,10.272155486039708,8.074133960500074,4.456655274050345,9.872608699955654,,,0.7155662221994151,37.40371635744533,,,0.7155662221994151,37.40371635744533,,,1.4776022019222934,54.44784855356869,14.62694451618546,5.677064167879541,1.1354128335759082,3.0715411165847657,8.098975045267883,
-> Gridding Kernel Update [Tera/s],,16.99149511820969,0.26455796944581383,151.28383304988978,13.190807101614942,77.40295389314738,242.30176740857874,,,16.99149511820969,0.26455796944581383,71.47529918378905,13.190807101614942,77.40295389314738,242.30176740857874,,,16.99149511820969,0.26455796944581383,71.47529918378905,13.190807101614942,77.40295389314738,242.30176740857874,,,2.552826151130093,0.006749365447113513,,,2.552826151130093,0.006749365447113513,,,7.553280268817358,0.14596051062122226,72.1296863304236,5.777221226240534,5.823453214640073,37.73199556537724,3896.4358997618474,
