,hpso01 (Ingest) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso01 (RCAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso01 (FastImg) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso01 (ICAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso01 (DPrepA) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso01 (DPrepB) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso01 (DPrepC) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso01 (DPrepD) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02a (Ingest) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02a (RCAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02a (FastImg) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02a (ICAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02a (DPrepA) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02a (DPrepB) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02a (DPrepC) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02a (DPrepD) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02b (Ingest) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02b (RCAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02b (FastImg) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02b (ICAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02b (DPrepA) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02b (DPrepB) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02b (DPrepC) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02b (DPrepD) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso04a (Ingest) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso04a (RCAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso04a (FastImg) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso04a (PSS) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso05a (Ingest) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso05a (RCAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso05a (FastImg) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso05a (PST) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (Ingest) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (RCAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (FastImg) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (ICAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (DPrepA) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (DPrepA_Image) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (DPrepB) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (DPrepC) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (DPrepD) [Nf_max=8192] [Na=512] [Bmax=32500.0]
Total Compute Requirement [PetaFLOP/s],0.09348161517317394,0.16028510850156394,0.165117843079606,1.4698071613837305,0.7853543230085236,0.8298142440751326,2.1734989049121016,0.12040042991520607,0.09348161517317394,0.16028510850156394,0.165117843079606,1.230711699908261,0.7853543230085236,0.8298142440751326,2.1734989049121016,0.12040042991520607,0.09348161517317394,0.16028510850156394,0.165117843079606,1.230711699908261,0.7853543230085236,0.8298142440751326,2.1734989049121016,0.12040042991520607,0.04686173057146136,0.06933743700171283,0.05827971201118975,0.00050088,0.04686173057146136,0.06933743700171283,0.05827971201118975,2.755e-07,0.04675781061627301,0.08620027441311806,0.08347988562324272,0.7894790393338439,0.5484887539009498,0.5090504821654606,0.5745237458128006,1.970428436495765,0.060200214957603033
-> DFT [PetaFLOP/s],,0.09919811056964924,0.15580008779320892,0.892782995126843,0.6503172188738907,0.6503172188738907,1.713800965725298,,,0.09919811056964924,0.15580008779320892,0.892782995126843,0.6503172188738907,0.6503172188738907,1.713800965725298,,,0.09919811056964924,0.15580008779320892,0.892782995126843,0.6503172188738907,0.6503172188738907,1.713800965725298,,,0.04902922627432129,0.055291602358111556,,,0.04902922627432129,0.055291602358111556,,,0.04961711986946774,0.07790004389660446,0.4465540788252097,0.45675031419999823,0.45675031419999823,0.45675031419999823,0.856900482862649,
-> Subtract Visibility [PetaFLOP/s],,1.1249409959199522e-05,8.83413529350694e-06,0.00010124468963279569,3.687411462087462e-05,7.374822924174924e-05,0.00019435097645715264,,,1.1249409959199522e-05,8.83413529350694e-06,0.00010124468963279569,3.687411462087462e-05,7.374822924174924e-05,0.00019435097645715264,,,1.1249409959199522e-05,8.83413529350694e-06,0.00010124468963279569,3.687411462087462e-05,7.374822924174924e-05,0.00019435097645715264,,,5.56008439248388e-06,3.135129785515023e-06,,,5.56008439248388e-06,3.135129785515023e-06,,,5.626753566182975e-06,4.41706764675347e-06,5.0640782095646766e-05,2.5898535284204553e-05,2.5898535284204553e-05,5.179707056840911e-05,9.717548822857632e-05,
-> Flag [PetaFLOP/s],0.0015702671325076162,0.0015692926893083334,0.0012323618734442177,0.014123634203775,0.005143938989612011,0.010287877979224022,0.027111961215772792,0.027111961215772792,0.0015702671325076162,0.0015692926893083334,0.0012323618734442177,0.014123634203775,0.005143938989612011,0.010287877979224022,0.027111961215772792,0.027111961215772792,0.0015702671325076162,0.0015692926893083334,0.0012323618734442177,0.014123634203775,0.005143938989612011,0.010287877979224022,0.027111961215772792,0.027111961215772792,0.000787167237116614,0.0007756317727515012,0.0004373506050793457,,0.000787167237116614,0.0007756317727515012,0.0004373506050793457,,0.0007854195215342527,0.0007849321224825249,0.0006161809367221089,0.0070643891023427245,0.0036128456721465346,0.0036128456721465346,0.007225691344293069,0.013555980607886396,0.013555980607886396
-> Degrid [PetaFLOP/s],,0.006327723995271384,0.0011345134545670626,0.056949515957435026,0.033298689813823494,0.014231758155341608,0.03926122708263757,,,0.006327723995271384,0.0011345134545670626,0.03886606195243044,0.033298689813823494,0.014231758155341608,0.03926122708263757,,,0.006327723995271384,0.0011345134545670626,0.03886606195243044,0.033298689813823494,0.014231758155341608,0.03926122708263757,,,0.002906647779000553,0.00035528929324534143,,,0.002906647779000553,0.00035528929324534143,,,0.00413921327622962,0.0006693737196703602,0.03725291948597829,0.023031771761243,0.004624038278350203,0.009712395853199112,0.04651481150933224,
-> Image Spectral Fitting [PetaFLOP/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0594514934111882e-07,,,
-> Visibility Weighting [PetaFLOP/s],,2.636190235781328e-05,2.5817002007754718e-05,0.00023725712122031956,3.8340038242919304e-05,7.668007648583861e-05,0.0002124261396065719,,,2.636190235781328e-05,2.5817002007754718e-05,0.00019819482762712062,3.8340038242919304e-05,7.668007648583861e-05,0.0002124261396065719,,,2.636190235781328e-05,2.5817002007754718e-05,0.00019819482762712062,3.8340038242919304e-05,7.668007648583861e-05,0.0002124261396065719,,,1.337980630924466e-05,8.528338392528392e-06,,,1.337980630924466e-05,8.528338392528392e-06,,,1.829920328359149e-05,1.5549585403159724e-05,0.00016469282955232343,2.6927083921757965e-05,2.6927083921757965e-05,5.385416784351593e-05,0.00015751221637996048,
-> Subtract Image Component [PetaFLOP/s],,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,,,,,,,,,0.00019582977166666667,1.1967374935185184e-05,1.1967374935185184e-05,0.0017096249907407406,0.22408396678637038,
-> Demix [PetaFLOP/s],0.09184353774861273,,,,,,,,0.09184353774861273,,,,,,,,0.09184353774861273,,,,,,,,0.04604057036643575,,,,0.04604057036643575,,,,0.04593847360004168,,,,,,,,
-> FFT [PetaFLOP/s],,0.0035206671910395873,0.00037049978498691606,0.03168600471936474,0.0057968467187726495,0.018180345692370488,0.055767120865711325,,,0.0035206671910395873,0.00037049978498691606,0.010411301392480907,0.0057968467187726495,0.018180345692370488,0.055767120865711325,,,0.0035206671910395873,0.00037049978498691606,0.010411301392480907,0.0057968467187726495,0.018180345692370488,0.055767120865711325,,,0.0008570886632756086,0.00015219134762459223,,,0.0008570886632756086,0.00015219134762459223,,,0.001836244011357815,0.0001872555899928978,0.01652619610231196,0.003147035626738845,0.0006008012709430108,0.009847630997463943,0.3457979863155113,
-> Grid [PetaFLOP/s],,0.006327723995271384,0.0011345134545670626,0.056949515957435026,0.033298689813823494,0.014231758155341608,0.03926122708263757,,,0.006327723995271384,0.0011345134545670626,0.03886606195243044,0.033298689813823494,0.014231758155341608,0.03926122708263757,,,0.006327723995271384,0.0011345134545670626,0.03886606195243044,0.033298689813823494,0.014231758155341608,0.03926122708263757,,,0.002906647779000553,0.00035528929324534143,,,0.002906647779000553,0.00035528929324534143,,,0.00413921327622962,0.0006693737196703602,0.03725291948597829,0.023031771761243,0.004624038278350203,0.009712395853199112,0.04651481150933224,
-> Gridding Kernel Update [PetaFLOP/s],,0.00998689238967134,0.0019903097806614044,0.0898820315070237,0.016886545506483965,0.03708884858572911,0.09035735059616953,,,0.00998689238967134,0.0019903097806614044,0.05250679733781414,0.016886545506483965,0.03708884858572911,0.09035735059616953,,,0.00998689238967134,0.0019903097806614044,0.05250679733781414,0.016886545506483965,0.03708884858572911,0.09035735059616953,,,0.002863091247634828,0.0005739593619095624,,,0.002863091247634828,0.0005739593619095624,,,0.0068069405132624395,0.0013501936999646596,0.061262464619138694,0.011602046028172226,0.011665291962746677,0.02500630057360336,0.15624849608230748,
-> Correct [PetaFLOP/s],,0.00539971678041577,0.0010600962352208326,0.048597451023741925,0.01769957501801982,0.03539915003603964,0.09328846869943326,0.09328846869943326,,0.00539971678041577,0.0010600962352208326,0.048597451023741925,0.01769957501801982,0.03539915003603964,0.09328846869943326,0.09328846869943326,,0.00539971678041577,0.0010600962352208326,0.048597451023741925,0.01769957501801982,0.03539915003603964,0.09328846869943326,0.09328846869943326,,0.0026688405083922623,0.0003762155742618027,,,0.0026688405083922623,0.0003762155742618027,,,0.0027008417117678277,0.0005300481176104163,0.02430757540591045,0.012431296936418186,0.012431296936418186,0.02486259387283637,0.04664423434971663,0.04664423434971663
-> IFFT [PetaFLOP/s],,0.017603335955197936,0.00037049978498691606,0.15843002359682365,0.0057968467187726495,0.0072721382769481945,0.007435616115428177,,,0.017603335955197936,0.00037049978498691606,0.05205650696240453,0.0057968467187726495,0.0072721382769481945,0.007435616115428177,,,0.017603335955197936,0.00037049978498691606,0.05205650696240453,0.0057968467187726495,0.0072721382769481945,0.007435616115428177,,,0.0042854433163780434,0.00015219134762459223,,,0.0042854433163780434,0.00015219134762459223,,,0.009181220056789074,0.0001872555899928978,0.08263098051155982,0.003147035626738845,0.0030040063547150542,0.003939052398985577,0.0010552917062851296,
-> Identify Component [PetaFLOP/s],,,,8.423369032102074e-05,1.0309161292275997e-05,0.0010309161292275995,0.003092748387682799,,,,,8.406333180934256e-05,1.0309161292275997e-05,0.0010309161292275995,0.003092748387682799,,,,,8.406333180934256e-05,1.0309161292275997e-05,0.0010309161292275995,0.003092748387682799,,,,,,,,,,,,,4.913658009230662e-05,6.0137211352048395e-06,6.0137211352048395e-06,0.00042955150965748854,0.056302175473826335,
-> Average [PetaFLOP/s],4.5187543381514134e-05,,,,,,,,4.5187543381514134e-05,,,,,,,,4.5187543381514134e-05,,,,,,,,2.265229459328386e-05,,,,2.265229459328386e-05,,,,2.2602000619690715e-05,,,,,,,,
-> Phase Rotation Predict [PetaFLOP/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Receive [PetaFLOP/s],2.2622748672067505e-05,,,,,,,,2.2622748672067505e-05,,,,,,,,2.2622748672067505e-05,,,,,,,,1.134067331571595e-05,,,,1.134067331571595e-05,,,,1.1315494077386684e-05,,,,,,,,
-> Solve [PetaFLOP/s],,0.0002290147310239904,,0.028882375575550772,,,,,,0.0002290147310239904,,0.028882375575550772,,,,,,0.0002290147310239904,,0.028882375575550772,,,,,,0.00011321495376967758,,,,0.00011321495376967758,,,,0.00011454833724365949,,0.014462538296788414,,,,,
-> Degridding Kernel Update [PetaFLOP/s],,0.00998689238967134,0.0019903097806614044,0.0898820315070237,0.016886545506483965,0.03708884858572911,0.09035735059616953,,,0.00998689238967134,0.0019903097806614044,0.05250679733781414,0.016886545506483965,0.03708884858572911,0.09035735059616953,,,0.00998689238967134,0.0019903097806614044,0.05250679733781414,0.016886545506483965,0.03708884858572911,0.09035735059616953,,,0.002863091247634828,0.0005739593619095624,,,0.002863091247634828,0.0005739593619095624,,,0.0068069405132624395,0.0013501936999646596,0.061262464619138694,0.011602046028172226,0.011665291962746677,0.02500630057360336,0.15624849608230748,
-> Phase Rotation [PetaFLOP/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Reprojection [PetaFLOP/s],,1.6354417121106183e-05,,0.00014718975408995567,6.169361739786284e-05,0.00030846808698931414,0.0009254042609679425,,,1.6354417121106183e-05,,6.541766848442473e-05,6.169361739786284e-05,0.00030846808698931414,0.0009254042609679425,,,1.6354417121106183e-05,,6.541766848442473e-05,6.169361739786284e-05,0.00030846808698931414,0.0009254042609679425,,,8.262261475323979e-06,,,,8.262261475323979e-06,,,,8.189128029255037e-06,,7.370215226329532e-05,3.0891772401167826e-05,7.722943100291955e-07,0.0001544588620058391,0.020245231960829342,
-> Source Find [PetaFLOP/s],,,,3e-12,,,,,,,,3e-12,,,,,,,,3e-12,,,,,,,,,,,,,,,,2.5e-12,,,,,
-> Reprojection Predict [PetaFLOP/s],,8.177208560553091e-05,,0.0007359487704497782,6.169361739786284e-05,0.00012338723479572567,0.00012338723479572567,,,8.177208560553091e-05,,0.00032708834242212365,6.169361739786284e-05,0.00012338723479572567,0.00012338723479572567,,,8.177208560553091e-05,,0.00032708834242212365,6.169361739786284e-05,0.00012338723479572567,0.00012338723479572567,,,4.1311307376619896e-05,,,,4.1311307376619896e-05,,,,4.0945640146275176e-05,,0.0003685107613164766,3.0891772401167826e-05,7.722943100291955e-07,6.178354480233565e-05,6.178354480233565e-05,
-> DFT [Tera/s],,0.06749645975519712,0.05300481176104163,0.6074681377967742,0.22124468772524775,0.4424893754504955,1.1661058587429158,,,0.06749645975519712,0.05300481176104163,0.6074681377967742,0.22124468772524775,0.4424893754504955,1.1661058587429158,,,0.06749645975519712,0.05300481176104163,0.6074681377967742,0.22124468772524775,0.4424893754504955,1.1661058587429158,,,0.03336050635490328,0.018810778713090136,,,0.03336050635490328,0.018810778713090136,,,0.03376052139709784,0.026502405880520816,0.3038446925738806,0.1553912117052273,0.1553912117052273,0.3107824234104546,0.5830529293714579,
-> Subtract Visibility [Tera/s],,0.06749645975519712,0.05300481176104163,0.6074681377967742,0.22124468772524775,0.4424893754504955,1.1661058587429158,,,0.06749645975519712,0.05300481176104163,0.6074681377967742,0.22124468772524775,0.4424893754504955,1.1661058587429158,,,0.06749645975519712,0.05300481176104163,0.6074681377967742,0.22124468772524775,0.4424893754504955,1.1661058587429158,,,0.03336050635490328,0.018810778713090136,,,0.03336050635490328,0.018810778713090136,,,0.03376052139709784,0.026502405880520816,0.3038446925738806,0.1553912117052273,0.1553912117052273,0.3107824234104546,0.5830529293714579,
-> Flag [Tera/s],0.06778131507227121,0.06749645975519712,0.05300481176104163,0.6074681377967742,0.22124468772524775,0.4424893754504955,1.1661058587429158,1.1661058587429158,0.06778131507227121,0.06749645975519712,0.05300481176104163,0.6074681377967742,0.22124468772524775,0.4424893754504955,1.1661058587429158,1.1661058587429158,0.06778131507227121,0.06749645975519712,0.05300481176104163,0.6074681377967742,0.22124468772524775,0.4424893754504955,1.1661058587429158,1.1661058587429158,0.03397844188992579,0.03336050635490328,0.018810778713090136,,0.03397844188992579,0.03336050635490328,0.018810778713090136,,0.03390300092953608,0.03376052139709784,0.026502405880520816,0.3038446925738806,0.1553912117052273,0.1553912117052273,0.3107824234104546,0.5830529293714579,0.5830529293714579
-> Degrid [Tera/s],,0.019771426768359964,0.01936275150581604,0.17794284091523965,0.14377514341094738,0.057510057364378954,0.15931960470492892,,,0.019771426768359964,0.01936275150581604,0.14864612072034047,0.14377514341094738,0.057510057364378954,0.15931960470492892,,,0.019771426768359964,0.01936275150581604,0.14864612072034047,0.14377514341094738,0.057510057364378954,0.15931960470492892,,,0.010034854731933494,0.006396253794396294,,,0.010034854731933494,0.006396253794396294,,,0.013724402462693618,0.011662189052369792,0.12351962216424257,0.10097656470659236,0.020195312941318475,0.04039062588263695,0.11813416228497037,
-> Image Spectral Fitting [Tera/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4324191556853137e-06,,,
-> Visibility Weighting [Tera/s],,0.0025438507973232086,0.004658626033685299,0.02289465717590888,0.008069385631115308,0.016138771262230615,0.023073078571283274,,,0.0025438507973232086,0.004658626033685299,0.02062195568867614,0.008069385631115308,0.016138771262230615,0.023073078571283274,,,0.0025438507973232086,0.004658626033685299,0.02062195568867614,0.008069385631115308,0.016138771262230615,0.023073078571283274,,,0.0015798656867460075,0.0023293130168426496,,,0.0015798656867460075,0.0023293130168426496,,,0.0015763579748538327,0.0023293130168426496,0.014187221773684495,0.004035564900860561,0.004035564900860561,0.008071129801721122,0.011536539285641637,
-> Subtract Image Component [Tera/s],,,,0.00012265812840829638,2.0564539132620944e-05,0.0020564539132620946,0.006169361739786283,,,,,5.45147237370206e-05,2.0564539132620944e-05,0.0020564539132620946,0.006169361739786283,,,,,5.45147237370206e-05,2.0564539132620944e-05,0.0020564539132620946,0.006169361739786283,,,,,,,,,,,,,7.165487025598156e-05,1.2013467044898598e-05,1.2013467044898598e-05,0.0008581047889213283,0.11247351089349636,
-> Demix [Tera/s],0.06778131507227121,,,,,,,,0.06778131507227121,,,,,,,,0.06778131507227121,,,,,,,,0.03397844188992579,,,,0.03397844188992579,,,,0.03390300092953608,,,,,,,,
-> FFT [Tera/s],,0.002616706739376989,0.038766025768548,0.023550360654392904,0.009870978783658052,0.04935489391829027,0.14806468175487078,,,0.002616706739376989,0.038766025768548,0.010466826957507955,0.009870978783658052,0.04935489391829027,0.14806468175487078,,,0.002616706739376989,0.038766025768548,0.010466826957507955,0.009870978783658052,0.04935489391829027,0.14806468175487078,,,0.0013219618360518365,0.019584619793360535,,,0.0013219618360518365,0.019584619793360535,,,0.0013102604846808056,0.019411266439715625,0.011792344362127253,0.0049426835841868515,0.0009885367168373702,0.024713417920934257,3.239237113732695,
-> Grid [Tera/s],,1.2905811276789585,15.99301401517175,11.615230149110626,2.2598788232952334,0.9039515293180933,1.6596143330503454,,,1.2905811276789585,15.99301401517175,4.156491939599285,2.2598788232952334,0.9039515293180933,1.6596143330503454,,,1.2905811276789585,15.99301401517175,4.156491939599285,2.2598788232952334,0.9039515293180933,1.6596143330503454,,,0.5005748391212811,5.340238909281612,,,0.5005748391212811,5.340238909281612,,,0.7641479627475842,9.637562254968374,6.877331664728258,1.5889604935191353,0.3177920987038271,0.6355841974076542,1.6199714612408056,
-> Gridding Kernel Update [Tera/s],,22.137747083056496,0.7615503326410944,199.239723747374,6.018140163066544,35.627666228412174,65.61205037011902,,,22.137747083056496,0.7615503326410944,52.04029893800824,6.018140163066544,35.627666228412174,65.61205037011902,,,22.137747083056496,0.7615503326410944,52.04029893800824,6.018140163066544,35.627666228412174,65.61205037011902,,,3.834135944921015,0.03987814664834162,,,3.834135944921015,0.03987814664834162,,,11.255551736386927,0.4249380998247217,101.29996562609537,2.859260582531434,3.1815119717748104,16.89611817253172,821.3959854250033,
-> Correct [Tera/s],,0.06749645975519712,0.05300481176104163,0.6074681377967742,0.22124468772524775,0.4424893754504955,1.1661058587429158,1.1661058587429158,,0.06749645975519712,0.05300481176104163,0.6074681377967742,0.22124468772524775,0.4424893754504955,1.1661058587429158,1.1661058587429158,,0.06749645975519712,0.05300481176104163,0.6074681377967742,0.22124468772524775,0.4424893754504955,1.1661058587429158,1.1661058587429158,,0.03336050635490328,0.018810778713090136,,,0.03336050635490328,0.018810778713090136,,,0.03376052139709784,0.026502405880520816,0.3038446925738806,0.1553912117052273,0.1553912117052273,0.3107824234104546,0.5830529293714579,0.5830529293714579
-> IFFT [Tera/s],,0.013084590324322664,0.038780114134384217,0.11776131291890397,0.00987313117288303,0.01974626234576606,0.01974626234576606,,,0.013084590324322664,0.038780114134384217,0.05234047455216608,0.00987313117288303,0.01974626234576606,0.01974626234576606,,,0.013084590324322664,0.038780114134384217,0.05234047455216608,0.00987313117288303,0.01974626234576606,0.01974626234576606,,,0.006610340234423109,0.019591700515546234,,,0.006610340234423109,0.019591700515546234,,,0.006551831122029647,0.019418315754723886,0.05896648009826682,0.004943760562868669,0.004943760562868669,0.009887521125737339,0.009887521125737339,
-> Identify Component [Tera/s],,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,,,,,,,,,4.666666666666667e-10,5.703703703703703e-11,5.703703703703703e-11,4.074074074074074e-09,5.33997037037037e-07,
-> Average [Tera/s],0.06749645975519712,,,,,,,,0.06749645975519712,,,,,,,,0.06749645975519712,,,,,,,,0.03383564531202054,,,,0.03383564531202054,,,,0.03376052139709784,,,,,,,,
-> Phase Rotation Predict [Tera/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Receive [Tera/s],0.06778131507227121,,,,,,,,0.06778131507227121,,,,,,,,0.06778131507227121,,,,,,,,0.03397844188992579,,,,0.03397844188992579,,,,0.03390300092953608,,,,,,,,
-> Solve [Tera/s],,2.62144e-07,,5.461333333333334e-06,,,,,,2.62144e-07,,5.461333333333334e-06,,,,,,2.62144e-07,,5.461333333333334e-06,,,,,,1.31072e-07,,,,1.31072e-07,,,,1.31072e-07,,3.779242666666667e-06,,,,,
-> Degridding Kernel Update [Tera/s],,22.137747083056496,0.7615503326410944,199.239723747374,6.018140163066544,35.627666228412174,65.61205037011902,,,22.137747083056496,0.7615503326410944,52.04029893800824,6.018140163066544,35.627666228412174,65.61205037011902,,,22.137747083056496,0.7615503326410944,52.04029893800824,6.018140163066544,35.627666228412174,65.61205037011902,,,3.834135944921015,0.03987814664834162,,,3.834135944921015,0.03987814664834162,,,11.255551736386927,0.4249380998247217,101.29996562609537,2.859260582531434,3.1815119717748104,16.89611817253172,821.3959854250033,
-> Phase Rotation [Tera/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Reprojection [Tera/s],,0.002616706739376989,,0.023550360654392904,0.009870978783658052,0.04935489391829027,0.14806468175487078,,,0.002616706739376989,,0.010466826957507955,0.009870978783658052,0.04935489391829027,0.14806468175487078,,,0.002616706739376989,,0.010466826957507955,0.009870978783658052,0.04935489391829027,0.14806468175487078,,,0.0013219618360518365,,,,0.0013219618360518365,,,,0.0013102604846808056,,0.011792344362127253,0.0049426835841868515,0.00012356708960467128,0.024713417920934257,3.239237113732695,
-> Source Find [Tera/s],,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,,,,,,,,,1.44e-08,,,,,
-> Reprojection Predict [Tera/s],,0.013083533696884947,,0.11775180327196452,0.009870978783658052,0.019741957567316105,0.019741957567316105,,,0.013083533696884947,,0.05233413478753978,0.009870978783658052,0.019741957567316105,0.019741957567316105,,,0.013083533696884947,,0.05233413478753978,0.009870978783658052,0.019741957567316105,0.019741957567316105,,,0.006609809180259182,,,,0.006609809180259182,,,,0.006551302423404029,,0.05896172181063626,0.0049426835841868515,0.00012356708960467128,0.009885367168373703,0.009885367168373703,
Total visibilities [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-> DFT [Mvis/s],,703.0881224499701,1104.2669116883674,703.0881224499701,419.02402978266616,419.02402978266616,1104.2669116883674,,,703.0881224499701,1104.2669116883674,703.0881224499701,419.02402978266616,419.02402978266616,1104.2669116883674,,,703.0881224499701,1104.2669116883674,703.0881224499701,419.02402978266616,419.02402978266616,1104.2669116883674,,,695.010549060485,783.7824463787557,,,695.010549060485,783.7824463787557,,,703.3441957728719,1104.2669116883674,703.3441957728719,588.6030746410125,588.6030746410125,588.6030746410125,1104.2669116883674,
-> Subtract Visibility [Mvis/s],,703.0881224499701,1104.2669116883674,703.0881224499701,419.02402978266616,419.02402978266616,1104.2669116883674,,,703.0881224499701,1104.2669116883674,703.0881224499701,419.02402978266616,419.02402978266616,1104.2669116883674,,,703.0881224499701,1104.2669116883674,703.0881224499701,419.02402978266616,419.02402978266616,1104.2669116883674,,,695.010549060485,783.7824463787557,,,695.010549060485,783.7824463787557,,,703.3441957728719,1104.2669116883674,703.3441957728719,588.6030746410125,588.6030746410125,588.6030746410125,1104.2669116883674,
-> Flag [Mvis/s],,703.0881224499701,1104.2669116883674,703.0881224499701,419.02402978266616,419.02402978266616,1104.2669116883674,1104.2669116883674,,703.0881224499701,1104.2669116883674,703.0881224499701,419.02402978266616,419.02402978266616,1104.2669116883674,1104.2669116883674,,703.0881224499701,1104.2669116883674,703.0881224499701,419.02402978266616,419.02402978266616,1104.2669116883674,1104.2669116883674,,695.010549060485,783.7824463787557,,,695.010549060485,783.7824463787557,,,703.3441957728719,1104.2669116883674,703.3441957728719,588.6030746410125,588.6030746410125,588.6030746410125,1104.2669116883674,1104.2669116883674
-> Degrid [Mvis/s],,113680.68801133656,141814.1818208828,113680.68801132172,5689.6379186013955,12158.66920015892,51935.857077857334,,,113680.68801133656,141814.1818208828,82837.51656479873,5689.6379186013955,12158.66920015892,51935.857077857334,,,113680.68801133656,141814.1818208828,82837.51656479873,5689.6379186013955,12158.66920015892,51935.857077857334,,,61111.481104423794,44411.16165566768,,,61111.481104423794,44411.16165566768,,,83669.21422960094,83671.71495879503,83669.21422940261,3936.847741871447,3951.9614129476927,8300.756033708842,48056.9745567302,
-> Image Spectral Fitting [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9267.531720350347,,,
-> Visibility Weighting [Mvis/s],,205.95236217041628,403.3906563711675,205.95236217041628,54.460281595055825,54.460281595055825,150.87083778875845,,,205.95236217041628,403.3906563711675,172.0441212040978,54.460281595055825,54.460281595055825,150.87083778875845,,,205.95236217041628,403.3906563711675,172.0441212040978,54.460281595055825,54.460281595055825,150.87083778875845,,,209.0594735819478,266.51057476651226,,,209.0594735819478,266.51057476651226,,,285.92505130611704,485.9245438487414,285.92505130611704,76.49739750499421,76.49739750499421,76.49739750499421,223.73894372153478,
