,hpso01 (Ingest) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso01 (RCAL) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso01 (FastImg) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso01 (ICAL) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso01 (DPrepA) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso01 (DPrepB) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso01 (DPrepC) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso01 (DPrepD) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02a (Ingest) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02a (RCAL) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02a (FastImg) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02a (ICAL) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02a (DPrepA) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02a (DPrepB) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02a (DPrepC) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02a (DPrepD) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02b (Ingest) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02b (RCAL) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02b (FastImg) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02b (ICAL) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02b (DPrepA) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02b (DPrepB) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02b (DPrepC) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02b (DPrepD) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso04a (Ingest) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso04a (RCAL) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso04a (FastImg) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso04a (PSS) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso05a (Ingest) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso05a (RCAL) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso05a (FastImg) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso05a (PST) [Nf_max=16384] [Na=32] [Bmax=4062.5],max_low (Ingest) [Nf_max=16384] [Na=32] [Bmax=4062.5],max_low (RCAL) [Nf_max=16384] [Na=32] [Bmax=4062.5],max_low (FastImg) [Nf_max=16384] [Na=32] [Bmax=4062.5],max_low (ICAL) [Nf_max=16384] [Na=32] [Bmax=4062.5],max_low (DPrepA) [Nf_max=16384] [Na=32] [Bmax=4062.5],max_low (DPrepA_Image) [Nf_max=16384] [Na=32] [Bmax=4062.5],max_low (DPrepB) [Nf_max=16384] [Na=32] [Bmax=4062.5],max_low (DPrepC) [Nf_max=16384] [Na=32] [Bmax=4062.5],max_low (DPrepD) [Nf_max=16384] [Na=32] [Bmax=4062.5]
Facet visibility rate [TeraBytes/s],0.0,3.633740844670295e-06,1.3081255768477045e-05,3.270366760203265e-05,7.407353862388482e-06,1.4814707724776963e-05,3.637675984478977e-05,(undefined),0.0,3.633740844670295e-06,1.3081255768477045e-05,2.180702790718313e-05,7.407353862388482e-06,1.4814707724776963e-05,3.637675984478977e-05,(undefined),0.0,3.633740844670295e-06,1.3081255768477045e-05,2.180702790718313e-05,7.407353862388482e-06,1.4814707724776963e-05,3.637675984478977e-05,(undefined),0.0,1.1133394581044084e-06,4.007955625160794e-06,(undefined),0.0,1.1133394581044084e-06,4.007955625160794e-06,(undefined),0.0,2.5512285215099145e-06,9.184273797816143e-06,2.296105669358923e-05,5.20065913949533e-06,5.20065913949533e-06,1.040131827899066e-05,0.00019866561109901183,(undefined)
Image Write Rate [TeraBytes/s],0.0,4.0886042802765456e-05,0.0006057191526335625,0.0003679743852248892,0.0001542340434946571,0.0007711702174732854,0.002313510652419856,(undefined),0.0,4.0886042802765456e-05,0.0006057191526335625,0.0001635441712110618,0.0001542340434946571,0.0007711702174732854,0.002313510652419856,(undefined),0.0,4.0886042802765456e-05,0.0006057191526335625,0.0001635441712110618,0.0001542340434946571,0.0007711702174732854,0.002313510652419856,(undefined),0.0,2.0655653688309945e-05,0.00030600968427125835,(undefined),0.0,2.0655653688309945e-05,0.00030600968427125835,(undefined),0.0,2.0472820073137588e-05,0.00030330103812055664,0.00018425538065823833,7.722943100291955e-05,1.5445886200583913e-05,0.00038614715501459777,0.050613079902073366,(undefined)
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOP/s],5.037381929029551e-05,5.0841856958339804e-05,0.00011183699336838858,0.0008786774804620961,0.0001262804191569685,0.005252426179557381,0.015805954559559042,3.5256091720403214e-05,5.037381929029551e-05,5.0841856958339804e-05,0.00011183699336838858,0.000628544188321216,0.0001262804191569685,0.005252426179557381,0.015805954559559042,3.5256091720403214e-05,5.037381929029551e-05,5.0841856958339804e-05,0.00011183699336838858,0.000628544188321216,0.0001262804191569685,0.005252426179557381,0.015805954559559042,3.5256091720403214e-05,2.525183553427885e-05,1.3681323625558967e-05,3.568594504775171e-05,0.00050088,2.525183553427885e-05,1.3681323625558967e-05,3.568594504775171e-05,2.755e-07,2.5196038900610944e-05,3.062733091435095e-05,7.708283426090097e-05,0.0005214872037069735,8.220810424390772e-05,6.896451013773898e-05,0.0022168379390032876,0.2830140740595266,3.5268932421691e-05
-> DFT [PetaFLOP/s],,1.2071564421026569e-05,9.828468112099563e-05,0.00010864407978923914,4.9215589752535506e-05,4.9215589752535506e-05,0.0002348831283509344,,,1.2071564421026569e-05,9.828468112099563e-05,7.244461106762575e-05,4.9215589752535506e-05,4.9215589752535506e-05,0.0002348831283509344,,,1.2071564421026569e-05,9.828468112099563e-05,7.244461106762575e-05,4.9215589752535506e-05,4.9215589752535506e-05,0.0002348831283509344,,,3.7081788468701214e-06,3.0113365837192145e-05,,,3.7081788468701214e-06,3.0113365837192145e-05,,,8.478462699689038e-06,6.900510451920985e-05,7.630616429720134e-05,3.456655815521517e-05,3.456655815521517e-05,3.456655815521517e-05,0.001283242260719763,
-> Subtract Visibility [PetaFLOP/s],,5.355572537382361e-10,2.180209294746174e-09,4.820015283644125e-09,1.0917295045480991e-09,2.1834590090961982e-09,1.0420634706630224e-08,,,5.355572537382361e-10,2.180209294746174e-09,3.214018962110038e-09,1.0917295045480991e-09,2.1834590090961982e-09,1.0420634706630224e-08,,,5.355572537382361e-10,2.180209294746174e-09,3.214018962110038e-09,1.0917295045480991e-09,2.1834590090961982e-09,1.0420634706630224e-08,,,1.645140605090766e-10,6.679926041934656e-10,,,1.645140605090766e-10,6.679926041934656e-10,,,3.761486118119387e-10,1.5307122996360239e-09,3.3853375063074485e-09,7.667759666901472e-10,7.667759666901472e-10,1.5335519333802943e-09,5.693128720208394e-08,
-> Flag [PetaFLOP/s],8.431032455059709e-07,7.471023689648393e-08,3.041391966170913e-07,6.723921320683554e-07,1.5229626588445982e-07,3.0459253176891965e-07,1.4536785415749163e-06,7.939023075054477e-06,8.431032455059709e-07,7.471023689648393e-08,3.041391966170913e-07,4.4835564521435027e-07,1.5229626588445982e-07,3.0459253176891965e-07,1.4536785415749163e-06,7.939023075054477e-06,8.431032455059709e-07,7.471023689648393e-08,3.041391966170913e-07,4.4835564521435027e-07,1.5229626588445982e-07,3.0459253176891965e-07,1.4536785415749163e-06,7.939023075054477e-06,4.226435353767852e-07,2.294971144101619e-08,9.318496828498844e-08,,4.226435353767852e-07,2.294971144101619e-08,9.318496828498844e-08,,4.217051570275183e-07,5.2472731347765443e-08,2.1353436579922533e-07,4.72254582129889e-07,1.0696524735327553e-07,1.0696524735327553e-07,2.1393049470655105e-07,7.941914564690709e-06,7.941914564690709e-06
-> Degrid [PetaFLOP/s],,1.7122257530315291e-06,7.066848385252164e-07,1.5410031777349296e-05,9.524935818260412e-06,4.346345989950579e-06,1.0658837676335422e-05,,,1.7122257530315291e-06,7.066848385252164e-07,7.374136379845803e-06,9.524935818260412e-06,4.346345989950579e-06,1.0658837676335422e-05,,,1.7122257530315291e-06,7.066848385252164e-07,7.374136379845803e-06,9.524935818260412e-06,4.346345989950579e-06,1.0658837676335422e-05,,,4.58762219072815e-07,2.16451157397735e-07,,,4.58762219072815e-07,2.16451157397735e-07,,,1.0606468124367326e-06,4.961332858354797e-07,9.545821312042217e-06,6.447092664800648e-06,1.2897028369537058e-06,2.8730572509988676e-06,7.477756065868343e-05,
-> Image Spectral Fitting [PetaFLOP/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2178929584549816e-09,,,
-> Visibility Weighting [PetaFLOP/s],,4.844987792893725e-09,1.7441674357969392e-08,4.3604890136043534e-08,9.876471816517975e-09,1.975294363303595e-08,4.8502346459719685e-08,,,4.844987792893725e-09,1.7441674357969392e-08,2.90760372095775e-08,9.876471816517975e-09,1.975294363303595e-08,4.8502346459719685e-08,,,4.844987792893725e-09,1.7441674357969392e-08,2.90760372095775e-08,9.876471816517975e-09,1.975294363303595e-08,4.8502346459719685e-08,,,1.4844526108058776e-09,5.343940833547725e-09,,,1.4844526108058776e-09,5.343940833547725e-09,,,3.401638028679886e-09,1.2245698397088191e-08,3.0614742258118974e-08,6.934212185993773e-09,6.934212185993773e-09,1.3868424371987545e-08,2.648874814653491e-07,
-> Subtract Image Component [PetaFLOP/s],,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,,,,,,,,,0.00019582977166666667,1.1967374935185184e-05,1.1967374935185184e-05,0.0017096249907407406,0.22408396678637038,
-> Demix [PetaFLOP/s],4.949409671627387e-05,,,,,,,,4.949409671627387e-05,,,,,,,,4.949409671627387e-05,,,,,,,,2.4810834908534447e-05,,,,2.4810834908534447e-05,,,,2.475601741072116e-05,,,,,,,,
-> FFT [PetaFLOP/s],,3.012753383100471e-06,3.5684705359384775e-06,2.7114780447763133e-05,4.585668650589151e-06,1.507857552756181e-05,4.537921987409052e-05,,,3.012753383100471e-06,3.5684705359384775e-06,8.290358373237004e-06,4.585668650589151e-06,1.507857552756181e-05,4.537921987409052e-05,,,3.012753383100471e-06,3.5684705359384775e-06,8.290358373237004e-06,4.585668650589151e-06,1.507857552756181e-05,4.537921987409052e-05,,,6.945907810995446e-07,1.804261106222389e-06,,,6.945907810995446e-07,1.804261106222389e-06,,,1.6238766230672466e-06,1.7870352245179906e-06,1.4614889607369357e-05,2.487781450890288e-06,4.969909337112553e-07,8.16060053430081e-06,0.0005582259532223087,
-> Grid [PetaFLOP/s],,1.7122257530315291e-06,7.066848385252164e-07,1.5410031777349296e-05,9.524935818260412e-06,4.346345989950579e-06,1.0658837676335422e-05,,,1.7122257530315291e-06,7.066848385252164e-07,7.374136379845803e-06,9.524935818260412e-06,4.346345989950579e-06,1.0658837676335422e-05,,,1.7122257530315291e-06,7.066848385252164e-07,7.374136379845803e-06,9.524935818260412e-06,4.346345989950579e-06,1.0658837676335422e-05,,,4.58762219072815e-07,2.16451157397735e-07,,,4.58762219072815e-07,2.16451157397735e-07,,,1.0606468124367326e-06,4.961332858354797e-07,9.545821312042217e-06,6.447092664800648e-06,1.2897028369537058e-06,2.8730572509988676e-06,7.477756065868343e-05,
-> Gridding Kernel Update [PetaFLOP/s],,7.686248039365703e-06,2.208307651413103e-06,6.91762323546491e-05,7.727173579009423e-06,1.816513048573988e-05,4.42780963343052e-05,,,7.686248039365703e-06,2.208307651413103e-06,3.1286812855677846e-05,7.727173579009423e-06,1.816513048573988e-05,4.42780963343052e-05,,,7.686248039365703e-06,2.208307651413103e-06,3.1286812855677846e-05,7.727173579009423e-06,1.816513048573988e-05,4.42780963343052e-05,,,1.999384306133727e-06,6.758993345466816e-07,,,1.999384306133727e-06,6.758993345466816e-07,,,4.63219747737404e-06,1.5501982342659446e-06,4.1689777296962256e-05,5.186089795711365e-06,5.18749911892527e-06,1.1845721224198965e-05,0.0002795536529525973,
-> Correct [PetaFLOP/s],,2.5706748179435335e-07,2.616251153695409e-07,2.31360733614918e-06,5.240301621830876e-07,1.0480603243661751e-06,5.001904659182508e-06,2.7317068645348736e-05,,2.5706748179435335e-07,2.616251153695409e-07,1.5427291018128184e-06,5.240301621830876e-07,1.0480603243661751e-06,5.001904659182508e-06,2.7317068645348736e-05,,2.5706748179435335e-07,2.616251153695409e-07,1.5427291018128184e-06,5.240301621830876e-07,1.0480603243661751e-06,5.001904659182508e-06,2.7317068645348736e-05,,7.896674904435678e-08,8.015911250321587e-08,,,7.896674904435678e-08,8.015911250321587e-08,,,1.8055133366973058e-07,1.8368547595632288e-07,1.624962003027575e-06,3.6805246401127063e-07,3.6805246401127063e-07,7.361049280225413e-07,2.732701785700029e-05,2.732701785700029e-05
-> IFFT [PetaFLOP/s],,1.5063766915502354e-05,3.5684705359384775e-06,0.00013557390223881567,4.585668650589151e-06,6.031430211024724e-06,6.050562649878735e-06,,,1.5063766915502354e-05,3.5684705359384775e-06,4.145179186618502e-05,4.585668650589151e-06,6.031430211024724e-06,6.050562649878735e-06,,,1.5063766915502354e-05,3.5684705359384775e-06,4.145179186618502e-05,4.585668650589151e-06,6.031430211024724e-06,6.050562649878735e-06,,,3.472953905497723e-06,1.804261106222389e-06,,,3.472953905497723e-06,1.804261106222389e-06,,,8.119383115336234e-06,1.7870352245179906e-06,7.30744480368468e-05,2.487781450890288e-06,2.484954668556276e-06,3.264240213720324e-06,1.7035704138864401e-06,
-> Identify Component [PetaFLOP/s],,,,8.393183633314094e-05,1.0258553246754313e-05,0.0010258553246754313,0.003077565974026294,,,,,8.392917448139598e-05,1.0258553246754313e-05,0.0010258553246754313,0.003077565974026294,,,,,8.392917448139598e-05,1.0258553246754313e-05,0.0010258553246754313,0.003077565974026294,,,,,,,,,,,,,4.896024193503604e-05,5.984156743649034e-06,5.984156743649034e-06,0.0004274397674035024,0.056025385193111864,
-> Average [PetaFLOP/s],2.4261963899452402e-08,,,,,,,,2.4261963899452402e-08,,,,,,,,2.4261963899452402e-08,,,,,,,,1.2162403895734823e-08,,,,1.2162403895734823e-08,,,,1.2135400202230742e-08,,,,,,,,
-> Phase Rotation Predict [PetaFLOP/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Receive [PetaFLOP/s],1.2357364616213959e-08,,,,,,,,1.2357364616213959e-08,,,,,,,,1.2357364616213959e-08,,,,,,,,6.1946864718831975e-09,,,,6.1946864718831975e-09,,,,6.180932660031966e-09,,,,,,,,
-> Solve [PetaFLOP/s],,2.643978507476472e-08,,1.6987065695698846e-06,,,,,,2.643978507476472e-08,,1.2418898381112996e-06,,,,,,2.643978507476472e-08,,1.2418898381112996e-06,,,,,,1.1154601210181533e-08,,,,1.1154601210181533e-08,,,,1.5387292236238774e-08,,1.1896950062385631e-06,,,,,
-> Degridding Kernel Update [PetaFLOP/s],,7.686248039365703e-06,2.208307651413103e-06,6.91762323546491e-05,7.727173579009423e-06,1.816513048573988e-05,4.42780963343052e-05,,,7.686248039365703e-06,2.208307651413103e-06,3.1286812855677846e-05,7.727173579009423e-06,1.816513048573988e-05,4.42780963343052e-05,,,7.686248039365703e-06,2.208307651413103e-06,3.1286812855677846e-05,7.727173579009423e-06,1.816513048573988e-05,4.42780963343052e-05,,,1.999384306133727e-06,6.758993345466816e-07,,,1.999384306133727e-06,6.758993345466816e-07,,,4.63219747737404e-06,1.5501982342659446e-06,4.1689777296962256e-05,5.186089795711365e-06,5.18749911892527e-06,1.1845721224198965e-05,0.0002795536529525973,
-> Phase Rotation [PetaFLOP/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Reprojection [PetaFLOP/s],,2.555377675172841e-07,,2.2998399076555574e-06,9.639627718416068e-07,4.819813859208033e-06,1.4459441577624101e-05,,,2.555377675172841e-07,,1.0221510700691364e-06,9.639627718416068e-07,4.819813859208033e-06,1.4459441577624101e-05,,,2.555377675172841e-07,,1.0221510700691364e-06,9.639627718416068e-07,4.819813859208033e-06,1.4459441577624101e-05,,,1.2909783555193717e-07,,,,1.2909783555193717e-07,,,,1.2795512545710995e-07,,1.1515961291139894e-06,4.826839437682473e-07,1.206709859420618e-08,2.413419718841236e-06,0.00031633174938795847,
-> Source Find [PetaFLOP/s],,,,3e-12,,,,,,,,3e-12,,,,,,,,3e-12,,,,,,,,,,,,,,,,2.5e-12,,,,,
-> Reprojection Predict [PetaFLOP/s],,1.2776888375864205e-06,,1.1499199538277785e-05,9.639627718416068e-07,1.9279255436832136e-06,1.9279255436832136e-06,,,1.2776888375864205e-06,,5.110755350345682e-06,9.639627718416068e-07,1.9279255436832136e-06,1.9279255436832136e-06,,,1.2776888375864205e-06,,5.110755350345682e-06,9.639627718416068e-07,1.9279255436832136e-06,1.9279255436832136e-06,,,6.454891777596859e-07,,,,6.454891777596859e-07,,,,6.397756272855496e-07,,5.757980645569947e-06,4.826839437682473e-07,1.206709859420618e-08,9.653678875364946e-07,9.653678875364946e-07,
-> DFT [Tera/s],,3.2133435224294164e-06,1.3081255768477045e-05,2.8920091701864748e-05,6.550377027288595e-06,1.310075405457719e-05,6.252380823978135e-05,,,3.2133435224294164e-06,1.3081255768477045e-05,1.9284113772660225e-05,6.550377027288595e-06,1.310075405457719e-05,6.252380823978135e-05,,,3.2133435224294164e-06,1.3081255768477045e-05,1.9284113772660225e-05,6.550377027288595e-06,1.310075405457719e-05,6.252380823978135e-05,,,9.870843630544597e-07,4.007955625160794e-06,,,9.870843630544597e-07,4.007955625160794e-06,,,2.2568916708716316e-06,9.184273797816143e-06,2.0312025037844686e-05,4.600655800140883e-06,4.600655800140883e-06,9.201311600281766e-06,0.0003415877232125037,
-> Subtract Visibility [Tera/s],,3.2133435224294164e-06,1.3081255768477045e-05,2.8920091701864748e-05,6.550377027288595e-06,1.310075405457719e-05,6.252380823978135e-05,,,3.2133435224294164e-06,1.3081255768477045e-05,1.9284113772660225e-05,6.550377027288595e-06,1.310075405457719e-05,6.252380823978135e-05,,,3.2133435224294164e-06,1.3081255768477045e-05,1.9284113772660225e-05,6.550377027288595e-06,1.310075405457719e-05,6.252380823978135e-05,,,9.870843630544597e-07,4.007955625160794e-06,,,9.870843630544597e-07,4.007955625160794e-06,,,2.2568916708716316e-06,9.184273797816143e-06,2.0312025037844686e-05,4.600655800140883e-06,4.600655800140883e-06,9.201311600281766e-06,0.0003415877232125037,
-> Flag [Tera/s],3.63929458491786e-05,3.2133435224294164e-06,1.3081255768477045e-05,2.8920091701864748e-05,6.550377027288596e-06,1.3100754054577192e-05,6.252380823978135e-05,0.00034146335806685917,3.63929458491786e-05,3.2133435224294164e-06,1.3081255768477045e-05,1.9284113772660225e-05,6.550377027288596e-06,1.3100754054577192e-05,6.252380823978135e-05,0.00034146335806685917,3.63929458491786e-05,3.2133435224294164e-06,1.3081255768477045e-05,1.9284113772660225e-05,6.550377027288596e-06,1.3100754054577192e-05,6.252380823978135e-05,0.00034146335806685917,1.8243605843602236e-05,9.870843630544597e-07,4.007955625160794e-06,,1.8243605843602236e-05,9.870843630544597e-07,4.007955625160794e-06,,1.8203100303346112e-05,2.2568916708716316e-06,9.184273797816143e-06,2.0312025037844686e-05,4.600655800140883e-06,4.600655800140883e-06,9.201311600281766e-06,0.0003415877232125037,0.0003415877232125037
-> Degrid [Tera/s],,3.633740844670295e-06,1.3081255768477045e-05,3.270366760203265e-05,3.70367693119424e-05,1.4814707724776962e-05,3.637675984478976e-05,,,3.633740844670295e-06,1.3081255768477045e-05,2.180702790718313e-05,3.70367693119424e-05,1.4814707724776962e-05,3.637675984478976e-05,,,3.633740844670295e-06,1.3081255768477045e-05,2.180702790718313e-05,3.70367693119424e-05,1.4814707724776962e-05,3.637675984478976e-05,,,1.1133394581044084e-06,4.007955625160794e-06,,,1.1133394581044084e-06,4.007955625160794e-06,,,2.5512285215099145e-06,9.184273797816143e-06,2.296105669358923e-05,2.6003295697476645e-05,5.200659139495329e-06,1.0401318278990658e-05,0.0001986656110990118,
-> Image Spectral Fitting [Tera/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3631549307583026e-08,,,
-> Visibility Weighting [Tera/s],,1.763721689444352e-06,8.81860844722176e-06,1.5873495204999167e-05,9.700469291943935e-06,1.940093858388787e-05,1.940093858388787e-05,,,1.763721689444352e-06,8.81860844722176e-06,1.5873495204999167e-05,9.700469291943935e-06,1.940093858388787e-05,1.940093858388787e-05,,,1.763721689444352e-06,8.81860844722176e-06,1.5873495204999167e-05,9.700469291943935e-06,1.940093858388787e-05,1.940093858388787e-05,,,8.81860844722176e-07,4.40930422361088e-06,,,8.81860844722176e-07,4.40930422361088e-06,,,8.81860844722176e-07,4.40930422361088e-06,7.936747602499584e-06,4.850234645971968e-06,4.850234645971968e-06,9.700469291943935e-06,9.700469291943935e-06,
-> Subtract Image Component [Tera/s],,,,1.916533256379631e-06,3.2132092394720225e-07,3.213209239472023e-05,9.639627718416068e-05,,,,,8.517925583909468e-07,3.2132092394720225e-07,3.213209239472023e-05,9.639627718416068e-05,,,,,8.517925583909468e-07,3.2132092394720225e-07,3.213209239472023e-05,9.639627718416068e-05,,,,,,,,,,,,,1.119607347749712e-06,1.877104225765406e-07,1.877104225765406e-07,1.3407887326895754e-05,0.0017573986077108806,
-> Demix [Tera/s],3.63929458491786e-05,,,,,,,,3.63929458491786e-05,,,,,,,,3.63929458491786e-05,,,,,,,,1.8243605843602236e-05,,,,1.8243605843602236e-05,,,,1.8203100303346112e-05,,,,,,,,
-> FFT [Tera/s],,4.0886042802765456e-05,0.0006057191526335625,0.0003679743852248891,0.00015423404349465707,0.0007711702174732854,0.002313510652419856,,,4.0886042802765456e-05,0.0006057191526335625,0.0001635441712110618,0.00015423404349465707,0.0007711702174732854,0.002313510652419856,,,4.0886042802765456e-05,0.0006057191526335625,0.0001635441712110618,0.00015423404349465707,0.0007711702174732854,0.002313510652419856,,,2.0655653688309945e-05,0.00030600968427125835,,,2.0655653688309945e-05,0.00030600968427125835,,,2.0472820073137588e-05,0.00030330103812055664,0.00018425538065823833,7.722943100291955e-05,1.544588620058391e-05,0.00038614715501459777,0.05061307990207336,
-> Grid [Tera/s],,0.001685813270382057,0.0180223532922051,0.01517231943343851,0.0023595952771527625,0.0009438381108611049,0.002317546382216688,,,0.001685813270382057,0.0180223532922051,0.004497898597828332,0.0023595952771527625,0.0009438381108611049,0.002317546382216688,,,0.001685813270382057,0.0180223532922051,0.004497898597828332,0.0023595952771527625,0.0009438381108611049,0.002317546382216688,,,0.0005218858623950403,0.0055792051334605875,,,0.0005218858623950403,0.0055792051334605875,,,0.0011853245004458492,0.012671807117285315,0.010667920504012642,0.0016590705416513257,0.00033181410833026516,0.0006636282166605303,0.012675326498921963,
-> Gridding Kernel Update [Tera/s],,0.19522898653185924,8.621250408813497e-07,1.7570608788111524,0.05145499810530556,0.2831130734364563,0.5451693705598554,,,0.19522898653185924,8.621250408813497e-07,0.49314252949251436,0.05145499810530556,0.2831130734364563,0.5451693705598554,,,0.19522898653185924,8.621250408813497e-07,0.49314252949251436,0.05145499810530556,0.2831130734364563,0.5451693705598554,,,0.03757533592951934,3.036184360655516e-08,,,0.03757533592951934,3.036184360655516e-08,,,0.08913110299316754,4.953431670135488e-07,0.8021799269724518,0.024219556585894995,0.02428444259015504,0.1323795675591985,1.303255773490955,
-> Correct [Tera/s],,3.2133435224294164e-06,1.3081255768477045e-05,2.8920091701864748e-05,6.550377027288596e-06,1.3100754054577192e-05,6.252380823978135e-05,0.00034146335806685917,,3.2133435224294164e-06,1.3081255768477045e-05,1.9284113772660225e-05,6.550377027288596e-06,1.3100754054577192e-05,6.252380823978135e-05,0.00034146335806685917,,3.2133435224294164e-06,1.3081255768477045e-05,1.9284113772660225e-05,6.550377027288596e-06,1.3100754054577192e-05,6.252380823978135e-05,0.00034146335806685917,,9.870843630544597e-07,4.007955625160794e-06,,,9.870843630544597e-07,4.007955625160794e-06,,,2.2568916708716316e-06,9.184273797816143e-06,2.0312025037844686e-05,4.600655800140883e-06,4.600655800140883e-06,9.201311600281766e-06,0.0003415877232125037,0.0003415877232125037
-> IFFT [Tera/s],,0.00020456229244354183,0.0006074801983630891,0.0018410606319918764,0.0001545030921477792,0.0003090061842955584,0.0003090061842955584,,,0.00020456229244354183,0.0006074801983630891,0.0008185133266335961,0.0001545030921477792,0.0003090061842955584,0.0003090061842955584,,,0.00020456229244354183,0.0006074801983630891,0.0008185133266335961,0.0001545030921477792,0.0003090061842955584,0.0003090061842955584,,,0.0001033446502120406,0.00030689477454447033,,,0.0001033446502120406,0.00030689477454447033,,,0.00010243018769389034,0.0003041822024965891,0.0009218716892450132,7.736405333814675e-05,7.736405333814675e-05,0.0001547281066762935,0.0001547281066762935,
-> Identify Component [Tera/s],,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,,,,,,,,,4.666666666666667e-10,5.703703703703703e-11,5.703703703703703e-11,4.074074074074074e-09,5.33997037037037e-07,
-> Average [Tera/s],3.194208151989613e-05,,,,,,,,3.194208151989613e-05,,,,,,,,3.194208151989613e-05,,,,,,,,1.6012409313832687e-05,,,,1.6012409313832687e-05,,,,1.597685760899872e-05,,,,,,,,
-> Phase Rotation Predict [Tera/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Receive [Tera/s],3.63929458491786e-05,,,,,,,,3.63929458491786e-05,,,,,,,,3.63929458491786e-05,,,,,,,,1.8243605843602236e-05,,,,1.8243605843602236e-05,,,,1.8203100303346112e-05,,,,,,,,
-> Solve [Tera/s],,1.6384e-08,,3.4133333333333337e-07,,,,,,1.6384e-08,,3.4133333333333337e-07,,,,,,1.6384e-08,,3.4133333333333337e-07,,,,,,8.192e-09,,,,8.192e-09,,,,8.192e-09,,2.362026666666667e-07,,,,,
-> Degridding Kernel Update [Tera/s],,0.19522898653185924,8.621250408813497e-07,1.7570608788111524,0.05145499810530556,0.2831130734364563,0.5451693705598554,,,0.19522898653185924,8.621250408813497e-07,0.49314252949251436,0.05145499810530556,0.2831130734364563,0.5451693705598554,,,0.19522898653185924,8.621250408813497e-07,0.49314252949251436,0.05145499810530556,0.2831130734364563,0.5451693705598554,,,0.03757533592951934,3.036184360655516e-08,,,0.03757533592951934,3.036184360655516e-08,,,0.08913110299316754,4.953431670135488e-07,0.8021799269724518,0.024219556585894995,0.02428444259015504,0.1323795675591985,1.303255773490955,
