,hpso01 (Ingest) [Nf_max=16384] [Na=256],hpso01 (RCAL) [Nf_max=16384] [Na=256],hpso01 (FastImg) [Nf_max=16384] [Na=256],hpso01 (ICAL) [Nf_max=16384] [Na=256],hpso01 (DPrepA) [Nf_max=16384] [Na=256],hpso01 (DPrepB) [Nf_max=16384] [Na=256],hpso01 (DPrepC) [Nf_max=16384] [Na=256],hpso01 (DPrepD) [Nf_max=16384] [Na=256],hpso02a (Ingest) [Nf_max=16384] [Na=256],hpso02a (RCAL) [Nf_max=16384] [Na=256],hpso02a (FastImg) [Nf_max=16384] [Na=256],hpso02a (ICAL) [Nf_max=16384] [Na=256],hpso02a (DPrepA) [Nf_max=16384] [Na=256],hpso02a (DPrepB) [Nf_max=16384] [Na=256],hpso02a (DPrepC) [Nf_max=16384] [Na=256],hpso02a (DPrepD) [Nf_max=16384] [Na=256],hpso02b (Ingest) [Nf_max=16384] [Na=256],hpso02b (RCAL) [Nf_max=16384] [Na=256],hpso02b (FastImg) [Nf_max=16384] [Na=256],hpso02b (ICAL) [Nf_max=16384] [Na=256],hpso02b (DPrepA) [Nf_max=16384] [Na=256],hpso02b (DPrepB) [Nf_max=16384] [Na=256],hpso02b (DPrepC) [Nf_max=16384] [Na=256],hpso02b (DPrepD) [Nf_max=16384] [Na=256],hpso04a (Ingest) [Nf_max=16384] [Na=256],hpso04a (RCAL) [Nf_max=16384] [Na=256],hpso04a (FastImg) [Nf_max=16384] [Na=256],hpso04a (PSS) [Nf_max=16384] [Na=256],hpso05a (Ingest) [Nf_max=16384] [Na=256],hpso05a (RCAL) [Nf_max=16384] [Na=256],hpso05a (FastImg) [Nf_max=16384] [Na=256],hpso05a (PST) [Nf_max=16384] [Na=256],max_low (Ingest) [Nf_max=16384] [Na=256],max_low (RCAL) [Nf_max=16384] [Na=256],max_low (FastImg) [Nf_max=16384] [Na=256],max_low (ICAL) [Nf_max=16384] [Na=256],max_low (DPrepA) [Nf_max=16384] [Na=256],max_low (DPrepA_Image) [Nf_max=16384] [Na=256],max_low (DPrepB) [Nf_max=16384] [Na=256],max_low (DPrepC) [Nf_max=16384] [Na=256],max_low (DPrepD) [Nf_max=16384] [Na=256]
Image cube size [GB],1411427.9248708675,6280.096174504775,155.06410307419196,6280.096174504775,430.73361965053334,10768.340491263332,32305.021473789995,176428.49060885844,1411427.9248708675,6280.096174504775,155.06410307419196,2791.153855335455,430.73361965053334,10768.340491263332,32305.021473789995,176428.49060885844,1411427.9248708675,6280.096174504775,155.06410307419196,2791.153855335455,430.73361965053334,10768.340491263332,32305.021473789995,176428.49060885844,713054.2459875975,3172.7084065244067,78.33847917344212,(undefined),713054.2459875975,3172.7084065244067,78.33847917344212,(undefined),706742.6429962243,3144.6251632339317,77.64506575886253,3144.6251632339317,215.68073821906262,215.68073821906262,5392.018455476566,706742.6429962243,176685.6607490561
Calibration output [GB],0.0,1.179648,0.0,5.9392,0.0,0.0,0.0,0.0,0.0,1.179648,0.0,5.9392,0.0,0.0,0.0,0.0,0.0,1.179648,0.0,5.9392,0.0,0.0,0.0,0.0,0.0,0.1572864,0.0,(undefined),0.0,0.1572864,0.0,(undefined),0.0,1.4155776,0.0,9.9581952,0.0,0.0,0.0,0.0,0.0
Calibration process interval [s],600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,10,600,600,600,10,600,600,600,600,600,600,600
Calibration process in [MB],0.0,25.06752,0.0,7833.6,0.0,0.0,0.0,0.0,0.0,25.06752,0.0,7833.6,0.0,0.0,0.0,0.0,0.0,25.06752,0.0,7833.6,0.0,0.0,0.0,0.0,0.0,41.7792,0.0,(undefined),0.0,41.7792,0.0,(undefined),0.0,17.905371428571428,0.0,7744.0731428571435,0.0,0.0,0.0,0.0,0.0
Calibration process out [MB],0.0,0.131072,0.0,40.96,0.0,0.0,0.0,0.0,0.0,0.131072,0.0,40.96,0.0,0.0,0.0,0.0,0.0,0.131072,0.0,40.96,0.0,0.0,0.0,0.0,0.0,0.21845333333333333,0.0,(undefined),0.0,0.21845333333333333,0.0,(undefined),0.0,0.09362285714285715,0.0,40.491885714285715,0.0,0.0,0.0,0.0,0.0
Cleaning memory [PetaBytes],(undefined),(undefined),(undefined),0.009184640655213232,0.0008749276649151458,0.08749276649151458,0.2624782994745437,(undefined),(undefined),(undefined),(undefined),0.0028347656343250716,0.0008749276649151458,0.08749276649151458,0.2624782994745437,(undefined),(undefined),(undefined),(undefined),0.0028347656343250716,0.0008749276649151458,0.08749276649151458,0.2624782994745437,(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),0.012877240043442957,0.0012266841986209188,0.0012266841986209188,0.08762029990149418,11.484567948688646,(undefined)
Working (cache) memory [TeraBytes],(undefined),0.00018500866367828829,0.00013887003194780936,0.00018500866376194598,1.7919958002053404e-05,5.175268037876876e-05,4.4580650907674734e-05,(undefined),(undefined),0.00018500866367828829,0.00013887003194780936,8.30926423689406e-05,1.7919958002053404e-05,5.175268037876876e-05,4.4580650907674734e-05,(undefined),(undefined),0.00018500866367828829,0.00013887003194780936,8.30926423689406e-05,1.7919958002053404e-05,5.175268037876876e-05,4.4580650907674734e-05,(undefined),(undefined),4.193798222570876e-05,4.750752689052736e-06,(undefined),(undefined),4.193798222570876e-05,4.750752689052736e-06,(undefined),(undefined),8.907379908745173e-05,7.948521512764251e-05,8.907379911028073e-05,8.61967305213036e-06,1.0203902856110853e-05,2.5342645585116337e-05,0.000365174644885265,(undefined)
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Input Buffer Size [PetaBytes],1.03481868288,1.03481868288,0.51740934144,1.03481868288,0.51740934144,1.03481868288,1.03481868288,1.03481868288,1.03481868288,1.03481868288,0.51740934144,1.03481868288,0.51740934144,1.03481868288,1.03481868288,1.03481868288,1.03481868288,1.03481868288,0.51740934144,1.03481868288,0.51740934144,1.03481868288,1.03481868288,1.03481868288,0.068987912192,0.068987912192,0.034493956096,0.002102152,0.068987912192,0.068987912192,0.034493956096,0.00077309411328,0.620891209728,0.620891209728,0.310445604864,0.620891209728,0.310445604864,0.310445604864,0.620891209728,0.620891209728,0.620891209728
Total buffer ingest rate [TeraBytes/s],0.05748992682666666,0.05748992682666666,0.02874496341333333,0.05748992682666666,0.02874496341333333,0.05748992682666666,0.05748992682666666,0.05748992682666666,0.05748992682666666,0.05748992682666666,0.02874496341333333,0.05748992682666666,0.02874496341333333,0.05748992682666666,0.05748992682666666,0.05748992682666666,0.05748992682666666,0.05748992682666666,0.02874496341333333,0.05748992682666666,0.02874496341333333,0.05748992682666666,0.05748992682666666,0.05748992682666666,0.02874496341333333,0.02874496341333333,0.014372481706666666,(undefined),0.02874496341333333,0.02874496341333333,0.014372481706666666,(undefined),0.02874496341333333,0.02874496341333333,0.014372481706666666,0.02874496341333333,0.014372481706666666,0.014372481706666666,0.02874496341333333,0.02874496341333333,0.02874496341333333
Output size [TB],0.0,0.0,0.0,0.0,0.09497676313294258,4.748838156647129,14.246514469941387,51.33828096,0.0,0.0,0.0,0.0,0.09497676313294258,4.748838156647129,14.246514469941387,51.33828096,0.0,0.0,0.0,0.0,0.09497676313294258,4.748838156647129,14.246514469941387,51.33828096,0.0,0.0,0.0,0.2147152,0.0,0.0,0.0,0.77309411328,0.0,0.0,0.0,0.0,0.06658064388822461,0.06658064388822461,2.3778801388651645,311.6735055613349,61.605937152
Buffer Read Rate [TeraBytes/s],0.057042534400000004,0.11408506880000001,0.057042534400000004,0.5704253440000001,0.2039615967498883,0.4079231934997766,0.6845104128000001,0.6845104128000001,0.057042534400000004,0.11408506880000001,0.057042534400000004,0.5704253440000001,0.2039615967498883,0.4079231934997766,0.6845104128000001,0.6845104128000001,0.057042534400000004,0.11408506880000001,0.057042534400000004,0.5704253440000001,0.2039615967498883,0.4079231934997766,0.6845104128000001,0.6845104128000001,0.028521267200000002,0.056240036456910766,0.020242981102913598,0.0008758966666666667,0.028521267200000002,0.056240036456910766,0.020242981102913598,0.0003221225472,0.028521267200000002,0.057042534400000004,0.028521267200000002,0.28521267200000006,0.14320028074774335,0.14320028074774335,0.2864005614954867,0.34225520640000007,0.34225520640000007
Facet visibility rate [TeraBytes/s],0.0,0.0010375461455706951,0.007279565718720648,0.009337915310136254,0.012757841919057863,0.025515683838115727,0.08992333400977379,(undefined),0.0,0.0010375461455706951,0.007279565718720648,0.07038722672444102,0.012757841919057863,0.025515683838115727,0.08992333400977379,(undefined),0.0,0.0010375461455706951,0.007279565718720648,0.07038722672444102,0.012757841919057863,0.025515683838115727,0.08992333400977379,(undefined),0.0,0.0005286870197115914,0.0023307831705364347,(undefined),0.0,0.0005286870197115914,0.0023307831705364347,(undefined),0.0,0.0007284552102504537,0.004692459849242644,0.006556096892254084,0.00895720818951538,0.00895720818951538,0.01791441637903076,0.08172946638776062,(undefined)
Image Write Rate [TeraBytes/s],0.0,0.015072230818811459,0.155064103074192,0.13565007736930312,0.039483915134632216,0.19741957567316107,0.5922587270194831,(undefined),0.0,0.015072230818811459,0.155064103074192,0.04186730783003182,0.039483915134632216,0.19741957567316107,0.5922587270194831,(undefined),0.0,0.015072230818811459,0.155064103074192,0.04186730783003182,0.039483915134632216,0.19741957567316107,0.5922587270194831,(undefined),0.0,0.007614500175658578,0.07833847917344214,(undefined),0.0,0.007614500175658578,0.07833847917344214,(undefined),0.0,0.00754710039176144,0.0776450657588625,0.06792390352585298,0.019770734336747406,0.003954146867349482,0.09885367168373703,12.956948454930782,(undefined)
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOP/s],0.07922286128696887,0.16535444674136685,0.08590022467663046,1.5132644550593781,0.6246926756486769,0.6992366137262632,1.3136512133038036,0.0647860584448,0.07922286128696887,0.16535444674136685,0.08590022467663046,1.109065243326045,0.6246926756486769,0.6992366137262632,1.3136512133038036,0.0647860584448,0.07922286128696887,0.16535444674136685,0.08590022467663046,1.109065243326045,0.6246926756486769,0.6992366137262632,1.3136512133038036,0.0647860584448,0.039611430643484435,0.06481600857783025,0.03048134943256353,0.00050088,0.039611430643484435,0.06481600857783025,0.03048134943256353,2.755e-07,0.039611430643484435,0.09208818708287615,0.04330860593695734,0.8415378998559531,0.43066249617358604,0.4030577205316728,0.4720399921357138,2.5515895942088536,0.0323930292224
-> DFT [PetaFLOP/s],,0.07913969374549334,0.07913969374549334,0.7122572437094401,0.5187825868202998,0.5187825868202998,0.8705366312004268,,,0.07913969374549334,0.07913969374549334,0.7122572437094401,0.5187825868202998,0.5187825868202998,0.8705366312004268,,,0.07913969374549334,0.07913969374549334,0.7122572437094401,0.5187825868202998,0.5187825868202998,0.8705366312004268,,,0.03901316191725256,0.02808471506098423,,,0.03901316191725256,0.02808471506098423,,,0.03956984687274667,0.03956984687274667,0.35612862185472005,0.3642343130447578,0.3642343130447578,0.3642343130447578,0.4352683156002134,
-> Subtract Visibility [PetaFLOP/s],,9.507089066666667e-06,4.753544533333334e-06,8.55638016e-05,3.116079950345515e-05,6.23215990069103e-05,0.00010457797973333335,,,9.507089066666667e-06,4.753544533333334e-06,8.55638016e-05,3.116079950345515e-05,6.23215990069103e-05,0.00010457797973333335,,,9.507089066666667e-06,4.753544533333334e-06,8.55638016e-05,3.116079950345515e-05,6.23215990069103e-05,0.00010457797973333335,,,4.686669704742563e-06,1.6869150919094664e-06,,,4.686669704742563e-06,1.6869150919094664e-06,,,4.753544533333334e-06,2.376772266666667e-06,4.27819008e-05,2.1877820669794116e-05,2.1877820669794116e-05,4.375564133958823e-05,5.228898986666667e-05,
-> Flag [PetaFLOP/s],0.0013318499714844443,0.0013262389248,0.0006631194624,0.0119361503232,0.004346931530731994,0.008693863061463988,0.0145886281728,0.0145886281728,0.0013318499714844443,0.0013262389248,0.0006631194624,0.0119361503232,0.004346931530731994,0.008693863061463988,0.0145886281728,0.0145886281728,0.0013318499714844443,0.0013262389248,0.0006631194624,0.0119361503232,0.004346931530731994,0.008693863061463988,0.0145886281728,0.0145886281728,0.0006659249857422221,0.0006537904238115876,0.00023532465532137054,,0.0006659249857422221,0.0006537904238115876,0.00023532465532137054,,0.0006659249857422221,0.0006631194624,0.0003315597312,0.0059680751616,0.00305195598343628,0.00305195598343628,0.00610391196687256,0.0072943140864,0.0072943140864
-> Degrid [PetaFLOP/s],,0.006995342283670817,0.0006234839990892023,0.06295808055681561,0.019954090467834317,0.010521004976391461,0.035407193664825864,,,0.006995342283670817,0.0006234839990892023,0.03415226464725094,0.019954090467834317,0.010521004976391461,0.035407193664825864,,,0.006995342283670817,0.0006234839990892023,0.03415226464725094,0.019954090467834317,0.010521004976391461,0.035407193664825864,,,0.0023318384558486177,0.0001447088577457282,,,0.0023318384558486177,0.0001447088577457282,,,0.004695490789740975,0.00036015962785186575,0.04225941710884027,0.01305012824603226,0.002690417875987245,0.006641221291373254,0.08537453261293575,
-> Image Spectral Fitting [PetaFLOP/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.237805973644753e-07,,,
-> Visibility Weighting [PetaFLOP/s],,3.458487151902317e-05,9.706087624960866e-06,0.0003112638436712085,1.7010455892077146e-05,3.402091178415429e-05,0.00011989777867969837,,,3.458487151902317e-05,9.706087624960866e-06,9.384963563258803e-05,1.7010455892077146e-05,3.402091178415429e-05,0.00011989777867969837,,,3.458487151902317e-05,9.706087624960866e-06,9.384963563258803e-05,1.7010455892077146e-05,3.402091178415429e-05,0.00011989777867969837,,,1.127865642051395e-05,3.1077108940485793e-06,,,1.127865642051395e-05,3.1077108940485793e-06,,,2.4281840341681793e-05,6.256613132323524e-06,0.00021853656307513613,1.1942944252687176e-05,1.1942944252687176e-05,2.3885888505374353e-05,0.0001089726218503475,
-> Subtract Image Component [PetaFLOP/s],,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,,,,,,,,,0.00019582977166666667,1.1967374935185184e-05,1.1967374935185184e-05,0.0017096249907407406,0.22408396678637038,
-> Demix [PetaFLOP/s],0.07783349863310222,,,,,,,,0.07783349863310222,,,,,,,,0.07783349863310222,,,,,,,,0.03891674931655111,,,,0.03891674931655111,,,,0.03891674931655111,,,,,,,,
-> FFT [PetaFLOP/s],,0.003362034332782355,0.0013011889830254373,0.030258308988981485,0.014834774353775932,0.04640021581627826,0.14869065013312177,,,0.003362034332782355,0.0013011889830254373,0.02741118590291245,0.014834774353775932,0.04640021581627826,0.14869065013312177,,,0.003362034332782355,0.0013011889830254373,0.02741118590291245,0.014834774353775932,0.04640021581627826,0.14869065013312177,,,0.0009671821062021374,0.0006577268523487588,,,0.0009671821062021374,0.0006577268523487588,,,0.0018181663145464691,0.0006515938267656209,0.016363496829060305,0.008024871602990707,0.0014894677816419714,0.024898112421252623,1.005001994876227,
-> Grid [PetaFLOP/s],,0.006995342283670817,0.0006234839990892023,0.06295808055681561,0.019954090467834317,0.010521004976391461,0.035407193664825864,,,0.006995342283670817,0.0006234839990892023,0.03415226464725094,0.019954090467834317,0.010521004976391461,0.035407193664825864,,,0.006995342283670817,0.0006234839990892023,0.03415226464725094,0.019954090467834317,0.010521004976391461,0.035407193664825864,,,0.0023318384558486177,0.0001447088577457282,,,0.0023318384558486177,0.0001447088577457282,,,0.004695490789740975,0.00036015962785186575,0.04225941710884027,0.01305012824603226,0.002690417875987245,0.006641221291373254,0.08537453261293575,
-> Gridding Kernel Update [PetaFLOP/s],,0.019353404688893305,0.000831590264174775,0.174180642214441,0.008227772401481542,0.024435140458162016,0.059565052951260675,,,0.019353404688893305,0.000831590264174775,0.04225042121333271,0.008227772401481542,0.024435140458162016,0.059565052951260675,,,0.019353404688893305,0.000831590264174775,0.04225042121333271,0.008227772401481542,0.024435140458162016,0.059565052951260675,,,0.004968655704283815,0.00017460692952692933,,,0.004968655704283815,0.00017460692952692933,,,0.012769216437461317,0.0005449231831883532,0.11492294794155378,0.005212923692319902,0.005446780521538912,0.01474051793259407,0.27124557468427896,
-> Correct [PetaFLOP/s],,0.004563402752,0.000570425344,0.04107062476800001,0.014957183761658475,0.02991436752331695,0.050197430272,0.050197430272,,0.004563402752,0.000570425344,0.04107062476800001,0.014957183761658475,0.02991436752331695,0.050197430272,0.050197430272,,0.004563402752,0.000570425344,0.04107062476800001,0.014957183761658475,0.02991436752331695,0.050197430272,0.050197430272,,0.0022496014582764306,0.00020242981102913595,,,0.0022496014582764306,0.00020242981102913595,,,0.002281701376,0.000285212672,0.020535312384000005,0.010501353921501177,0.010501353921501177,0.021002707843002354,0.025098715136,0.025098715136
-> IFFT [PetaFLOP/s],,0.016810171663911775,0.0013011889830254373,0.15129154494490743,0.014834774353775932,0.018560086326511304,0.01982542001774957,,,0.016810171663911775,0.0013011889830254373,0.13705592951456225,0.014834774353775932,0.018560086326511304,0.01982542001774957,,,0.016810171663911775,0.0013011889830254373,0.13705592951456225,0.014834774353775932,0.018560086326511304,0.01982542001774957,,,0.004835910531010687,0.0006577268523487588,,,0.004835910531010687,0.0006577268523487588,,,0.009090831572732348,0.0006515938267656209,0.08181748414530153,0.008024871602990707,0.0074473389082098575,0.009959244968501047,0.0030670226894416114,
-> Identify Component [PetaFLOP/s],,,,0.0020999424020490794,1.0463395335770655e-05,0.0010463395335770654,0.0031390186007311965,,,,,8.447219223737021e-05,1.0463395335770655e-05,0.0010463395335770654,0.0031390186007311965,,,,,8.447219223737021e-05,1.0463395335770655e-05,0.0010463395335770654,0.0031390186007311965,,,,,,,,,,,,,0.0012249679030483529,6.103822138041579e-06,6.103822138041579e-06,0.00043598729557439844,0.05714572680552755,
-> Average [PetaFLOP/s],3.832661788444444e-05,,,,,,,,3.832661788444444e-05,,,,,,,,3.832661788444444e-05,,,,,,,,1.916330894222222e-05,,,,1.916330894222222e-05,,,,1.916330894222222e-05,,,,,,,,
-> Phase Rotation Predict [PetaFLOP/s],,0.003327481173333334,0.0,0.02994733056000001,0.0,0.0,0.0,,,0.003327481173333334,0.0,0.0,0.0,0.0,0.0,,,0.003327481173333334,0.0,0.0,0.0,0.0,0.0,,,0.0010498140138623343,0.0,,,0.0010498140138623343,0.0,,,0.001663740586666667,0.0,0.014973665280000005,0.0,0.0,0.0,0.0,
-> Receive [PetaFLOP/s],1.9186064497777777e-05,,,,,,,,1.9186064497777777e-05,,,,,,,,1.9186064497777777e-05,,,,,,,,9.593032248888889e-06,,,,9.593032248888889e-06,,,,9.593032248888889e-06,,,,,,,,
-> Solve [PetaFLOP/s],,0.00019114841429333337,,0.024359119530666672,,,,,,0.00019114841429333337,,0.024359119530666672,,,,,,0.00019114841429333337,,0.024359119530666672,,,,,,9.423671057485129e-05,,,,9.423671057485129e-05,,,,9.55742071466667e-05,,0.012183586297173338,,,,,
-> Degridding Kernel Update [PetaFLOP/s],,0.019353404688893305,0.000831590264174775,0.174180642214441,0.008227772401481542,0.024435140458162016,0.059565052951260675,,,0.019353404688893305,0.000831590264174775,0.04225042121333271,0.008227772401481542,0.024435140458162016,0.059565052951260675,,,0.019353404688893305,0.000831590264174775,0.04225042121333271,0.008227772401481542,0.024435140458162016,0.059565052951260675,,,0.004968655704283815,0.00017460692952692933,,,0.004968655704283815,0.00017460692952692933,,,0.012769216437461317,0.0005449231831883532,0.11492294794155378,0.005212923692319902,0.005446780521538912,0.01474051793259407,0.27124557468427896,
-> Phase Rotation [PetaFLOP/s],,0.003327481173333334,0.0,0.02994733056000001,0.0,0.0,0.0,,,0.003327481173333334,0.0,0.0,0.0,0.0,0.0,,,0.003327481173333334,0.0,0.0,0.0,0.0,0.0,,,0.0010498140138623343,0.0,,,0.0010498140138623343,0.0,,,0.001663740586666667,0.0,0.014973665280000005,0.0,0.0,0.0,0.0,
-> Reprojection [PetaFLOP/s],,9.420144261757161e-05,,0.0008478129835581445,0.00024677446959145134,0.0012338723479572565,0.00370161704387177,,,9.420144261757161e-05,,0.0002616706739376989,0.00024677446959145134,0.0012338723479572565,0.00370161704387177,,,9.420144261757161e-05,,0.0002616706739376989,0.00024677446959145134,0.0012338723479572565,0.00370161704387177,,,4.7590626097866115e-05,,,,4.7590626097866115e-05,,,,4.716937744850901e-05,,0.000424524397036581,0.0001235670896046713,3.089177240116782e-06,0.0006178354480233564,0.08098092784331737,
-> Source Find [PetaFLOP/s],,,,3e-12,,,,,,,,3e-12,,,,,,,,3e-12,,,,,,,,,,,,,,,,2.5e-12,,,,,
-> Reprojection Predict [PetaFLOP/s],,0.000471007213087858,,0.004239064917790722,0.00024677446959145134,0.0004935489391829027,0.0004935489391829027,,,0.000471007213087858,,0.0013083533696884946,0.00024677446959145134,0.0004935489391829027,0.0004935489391829027,,,0.000471007213087858,,0.0013083533696884946,0.00024677446959145134,0.0004935489391829027,0.0004935489391829027,,,0.0002379531304893306,,,,0.0002379531304893306,,,,0.000235846887242545,,0.002122621985182905,0.0001235670896046713,3.089177240116782e-06,0.0002471341792093426,0.0002471341792093426,
-> DFT [Tera/s],,0.0570425344,0.0285212672,0.5133828096,0.18696479702073093,0.37392959404146187,0.6274678784,,,0.0570425344,0.0285212672,0.5133828096,0.18696479702073093,0.37392959404146187,0.6274678784,,,0.0570425344,0.0285212672,0.5133828096,0.18696479702073093,0.37392959404146187,0.6274678784,,,0.02812001822845538,0.010121490551456797,,,0.02812001822845538,0.010121490551456797,,,0.0285212672,0.0142606336,0.2566914048,0.13126692401876472,0.13126692401876472,0.26253384803752944,0.3137339392,
-> Subtract Visibility [Tera/s],,0.0570425344,0.0285212672,0.5133828096,0.18696479702073093,0.37392959404146187,0.6274678784,,,0.0570425344,0.0285212672,0.5133828096,0.18696479702073093,0.37392959404146187,0.6274678784,,,0.0570425344,0.0285212672,0.5133828096,0.18696479702073093,0.37392959404146187,0.6274678784,,,0.02812001822845538,0.010121490551456797,,,0.02812001822845538,0.010121490551456797,,,0.0285212672,0.0142606336,0.2566914048,0.13126692401876472,0.13126692401876472,0.26253384803752944,0.3137339392,
-> Flag [Tera/s],0.057489926826666655,0.0570425344,0.0285212672,0.5133828096,0.18696479702073093,0.37392959404146187,0.6274678784,0.6274678784,0.057489926826666655,0.0570425344,0.0285212672,0.5133828096,0.18696479702073093,0.37392959404146187,0.6274678784,0.6274678784,0.057489926826666655,0.0570425344,0.0285212672,0.5133828096,0.18696479702073093,0.37392959404146187,0.6274678784,0.6274678784,0.028744963413333328,0.02812001822845538,0.010121490551456797,,0.028744963413333328,0.02812001822845538,0.010121490551456797,,0.028744963413333328,0.0285212672,0.0142606336,0.2566914048,0.13126692401876472,0.13126692401876472,0.26253384803752944,0.3137339392,0.3137339392
-> Degrid [Tera/s],,0.025938653639267378,0.007279565718720649,0.23344788275340636,0.0637892095952893,0.02551568383811572,0.08992333400977377,,,0.025938653639267378,0.007279565718720649,0.07038722672444102,0.0637892095952893,0.02551568383811572,0.08992333400977377,,,0.025938653639267378,0.007279565718720649,0.07038722672444102,0.0637892095952893,0.02551568383811572,0.08992333400977377,,,0.008458992315385463,0.0023307831705364343,,,0.008458992315385463,0.0023307831705364343,,,0.018211380256261345,0.004692459849242644,0.1639024223063521,0.044786040947576905,0.00895720818951538,0.01791441637903076,0.08172946638776062,
-> Image Spectral Fitting [Tera/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3729676622741255e-05,,,
-> Visibility Weighting [Tera/s],,0.008489343041206956,0.001263486962536448,0.07640408737086261,0.0023695760017661952,0.0047391520035323905,0.007981393201929749,,,0.008489343041206956,0.001263486962536448,0.00648473413237031,0.0023695760017661952,0.0047391520035323905,0.007981393201929749,,,0.008489343041206956,0.001263486962536448,0.00648473413237031,0.0023695760017661952,0.0047391520035323905,0.007981393201929749,,,0.003157215191190733,0.000631743481268224,,,0.003157215191190733,0.000631743481268224,,,0.004244671520603478,0.000631743481268224,0.03820204368543131,0.0011847880008830976,0.0011847880008830976,0.0023695760017661952,0.003990696600964874,
-> Subtract Image Component [Tera/s],,,,0.0007065108196317871,8.225815653048378e-05,0.008225815653048378,0.024677446959145134,,,,,0.0002180588949480824,8.225815653048378e-05,0.008225815653048378,0.024677446959145134,,,,,0.0002180588949480824,8.225815653048378e-05,0.008225815653048378,0.024677446959145134,,,,,,,,,,,,,0.0004127320526744538,4.805386817959439e-05,4.805386817959439e-05,0.003432419155685313,0.44989404357398544,
-> Demix [Tera/s],0.057489926826666655,,,,,,,,0.057489926826666655,,,,,,,,0.057489926826666655,,,,,,,,0.028744963413333328,,,,0.028744963413333328,,,,0.028744963413333328,,,,,,,,
-> FFT [Tera/s],,0.015072230818811459,0.155064103074192,0.13565007736930312,0.03948391513463221,0.19741957567316107,0.5922587270194831,,,0.015072230818811459,0.155064103074192,0.04186730783003182,0.03948391513463221,0.19741957567316107,0.5922587270194831,,,0.015072230818811459,0.155064103074192,0.04186730783003182,0.03948391513463221,0.19741957567316107,0.5922587270194831,,,0.007614500175658578,0.07833847917344214,,,0.007614500175658578,0.07833847917344214,,,0.00754710039176144,0.0776450657588625,0.06792390352585298,0.019770734336747406,0.003954146867349481,0.09885367168373703,12.95694845493078,
-> Grid [Tera/s],,4.620803729444363,132.51399404614432,41.58723356499927,18.677393784802003,7.470957513920801,13.619533161731725,,,4.620803729444363,132.51399404614432,34.39816233358002,18.677393784802003,7.470957513920801,13.619533161731725,,,4.620803729444363,132.51399404614432,34.39816233358002,18.677393784802003,7.470957513920801,13.619533161731725,,,1.7879518060960582,44.13528695640362,,,1.7879518060960582,44.13528695640362,,,3.2489684043107863,80.31601010526248,29.240715638797077,13.132405236529674,2.626481047305935,5.25296209461187,16.197950090535766,
-> Gridding Kernel Update [Tera/s],,50.67933214190929,4.283320172991943,456.11398949707393,29.070180054750644,192.70129118756924,314.88470126910676,,,50.67933214190929,4.283320172991943,274.5436498604071,29.070180054750644,192.70129118756924,314.88470126910676,,,50.67933214190929,4.283320172991943,274.5436498604071,29.070180054750644,192.70129118756924,314.88470126910676,,,10.791947887732825,0.10927543854932419,,,10.791947887732825,0.10927543854932419,,,23.922078974275863,2.3631704440737136,215.29871082663496,13.532640019035634,16.263903752754835,89.7230379200147,2725.8964259645704,
-> Correct [Tera/s],,0.0570425344,0.0285212672,0.5133828096,0.18696479702073093,0.37392959404146187,0.6274678784,0.6274678784,,0.0570425344,0.0285212672,0.5133828096,0.18696479702073093,0.37392959404146187,0.6274678784,0.6274678784,,0.0570425344,0.0285212672,0.5133828096,0.18696479702073093,0.37392959404146187,0.6274678784,0.6274678784,,0.02812001822845538,0.010121490551456797,,,0.02812001822845538,0.010121490551456797,,,0.0285212672,0.0142606336,0.2566914048,0.13126692401876472,0.13126692401876472,0.26253384803752944,0.3137339392,0.3137339392
-> IFFT [Tera/s],,0.07537383362330989,0.1550922798058644,0.678364502609789,0.03948821991308217,0.07897643982616434,0.07897643982616434,,,0.07537383362330989,0.1550922798058644,0.20934921867941175,0.03948821991308217,0.07897643982616434,0.07897643982616434,,,0.07537383362330989,0.1550922798058644,0.20934921867941175,0.03948821991308217,0.07897643982616434,0.07897643982616434,,,0.03807759899826658,0.07835264061781354,,,0.03807759899826658,0.07835264061781354,,,0.03774184634231464,0.07765916438887902,0.33967661708083174,0.019772888294111043,0.019772888294111043,0.03954577658822209,0.03954577658822209,
