,hpso01 (Ingest) [Nf_max=8192] [Na=32],hpso01 (RCAL) [Nf_max=8192] [Na=32],hpso01 (FastImg) [Nf_max=8192] [Na=32],hpso01 (ICAL) [Nf_max=8192] [Na=32],hpso01 (DPrepA) [Nf_max=8192] [Na=32],hpso01 (DPrepB) [Nf_max=8192] [Na=32],hpso01 (DPrepC) [Nf_max=8192] [Na=32],hpso01 (DPrepD) [Nf_max=8192] [Na=32],hpso02a (Ingest) [Nf_max=8192] [Na=32],hpso02a (RCAL) [Nf_max=8192] [Na=32],hpso02a (FastImg) [Nf_max=8192] [Na=32],hpso02a (ICAL) [Nf_max=8192] [Na=32],hpso02a (DPrepA) [Nf_max=8192] [Na=32],hpso02a (DPrepB) [Nf_max=8192] [Na=32],hpso02a (DPrepC) [Nf_max=8192] [Na=32],hpso02a (DPrepD) [Nf_max=8192] [Na=32],hpso02b (Ingest) [Nf_max=8192] [Na=32],hpso02b (RCAL) [Nf_max=8192] [Na=32],hpso02b (FastImg) [Nf_max=8192] [Na=32],hpso02b (ICAL) [Nf_max=8192] [Na=32],hpso02b (DPrepA) [Nf_max=8192] [Na=32],hpso02b (DPrepB) [Nf_max=8192] [Na=32],hpso02b (DPrepC) [Nf_max=8192] [Na=32],hpso02b (DPrepD) [Nf_max=8192] [Na=32],hpso04a (Ingest) [Nf_max=8192] [Na=32],hpso04a (RCAL) [Nf_max=8192] [Na=32],hpso04a (FastImg) [Nf_max=8192] [Na=32],hpso04a (PSS) [Nf_max=8192] [Na=32],hpso05a (Ingest) [Nf_max=8192] [Na=32],hpso05a (RCAL) [Nf_max=8192] [Na=32],hpso05a (FastImg) [Nf_max=8192] [Na=32],hpso05a (PST) [Nf_max=8192] [Na=32],max_low (Ingest) [Nf_max=8192] [Na=32],max_low (RCAL) [Nf_max=8192] [Na=32],max_low (FastImg) [Nf_max=8192] [Na=32],max_low (ICAL) [Nf_max=8192] [Na=32],max_low (DPrepA) [Nf_max=8192] [Na=32],max_low (DPrepA_Image) [Nf_max=8192] [Na=32],max_low (DPrepB) [Nf_max=8192] [Na=32],max_low (DPrepC) [Nf_max=8192] [Na=32],max_low (DPrepD) [Nf_max=8192] [Na=32]
Delta W earth2 [lambda],1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,3.6251130946672796,3.6251130946672796,3.6251130946672796,,3.6251130946672796,3.6251130946672796,3.6251130946672796,,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997
Delta W earth3 [lambda],5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,14.500452378669118,14.500452378669118,14.500452378669118,,14.500452378669118,14.500452378669118,14.500452378669118,,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799
Delta W earth4 [lambda],22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,58.001809514676474,58.001809514676474,58.001809514676474,,58.001809514676474,58.001809514676474,58.001809514676474,,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196
Delta W snapshot0 [lambda],23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),25.930859825769687,25.930859825769687,0.04323189147088195,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687
Delta W snapshot1 [lambda],47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,124.46812716369449,124.46812716369449,0.20751307906023336,,124.46812716369449,124.46812716369449,0.20751307906023336,,51.861719651539374,51.861719651539374,0.0864637829417639,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374
Delta W snapshot2 [lambda],94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,248.93625432738898,248.93625432738898,0.4150261581204667,,248.93625432738898,248.93625432738898,0.4150261581204667,,103.72343930307875,103.72343930307875,0.1729275658835278,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875
Delta W snapshot3 [lambda],189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,497.87250865477796,497.87250865477796,0.8300523162409335,,497.87250865477796,497.87250865477796,0.8300523162409335,,207.4468786061575,207.4468786061575,0.3458551317670556,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575
Delta W snapshot4 [lambda],379.33143516554514,379.33143516554514,0.6324208123740446,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,0.6324208123740446,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,0.6324208123740446,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,995.7450173095559,995.7450173095559,1.660104632481867,,995.7450173095559,995.7450173095559,1.660104632481867,,414.893757212315,414.893757212315,0.6917102635341112,414.893757212315,414.893757212315,414.893757212315,414.893757212315,414.893757212315,414.893757212315
Delta W max0 [lambda],23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,62.234063581847245,62.234063581847245,0.22656956841670498,(undefined),62.234063581847245,62.234063581847245,0.22656956841670498,(undefined),25.930859825769687,25.930859825769687,0.09440398684029373,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687
Delta W max1 [lambda],47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,124.46812716369449,124.46812716369449,0.9062782736668199,,124.46812716369449,124.46812716369449,0.9062782736668199,,51.861719651539374,51.861719651539374,0.37761594736117493,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374
Delta W max2 [lambda],94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,248.93625432738898,248.93625432738898,3.6251130946672796,,248.93625432738898,248.93625432738898,3.6251130946672796,,103.72343930307875,103.72343930307875,1.5104637894446997,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875
Delta W max3 [lambda],189.66571758277257,189.66571758277257,5.523981858540616,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,5.523981858540616,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,5.523981858540616,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,497.87250865477796,497.87250865477796,14.500452378669118,,497.87250865477796,497.87250865477796,14.500452378669118,,207.4468786061575,207.4468786061575,6.041855157778799,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575
Delta W max4 [lambda],379.33143516554514,379.33143516554514,22.095927434162466,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,22.095927434162466,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,22.095927434162466,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,995.7450173095559,995.7450173095559,58.001809514676474,,995.7450173095559,995.7450173095559,58.001809514676474,,414.893757212315,414.893757212315,24.167420631115196,414.893757212315,414.893757212315,414.893757212315,414.893757212315,414.893757212315,414.893757212315
Delta W stack [lambda],(undefined),379.3314206745506,22.095921669250693,227.58060994780422,283.3092610518985,235.0324201701395,65.20948942697756,(undefined),(undefined),379.3314206745506,22.095921669250693,244.07529009957045,283.3092610518985,235.0324201701395,65.20948942697756,(undefined),(undefined),379.3314206745506,22.095921669250693,244.07529009957045,283.3092610518985,235.0324201701395,65.20948942697756,(undefined),(undefined),995.7449870323048,58.00180415509184,(undefined),(undefined),995.7449870323048,58.00180415509184,(undefined),(undefined),385.8733637414193,24.167414246532342,165.18863507003576,287.131566866186,286.0174256963303,240.07286650240775,399.6263581669297,(undefined)
Delta W theory [lambda],(undefined),360.36349873792,12.587303150687525,150.58680283337057,227.0680981550898,81.42182316591781,12.587303150687525,(undefined),(undefined),360.36349873792,12.587303150687525,179.30636604776453,227.0680981550898,81.42182316591781,12.587303150687525,(undefined),(undefined),360.36349873792,12.587303150687525,179.30636604776453,227.0680981550898,81.42182316591781,12.587303150687525,(undefined),(undefined),1035.221288935114,89.35330487828081,(undefined),(undefined),1035.221288935114,89.35330487828081,(undefined),(undefined),430.88301916319773,15.152462172657435,148.76599551641874,271.53942747790006,271.53942747790006,97.4319468180022,15.152462172657435,(undefined)
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],(undefined),1.0374779697450958,0.18455205923435844,1.9954354713889435,1.4668214505751274,3.161399749960686,12.574818499158333,(undefined),(undefined),1.0374779697450958,0.18455205923435844,1.7508257173958695,1.4668214505751274,3.161399749960686,12.574818499158333,(undefined),(undefined),1.0374779697450958,0.18455205923435844,1.7508257173958695,1.4668214505751274,3.161399749960686,12.574818499158333,(undefined),(undefined),0.9702048435781346,0.08981558727294352,(undefined),(undefined),0.9702048435781346,0.08981558727294352,(undefined),(undefined),0.9704869477911354,0.17264561380323334,2.153998756863252,1.372076423794066,1.372076423794066,2.956984018341332,11.7585840842431,(undefined)
W kernel support pred1 [uv-pixels],,1.7462715090623586,0.5223241974335304,3.3602042988313445,2.4694657265522983,5.326038284555795,21.238659373063957,,,1.7462715090623586,0.5223241974335304,2.9479827450154006,2.4694657265522983,5.326038284555795,21.238659373063957,,,1.7462715090623586,0.5223241974335304,2.9479827450154006,2.4694657265522983,5.326038284555795,21.238659373063957,,,1.632979240594646,0.254136932091098,,,1.632979240594646,0.254136932091098,,,1.6334543080240003,0.4886127695866622,3.627456426394172,2.30985365275695,2.30985365275695,4.981285774550603,19.856457837827552,
W kernel support pred2 [uv-pixels],,2.9403085862195875,1.4792330461194296,5.661367598698702,4.15924867338227,8.97917354708604,27.03950829628038,,,2.9403085862195875,1.4792330461194296,4.966105869132537,4.15924867338227,8.97917354708604,27.03950829628038,,,2.9403085862195875,1.4792330461194296,4.966105869132537,4.15924867338227,8.97917354708604,27.03950829628038,,,2.749411519743841,0.7193736457952092,,,2.749411519743841,0.7193736457952092,,,2.7502119730294328,1.3836854797576588,6.112210379172714,3.890171817990033,3.890171817990033,8.397076450289363,33.58605179576777,
W kernel support pred3 [uv-pixels],,4.953164098743846,4.194501294411046,9.545454873089513,7.0095221330206385,15.152998142068903,27.03950829628038,,,4.953164098743846,4.194501294411046,8.371448259815411,7.0095221330206385,15.152998142068903,27.03950829628038,,,4.953164098743846,4.194501294411046,8.371448259815411,7.0095221330206385,15.152998142068903,27.03950829628038,,,4.631253220158229,2.037893113490042,,,4.631253220158229,2.037893113490042,,,4.63260294984802,3.923139052367293,8.679800816613286,6.555466380339703,6.555466380339703,14.168595268363934,56.937380116374186,
W kernel support pred4 [uv-pixels],,8.34959862091172,11.923566530011426,10.952529549130155,9.485787153003715,17.8207406830226,27.03950829628038,,,8.34959862091172,11.923566530011426,10.125458574610416,9.485787153003715,17.8207406830226,27.03950829628038,,,8.34959862091172,11.923566530011426,10.125458574610416,9.485787153003715,17.8207406830226,27.03950829628038,,,7.80616768945781,5.7820753147285835,,,7.80616768945781,5.7820753147285835,,,7.393127804892927,11.149775160111872,8.679800816613286,8.375332782568062,8.350818395639681,15.822362749252568,94.07305475065625,
AW kernel support pred0 [uv-pixels],(undefined),9.05960046236623,9.001891993496013,9.218555348886136,9.118748004406488,9.53910102572834,15.463701377315028,(undefined),(undefined),9.05960046236623,9.001891993496013,9.168718050670702,9.118748004406488,9.53910102572834,15.463701377315028,(undefined),(undefined),9.05960046236623,9.001891993496013,9.168718050670702,9.118748004406488,9.53910102572834,15.463701377315028,(undefined),(undefined),9.052143251103711,9.000448146604544,(undefined),(undefined),9.052143251103711,9.000448146604544,(undefined),(undefined),9.05217349125794,9.001655764800468,9.254172607238772,9.103987791771884,9.103987791771884,9.473318029324574,14.807575752506388,(undefined)
AW kernel support pred1 [uv-pixels],,9.167849485204417,9.015144068023794,9.606819084894056,9.332644907774883,10.457852734120616,23.066873476157046,,,9.167849485204417,9.015144068023794,9.470512249340505,9.332644907774883,10.457852734120616,23.066873476157046,,,9.167849485204417,9.015144068023794,9.470512249340505,9.332644907774883,10.457852734120616,23.066873476157046,,,9.146946004006642,9.003587372833826,,,9.146946004006642,9.003587372833826,,,9.147030828438382,9.013253709876537,9.703527200218918,9.291685740335529,9.291685740335529,10.286554718064751,21.800892593318814,
AW kernel support pred2 [uv-pixels],,9.46812624452149,9.120752732353388,10.632548287574128,9.91460284262724,12.713204064620756,28.49798254095569,,,9.46812624452149,9.120752732353388,10.279212397038629,9.91460284262724,12.713204064620756,28.49798254095569,,,9.46812624452149,9.120752732353388,10.279212397038629,9.91460284262724,12.713204064620756,28.49798254095569,,,9.410593164349427,9.028704139701594,,,9.410593164349427,9.028704139701594,,,9.410827056991028,9.105744643184991,10.879297574718079,9.804766023393107,9.804766023393107,12.308976111440149,34.77100624411084,
AW kernel support pred3 [uv-pixels],,10.27296620208034,9.92944314192976,13.119287661080856,11.407602751380598,17.624226300565468,28.49798254095569,,,10.27296620208034,9.92944314192976,12.291507066538525,11.407602751380598,17.624226300565468,28.49798254095569,,,10.27296620208034,9.92944314192976,12.291507066538525,11.407602751380598,17.624226300565468,28.49798254095569,,,10.121684958010992,9.227838768748084,,,10.121684958010992,9.227838768748084,,,10.122302608149026,9.817892850515804,12.50355718250133,11.134367492757013,11.134367492757013,16.78538328066133,57.64429941040555,
AW kernel support pred4 [uv-pixels],,12.276636230268085,14.938923615696302,14.175962172796922,13.075938127419013,19.96443834650844,28.49798254095569,,,12.276636230268085,14.938923615696302,13.54713664750421,13.075938127419013,19.96443834650844,28.49798254095569,,,12.276636230268085,14.938923615696302,13.54713664750421,13.075938127419013,19.96443834650844,28.49798254095569,,,11.91370026465057,10.697307836329365,,,11.91370026465057,10.697307836329365,,,11.647245972309543,14.32890387018657,12.50355718250133,12.294153050078693,12.277465857291318,18.202943799532406,94.50259060004633,
W kernel support bw0 [uv-pixels],(undefined),1.0374779697450958,0.18455205923435844,1.9954354713889435,1.4668214505751274,3.161399749960686,12.574818499158333,(undefined),(undefined),1.0374779697450958,0.18455205923435844,1.7508257173958695,1.4668214505751274,3.161399749960686,12.574818499158333,(undefined),(undefined),1.0374779697450958,0.18455205923435844,1.7508257173958695,1.4668214505751274,3.161399749960686,12.574818499158333,(undefined),(undefined),0.9702048435781346,0.08981558727294352,(undefined),(undefined),0.9702048435781346,0.08981558727294352,(undefined),(undefined),0.9704869477911354,0.17264561380323334,2.153998756863252,1.372076423794066,1.372076423794066,2.956984018341332,11.7585840842431,(undefined)
W kernel support bw1 [uv-pixels],,1.7462715090623586,0.5223241974335304,3.3602042988313445,2.4694657265522983,5.326038284555795,21.238659373063957,,,1.7462715090623586,0.5223241974335304,2.9479827450154006,2.4694657265522983,5.326038284555795,21.238659373063957,,,1.7462715090623586,0.5223241974335304,2.9479827450154006,2.4694657265522983,5.326038284555795,21.238659373063957,,,1.632979240594646,0.254136932091098,,,1.632979240594646,0.254136932091098,,,1.6334543080240003,0.4886127695866622,3.627456426394172,2.30985365275695,2.30985365275695,4.981285774550603,19.856457837827552,
W kernel support bw2 [uv-pixels],,2.9403085862195875,1.4792330461194296,5.661367598698702,4.15924867338227,8.97917354708604,27.03950829628038,,,2.9403085862195875,1.4792330461194296,4.966105869132537,4.15924867338227,8.97917354708604,27.03950829628038,,,2.9403085862195875,1.4792330461194296,4.966105869132537,4.15924867338227,8.97917354708604,27.03950829628038,,,2.749411519743841,0.7193736457952092,,,2.749411519743841,0.7193736457952092,,,2.7502119730294328,1.3836854797576588,6.112210379172714,3.890171817990033,3.890171817990033,8.397076450289363,33.58605179576777,
W kernel support bw3 [uv-pixels],,4.953164098743846,4.194501294411046,9.545454873089513,7.0095221330206385,15.152998142068903,27.03950829628038,,,4.953164098743846,4.194501294411046,8.371448259815411,7.0095221330206385,15.152998142068903,27.03950829628038,,,4.953164098743846,4.194501294411046,8.371448259815411,7.0095221330206385,15.152998142068903,27.03950829628038,,,4.631253220158229,2.037893113490042,,,4.631253220158229,2.037893113490042,,,4.63260294984802,3.923139052367293,8.679800816613286,6.555466380339703,6.555466380339703,14.168595268363934,56.937380116374186,
W kernel support bw4 [uv-pixels],,8.34959862091172,11.923566530011426,10.952529549130155,9.485787153003715,17.8207406830226,27.03950829628038,,,8.34959862091172,11.923566530011426,10.125458574610416,9.485787153003715,17.8207406830226,27.03950829628038,,,8.34959862091172,11.923566530011426,10.125458574610416,9.485787153003715,17.8207406830226,27.03950829628038,,,7.80616768945781,5.7820753147285835,,,7.80616768945781,5.7820753147285835,,,7.393127804892927,11.149775160111872,8.679800816613286,8.375332782568062,8.350818395639681,15.822362749252568,94.07305475065625,
AW kernel support bw0 [uv-pixels],(undefined),9.05960046236623,9.001891993496013,9.218555348886136,9.118748004406488,9.53910102572834,15.463701377315028,(undefined),(undefined),9.05960046236623,9.001891993496013,9.168718050670702,9.118748004406488,9.53910102572834,15.463701377315028,(undefined),(undefined),9.05960046236623,9.001891993496013,9.168718050670702,9.118748004406488,9.53910102572834,15.463701377315028,(undefined),(undefined),9.052143251103711,9.000448146604544,(undefined),(undefined),9.052143251103711,9.000448146604544,(undefined),(undefined),9.05217349125794,9.001655764800468,9.254172607238772,9.103987791771884,9.103987791771884,9.473318029324574,14.807575752506388,(undefined)
AW kernel support bw1 [uv-pixels],,9.167849485204417,9.015144068023794,9.606819084894056,9.332644907774883,10.457852734120616,23.066873476157046,,,9.167849485204417,9.015144068023794,9.470512249340505,9.332644907774883,10.457852734120616,23.066873476157046,,,9.167849485204417,9.015144068023794,9.470512249340505,9.332644907774883,10.457852734120616,23.066873476157046,,,9.146946004006642,9.003587372833826,,,9.146946004006642,9.003587372833826,,,9.147030828438382,9.013253709876537,9.703527200218918,9.291685740335529,9.291685740335529,10.286554718064751,21.800892593318814,
AW kernel support bw2 [uv-pixels],,9.46812624452149,9.120752732353388,10.632548287574128,9.91460284262724,12.713204064620756,28.49798254095569,,,9.46812624452149,9.120752732353388,10.279212397038629,9.91460284262724,12.713204064620756,28.49798254095569,,,9.46812624452149,9.120752732353388,10.279212397038629,9.91460284262724,12.713204064620756,28.49798254095569,,,9.410593164349427,9.028704139701594,,,9.410593164349427,9.028704139701594,,,9.410827056991028,9.105744643184991,10.879297574718079,9.804766023393107,9.804766023393107,12.308976111440149,34.77100624411084,
AW kernel support bw3 [uv-pixels],,10.27296620208034,9.92944314192976,13.119287661080856,11.407602751380598,17.624226300565468,28.49798254095569,,,10.27296620208034,9.92944314192976,12.291507066538525,11.407602751380598,17.624226300565468,28.49798254095569,,,10.27296620208034,9.92944314192976,12.291507066538525,11.407602751380598,17.624226300565468,28.49798254095569,,,10.121684958010992,9.227838768748084,,,10.121684958010992,9.227838768748084,,,10.122302608149026,9.817892850515804,12.50355718250133,11.134367492757013,11.134367492757013,16.78538328066133,57.64429941040555,
AW kernel support bw4 [uv-pixels],,12.276636230268085,14.938923615696302,14.175962172796922,13.075938127419013,19.96443834650844,28.49798254095569,,,12.276636230268085,14.938923615696302,13.54713664750421,13.075938127419013,19.96443834650844,28.49798254095569,,,12.276636230268085,14.938923615696302,13.54713664750421,13.075938127419013,19.96443834650844,28.49798254095569,,,11.91370026465057,10.697307836329365,,,11.91370026465057,10.697307836329365,,,11.647245972309543,14.32890387018657,12.50355718250133,12.294153050078693,12.277465857291318,18.202943799532406,94.50259060004633,
-- Data --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snapshot vis size0 [GB],0.0009186050465856001,1.5050425083258472,0.0012542020902715394,1.5050425083258472,0.1505042508325847,0.12040340066606778,0.040134466888689255,0.007348840372684801,0.0009186050465856001,1.5050425083258472,0.0012542020902715394,1.5050425083258472,0.1505042508325847,0.12040340066606778,0.040134466888689255,0.007348840372684801,0.0009186050465856001,1.5050425083258472,0.0012542020902715394,1.5050425083258472,0.1505042508325847,0.12040340066606778,0.040134466888689255,0.007348840372684801,0.0009186050465856001,1.5050425083258472,0.0012542020902715394,(undefined),0.0009186050465856001,1.5050425083258472,0.0012542020902715394,(undefined),0.0009186050465856001,1.5050425083258472,0.0012542020902715394,1.5050425083258472,0.1505042508325847,0.7525212541629236,0.12040340066606778,0.0009186050465856001,0.0036744201863424006
Snapshot vis size1 [GB],0.0002592641076224001,0.42477831392854026,0.0003539819282737836,0.42477831392854026,0.04247783139285403,0.03398226511428322,0.011327421704761073,0.0020741128609792006,0.0002592641076224001,0.42477831392854026,0.0003539819282737836,0.42477831392854026,0.04247783139285403,0.03398226511428322,0.011327421704761073,0.0020741128609792006,0.0002592641076224001,0.42477831392854026,0.0003539819282737836,0.42477831392854026,0.04247783139285403,0.03398226511428322,0.011327421704761073,0.0020741128609792006,0.0002592641076224001,0.42477831392854026,0.0003539819282737836,,0.0002592641076224001,0.42477831392854026,0.0003539819282737836,,0.0002592641076224001,0.42477831392854026,0.0003539819282737836,0.42477831392854026,0.04247783139285403,0.21238915696427013,0.03398226511428322,0.0002592641076224001,0.0010370564304896003
Snapshot vis size2 [GB],0.00029330674423040003,0.4805537697470874,0.0004004614747892395,0.4805537697470874,0.048055376974708734,0.03844430157976699,0.012814767193255663,0.0023464539538432003,0.00029330674423040003,0.4805537697470874,0.0004004614747892395,0.4805537697470874,0.048055376974708734,0.03844430157976699,0.012814767193255663,0.0023464539538432003,0.00029330674423040003,0.4805537697470874,0.0004004614747892395,0.4805537697470874,0.048055376974708734,0.03844430157976699,0.012814767193255663,0.0023464539538432003,0.00029330674423040003,0.4805537697470874,0.0004004614747892395,,0.00029330674423040003,0.4805537697470874,0.0004004614747892395,,0.00029330674423040003,0.4805537697470874,0.0004004614747892395,0.4805537697470874,0.048055376974708734,0.2402768848735437,0.03844430157976699,0.00029330674423040003,0.0011732269769216001
Snapshot vis size3 [GB],0.00036878005807360005,0.6042092471477863,0.0005035077059564886,0.6042092471477863,0.060420924714778626,0.0483367397718229,0.016112246590607632,0.0029502404645888004,0.00036878005807360005,0.6042092471477863,0.0005035077059564886,0.6042092471477863,0.060420924714778626,0.0483367397718229,0.016112246590607632,0.0029502404645888004,0.00036878005807360005,0.6042092471477863,0.0005035077059564886,0.6042092471477863,0.060420924714778626,0.0483367397718229,0.016112246590607632,0.0029502404645888004,0.00036878005807360005,0.6042092471477863,0.0005035077059564886,,0.00036878005807360005,0.6042092471477863,0.0005035077059564886,,0.00036878005807360005,0.6042092471477863,0.0005035077059564886,0.6042092471477863,0.060420924714778626,0.30210462357389317,0.0483367397718229,0.00036878005807360005,0.0014751202322944002
Snapshot vis size4 [GB],0.00014404404348800003,0.23600176085073923,0.0001966681340422827,0.23600176085073923,0.02360017608507392,0.01888014086805914,0.006293380289353045,0.0011523523479040002,0.00014404404348800003,0.23600176085073923,0.0001966681340422827,0.23600176085073923,0.02360017608507392,0.01888014086805914,0.006293380289353045,0.0011523523479040002,0.00014404404348800003,0.23600176085073923,0.0001966681340422827,0.23600176085073923,0.02360017608507392,0.01888014086805914,0.006293380289353045,0.0011523523479040002,0.00014404404348800003,0.23600176085073923,0.0001966681340422827,,0.00014404404348800003,0.23600176085073923,0.0001966681340422827,,0.00014404404348800003,0.23600176085073923,0.0001966681340422827,0.23600176085073923,0.02360017608507392,0.11800088042536962,0.01888014086805914,0.00014404404348800003,0.0005761761739520001
Facet size [GB],(undefined),0.09778696465491862,0.9691506442136999,0.23355729574604536,0.15506410307419197,0.4307336196505332,2.6920851228158327,(undefined),(undefined),0.09778696465491862,0.9691506442136999,0.19625300545327415,0.15506410307419197,0.4307336196505332,2.6920851228158327,(undefined),(undefined),0.09778696465491862,0.9691506442136999,0.19625300545327415,0.15506410307419197,0.4307336196505332,2.6920851228158327,(undefined),(undefined),0.23598657569189804,0.9792309896680268,(undefined),(undefined),0.23598657569189804,0.9792309896680268,(undefined),(undefined),0.09792950335330589,0.9705633219857813,0.28301626469105406,0.15529013151772508,0.15529013151772508,0.43136147643812517,2.6960092277382826,(undefined)
