,hpso01 (Ingest) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso01 (RCAL) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso01 (FastImg) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso01 (ICAL) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso01 (DPrepA) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso01 (DPrepB) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso01 (DPrepC) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso01 (DPrepD) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02a (Ingest) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02a (RCAL) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02a (FastImg) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02a (ICAL) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02a (DPrepA) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02a (DPrepB) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02a (DPrepC) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02a (DPrepD) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02b (Ingest) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02b (RCAL) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02b (FastImg) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02b (ICAL) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02b (DPrepA) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02b (DPrepB) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02b (DPrepC) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02b (DPrepD) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso04a (Ingest) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso04a (RCAL) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso04a (FastImg) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso04a (PSS) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso05a (Ingest) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso05a (RCAL) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso05a (FastImg) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso05a (PST) [Nf_max=8192] [Na=32] [Bmax=32500.0],max_low (Ingest) [Nf_max=8192] [Na=32] [Bmax=32500.0],max_low (RCAL) [Nf_max=8192] [Na=32] [Bmax=32500.0],max_low (FastImg) [Nf_max=8192] [Na=32] [Bmax=32500.0],max_low (ICAL) [Nf_max=8192] [Na=32] [Bmax=32500.0],max_low (DPrepA) [Nf_max=8192] [Na=32] [Bmax=32500.0],max_low (DPrepA_Image) [Nf_max=8192] [Na=32] [Bmax=32500.0],max_low (DPrepB) [Nf_max=8192] [Na=32] [Bmax=32500.0],max_low (DPrepC) [Nf_max=8192] [Na=32] [Bmax=32500.0],max_low (DPrepD) [Nf_max=8192] [Na=32] [Bmax=32500.0]
Image Write Rate [TeraBytes/s],0.0,0.0037680577047028646,0.038766025768548,0.03391251934232578,0.014214209448467598,0.04935489391829027,0.14806468175487078,(undefined),0.0,0.0037680577047028646,0.038766025768548,0.015072230818811455,0.014214209448467598,0.04935489391829027,0.14806468175487078,(undefined),0.0,0.0037680577047028646,0.038766025768548,0.015072230818811455,0.014214209448467598,0.04935489391829027,0.14806468175487078,(undefined),0.0,0.0019036250439146444,0.019584619793360535,(undefined),0.0,0.0019036250439146444,0.019584619793360535,(undefined),0.0,0.00188677509794036,0.019411266439715625,0.016980975881463245,0.007117464361229066,0.0014234928722458133,0.024713417920934257,3.2392371137326954,(undefined)
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOP/s],0.0003775095289126225,0.001912335190297547,0.00138921351775279,0.02280656506030252,0.005268764014374927,0.014096412178456055,0.038249842837723945,0.0004565084793751698,0.0003775095289126225,0.001912335190297547,0.00138921351775279,0.012915866856260873,0.005268764014374927,0.014096412178456055,0.038249842837723945,0.0004565084793751698,0.0003775095289126225,0.001912335190297547,0.00138921351775279,0.012915866856260873,0.005268764014374927,0.014096412178456055,0.038249842837723945,0.0004565084793751698,0.0001892430912702801,0.0006622089932592568,0.0005820962664412318,0.00050088,0.0001892430912702801,0.0006622089932592568,0.0005820962664412318,2.755e-07,0.0001888234282866246,0.0010862961262194473,0.0006985692758381953,0.01323938335284812,0.0034981957694135853,0.0029349941418504804,0.007543392416755089,0.36404005595363875,0.0002282542396875849
-> DFT [PetaFLOP/s],,0.00047998714375559355,0.0007538655596088889,0.004319884293800342,0.0031466718733840875,0.0031466718733840875,0.008292521155697778,,,0.00047998714375559355,0.0007538655596088889,0.004319884293800342,0.0031466718733840875,0.0031466718733840875,0.008292521155697778,,,0.00047998714375559355,0.0007538655596088889,0.004319884293800342,0.0031466718733840875,0.0031466718733840875,0.008292521155697778,,,0.00023723635606380682,0.00026753794136941947,,,0.00023723635606380682,0.00026753794136941947,,,0.0002400809804820151,0.00037693277980444445,0.0021607288243381357,0.00221006506538648,0.00221006506538648,0.00221006506538648,0.004146260577848889,
-> Subtract Visibility [PetaFLOP/s],,4.265309549109408e-08,3.349537599054734e-08,3.8387785941984663e-07,1.39811344575234e-07,2.79622689150468e-07,7.368982717920416e-07,,,4.265309549109408e-08,3.349537599054734e-08,3.8387785941984663e-07,1.39811344575234e-07,2.79622689150468e-07,7.368982717920416e-07,,,4.265309549109408e-08,3.349537599054734e-08,3.8387785941984663e-07,1.39811344575234e-07,2.79622689150468e-07,7.368982717920416e-07,,,2.108153328852743e-08,1.1887111466605395e-08,,,2.108153328852743e-08,1.1887111466605395e-08,,,2.1334315135967736e-08,1.674768799527367e-08,1.920088362237096e-07,9.819650119989495e-08,9.819650119989495e-08,1.963930023997899e-07,3.684491358960208e-07,
-> Flag [PetaFLOP/s],6.341227034442252e-06,5.950106821007623e-06,4.6726049506813545e-06,5.355096138906861e-05,1.9503682568245146e-05,3.900736513649029e-05,0.00010279730891498979,0.00010279730891498979,6.341227034442252e-06,5.950106821007623e-06,4.6726049506813545e-06,5.355096138906861e-05,1.9503682568245146e-05,3.900736513649029e-05,0.00010279730891498979,0.00010279730891498979,6.341227034442252e-06,5.950106821007623e-06,4.6726049506813545e-06,5.355096138906861e-05,1.9503682568245146e-05,3.900736513649029e-05,0.00010279730891498979,0.00010279730891498979,3.1788261126371613e-06,2.9408738937495764e-06,1.6582520495914527e-06,,3.1788261126371613e-06,2.9408738937495764e-06,1.6582520495914527e-06,,3.171768293575707e-06,2.9761369614674994e-06,2.3363024753406772e-06,2.6785232653207492e-05,1.3698411917385345e-05,1.3698411917385345e-05,2.739682383477069e-05,5.1398654457494896e-05,5.1398654457494896e-05
-> Degrid [PetaFLOP/s],,7.490163538162231e-05,4.415652521116401e-06,0.0007153541282690921,0.0002927128002768075,0.0002117641976153166,0.0005659707694097671,,,7.490163538162231e-05,4.415652521116401e-06,0.00031793516811834405,0.0002927128002768075,0.0002117641976153166,0.0005659707694097671,,,7.490163538162231e-05,4.415652521116401e-06,0.00031793516811834405,0.0002927128002768075,0.0002117641976153166,0.0005659707694097671,,,2.064779515533466e-05,1.3471095912131293e-06,,,2.064779515533466e-05,1.3471095912131293e-06,,,4.913364523370288e-05,2.5897424009950105e-06,0.00047083360380049385,0.00019029581779761383,3.803525490302488e-05,0.00012485057828253346,0.0017680558638751964,
-> Image Spectral Fitting [PetaFLOP/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0594514934111882e-07,,,
-> Visibility Weighting [PetaFLOP/s],,3.187293560269612e-07,9.788736084153575e-08,2.3192662351976005e-06,2.3561802428419757e-07,2.907390375563841e-07,8.054317915611216e-07,,,3.187293560269612e-07,9.788736084153575e-08,1.0307849934211556e-06,2.3561802428419757e-07,2.907390375563841e-07,8.054317915611216e-07,,,3.187293560269612e-07,9.788736084153575e-08,1.0307849934211556e-06,2.3561802428419757e-07,2.907390375563841e-07,8.054317915611216e-07,,,9.778990551477262e-08,3.2335921008852755e-08,,,9.778990551477262e-08,3.2335921008852755e-08,,,2.2382142398603135e-07,5.895757674877098e-08,1.900354756730063e-06,1.6546043208491125e-07,1.6546043208491125e-07,2.0419266183329177e-07,5.972209769788129e-07,
-> Subtract Image Component [PetaFLOP/s],,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,,,,,,,,,0.00019582977166666667,1.1967374935185184e-05,1.1967374935185184e-05,0.0017096249907407406,0.22408396678637038,
-> Demix [PetaFLOP/s],0.0003708927687865846,,,,,,,,0.0003708927687865846,,,,,,,,0.0003708927687865846,,,,,,,,0.0001859261417657974,,,,0.0001859261417657974,,,,0.00018551384327098437,,,,,,,,
-> FFT [PetaFLOP/s],,6.56989973884041e-05,0.0003010687245541413,0.0009385951552599807,0.0002833387472133261,0.0021633224496779104,0.006716175386979135,,,6.56989973884041e-05,0.0003010687245541413,0.0004171534023403734,0.0002833387472133261,0.0021633224496779104,0.006716175386979135,,,6.56989973884041e-05,0.0003010687245541413,0.0004171534023403734,0.0002833387472133261,0.0021633224496779104,0.006716175386979135,,,1.3916179420071508e-05,0.0001521913729502969,,,1.3916179420071508e-05,0.0001521913729502969,,,3.550483265111454e-05,0.00015076653656384586,0.00043998196529918,0.00015337317762666316,3.072284171374211e-05,0.0011580591022324793,0.03386867942797656,
-> Grid [PetaFLOP/s],,7.490163538162231e-05,4.415652521116401e-06,0.0007153541282690921,0.0002927128002768075,0.0002117641976153166,0.0005659707694097671,,,7.490163538162231e-05,4.415652521116401e-06,0.00031793516811834405,0.0002927128002768075,0.0002117641976153166,0.0005659707694097671,,,7.490163538162231e-05,4.415652521116401e-06,0.00031793516811834405,0.0002927128002768075,0.0002117641976153166,0.0005659707694097671,,,2.064779515533466e-05,1.3471095912131293e-06,,,2.064779515533466e-05,1.3471095912131293e-06,,,4.913364523370288e-05,2.5897424009950105e-06,0.00047083360380049385,0.00019029581779761383,3.803525490302488e-05,0.00012485057828253346,0.0017680558638751964,
-> Gridding Kernel Update [PetaFLOP/s],,0.00031132882064502615,7.777885593503089e-06,0.003029087383023503,0.00024335810617143378,0.0008789462169232098,0.0021524120392059764,,,0.00031132882064502615,7.777885593503089e-06,0.001346261059114995,0.00024335810617143378,0.0008789462169232098,0.0021524120392059764,,,0.00031132882064502615,7.777885593503089e-06,0.001346261059114995,0.00024335810617143378,0.0008789462169232098,0.0021524120392059764,,,8.368636871117783e-05,2.1762157653663442e-06,,,8.368636871117783e-05,2.1762157653663442e-06,,,0.00020094112593681366,5.251103902275712e-06,0.00191299296835112,0.00015531382685228404,0.00015519282262969973,0.0004924292469103821,0.010731633768695325,
-> Correct [PetaFLOP/s],,2.0473485835725154e-05,4.019445118865682e-06,0.00018426137252152637,6.710944539611234e-05,0.00013421889079222467,0.00035371117046018,0.00035371117046018,,2.0473485835725154e-05,4.019445118865682e-06,0.00018426137252152637,6.710944539611234e-05,0.00013421889079222467,0.00035371117046018,0.00035371117046018,,2.0473485835725154e-05,4.019445118865682e-06,0.00018426137252152637,6.710944539611234e-05,0.00013421889079222467,0.00035371117046018,0.00035371117046018,,1.0119135978493166e-05,1.4264533759926474e-06,,,1.0119135978493166e-05,1.4264533759926474e-06,,,1.0240471265264512e-05,2.009722559432841e-06,9.216424138738062e-05,4.7134320575949575e-05,4.7134320575949575e-05,9.426864115189915e-05,0.00017685558523009,0.00017685558523009
-> IFFT [PetaFLOP/s],,0.00032849498694202054,0.0003010687245541413,0.004692975776299902,0.0002833387472133261,0.0008653289798711642,0.0008954900515972179,,,0.00032849498694202054,0.0003010687245541413,0.0020857670117018666,0.0002833387472133261,0.0008653289798711642,0.0008954900515972179,,,0.00032849498694202054,0.0003010687245541413,0.0020857670117018666,0.0002833387472133261,0.0008653289798711642,0.0008954900515972179,,,6.958089710035755e-05,0.0001521913729502969,,,6.958089710035755e-05,0.0001521913729502969,,,0.00017752416325557275,0.00015076653656384586,0.0021999098264959003,0.00015337317762666316,0.00015361420856871053,0.00046322364089299175,0.0001033590070433855,
-> Identify Component [PetaFLOP/s],,,,0.0030218151892622697,9.239378184087745e-05,0.0010309161292275995,0.003092748387682799,,,,,0.0013430289730054531,9.239378184087745e-05,0.0010309161292275995,0.003092748387682799,,,,,0.0013430289730054531,9.239378184087745e-05,0.0010309161292275995,0.003092748387682799,,,,,,,,,,,,,0.002399172660449588,5.389643568969497e-05,5.389643568969497e-05,0.00042955150965748854,0.056302175473826335,
-> Average [PetaFLOP/s],1.8248135350912955e-07,,,,,,,,1.8248135350912955e-07,,,,,,,,1.8248135350912955e-07,,,,,,,,9.147701043560176e-08,,,,9.147701043560176e-08,,,,9.12739077287973e-08,,,,,,,,
-> Phase Rotation Predict [PetaFLOP/s],,4.836861028690069e-05,0.0,0.00019347444114760273,8.808114708239745e-05,0.0,0.0,,,4.836861028690069e-05,0.0,8.598864051004565e-05,8.808114708239745e-05,0.0,0.0,,,4.836861028690069e-05,0.0,8.598864051004565e-05,8.808114708239745e-05,0.0,0.0,,,2.3906458749190105e-05,0.0,,,2.3906458749190105e-05,0.0,,,2.4193113364187416e-05,0.0,0.00013171806164946482,6.186379575593382e-05,1.2372759151186764e-05,0.0,0.0,
-> Receive [PetaFLOP/s],9.305173808646682e-08,,,,,,,,9.305173808646682e-08,,,,,,,,9.305173808646682e-08,,,,,,,,4.664638140992716e-08,,,,4.664638140992716e-08,,,,4.654281433573142e-08,,,,,,,,
-> Solve [PetaFLOP/s],,8.687905498218815e-07,,0.00010951960445720084,,,,,,8.687905498218815e-07,,0.00010951960445720084,,,,,,8.687905498218815e-07,,0.00010951960445720084,,,,,,4.2949498577054857e-07,,,,4.2949498577054857e-07,,,,4.3455062271935476e-07,,5.484260130807741e-05,,,,,
-> Degridding Kernel Update [PetaFLOP/s],,0.00031132882064502615,7.777885593503089e-06,0.003029087383023503,0.00024335810617143378,0.0008789462169232098,0.0021524120392059764,,,0.00031132882064502615,7.777885593503089e-06,0.001346261059114995,0.00024335810617143378,0.0008789462169232098,0.0021524120392059764,,,0.00031132882064502615,7.777885593503089e-06,0.001346261059114995,0.00024335810617143378,0.0008789462169232098,0.0021524120392059764,,,8.368636871117783e-05,2.1762157653663442e-06,,,8.368636871117783e-05,2.1762157653663442e-06,,,0.00020094112593681366,5.251103902275712e-06,0.00191299296835112,0.00015531382685228404,0.00015519282262969973,0.0004924292469103821,0.010731633768695325,
-> Phase Rotation [PetaFLOP/s],,4.836861028690069e-05,0.0,0.00019347444114760273,1.7616229416479485e-05,0.0,0.0,,,4.836861028690069e-05,0.0,8.598864051004565e-05,1.7616229416479485e-05,0.0,0.0,,,4.836861028690069e-05,0.0,8.598864051004565e-05,1.7616229416479485e-05,0.0,0.0,,,2.3906458749190105e-05,0.0,,,2.3906458749190105e-05,0.0,,,2.4193113364187416e-05,0.0,0.00013171806164946482,1.2372759151186764e-05,1.2372759151186764e-05,0.0,0.0,
-> Reprojection [PetaFLOP/s],,2.3550360654392903e-05,,0.00021195324588953613,8.883880905292247e-05,0.00030846808698931414,0.0009254042609679425,,,2.3550360654392903e-05,,9.420144261757161e-05,8.883880905292247e-05,0.00030846808698931414,0.0009254042609679425,,,2.3550360654392903e-05,,9.420144261757161e-05,8.883880905292247e-05,0.00030846808698931414,0.0009254042609679425,,,1.1897656524466529e-05,,,,1.1897656524466529e-05,,,,1.1792344362127252e-05,,0.00010613109925914525,4.4484152257681665e-05,1.1121038064420417e-06,0.0001544588620058391,0.020245231960829342,
-> Source Find [PetaFLOP/s],,,,3e-12,,,,,,,,3e-12,,,,,,,,3e-12,,,,,,,,,,,,,,,,2.5e-12,,,,,
-> Reprojection Predict [PetaFLOP/s],,0.0001177518032719645,,0.0010597662294476804,8.883880905292247e-05,0.00012338723479572567,0.00012338723479572567,,,0.0001177518032719645,,0.000471007213087858,8.883880905292247e-05,0.00012338723479572567,0.00012338723479572567,,,0.0001177518032719645,,0.000471007213087858,8.883880905292247e-05,0.00012338723479572567,0.00012338723479572567,,,5.948828262233265e-05,,,,5.948828262233265e-05,,,,5.896172181063625e-05,,0.0005306554962957263,4.4484152257681665e-05,1.1121038064420417e-06,6.178354480233565e-05,6.178354480233565e-05,
-> DFT [Tera/s],,0.00025591857294656443,0.00020097225594328406,0.00230326715651908,0.000838868067451404,0.001677736134902808,0.004421389630752249,,,0.00025591857294656443,0.00020097225594328406,0.00230326715651908,0.000838868067451404,0.001677736134902808,0.004421389630752249,,,0.00025591857294656443,0.00020097225594328406,0.00230326715651908,0.000838868067451404,0.001677736134902808,0.004421389630752249,,,0.00012648919973116458,7.132266879963237e-05,,,0.00012648919973116458,7.132266879963237e-05,,,0.0001280058908158064,0.00010048612797164203,0.0011520530173422575,0.0005891790071993697,0.0005891790071993697,0.0011783580143987394,0.0022106948153761243,
-> Subtract Visibility [Tera/s],,0.00025591857294656443,0.00020097225594328406,0.00230326715651908,0.000838868067451404,0.001677736134902808,0.004421389630752249,,,0.00025591857294656443,0.00020097225594328406,0.00230326715651908,0.000838868067451404,0.001677736134902808,0.004421389630752249,,,0.00025591857294656443,0.00020097225594328406,0.00230326715651908,0.000838868067451404,0.001677736134902808,0.004421389630752249,,,0.00012648919973116458,7.132266879963237e-05,,,0.00012648919973116458,7.132266879963237e-05,,,0.0001280058908158064,0.00010048612797164203,0.0011520530173422575,0.0005891790071993697,0.0005891790071993697,0.0011783580143987394,0.0022106948153761243,
-> Flag [Tera/s],0.00027372203026369433,0.00025591857294656443,0.00020097225594328406,0.00230326715651908,0.000838868067451404,0.001677736134902808,0.004421389630752249,0.004421389630752249,0.00027372203026369433,0.00025591857294656443,0.00020097225594328406,0.00230326715651908,0.000838868067451404,0.001677736134902808,0.004421389630752249,0.004421389630752249,0.00027372203026369433,0.00025591857294656443,0.00020097225594328406,0.00230326715651908,0.000838868067451404,0.001677736134902808,0.004421389630752249,0.004421389630752249,0.00013721551565340262,0.00012648919973116458,7.132266879963237e-05,,0.00013721551565340262,0.00012648919973116458,7.132266879963237e-05,,0.00013691086159319597,0.0001280058908158064,0.00010048612797164203,0.0011520530173422575,0.0005891790071993697,0.0005891790071993697,0.0011783580143987394,0.0022106948153761243,0.0022106948153761243
-> Degrid [Tera/s],,0.00023904701702022092,7.341552063115181e-05,0.0017394496763982004,0.000883567591065741,0.00021805427816728806,0.0006040738436708412,,,0.00023904701702022092,7.341552063115181e-05,0.0007730887450658668,0.000883567591065741,0.00021805427816728806,0.0006040738436708412,,,0.00023904701702022092,7.341552063115181e-05,0.0007730887450658668,0.000883567591065741,0.00021805427816728806,0.0006040738436708412,,,7.334242913607947e-05,2.425194075663957e-05,,,7.334242913607947e-05,2.425194075663957e-05,,,0.00016786606798952354,4.4218182561578237e-05,0.0014252660675475473,0.0006204766203184172,0.00012409532406368342,0.00015314449637496882,0.0004479157327341098,
-> Image Spectral Fitting [Tera/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4324191556853137e-06,,,
-> Visibility Weighting [Tera/s],,0.000286760005248835,1.76635771825152e-05,0.0012397803882332522,0.00018114583677021997,6.119152508918163e-05,8.748354154963081e-05,,,0.000286760005248835,1.76635771825152e-05,0.0005510135058814454,0.00018114583677021997,6.119152508918163e-05,8.748354154963081e-05,,,0.000286760005248835,1.76635771825152e-05,0.0005510135058814454,0.00018114583677021997,6.119152508918163e-05,8.748354154963081e-05,,,0.00014345507081614157,8.8317885912576e-06,,,0.00014345507081614157,8.8317885912576e-06,,,0.00014339055799313991,8.8317885912576e-06,0.0008438198862470029,9.058044397206947e-05,9.058044397206947e-05,3.060237571591913e-05,4.3741770774815406e-05,
-> Subtract Image Component [Tera/s],,,,0.00017662770490794677,2.961293635097416e-05,0.0020564539132620946,0.006169361739786283,,,,,7.850120218130966e-05,2.961293635097416e-05,0.0020564539132620946,0.006169361739786283,,,,,7.850120218130966e-05,2.961293635097416e-05,0.0020564539132620946,0.006169361739786283,,,,,,,,,,,,,0.00010318301316861345,1.729939254465398e-05,1.729939254465398e-05,0.0008581047889213283,0.11247351089349636,
-> Demix [Tera/s],0.00027372203026369433,,,,,,,,0.00027372203026369433,,,,,,,,0.00027372203026369433,,,,,,,,0.00013721551565340262,,,,0.00013721551565340262,,,,0.00013691086159319597,,,,,,,,
-> FFT [Tera/s],,0.0037680577047028646,0.038766025768548,0.03391251934232578,0.014214209448467595,0.04935489391829027,0.14806468175487078,,,0.0037680577047028646,0.038766025768548,0.015072230818811455,0.014214209448467595,0.04935489391829027,0.14806468175487078,,,0.0037680577047028646,0.038766025768548,0.015072230818811455,0.014214209448467595,0.04935489391829027,0.14806468175487078,,,0.0019036250439146444,0.019584619793360535,,,0.0019036250439146444,0.019584619793360535,,,0.00188677509794036,0.019411266439715625,0.016980975881463245,0.007117464361229066,0.001423492872245813,0.024713417920934257,3.239237113732695,
-> Grid [Tera/s],,0.3108471226251892,15.99301401517175,4.194414577345427,1.3027069721280091,0.9039515293180933,1.6596143330503454,,,0.3108471226251892,15.99301401517175,1.8641842565979667,1.3027069721280091,0.9039515293180933,1.6596143330503454,,,0.3108471226251892,15.99301401517175,1.8641842565979667,1.3027069721280091,0.9039515293180933,1.6596143330503454,,,0.09623045414537808,5.340238909281612,,,0.09623045414537808,5.340238909281612,,,0.2185619673067906,9.637562254968374,2.52826237393345,0.9159557839275172,0.1831911567855035,0.6355841974076542,1.6199714612408056,
-> Gridding Kernel Update [Tera/s],,3.674285775503828,0.004631324335778377,51.39499109343557,2.960359135340369,22.002312473276874,39.703065540814166,,,3.674285775503828,0.004631324335778377,22.84221826349508,2.960359135340369,22.002312473276874,39.703065540814166,,,3.674285775503828,0.004631324335778377,22.84221826349508,2.960359135340369,22.002312473276874,39.703065540814166,,,0.5017042021184052,0.000151201332072073,,,0.5017042021184052,0.000151201332072073,,,1.7649993093370753,0.0026305485350225817,19.330010064587892,1.4246384658467917,1.4203330695312244,10.444372097121791,601.3112797844943,
-> Correct [Tera/s],,0.00025591857294656443,0.00020097225594328406,0.00230326715651908,0.000838868067451404,0.001677736134902808,0.004421389630752249,0.004421389630752249,,0.00025591857294656443,0.00020097225594328406,0.00230326715651908,0.000838868067451404,0.001677736134902808,0.004421389630752249,0.004421389630752249,,0.00025591857294656443,0.00020097225594328406,0.00230326715651908,0.000838868067451404,0.001677736134902808,0.004421389630752249,0.004421389630752249,,0.00012648919973116458,7.132266879963237e-05,,,0.00012648919973116458,7.132266879963237e-05,,,0.0001280058908158064,0.00010048612797164203,0.0011520530173422575,0.0005891790071993697,0.0005891790071993697,0.0011783580143987394,0.0022106948153761243,0.0022106948153761243
-> IFFT [Tera/s],,0.01885170009984165,0.038780114134384217,0.1696310661695929,0.014221958049677514,0.01974626234576606,0.01974626234576606,,,0.01885170009984165,0.038780114134384217,0.0753915849642635,0.014221958049677514,0.01974626234576606,0.01974626234576606,,,0.01885170009984165,0.038780114134384217,0.0753915849642635,0.014221958049677514,0.01974626234576606,0.01974626234576606,,,0.009523860604543632,0.019591700515546234,,,0.009523860604543632,0.019591700515546234,,,0.00943958543485849,0.019418315754723886,0.08494484902341301,0.00712134148448361,0.00712134148448361,0.009887521125737339,0.009887521125737339,
-> Identify Component [Tera/s],,,,2.88e-08,8.8e-10,9.777777777777777e-09,2.933333333333333e-08,,,,,1.28e-08,8.8e-10,9.777777777777777e-09,2.933333333333333e-08,,,,,1.28e-08,8.8e-10,9.777777777777777e-09,2.933333333333333e-08,,,,,,,,,,,,,2.2866666666666666e-08,5.133333333333332e-10,5.133333333333332e-10,4.074074074074074e-09,5.33997037037037e-07,
-> Average [Tera/s],0.00025591857294656443,,,,,,,,0.00025591857294656443,,,,,,,,0.00025591857294656443,,,,,,,,0.00012829072953432445,,,,0.00012829072953432445,,,,0.0001280058908158064,,,,,,,,
-> Phase Rotation Predict [Tera/s],,0.020729404408671718,0.0,0.08291761763468689,0.03774906303531319,0.0,0.0,,,0.020729404408671718,0.0,0.03685227450430528,0.03774906303531319,0.0,0.0,,,0.020729404408671718,0.0,0.03685227450430528,0.03774906303531319,0.0,0.0,,,0.01024562517822433,0.0,,,0.01024562517822433,0.0,,,0.010368477156080318,0.0,0.05645059784977061,0.02651305532397164,0.005302611064794327,0.0,0.0,
-> Receive [Tera/s],0.00027372203026369433,,,,,,,,0.00027372203026369433,,,,,,,,0.00027372203026369433,,,,,,,,0.00013721551565340262,,,,0.00013721551565340262,,,,0.00013691086159319597,,,,,,,,
-> Solve [Tera/s],,1.6384e-08,,3.4133333333333337e-07,,,,,,1.6384e-08,,3.4133333333333337e-07,,,,,,1.6384e-08,,3.4133333333333337e-07,,,,,,8.192e-09,,,,8.192e-09,,,,8.192e-09,,2.362026666666667e-07,,,,,
-> Degridding Kernel Update [Tera/s],,3.674285775503828,0.004631324335778377,51.39499109343557,2.960359135340369,22.002312473276874,39.703065540814166,,,3.674285775503828,0.004631324335778377,22.84221826349508,2.960359135340369,22.002312473276874,39.703065540814166,,,3.674285775503828,0.004631324335778377,22.84221826349508,2.960359135340369,22.002312473276874,39.703065540814166,,,0.5017042021184052,0.000151201332072073,,,0.5017042021184052,0.000151201332072073,,,1.7649993093370753,0.0026305485350225817,19.330010064587892,1.4246384658467917,1.4203330695312244,10.444372097121791,601.3112797844943,
-> Phase Rotation [Tera/s],,0.00023904701702022092,0.0,0.0017394496763982004,0.00017671351821314817,0.0,0.0,,,0.00023904701702022092,0.0,0.0007730887450658668,0.00017671351821314817,0.0,0.0,,,0.00023904701702022092,0.0,0.0007730887450658668,0.00017671351821314817,0.0,0.0,,,7.334242913607947e-05,0.0,,,7.334242913607947e-05,0.0,,,0.00016786606798952354,0.0,0.0014252660675475473,0.00012409532406368342,0.00012409532406368342,0.0,0.0,
-> Reprojection [Tera/s],,0.0037680577047028646,,0.03391251934232578,0.014214209448467595,0.04935489391829027,0.14806468175487078,,,0.0037680577047028646,,0.015072230818811455,0.014214209448467595,0.04935489391829027,0.14806468175487078,,,0.0037680577047028646,,0.015072230818811455,0.014214209448467595,0.04935489391829027,0.14806468175487078,,,0.0019036250439146444,,,,0.0019036250439146444,,,,0.00188677509794036,,0.016980975881463245,0.007117464361229066,0.00017793660903072663,0.024713417920934257,3.239237113732695,
-> Source Find [Tera/s],,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,,,,,,,,,1.44e-08,,,,,
-> Reprojection Predict [Tera/s],,0.018840288523514326,,0.1695625967116289,0.014214209448467595,0.019741957567316105,0.019741957567316105,,,0.018840288523514326,,0.07536115409405728,0.014214209448467595,0.019741957567316105,0.019741957567316105,,,0.018840288523514326,,0.07536115409405728,0.014214209448467595,0.019741957567316105,0.019741957567316105,,,0.009518125219573221,,,,0.009518125219573221,,,,0.009433875489701801,,0.08490487940731621,0.007117464361229066,0.00017793660903072663,0.009885367168373703,0.009885367168373703,
Total visibilities [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
