,hpso01 (Ingest) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso01 (RCAL) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso01 (FastImg) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso01 (ICAL) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso01 (DPrepA) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso01 (DPrepB) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso01 (DPrepC) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso01 (DPrepD) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso02a (Ingest) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso02a (RCAL) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso02a (FastImg) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso02a (ICAL) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso02a (DPrepA) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso02a (DPrepB) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso02a (DPrepC) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso02a (DPrepD) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso02b (Ingest) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso02b (RCAL) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso02b (FastImg) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso02b (ICAL) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso02b (DPrepA) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso02b (DPrepB) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso02b (DPrepC) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso02b (DPrepD) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso04a (Ingest) [Na=128] [Bmax=8125.0],hpso04a (RCAL) [Na=128] [Bmax=8125.0],hpso04a (FastImg) [Na=128] [Bmax=8125.0],hpso04a (PSS) [Na=128] [Bmax=8125.0],hpso05a (Ingest) [Na=128] [Bmax=8125.0],hpso05a (RCAL) [Na=128] [Bmax=8125.0],hpso05a (FastImg) [Na=128] [Bmax=8125.0],hpso05a (PST) [Na=128] [Bmax=8125.0],max_low (Ingest) [Na=128] [Bmax=8125.0],max_low (RCAL) [Na=128] [Bmax=8125.0],max_low (FastImg) [Na=128] [Bmax=8125.0],max_low (ICAL) [Na=128] [Bmax=8125.0],max_low (DPrepA) [Na=128] [Bmax=8125.0],max_low (DPrepA_Image) [Na=128] [Bmax=8125.0],max_low (DPrepB) [Na=128] [Bmax=8125.0],max_low (DPrepC) [Na=128] [Bmax=8125.0],max_low (DPrepD) [Na=128] [Bmax=8125.0]
-> Phase Rotation Predict [PetaFLOP/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Receive [PetaFLOP/s],1.8390773963936167e-06,,,,,,,,1.8390773963936167e-06,,,,,,,,1.8390773963936167e-06,,,,,,,,9.219205082965448e-07,,,,9.219205082965448e-07,,,,9.198736054758041e-07,,,,,,,,
-> Solve [PetaFLOP/s],,1.1517252060449384e-06,,0.00012045145165375211,,,,,,1.1517252060449384e-06,,8.205666976663239e-05,,,,,,1.1517252060449384e-06,,8.205666976663239e-05,,,,,,4.0231450166577274e-07,,,,4.0231450166577274e-07,,,,7.57991159361118e-07,,8.45448139982231e-05,,,,,
-> Degridding Kernel Update [PetaFLOP/s],,0.00015649634200287486,5.258458674536988e-05,0.001408467078033807,0.00017827420001277367,0.0003930659492741643,0.0010546480471461605,,,0.00015649634200287486,5.258458674536988e-05,0.0007502182187912385,0.00017827420001277367,0.0003930659492741643,0.0010546480471461605,,,0.00015649634200287486,5.258458674536988e-05,0.0007502182187912385,0.00017827420001277367,0.0003930659492741643,0.0010546480471461605,,,5.894031881152351e-05,1.607579655335487e-05,,,5.894031881152351e-05,1.607579655335487e-05,,,0.00013584936810428347,3.6906638381899496e-05,0.0012226443129322129,0.00012197259516937353,0.00012202914176240708,0.0002637972428541931,0.008816415670990882,
-> Phase Rotation [PetaFLOP/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Reprojection [PetaFLOP/s],,1.0221510700691364e-06,,9.19935963062223e-06,3.855851087366427e-06,1.9279255436832134e-05,5.7837766310496404e-05,,,1.0221510700691364e-06,,4.088604280276546e-06,3.855851087366427e-06,1.9279255436832134e-05,5.7837766310496404e-05,,,1.0221510700691364e-06,,4.088604280276546e-06,3.855851087366427e-06,1.9279255436832134e-05,5.7837766310496404e-05,,,5.163913422077487e-07,,,,5.163913422077487e-07,,,,5.118205018284398e-07,,4.606384516455958e-06,1.930735775072989e-06,4.826839437682472e-08,9.653678875364944e-06,0.0012653269975518339,
-> Source Find [PetaFLOP/s],,,,3e-12,,,,,,,,3e-12,,,,,,,,3e-12,,,,,,,,,,,,,,,,2.5e-12,,,,,
-> Reprojection Predict [PetaFLOP/s],,5.110755350345682e-06,,4.599679815311114e-05,3.855851087366427e-06,7.711702174732854e-06,7.711702174732854e-06,,,5.110755350345682e-06,,2.0443021401382728e-05,3.855851087366427e-06,7.711702174732854e-06,7.711702174732854e-06,,,5.110755350345682e-06,,2.0443021401382728e-05,3.855851087366427e-06,7.711702174732854e-06,7.711702174732854e-06,,,2.5819567110387435e-06,,,,2.5819567110387435e-06,,,,2.5591025091421985e-06,,2.3031922582279788e-05,1.930735775072989e-06,4.826839437682472e-08,3.861471550145978e-06,3.861471550145978e-06,
-> DFT [Tera/s],,0.0002700200898134815,0.0005495697960180372,0.0024301808083213336,0.000550237533058053,0.001100475066116106,0.0041562048248320795,,,0.0002700200898134815,0.0005495697960180372,0.0016202908778899015,0.000550237533058053,0.001100475066116106,0.0041562048248320795,,,0.0002700200898134815,0.0005495697960180372,0.0016202908778899015,0.000550237533058053,0.001100475066116106,0.0041562048248320795,,,8.294561449973182e-05,0.00016838238276531227,,,8.294561449973182e-05,0.00016838238276531227,,,0.00018964861180833535,0.0003858498070208029,0.0017068375062750181,0.0003864592846126561,0.0003864592846126561,0.0007729185692253122,0.057419906471703995,
-> Subtract Visibility [Tera/s],,0.0002700200898134815,0.0005495697960180372,0.0024301808083213336,0.000550237533058053,0.001100475066116106,0.0041562048248320795,,,0.0002700200898134815,0.0005495697960180372,0.0016202908778899015,0.000550237533058053,0.001100475066116106,0.0041562048248320795,,,0.0002700200898134815,0.0005495697960180372,0.0016202908778899015,0.000550237533058053,0.001100475066116106,0.0041562048248320795,,,8.294561449973182e-05,0.00016838238276531227,,,8.294561449973182e-05,0.00016838238276531227,,,0.00018964861180833535,0.0003858498070208029,0.0017068375062750181,0.0003864592846126561,0.0003864592846126561,0.0007729185692253122,0.057419906471703995,
-> Flag [Tera/s],0.005511799005185144,0.0002700200898134815,0.0005495697960180372,0.0024301808083213336,0.000550237533058053,0.001100475066116106,0.0041562048248320795,0.014349750262771835,0.005511799005185144,0.0002700200898134815,0.0005495697960180372,0.0016202908778899015,0.000550237533058053,0.001100475066116106,0.0041562048248320795,0.014349750262771835,0.005511799005185144,0.0002700200898134815,0.0005495697960180372,0.0016202908778899015,0.000550237533058053,0.001100475066116106,0.0041562048248320795,0.014349750262771835,0.0027630378963132553,8.294561449973182e-05,0.00016838238276531227,,0.0027630378963132553,8.294561449973182e-05,0.00016838238276531227,,0.002756903235013414,0.00018964861180833535,0.0003858498070208029,0.0017068375062750185,0.0003864592846126561,0.0003864592846126561,0.0007729185692253122,0.057419906471703995,0.014354976617925999
-> Degrid [Tera/s],,0.00011898134778923353,0.00033533116482650956,0.0010708321301031018,0.0009493240247031192,0.00037972960988124765,0.0010535264776193882,,,0.00011898134778923353,0.00033533116482650956,0.0007140006799648085,0.0009493240247031192,0.00037972960988124765,0.0010535264776193882,,,0.00011898134778923353,0.00033533116482650956,0.0007140006799648085,0.0009493240247031192,0.00037972960988124765,0.0010535264776193882,,,5.060828753513829e-05,0.00010274187873399242,,,5.060828753513829e-05,0.00010274187873399242,,,0.00011571189623945666,0.00023543407477415865,0.00104140706615511,0.0006665148073547592,0.00013330296147095184,0.0002666059229419037,0.019341639306348277,
-> Image Spectral Fitting [Tera/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.145261972303321e-07,,,
-> Visibility Weighting [Tera/s],,4.332937149353747e-05,0.0001852978158465024,0.00038996434344183717,0.0002038275974311526,0.0004076551948623052,0.00047215181959833974,,,4.332937149353747e-05,0.0001852978158465024,0.00038996434344183717,0.0002038275974311526,0.0004076551948623052,0.00047215181959833974,,,4.332937149353747e-05,0.0001852978158465024,0.00038996434344183717,0.0002038275974311526,0.0004076551948623052,0.00047215181959833974,,,3.2856928800788937e-05,9.26489079232512e-05,,,3.2856928800788937e-05,9.26489079232512e-05,,,3.278397789055539e-05,9.26489079232512e-05,0.0002950558010149985,0.0001019137987155763,0.0001019137987155763,0.0002038275974311526,0.00023610399543882174,
-> Subtract Image Component [Tera/s],,,,7.666133025518524e-06,1.285283695788809e-06,0.0001285283695788809,0.0003855851087366427,,,,,3.4071702335637873e-06,1.285283695788809e-06,0.0001285283695788809,0.0003855851087366427,,,,,3.4071702335637873e-06,1.285283695788809e-06,0.0001285283695788809,0.0003855851087366427,,,,,,,,,,,,,4.478429390998848e-06,7.508416903061624e-07,7.508416903061624e-07,5.363154930758302e-05,0.0070295944308435224,
-> Demix [Tera/s],0.005511799005185144,,,,,,,,0.005511799005185144,,,,,,,,0.005511799005185144,,,,,,,,0.0027630378963132553,,,,0.0027630378963132553,,,,0.002756903235013414,,,,,,,,
-> FFT [Tera/s],,0.00016354417121106183,0.00242287661053425,0.0014718975408995565,0.0006169361739786283,0.0030846808698931417,0.009254042609679424,,,0.00016354417121106183,0.00242287661053425,0.0006541766848442472,0.0006169361739786283,0.0030846808698931417,0.009254042609679424,,,0.00016354417121106183,0.00242287661053425,0.0006541766848442472,0.0006169361739786283,0.0030846808698931417,0.009254042609679424,,,8.262261475323978e-05,0.0012240387370850334,,,8.262261475323978e-05,0.0012240387370850334,,,8.189128029255035e-05,0.0012132041524822266,0.0007370215226329533,0.0003089177240116782,6.178354480233564e-05,0.001544588620058391,0.20245231960829344,
-> Grid [Tera/s],,0.02022039411085764,0.2159127316934151,0.18198354699771874,0.02827979566385492,0.011311918265541968,0.023912916412135953,,,0.02022039411085764,0.2159127316934151,0.05393731650877814,0.02827979566385492,0.011311918265541968,0.023912916412135953,,,0.02022039411085764,0.2159127316934151,0.05393731650877814,0.02827979566385492,0.011311918265541968,0.023912916412135953,,,0.006259743826694925,0.06684093937497909,,,0.006259743826694925,0.06684093937497909,,,0.014217313283188879,0.1518118928515525,0.12795581954869992,0.019884008299019557,0.0039768016598039115,0.007953603319607823,0.4052575435910449,
-> Gridding Kernel Update [Tera/s],,1.134775301703634,0.00010465296929712341,10.212977715545618,0.4000653552567678,2.171781676697981,3.756099528648822,,,1.134775301703634,0.00010465296929712341,2.9850149502743775,0.4000653552567678,2.171781676697981,3.756099528648822,,,1.134775301703634,0.00010465296929712341,2.9850149502743775,0.4000653552567678,2.171781676697981,3.756099528648822,,,0.2223509975430401,3.6800053013267463e-06,,,0.2223509975430401,3.6800053013267463e-06,,,0.5272139594200238,6.011661733986443e-05,4.7449256346754805,0.189555089531578,0.19105894852394342,1.0244544119836232,3.9856268585406376,
-> Correct [Tera/s],,0.0002700200898134815,0.0005495697960180372,0.0024301808083213336,0.000550237533058053,0.001100475066116106,0.0041562048248320795,0.014349750262771835,,0.0002700200898134815,0.0005495697960180372,0.0016202908778899015,0.000550237533058053,0.001100475066116106,0.0041562048248320795,0.014349750262771835,,0.0002700200898134815,0.0005495697960180372,0.0016202908778899015,0.000550237533058053,0.001100475066116106,0.0041562048248320795,0.014349750262771835,,8.294561449973182e-05,0.00016838238276531227,,,8.294561449973182e-05,0.00016838238276531227,,,0.00018964861180833535,0.0003858498070208029,0.0017068375062750185,0.0003864592846126561,0.0003864592846126561,0.0007729185692253122,0.057419906471703995,0.014354976617925999
-> IFFT [Tera/s],,0.0008179850129147382,0.0024263987019933026,0.0073618651162326455,0.0006174742712848726,0.0012349485425697452,0.0012349485425697452,,,0.0008179850129147382,0.0024263987019933026,0.0032724683653778106,0.0006174742712848726,0.0012349485425697452,0.0012349485425697452,,,0.0008179850129147382,0.0024263987019933026,0.0032724683653778106,0.0006174742712848726,0.0012349485425697452,0.0012349485425697452,,,0.0004132458373071806,0.0012258089176314573,,,0.0004132458373071806,0.0012258089176314573,,,0.0004095885761191566,0.0012149664812342916,0.0036862971850724086,0.0003091869686821326,0.0003091869686821326,0.0006183739373642652,0.0006183739373642652,
-> Identify Component [Tera/s],,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,,,,,,,,,4.666666666666667e-10,5.703703703703703e-11,5.703703703703703e-11,4.074074074074074e-09,5.33997037037037e-07,
-> Average [Tera/s],0.005369371346648105,,,,,,,,0.005369371346648105,,,,,,,,0.005369371346648105,,,,,,,,0.00269163960736063,,,,0.00269163960736063,,,,0.0026856634687942972,,,,,,,,
-> Phase Rotation Predict [Tera/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Receive [Tera/s],0.005511799005185144,,,,,,,,0.005511799005185144,,,,,,,,0.005511799005185144,,,,,,,,0.0027630378963132553,,,,0.0027630378963132553,,,,0.002756903235013414,,,,,,,,
-> Solve [Tera/s],,6.5536e-08,,1.3653333333333335e-06,,,,,,6.5536e-08,,1.3653333333333335e-06,,,,,,6.5536e-08,,1.3653333333333335e-06,,,,,,3.2768e-08,,,,3.2768e-08,,,,3.2768e-08,,9.448106666666668e-07,,,,,
-> Degridding Kernel Update [Tera/s],,1.134775301703634,0.00010465296929712341,10.212977715545618,0.4000653552567678,2.171781676697981,3.756099528648822,,,1.134775301703634,0.00010465296929712341,2.9850149502743775,0.4000653552567678,2.171781676697981,3.756099528648822,,,1.134775301703634,0.00010465296929712341,2.9850149502743775,0.4000653552567678,2.171781676697981,3.756099528648822,,,0.2223509975430401,3.6800053013267463e-06,,,0.2223509975430401,3.6800053013267463e-06,,,0.5272139594200238,6.011661733986443e-05,4.7449256346754805,0.189555089531578,0.19105894852394342,1.0244544119836232,3.9856268585406376,
-> Phase Rotation [Tera/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Reprojection [Tera/s],,0.00016354417121106183,,0.0014718975408995565,0.0006169361739786283,0.0030846808698931417,0.009254042609679424,,,0.00016354417121106183,,0.0006541766848442472,0.0006169361739786283,0.0030846808698931417,0.009254042609679424,,,0.00016354417121106183,,0.0006541766848442472,0.0006169361739786283,0.0030846808698931417,0.009254042609679424,,,8.262261475323978e-05,,,,8.262261475323978e-05,,,,8.189128029255035e-05,,0.0007370215226329533,0.0003089177240116782,7.722943100291955e-06,0.001544588620058391,0.20245231960829344,
-> Source Find [Tera/s],,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,,,,,,,,,1.44e-08,,,,,
-> Reprojection Predict [Tera/s],,0.0008177208560553092,,0.007359487704497783,0.0006169361739786283,0.0012338723479572565,0.0012338723479572565,,,0.0008177208560553092,,0.0032708834242212363,0.0006169361739786283,0.0012338723479572565,0.0012338723479572565,,,0.0008177208560553092,,0.0032708834242212363,0.0006169361739786283,0.0012338723479572565,0.0012338723479572565,,,0.0004131130737661989,,,,0.0004131130737661989,,,,0.0004094564014627518,,0.0036851076131647663,0.0003089177240116782,7.722943100291955e-06,0.0006178354480233564,0.0006178354480233564,
Total visibilities [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-> DFT [Mvis/s],,2.8127092688904325,11.449370750375776,2.8127092688904325,1.0421165398826764,1.0421165398826764,3.935800023515227,,,2.8127092688904325,11.449370750375776,1.8753366642244236,1.0421165398826764,1.0421165398826764,3.935800023515227,,,2.8127092688904325,11.449370750375776,1.8753366642244236,1.0421165398826764,1.0421165398826764,3.935800023515227,,,1.7280336354110797,7.015932615221345,,,1.7280336354110797,7.015932615221345,,,3.9510127460069877,16.077075292533454,3.9510127460069873,1.4638609265630915,1.4638609265630915,1.4638609265630915,108.74982286307575,
-> Subtract Visibility [Mvis/s],,2.8127092688904325,11.449370750375776,2.8127092688904325,1.0421165398826764,1.0421165398826764,3.935800023515227,,,2.8127092688904325,11.449370750375776,1.8753366642244236,1.0421165398826764,1.0421165398826764,3.935800023515227,,,2.8127092688904325,11.449370750375776,1.8753366642244236,1.0421165398826764,1.0421165398826764,3.935800023515227,,,1.7280336354110797,7.015932615221345,,,1.7280336354110797,7.015932615221345,,,3.9510127460069877,16.077075292533454,3.9510127460069873,1.4638609265630915,1.4638609265630915,1.4638609265630915,108.74982286307575,
-> Flag [Mvis/s],,2.8127092688904325,11.449370750375776,2.8127092688904325,1.0421165398826764,1.0421165398826764,3.935800023515227,13.588778657927872,,2.8127092688904325,11.449370750375776,1.8753366642244236,1.0421165398826764,1.0421165398826764,3.935800023515227,13.588778657927872,,2.8127092688904325,11.449370750375776,1.8753366642244236,1.0421165398826764,1.0421165398826764,3.935800023515227,13.588778657927872,,1.7280336354110797,7.015932615221345,,,1.7280336354110797,7.015932615221345,,,3.9510127460069877,16.077075292533454,3.9510127460069873,1.4638609265630915,1.4638609265630915,1.4638609265630915,108.74982286307575,27.187455715768937
-> Degrid [Mvis/s],,173.46579537382345,2266.8439336744177,173.46579537459647,12.825700499590424,27.755710568239323,99.89699717723805,,,173.46579537382345,2266.8439336744177,93.73305033769988,12.825700499590424,27.755710568239323,99.89699717723805,,,173.46579537382345,2266.8439336744177,93.73305033769988,12.825700499590424,27.755710568239323,99.89699717723805,,,86.57532427961672,693.7513102398486,,,86.57532427961672,693.7513102398486,,,198.66631086884556,1591.2435216367226,198.666310868038,8.81917197515509,8.822468630495242,18.788658455345455,1803.9955063515372,
-> Image Spectral Fitting [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.2207325218967,,,
-> Visibility Weighting [Mvis/s],,1.2393890394711828,6.986065933885615,1.2393890394711828,0.35959243359966636,0.35959243359966636,0.9976576492607843,,,1.2393890394711828,6.986065933885615,0.8263896758851952,0.35959243359966636,0.35959243359966636,0.9976576492607843,,,1.2393890394711828,6.986065933885615,0.8263896758851952,0.35959243359966636,0.35959243359966636,0.9976576492607843,,,1.0543393236487144,4.28091161391635,,,1.0543393236487144,4.28091161391635,,,2.410664504988681,9.809753115589945,2.410664504988681,0.5049354601172419,0.5049354601172419,0.5049354601172419,36.63189262565962,
-> Subtract Image Component [Mvis/s],,,,38.33066512759262,5.257978755499673,5.257978755499673,5.257978755499673,,,,,17.035851167818937,5.257978755499673,5.257978755499673,5.257978755499673,,,,,17.035851167818937,5.257978755499673,5.257978755499673,5.257978755499673,,,,,,,,,,,,,38.386537637132975,5.265643022926334,5.265643022926334,5.265643022926333,5.265643022926334,
-> Demix [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> FFT [Mvis/s],,0.006191176392866918,0.0013758169761926486,0.006191176392866918,0.002293028293654414,0.002293028293654414,0.002293028293654414,,,0.006191176392866918,0.0013758169761926486,0.004127450928577945,0.002293028293654414,0.002293028293654414,0.002293028293654414,,,0.006191176392866918,0.0013758169761926486,0.004127450928577945,0.002293028293654414,0.002293028293654414,0.002293028293654414,,,0.0062232909835215925,0.0013829535518936871,,,0.0062232909835215925,0.0013829535518936871,,,0.006195687018978039,0.0013768193375506747,0.006195687018978039,0.002294698895917792,0.0022946988959177917,0.002294698895917792,0.002294698895917792,
-> Grid [Mvis/s],,173.46579537382345,2266.8439336744177,173.46579537459647,12.825700499590424,27.755710568239323,99.89699717723805,,,173.46579537382345,2266.8439336744177,93.73305033769988,12.825700499590424,27.755710568239323,99.89699717723805,,,173.46579537382345,2266.8439336744177,93.73305033769988,12.825700499590424,27.755710568239323,99.89699717723805,,,86.57532427961672,693.7513102398486,,,86.57532427961672,693.7513102398486,,,198.66631086884556,1591.2435216367226,198.666310868038,8.81917197515509,8.822468630495242,18.788658455345455,1803.9955063515372,
-> Gridding Kernel Update [Mvis/s],,0.07132108755872887,0.3912805266042487,0.07132108755904669,0.04302784879977814,0.046557633156128354,0.053314883131697716,,,0.07132108755872887,0.3912805266042487,0.0577997497284602,0.04302784879977814,0.046557633156128354,0.053314883131697716,,,0.07132108755872887,0.3912805266042487,0.0577997497284602,0.04302784879977814,0.046557633156128354,0.053314883131697716,,,0.09905874163938337,0.39096153721753474,,,0.09905874163938337,0.39096153721753474,,,0.09941834710457004,0.3912283273987981,0.0994183471041659,0.0421406296790087,0.042156382079830475,0.044888902289387834,0.05571995975954681,
-> Correct [Mvis/s],,2.8127092688904325,11.449370750375776,2.8127092688904325,1.0421165398826764,1.0421165398826764,3.935800023515227,13.588778657927872,,2.8127092688904325,11.449370750375776,1.8753366642244236,1.0421165398826764,1.0421165398826764,3.935800023515227,13.588778657927872,,2.8127092688904325,11.449370750375776,1.8753366642244236,1.0421165398826764,1.0421165398826764,3.935800023515227,13.588778657927872,,1.7280336354110797,7.015932615221345,,,1.7280336354110797,7.015932615221345,,,3.9510127460069877,16.077075292533454,3.9510127460069873,1.4638609265630915,1.4638609265630915,1.4638609265630915,108.74982286307575,27.187455715768937
-> IFFT [Mvis/s],,0.030955881964334592,0.0013758169761926486,0.030955881964334592,0.002293028293654414,0.0009172113174617656,0.00030573710582058845,,,0.030955881964334592,0.0013758169761926486,0.020637254642889725,0.002293028293654414,0.0009172113174617656,0.00030573710582058845,,,0.030955881964334592,0.0013758169761926486,0.020637254642889725,0.002293028293654414,0.0009172113174617656,0.00030573710582058845,,,0.03111645491760796,0.0013829535518936871,,,0.03111645491760796,0.0013829535518936871,,,0.030978435094890195,0.0013768193375506747,0.030978435094890195,0.002294698895917792,0.01147349447958896,0.0009178795583671167,7.002865282952247e-06,
-> Identify Component [Mvis/s],,,,38.33066512759262,5.257978755499673,5.257978755499673,5.257978755499673,,,,,17.035851167818937,5.257978755499673,5.257978755499673,5.257978755499673,,,,,17.035851167818937,5.257978755499673,5.257978755499673,5.257978755499673,,,,,,,,,,,,,38.386537637132975,5.265643022926334,5.265643022926334,5.265643022926333,5.265643022926334,
-> Average [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Phase Rotation Predict [Mvis/s],,2.8127092688904325,11.449370750375776,2.8127092688904325,1.0421165398826764,1.0421165398826764,3.935800023515227,,,2.8127092688904325,11.449370750375776,1.8753366642244236,1.0421165398826764,1.0421165398826764,3.935800023515227,,,2.8127092688904325,11.449370750375776,1.8753366642244236,1.0421165398826764,1.0421165398826764,3.935800023515227,,,1.7280336354110797,7.015932615221345,,,1.7280336354110797,7.015932615221345,,,3.9510127460069877,16.077075292533454,3.9510127460069873,1.4638609265630915,1.4638609265630915,1.4638609265630915,108.74982286307575,
-> Receive [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Solve [Mvis/s],,2.812709268890432,,2.812709268890432,,,,,,2.812709268890432,,1.8753366642244236,,,,,,2.812709268890432,,1.8753366642244236,,,,,,1.7280336354110795,,,,1.7280336354110795,,,,3.9510127460069873,,3.9510127460069873,,,,,
-> Degridding Kernel Update [Mvis/s],,0.07132108755872887,0.3912805266042487,0.07132108755904669,0.04302784879977814,0.046557633156128354,0.053314883131697716,,,0.07132108755872887,0.3912805266042487,0.0577997497284602,0.04302784879977814,0.046557633156128354,0.053314883131697716,,,0.07132108755872887,0.3912805266042487,0.0577997497284602,0.04302784879977814,0.046557633156128354,0.053314883131697716,,,0.09905874163938337,0.39096153721753474,,,0.09905874163938337,0.39096153721753474,,,0.09941834710457004,0.3912283273987981,0.0994183471041659,0.0421406296790087,0.042156382079830475,0.044888902289387834,0.05571995975954681,
-> Phase Rotation [Mvis/s],,2.8127092688904325,11.449370750375776,2.8127092688904325,0.20842330797653527,1.0421165398826764,3.935800023515227,,,2.8127092688904325,11.449370750375776,1.8753366642244236,0.20842330797653527,1.0421165398826764,3.935800023515227,,,2.8127092688904325,11.449370750375776,1.8753366642244236,0.20842330797653527,1.0421165398826764,3.935800023515227,,,1.7280336354110797,7.015932615221345,,,1.7280336354110797,7.015932615221345,,,3.9510127460069877,16.077075292533454,3.9510127460069873,0.2927721853126183,1.4638609265630915,1.4638609265630915,108.74982286307575,
-> Reprojection [Mvis/s],,38.33066512759262,,38.33066512759262,5.257978755499673,5.257978755499673,5.257978755499673,,,38.33066512759262,,17.035851167818937,5.257978755499673,5.257978755499673,5.257978755499673,,,38.33066512759262,,17.035851167818937,5.257978755499673,5.257978755499673,5.257978755499673,,,38.729350665581144,,,,38.729350665581144,,,,38.38653763713299,,38.38653763713298,5.265643022926334,0.6582053778657917,5.265643022926333,5.265643022926334,
-> Source Find [Mvis/s],,,,9e-06,,,,,,,,9e-06,,,,,,,,9e-06,,,,,,,,,,,,,,,,9e-06,,,,,
-> Reprojection Predict [Mvis/s],,191.6533256379631,,191.6533256379631,5.257978755499673,2.103191502199869,0.701063834066623,,,191.6533256379631,,85.17925583909468,5.257978755499673,2.103191502199869,0.701063834066623,,,191.6533256379631,,85.17925583909468,5.257978755499673,2.103191502199869,0.701063834066623,,,193.64675332790574,,,,193.64675332790574,,,,191.93268818566492,,191.9326881856649,5.265643022926334,0.6582053778657917,2.106257209170533,0.016069467233051554,
