,hpso01 (Ingest) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso01 (RCAL) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso01 (FastImg) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso01 (ICAL) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso01 (DPrepA) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso01 (DPrepB) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso01 (DPrepC) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso01 (DPrepD) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02a (Ingest) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02a (RCAL) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02a (FastImg) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02a (ICAL) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02a (DPrepA) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02a (DPrepB) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02a (DPrepC) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02a (DPrepD) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02b (Ingest) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02b (RCAL) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02b (FastImg) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02b (ICAL) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02b (DPrepA) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02b (DPrepB) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02b (DPrepC) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02b (DPrepD) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso04a (Ingest) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso04a (RCAL) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso04a (FastImg) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso04a (PSS) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso05a (Ingest) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso05a (RCAL) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso05a (FastImg) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso05a (PST) [Nf_max=8192] [Na=128] [Bmax=32500.0],max_low (Ingest) [Nf_max=8192] [Na=128] [Bmax=32500.0],max_low (RCAL) [Nf_max=8192] [Na=128] [Bmax=32500.0],max_low (FastImg) [Nf_max=8192] [Na=128] [Bmax=32500.0],max_low (ICAL) [Nf_max=8192] [Na=128] [Bmax=32500.0],max_low (DPrepA) [Nf_max=8192] [Na=128] [Bmax=32500.0],max_low (DPrepA_Image) [Nf_max=8192] [Na=128] [Bmax=32500.0],max_low (DPrepB) [Nf_max=8192] [Na=128] [Bmax=32500.0],max_low (DPrepC) [Nf_max=8192] [Na=128] [Bmax=32500.0],max_low (DPrepD) [Nf_max=8192] [Na=128] [Bmax=32500.0]
Frequencies predict kernels2,,203.2581303565818,369.3268941633874,207.7419688371428,220.1497079295983,246.59657215805785,474.9073708267979,,,203.2581303565818,369.3268941633874,203.2581303571076,220.1497079295983,246.59657215805785,474.9073708267979,,,203.2581303565818,369.3268941633874,203.2581303571076,220.1497079295983,246.59657215805785,474.9073708267979,,,124.93033737613217,223.45734073105942,,,124.93033737613217,223.45734073105942,,,285.62419084302377,517.5643890331957,285.62419084054585,299.5408954595676,301.41010298310334,330.1230378171568,1201.3518418130955,
Frequencies predict kernels3,,203.2581303565818,402.01177287465816,207.7419688371428,220.1497079295983,246.59657215805785,474.9073708267979,,,203.2581303565818,402.01177287465816,203.2581303571076,220.1497079295983,246.59657215805785,474.9073708267979,,,203.2581303565818,402.01177287465816,203.2581303571076,220.1497079295983,246.59657215805785,474.9073708267979,,,124.93033737613217,228.376518963316,,,124.93033737613217,228.376518963316,,,285.62419084302377,557.966335731837,285.62419084054585,299.5408954595676,301.41010298310334,330.1230378171568,1201.3518418130955,
Frequencies predict de-grid0,8192.0,330.1970670581991,1186.6956875807953,396.0980287317132,610.88622741501,610.88622741501,1500.0,8192.0,8192.0,330.1970670581991,1186.6956875807953,330.1970670581991,610.88622741501,610.88622741501,1500.0,8192.0,8192.0,330.1970670581991,1186.6956875807953,330.1970670581991,610.88622741501,610.88622741501,1500.0,8192.0,8192.0,242.71959454507825,727.1815092638062,(undefined),8192.0,242.71959454507825,727.1815092638062,(undefined),8192.0,556.1960211322845,1666.3443177517802,556.1960211322845,857.7991819532908,857.7991819532908,857.7991819532908,8192.0,8192.0
Frequencies predict de-grid1,8192.0,659.7017142056897,2372.6984303939844,791.5035165883376,1221.0797008176821,1221.0797008176821,2372.6984303939844,8192.0,8192.0,659.7017142056897,2372.6984303939844,659.7017142056897,1221.0797008176821,1221.0797008176821,2372.6984303939844,8192.0,8192.0,659.7017142056897,2372.6984303939844,659.7017142056897,1221.0797008176821,1221.0797008176821,2372.6984303939844,8192.0,8192.0,485.0159097761033,1453.9394929925988,,8192.0,485.0159097761033,1453.9394929925988,,8192.0,1111.4199379380743,3331.7159644487933,1111.4199379380743,1714.625960512763,1714.625960512763,1714.625960512763,8192.0,8192.0
Frequencies predict de-grid2,8192.0,1318.7106453111485,4744.703814848597,1582.3141894581538,2441.466451169051,2441.466451169051,4744.703814848597,8192.0,8192.0,1318.7106453111485,4744.703814848597,1318.7106453111485,2441.466451169051,2441.466451169051,4744.703814848597,8192.0,8192.0,1318.7106453111485,4744.703814848597,1318.7106453111485,2441.466451169051,2441.466451169051,4744.703814848597,8192.0,8192.0,969.6083556181683,2907.4553987723175,,8192.0,969.6083556181683,2907.4553987723175,,8192.0,2221.867346610081,6662.459115881312,2221.867346610081,3428.279241973887,3428.279241973887,3428.279241973887,8192.0,8192.0
Frequencies predict de-grid3,8192.0,2636.728325593491,8192.0,3163.935383545188,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,2636.728325593491,8192.0,2636.728325593491,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,2636.728325593491,8192.0,2636.728325593491,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,1938.7931548514175,5814.487179478897,,8192.0,1938.7931548514175,5814.487179478897,,8192.0,4442.761951158458,8192.0,4442.761951158458,6855.585666930379,6855.585666930379,6855.585666930379,8192.0,8192.0
Frequencies total0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8076.963378093996,5814.487179478897,(undefined),8192.0,8076.963378093996,5814.487179478897,(undefined),8192.0,8192.0,8192.0,8192.0,6855.585666930379,6855.585666930379,6855.585666930379,8192.0,8192.0
Frequencies total1,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8076.963378093996,5814.487179478897,,8192.0,8076.963378093996,5814.487179478897,,8192.0,8192.0,8192.0,8192.0,6855.585666930379,6855.585666930379,6855.585666930379,8192.0,8192.0
Frequencies total2,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8076.963378093996,5814.487179478897,,8192.0,8076.963378093996,5814.487179478897,,8192.0,8192.0,8192.0,8192.0,6855.585666930379,6855.585666930379,6855.585666930379,8192.0,8192.0
Frequencies total3,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8076.963378093996,5814.487179478897,,8192.0,8076.963378093996,5814.487179478897,,8192.0,8192.0,8192.0,8192.0,6855.585666930379,6855.585666930379,6855.585666930379,8192.0,8192.0
Frequencies backward kernels0,(undefined),203.2581303565818,364.52288461678205,207.7419688371428,220.1497079295983,246.59657215805785,474.9073708267979,(undefined),(undefined),203.2581303565818,364.52288461678205,203.2581303571076,220.1497079295983,246.59657215805785,474.9073708267979,(undefined),(undefined),203.2581303565818,364.52288461678205,203.2581303571076,220.1497079295983,246.59657215805785,474.9073708267979,(undefined),(undefined),121.7097560834995,222.75933872570835,(undefined),(undefined),121.7097560834995,222.75933872570835,(undefined),(undefined),285.62419084302377,511.6591552951528,285.62419084054585,299.5408954595676,301.41010298310334,330.1230378171568,841.0439984309672,(undefined)
Frequencies backward kernels1,,203.2581303565818,365.0584953999703,207.7419688371428,220.1497079295983,246.59657215805785,474.9073708267979,,,203.2581303565818,365.0584953999703,203.2581303571076,220.1497079295983,246.59657215805785,474.9073708267979,,,203.2581303565818,365.0584953999703,203.2581303571076,220.1497079295983,246.59657215805785,474.9073708267979,,,124.93033737613217,222.83688638800666,,,124.93033737613217,222.83688638800666,,,285.62419084302377,512.317136997464,285.62419084054585,299.5408954595676,301.41010298310334,330.1230378171568,1201.3518418130955,
Frequencies backward kernels2,,203.2581303565818,369.3268941633874,207.7419688371428,220.1497079295983,246.59657215805785,474.9073708267979,,,203.2581303565818,369.3268941633874,203.2581303571076,220.1497079295983,246.59657215805785,474.9073708267979,,,203.2581303565818,369.3268941633874,203.2581303571076,220.1497079295983,246.59657215805785,474.9073708267979,,,124.93033737613217,223.45734073105942,,,124.93033737613217,223.45734073105942,,,285.62419084302377,517.5643890331957,285.62419084054585,299.5408954595676,301.41010298310334,330.1230378171568,1201.3518418130955,
Frequencies backward kernels3,,203.2581303565818,402.01177287465816,207.7419688371428,220.1497079295983,246.59657215805785,474.9073708267979,,,203.2581303565818,402.01177287465816,203.2581303571076,220.1497079295983,246.59657215805785,474.9073708267979,,,203.2581303565818,402.01177287465816,203.2581303571076,220.1497079295983,246.59657215805785,474.9073708267979,,,124.93033737613217,228.376518963316,,,124.93033737613217,228.376518963316,,,285.62419084302377,557.966335731837,285.62419084054585,299.5408954595676,301.41010298310334,330.1230378171568,1201.3518418130955,
Frequencies backward grid0,8192.0,330.1970670581991,1186.6956875807953,396.0980287317132,610.88622741501,610.88622741501,1500.0,8192.0,8192.0,330.1970670581991,1186.6956875807953,330.1970670581991,610.88622741501,610.88622741501,1500.0,8192.0,8192.0,330.1970670581991,1186.6956875807953,330.1970670581991,610.88622741501,610.88622741501,1500.0,8192.0,8192.0,242.71959454507825,727.1815092638062,(undefined),8192.0,242.71959454507825,727.1815092638062,(undefined),8192.0,556.1960211322845,1666.3443177517802,556.1960211322845,857.7991819532908,857.7991819532908,857.7991819532908,8192.0,8192.0
Frequencies backward grid1,8192.0,659.7017142056897,2372.6984303939844,791.5035165883376,1221.0797008176821,1221.0797008176821,2372.6984303939844,8192.0,8192.0,659.7017142056897,2372.6984303939844,659.7017142056897,1221.0797008176821,1221.0797008176821,2372.6984303939844,8192.0,8192.0,659.7017142056897,2372.6984303939844,659.7017142056897,1221.0797008176821,1221.0797008176821,2372.6984303939844,8192.0,8192.0,485.0159097761033,1453.9394929925988,,8192.0,485.0159097761033,1453.9394929925988,,8192.0,1111.4199379380743,3331.7159644487933,1111.4199379380743,1714.625960512763,1714.625960512763,1714.625960512763,8192.0,8192.0
Frequencies backward grid2,8192.0,1318.7106453111485,4744.703814848597,1582.3141894581538,2441.466451169051,2441.466451169051,4744.703814848597,8192.0,8192.0,1318.7106453111485,4744.703814848597,1318.7106453111485,2441.466451169051,2441.466451169051,4744.703814848597,8192.0,8192.0,1318.7106453111485,4744.703814848597,1318.7106453111485,2441.466451169051,2441.466451169051,4744.703814848597,8192.0,8192.0,969.6083556181683,2907.4553987723175,,8192.0,969.6083556181683,2907.4553987723175,,8192.0,2221.867346610081,6662.459115881312,2221.867346610081,3428.279241973887,3428.279241973887,3428.279241973887,8192.0,8192.0
Frequencies backward grid3,8192.0,2636.728325593491,8192.0,3163.935383545188,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,2636.728325593491,8192.0,2636.728325593491,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,2636.728325593491,8192.0,2636.728325593491,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,1938.7931548514175,5814.487179478897,,8192.0,1938.7931548514175,5814.487179478897,,8192.0,4442.761951158458,8192.0,4442.761951158458,6855.585666930379,6855.585666930379,6855.585666930379,8192.0,8192.0
Frequencies backward fft,65536,40,40,40,200,500,1500,8192,65536,40,40,40,200,500,1500,8192,65536,40,40,40,200,500,1500,8192,65536,40,40,(undefined),65536,40,40,(undefined),65536,40,40,40,200,40,500,65536,16384
Channels out,65536,40,40,40,40,500,1500,8192,65536,40,40,40,40,500,1500,8192,65536,40,40,40,40,500,1500,8192,65536,40,40,128,65536,40,40,4096,65536,40,40,40,40,40,500,65536,16384
-- Visibility --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingest rate [M/s],44.42683594226439,44.42683594226439,69.77658042508175,44.42683594226439,44.42683594226439,44.42683594226439,69.77658042508175,69.77658042508175,44.42683594226439,44.42683594226439,69.77658042508175,44.42683594226439,44.42683594226439,44.42683594226439,69.77658042508175,69.77658042508175,44.42683594226439,44.42683594226439,69.77658042508175,44.42683594226439,44.42683594226439,44.42683594226439,69.77658042508175,69.77658042508175,44.541911345566206,44.541911345566206,69.77658042508175,(undefined),44.541911345566206,44.541911345566206,69.77658042508175,(undefined),44.44301674114647,44.44301674114647,69.77658042508175,44.44301674114647,44.44301674114647,44.44301674114647,44.44301674114647,69.77658042508175,69.77658042508175
Averaged rate0 [M/s],21.80991587648822,21.80991587648822,34.25455171279257,21.80991587648822,12.998198302571016,12.998198302571016,34.25455171279257,34.25455171279257,21.80991587648822,21.80991587648822,34.25455171279257,21.80991587648822,12.998198302571016,12.998198302571016,34.25455171279257,34.25455171279257,21.80991587648822,21.80991587648822,34.25455171279257,21.80991587648822,12.998198302571016,12.998198302571016,34.25455171279257,34.25455171279257,21.866408417814526,21.5593481446697,24.31306784336295,(undefined),21.866408417814526,21.5593481446697,24.31306784336295,(undefined),21.81785931551438,21.81785931551438,34.25455171279257,21.81785931551438,18.258569776189436,18.258569776189436,18.258569776189436,34.25455171279257,34.25455171279257
Averaged rate1 [M/s],6.155559887303991,6.155559887303991,9.667893524896883,6.155559887303991,3.668569311850651,3.668569311850651,9.667893524896883,9.667893524896883,6.155559887303991,6.155559887303991,9.667893524896883,6.155559887303991,3.668569311850651,3.668569311850651,9.667893524896883,9.667893524896883,6.155559887303991,6.155559887303991,9.667893524896883,6.155559887303991,3.668569311850651,3.668569311850651,9.667893524896883,9.667893524896883,6.1715041588587,6.0848404637276,6.862041376108394,,6.1715041588587,6.0848404637276,6.862041376108394,,6.15780181775955,6.15780181775955,9.667893524896883,6.15780181775955,5.153239487503688,5.153239487503688,5.153239487503688,9.667893524896883,9.667893524896883
Averaged rate2 [M/s],6.963814798807084,6.963814798807084,10.937334902845896,6.963814798807084,4.150270281182212,4.150270281182212,10.937334902845896,10.937334902845896,6.963814798807084,6.963814798807084,10.937334902845896,6.963814798807084,4.150270281182212,4.150270281182212,10.937334902845896,10.937334902845896,6.963814798807084,6.963814798807084,10.937334902845896,6.963814798807084,4.150270281182212,4.150270281182212,10.937334902845896,10.937334902845896,6.981852630660184,6.883809571422304,7.763060738557681,,6.981852630660184,6.883809571422304,7.763060738557681,,6.966351105620785,6.966351105620785,10.937334902845896,6.966351105620785,5.829884862121394,5.829884862121394,5.829884862121394,10.937334902845896,10.937334902845896
Averaged rate3 [M/s],8.755734658118019,8.755734658118019,13.751715840101943,8.755734658118019,5.2182124871743,5.2182124871743,13.751715840101943,13.751715840101943,8.755734658118019,8.755734658118019,13.751715840101943,8.755734658118019,5.2182124871743,5.2182124871743,13.751715840101943,13.751715840101943,8.755734658118019,8.755734658118019,13.751715840101943,8.755734658118019,5.2182124871743,5.2182124871743,13.751715840101943,13.751715840101943,8.778413961642944,8.65514258861561,9.760641534193068,,8.778413961642944,8.65514258861561,9.760641534193068,,8.758923604135964,8.758923604135964,13.751715840101943,8.758923604135964,7.33002332986483,7.33002332986483,7.33002332986483,13.751715840101943,13.751715840101943
Predict rate0 [M/s],(undefined),0.12426363840407428,4.465912587625227,0.14906426230069705,0.22989587989328858,0.22989587989328858,0.5644976173372799,(undefined),(undefined),0.12426363840407428,4.465912587625227,0.12426363840407428,0.22989587989328858,0.22989587989328858,0.5644976173372799,(undefined),(undefined),0.12426363840407428,4.465912587625227,0.12426363840407428,0.22989587989328858,0.22989587989328858,0.5644976173372799,(undefined),(undefined),0.09134308853451155,2.736614862340972,(undefined),(undefined),0.09134308853451155,2.736614862340972,(undefined),(undefined),0.20931421913443335,6.270982646895968,0.20931421913443335,0.3228170629110003,0.3228170629110003,0.3228170629110003,3.0829096541513317,(undefined)
Predict rate1 [M/s],,0.07006998703636846,2.520153346260388,0.0840692694172577,0.12969655370637773,0.12969655370637773,0.35002129809172056,,,0.07006998703636846,2.520153346260388,0.07006998703636846,0.12969655370637773,0.12969655370637773,0.35002129809172056,,,0.07006998703636846,2.520153346260388,0.07006998703636846,0.12969655370637773,0.12969655370637773,0.35002129809172056,,,0.05151579536421782,1.5442967515753787,,,0.05151579536421782,1.5442967515753787,,,0.11804908031359282,3.5387704686939765,0.11804908031359282,0.1821183972062414,0.1821183972062414,0.1821183972062414,1.2084866906121103,
Predict rate2 [M/s],,0.15845778773125552,5.701290670657796,0.1901326927547129,0.415085942466847,0.415085942466847,1.583691852960499,,,0.15845778773125552,5.701290670657796,0.15845778773125552,0.415085942466847,0.415085942466847,1.583691852960499,,,0.15845778773125552,5.701290670657796,0.15845778773125552,0.415085942466847,0.415085942466847,1.583691852960499,,,0.11650925511467586,3.493631844520774,,,0.11650925511467586,3.493631844520774,,,0.26698213563982953,8.005687495632474,0.26698213563982953,0.5830712130786518,0.5830712130786518,0.5830712130786518,2.734333725711474,
Predict rate3 [M/s],,0.5636350972763775,12.37654425609175,0.8454156095505534,2.60910624358715,2.60910624358715,6.875857920050971,,,0.5636350972763775,12.37654425609175,0.5636350972763775,2.60910624358715,2.60910624358715,6.875857920050971,,,0.5636350972763775,12.37654425609175,0.5636350972763775,2.60910624358715,2.60910624358715,6.875857920050971,,,0.519394802834639,8.784577380773761,,,0.519394802834639,8.784577380773761,,,1.1875553137682788,12.37654425609175,1.1875553137682788,3.665011664932415,3.665011664932415,3.665011664932415,6.875857920050971,
Backward rate0 [M/s],(undefined),0.12426363840407428,4.465912587625227,0.14906426230069705,0.22989587989328858,0.22989587989328858,0.5644976173372799,(undefined),(undefined),0.12426363840407428,4.465912587625227,0.12426363840407428,0.22989587989328858,0.22989587989328858,0.5644976173372799,(undefined),(undefined),0.12426363840407428,4.465912587625227,0.12426363840407428,0.22989587989328858,0.22989587989328858,0.5644976173372799,(undefined),(undefined),0.09134308853451155,2.736614862340972,(undefined),(undefined),0.09134308853451155,2.736614862340972,(undefined),(undefined),0.20931421913443335,6.270982646895968,0.20931421913443335,0.3228170629110003,0.3228170629110003,0.3228170629110003,3.0829096541513317,(undefined)
Backward rate1 [M/s],,0.07006998703636846,2.520153346260388,0.0840692694172577,0.12969655370637773,0.12969655370637773,0.35002129809172056,,,0.07006998703636846,2.520153346260388,0.07006998703636846,0.12969655370637773,0.12969655370637773,0.35002129809172056,,,0.07006998703636846,2.520153346260388,0.07006998703636846,0.12969655370637773,0.12969655370637773,0.35002129809172056,,,0.05151579536421782,1.5442967515753787,,,0.05151579536421782,1.5442967515753787,,,0.11804908031359282,3.5387704686939765,0.11804908031359282,0.1821183972062414,0.1821183972062414,0.1821183972062414,1.2084866906121103,
Backward rate2 [M/s],,0.15845778773125552,5.701290670657796,0.1901326927547129,0.415085942466847,0.415085942466847,1.583691852960499,,,0.15845778773125552,5.701290670657796,0.15845778773125552,0.415085942466847,0.415085942466847,1.583691852960499,,,0.15845778773125552,5.701290670657796,0.15845778773125552,0.415085942466847,0.415085942466847,1.583691852960499,,,0.11650925511467586,3.493631844520774,,,0.11650925511467586,3.493631844520774,,,0.26698213563982953,8.005687495632474,0.26698213563982953,0.5830712130786518,0.5830712130786518,0.5830712130786518,2.734333725711474,
Backward rate3 [M/s],,0.5636350972763775,12.37654425609175,0.8454156095505534,2.60910624358715,2.60910624358715,6.875857920050971,,,0.5636350972763775,12.37654425609175,0.5636350972763775,2.60910624358715,2.60910624358715,6.875857920050971,,,0.5636350972763775,12.37654425609175,0.5636350972763775,2.60910624358715,2.60910624358715,6.875857920050971,,,0.519394802834639,8.784577380773761,,,0.519394802834639,8.784577380773761,,,1.1875553137682788,12.37654425609175,1.1875553137682788,3.665011664932415,3.665011664932415,3.665011664932415,6.875857920050971,
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delta W earth0 [lambda],0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.22656956841670498,0.22656956841670498,0.22656956841670498,(undefined),0.22656956841670498,0.22656956841670498,0.22656956841670498,(undefined),0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373
Delta W earth1 [lambda],0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.9062782736668199,0.9062782736668199,0.9062782736668199,,0.9062782736668199,0.9062782736668199,0.9062782736668199,,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493
Delta W earth2 [lambda],1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,3.6251130946672796,3.6251130946672796,3.6251130946672796,,3.6251130946672796,3.6251130946672796,3.6251130946672796,,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997
Delta W earth3 [lambda],5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,14.500452378669118,14.500452378669118,14.500452378669118,,14.500452378669118,14.500452378669118,14.500452378669118,,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799
Delta W snapshot0 [lambda],23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),25.930859825769687,25.930859825769687,0.04323189147088195,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687
Delta W snapshot1 [lambda],47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,124.46812716369449,124.46812716369449,0.20751307906023336,,124.46812716369449,124.46812716369449,0.20751307906023336,,51.861719651539374,51.861719651539374,0.0864637829417639,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374
Delta W snapshot2 [lambda],94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,248.93625432738898,248.93625432738898,0.4150261581204667,,248.93625432738898,248.93625432738898,0.4150261581204667,,103.72343930307875,103.72343930307875,0.1729275658835278,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875
Delta W snapshot3 [lambda],189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,497.87250865477796,497.87250865477796,0.8300523162409335,,497.87250865477796,497.87250865477796,0.8300523162409335,,207.4468786061575,207.4468786061575,0.3458551317670556,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575
Delta W max0 [lambda],23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,62.234063581847245,62.234063581847245,0.22656956841670498,(undefined),62.234063581847245,62.234063581847245,0.22656956841670498,(undefined),25.930859825769687,25.930859825769687,0.09440398684029373,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687
