,hpso01 (Ingest) [Nf_max=8192] [Na=128],hpso01 (RCAL) [Nf_max=8192] [Na=128],hpso01 (FastImg) [Nf_max=8192] [Na=128],hpso01 (ICAL) [Nf_max=8192] [Na=128],hpso01 (DPrepA) [Nf_max=8192] [Na=128],hpso01 (DPrepB) [Nf_max=8192] [Na=128],hpso01 (DPrepC) [Nf_max=8192] [Na=128],hpso01 (DPrepD) [Nf_max=8192] [Na=128],hpso02a (Ingest) [Nf_max=8192] [Na=128],hpso02a (RCAL) [Nf_max=8192] [Na=128],hpso02a (FastImg) [Nf_max=8192] [Na=128],hpso02a (ICAL) [Nf_max=8192] [Na=128],hpso02a (DPrepA) [Nf_max=8192] [Na=128],hpso02a (DPrepB) [Nf_max=8192] [Na=128],hpso02a (DPrepC) [Nf_max=8192] [Na=128],hpso02a (DPrepD) [Nf_max=8192] [Na=128],hpso02b (Ingest) [Nf_max=8192] [Na=128],hpso02b (RCAL) [Nf_max=8192] [Na=128],hpso02b (FastImg) [Nf_max=8192] [Na=128],hpso02b (ICAL) [Nf_max=8192] [Na=128],hpso02b (DPrepA) [Nf_max=8192] [Na=128],hpso02b (DPrepB) [Nf_max=8192] [Na=128],hpso02b (DPrepC) [Nf_max=8192] [Na=128],hpso02b (DPrepD) [Nf_max=8192] [Na=128],hpso04a (Ingest) [Nf_max=8192] [Na=128],hpso04a (RCAL) [Nf_max=8192] [Na=128],hpso04a (FastImg) [Nf_max=8192] [Na=128],hpso04a (PSS) [Nf_max=8192] [Na=128],hpso05a (Ingest) [Nf_max=8192] [Na=128],hpso05a (RCAL) [Nf_max=8192] [Na=128],hpso05a (FastImg) [Nf_max=8192] [Na=128],hpso05a (PST) [Nf_max=8192] [Na=128],max_low (Ingest) [Nf_max=8192] [Na=128],max_low (RCAL) [Nf_max=8192] [Na=128],max_low (FastImg) [Nf_max=8192] [Na=128],max_low (ICAL) [Nf_max=8192] [Na=128],max_low (DPrepA) [Nf_max=8192] [Na=128],max_low (DPrepA_Image) [Nf_max=8192] [Na=128],max_low (DPrepB) [Nf_max=8192] [Na=128],max_low (DPrepC) [Nf_max=8192] [Na=128],max_low (DPrepD) [Nf_max=8192] [Na=128]
Image cube size [GB],1411427.9248708675,6280.096174504775,155.06410307419196,6280.096174504775,430.73361965053334,10768.340491263332,32305.021473789995,176428.49060885844,1411427.9248708675,6280.096174504775,155.06410307419196,2791.153855335455,430.73361965053334,10768.340491263332,32305.021473789995,176428.49060885844,1411427.9248708675,6280.096174504775,155.06410307419196,2791.153855335455,430.73361965053334,10768.340491263332,32305.021473789995,176428.49060885844,713054.2459875975,3172.7084065244067,78.33847917344212,(undefined),713054.2459875975,3172.7084065244067,78.33847917344212,(undefined),706742.6429962243,3144.6251632339317,77.64506575886253,3144.6251632339317,215.68073821906262,215.68073821906262,5392.018455476566,706742.6429962243,176685.6607490561
Calibration output [GB],0.0,0.589824,0.0,2.9696,0.0,0.0,0.0,0.0,0.0,0.589824,0.0,2.9696,0.0,0.0,0.0,0.0,0.0,0.589824,0.0,2.9696,0.0,0.0,0.0,0.0,0.0,0.0786432,0.0,(undefined),0.0,0.0786432,0.0,(undefined),0.0,0.7077888,0.0,4.9790976,0.0,0.0,0.0,0.0,0.0
Calibration process interval [s],600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,10,600,600,600,10,600,600,600,600,600,600,600
Calibration process in [MB],0.0,6.242304,0.0,1950.72,0.0,0.0,0.0,0.0,0.0,6.242304,0.0,1950.72,0.0,0.0,0.0,0.0,0.0,6.242304,0.0,1950.72,0.0,0.0,0.0,0.0,0.0,10.40384,0.0,(undefined),0.0,10.40384,0.0,(undefined),0.0,4.458788571428572,0.0,1928.4260571428574,0.0,0.0,0.0,0.0,0.0
Calibration process out [MB],0.0,0.065536,0.0,20.48,0.0,0.0,0.0,0.0,0.0,0.065536,0.0,20.48,0.0,0.0,0.0,0.0,0.0,0.065536,0.0,20.48,0.0,0.0,0.0,0.0,0.0,0.10922666666666667,0.0,(undefined),0.0,0.10922666666666667,0.0,(undefined),0.0,0.04681142857142857,0.0,20.245942857142857,0.0,0.0,0.0,0.0,0.0
Cleaning memory [PetaBytes],(undefined),(undefined),(undefined),0.009184640655213232,0.0008749276649151458,0.125989583747781,0.2624782994745437,(undefined),(undefined),(undefined),(undefined),0.004082062513428103,0.0008749276649151458,0.125989583747781,0.2624782994745437,(undefined),(undefined),(undefined),(undefined),0.004082062513428103,0.0008749276649151458,0.125989583747781,0.2624782994745437,(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),0.012877240043442957,0.0012266841986209188,0.0012266841986209188,0.08762029990149418,11.484567948688646,(undefined)
Working (cache) memory [TeraBytes],(undefined),0.0006086612719612452,0.0001388700077313258,0.0006086612719403094,6.326235748178311e-05,0.00022105450039785473,0.0001575503123192537,(undefined),(undefined),0.0006086612719612452,0.0001388700077313258,0.0002524257325620704,6.326235748178311e-05,0.00022105450039785473,0.0001575503123192537,(undefined),(undefined),0.0006086612719612452,0.0001388700077313258,0.0002524257325620704,6.326235748178311e-05,0.00022105450039785473,0.0001575503123192537,(undefined),(undefined),0.00012811962556271767,4.750752762533084e-06,(undefined),(undefined),0.00012811962556271767,4.750752762533084e-06,(undefined),(undefined),0.00029272484667737617,7.948520414386242e-05,0.00029272484603594037,3.3513826016852454e-05,3.593925255917951e-05,8.772829479147052e-05,0.0019060708820742656,(undefined)
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Input Buffer Size [PetaBytes],0.12985565184,0.12985565184,0.06492782592,0.12985565184,0.06492782592,0.12985565184,0.12985565184,0.12985565184,0.12985565184,0.12985565184,0.06492782592,0.12985565184,0.06492782592,0.12985565184,0.12985565184,0.12985565184,0.12985565184,0.12985565184,0.06492782592,0.12985565184,0.06492782592,0.12985565184,0.12985565184,0.12985565184,0.008657043456,0.008657043456,0.004328521728,0.002102152,0.008657043456,0.008657043456,0.004328521728,0.00077309411328,0.077913391104,0.077913391104,0.038956695552,0.077913391104,0.038956695552,0.038956695552,0.077913391104,0.077913391104,0.077913391104
Total buffer ingest rate [TeraBytes/s],0.00721420288,0.00721420288,0.00360710144,0.00721420288,0.00360710144,0.00721420288,0.00721420288,0.00721420288,0.00721420288,0.00721420288,0.00360710144,0.00721420288,0.00360710144,0.00721420288,0.00721420288,0.00721420288,0.00721420288,0.00721420288,0.00360710144,0.00721420288,0.00360710144,0.00721420288,0.00721420288,0.00721420288,0.00360710144,0.00360710144,0.00180355072,(undefined),0.00360710144,0.00360710144,0.00180355072,(undefined),0.00360710144,0.00360710144,0.00180355072,0.00360710144,0.00180355072,0.00180355072,0.00360710144,0.00360710144,0.00360710144
Output size [TB],0.0,0.0,0.0,0.0,0.09497676313294258,5.584633672217024,14.246514469941387,12.784238592,0.0,0.0,0.0,0.0,0.09497676313294258,5.584633672217024,14.246514469941387,12.784238592,0.0,0.0,0.0,0.0,0.09497676313294258,5.584633672217024,14.246514469941387,12.784238592,0.0,0.0,0.0,0.2147152,0.0,0.0,0.0,0.77309411328,0.0,0.0,0.0,0.0,0.06658064388822461,0.06658064388822461,2.3778801388651645,311.6735055613349,15.3410863104
Buffer Read Rate [TeraBytes/s],0.007102354773333334,0.014204709546666668,0.007102354773333334,0.07102354773333333,0.04261412864,0.08522825728,0.08522825728,0.08522825728,0.007102354773333334,0.014204709546666668,0.007102354773333334,0.07102354773333333,0.04261412864,0.08522825728,0.08522825728,0.08522825728,0.007102354773333334,0.014204709546666668,0.007102354773333334,0.07102354773333333,0.04261412864,0.08522825728,0.08522825728,0.08522825728,0.003551177386666667,0.007102354773333334,0.003551177386666667,0.0008758966666666667,0.003551177386666667,0.007102354773333334,0.003551177386666667,0.0003221225472,0.003551177386666667,0.007102354773333334,0.003551177386666667,0.035511773866666665,0.02130706432,0.02130706432,0.04261412864,0.04261412864,0.04261412864
Facet visibility rate [TeraBytes/s],0.0,0.00010706937196438299,0.001460892820906564,0.0009636243476794469,0.0029048754766380106,0.0012659119249025768,0.01557117928610682,(undefined),0.0,0.00010706937196438299,0.001460892820906564,0.0008334346054853445,0.0029048754766380106,0.0012659119249025768,0.01557117928610682,(undefined),0.0,0.00010706937196438299,0.001460892820906564,0.0008334346054853445,0.0029048754766380106,0.0012659119249025768,0.01557117928610682,(undefined),0.0,4.308689714754422e-05,0.0005263316899390994,(undefined),0.0,4.308689714754422e-05,0.0005263316899390994,(undefined),0.0,7.517278566296754e-05,0.0008535204266135782,0.0006765550709667078,0.0017529185467577298,0.0017529185467577298,0.0035058370935154596,0.010176119834554508,(undefined)
Image Write Rate [TeraBytes/s],0.0,0.015072230818811459,0.155064103074192,0.13565007736930312,0.039483915134632216,0.2842841889693519,0.5922587270194831,(undefined),0.0,0.015072230818811459,0.155064103074192,0.06028892327524582,0.039483915134632216,0.2842841889693519,0.5922587270194831,(undefined),0.0,0.015072230818811459,0.155064103074192,0.06028892327524582,0.039483915134632216,0.2842841889693519,0.5922587270194831,(undefined),0.0,0.007614500175658578,0.07833847917344214,(undefined),0.0,0.007614500175658578,0.07833847917344214,(undefined),0.0,0.00754710039176144,0.0776450657588625,0.06792390352585298,0.019770734336747406,0.003954146867349482,0.09885367168373703,12.956948454930782,(undefined)
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOP/s],0.009945221561457777,0.03768285107539995,0.013581392498378416,0.34767471036791053,0.15319442654216528,0.1929094640861695,0.3114319143797312,0.008066499433813334,0.009945221561457777,0.03768285107539995,0.013581392498378416,0.21476249646645096,0.15319442654216528,0.1929094640861695,0.3114319143797312,0.008066499433813334,0.009945221561457777,0.03768285107539995,0.013581392498378416,0.21476249646645096,0.15319442654216528,0.1929094640861695,0.3114319143797312,0.008066499433813334,0.004972610780728888,0.013284229564629577,0.0066451509220766,0.00050088,0.004972610780728888,0.013284229564629577,0.0066451509220766,2.755e-07,0.004972610780728888,0.021915311933535055,0.006855170939475541,0.20197907466037174,0.07825047696139723,0.06884012409719353,0.10018548112710703,1.217572568990573,0.004033249716906667
-> DFT [PetaFLOP/s],,0.010202374180408886,0.010202374180408886,0.09182136762368,0.11222611598449776,0.11222611598449776,0.11222611598449776,,,0.010202374180408886,0.010202374180408886,0.09182136762368,0.11222611598449776,0.11222611598449776,0.11222611598449776,,,0.010202374180408886,0.010202374180408886,0.09182136762368,0.11222611598449776,0.11222611598449776,0.11222611598449776,,,0.005101187090204443,0.005101187090204443,,,0.005101187090204443,0.005101187090204443,,,0.005101187090204443,0.005101187090204443,0.04591068381184,0.05611305799224888,0.05611305799224888,0.05611305799224888,0.05611305799224888,
-> Subtract Visibility [PetaFLOP/s],,1.1837257955555556e-06,5.918628977777778e-07,1.065353216e-05,6.510491875555556e-06,1.3020983751111112e-05,1.3020983751111112e-05,,,1.1837257955555556e-06,5.918628977777778e-07,1.065353216e-05,6.510491875555556e-06,1.3020983751111112e-05,1.3020983751111112e-05,,,1.1837257955555556e-06,5.918628977777778e-07,1.065353216e-05,6.510491875555556e-06,1.3020983751111112e-05,1.3020983751111112e-05,,,5.918628977777778e-07,2.959314488888889e-07,,,5.918628977777778e-07,2.959314488888889e-07,,,5.918628977777778e-07,2.959314488888889e-07,5.32676608e-06,3.255245937777778e-06,3.255245937777778e-06,6.510491875555556e-06,6.510491875555556e-06,
-> Flag [PetaFLOP/s],0.0001671290333866667,0.00016512974848,8.256487424e-05,0.00148616773632,0.00090821361664,0.00181642723328,0.00181642723328,0.00181642723328,0.0001671290333866667,0.00016512974848,8.256487424e-05,0.00148616773632,0.00090821361664,0.00181642723328,0.00181642723328,0.00181642723328,0.0001671290333866667,0.00016512974848,8.256487424e-05,0.00148616773632,0.00090821361664,0.00181642723328,0.00181642723328,0.00181642723328,8.356451669333334e-05,8.256487424e-05,4.128243712e-05,,8.356451669333334e-05,8.256487424e-05,4.128243712e-05,,8.356451669333334e-05,8.256487424e-05,4.128243712e-05,0.00074308386816,0.00045410680832,0.00045410680832,0.00090821361664,0.00090821361664,0.00090821361664
-> Degrid [PetaFLOP/s],,0.001894478401609731,0.00011071927227074482,0.017050305614405337,0.006397407706789365,0.0036338558443519205,0.009784972813783956,,,0.001894478401609731,0.00011071927227074482,0.007951217302931666,0.006397407706789365,0.0036338558443519205,0.009784972813783956,,,0.001894478401609731,0.00011071927227074482,0.007951217302931666,0.006397407706789365,0.0036338558443519205,0.009784972813783956,,,0.000571959173839472,3.1909748447705724e-05,,,0.000571959173839472,3.1909748447705724e-05,,,0.0012667701815166795,6.008373045053776e-05,0.011400931630786,0.003526922934686248,0.0007209653034880438,0.001998517496431079,0.025275982846412703,
-> Image Spectral Fitting [PetaFLOP/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.237805973644753e-07,,,
-> Visibility Weighting [PetaFLOP/s],,9.13658640762735e-06,1.9478570945420854e-06,8.222927766864615e-05,3.8731673021840135e-06,1.5190943098830923e-05,2.0761572381475756e-05,,,9.13658640762735e-06,1.9478570945420854e-06,4.000486106329653e-05,3.8731673021840135e-06,1.5190943098830923e-05,2.0761572381475756e-05,,,9.13658640762735e-06,1.9478570945420854e-06,4.000486106329653e-05,3.8731673021840135e-06,1.5190943098830923e-05,2.0761572381475756e-05,,,2.8150106136395565e-06,7.01775586585466e-07,,,2.8150106136395565e-06,7.01775586585466e-07,,,6.414744376573231e-06,1.138027235484771e-06,5.773269938915907e-05,2.3372247290103063e-06,2.3372247290103063e-06,4.674449458020613e-06,1.3568159779406014e-05,
-> Subtract Image Component [PetaFLOP/s],,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,,,,,,,,,0.00019582977166666667,1.1967374935185184e-05,1.1967374935185184e-05,0.0017096249907407406,0.22408396678637038,
-> Demix [PetaFLOP/s],0.009770866947413333,,,,,,,,0.009770866947413333,,,,,,,,0.009770866947413333,,,,,,,,0.0048854334737066666,,,,0.0048854334737066666,,,,0.0048854334737066666,,,,,,,,
-> FFT [PetaFLOP/s],,0.0011163483523001158,0.001301189083204437,0.010047135170854066,0.008491820155473123,0.013477023518773392,0.085125114331738,,,0.0011163483523001158,0.001301189083204437,0.003984698414421124,0.008491820155473123,0.013477023518773392,0.085125114331738,,,0.0011163483523001158,0.001301189083204437,0.003984698414421124,0.008491820155473123,0.013477023518773392,0.085125114331738,,,0.0002977508206894459,0.0006577268478460759,,,0.0002977508206894459,0.0006577268478460759,,,0.0006039892794679617,0.000651593866530417,0.0054359035204875825,0.004400769357030407,0.0008533818511060921,0.014382826502007721,0.48592453384906903,
-> Grid [PetaFLOP/s],,0.001894478401609731,0.00011071927227074482,0.017050305614405337,0.006397407706789365,0.0036338558443519205,0.009784972813783956,,,0.001894478401609731,0.00011071927227074482,0.007951217302931666,0.006397407706789365,0.0036338558443519205,0.009784972813783956,,,0.001894478401609731,0.00011071927227074482,0.007951217302931666,0.006397407706789365,0.0036338558443519205,0.009784972813783956,,,0.000571959173839472,3.1909748447705724e-05,,,0.000571959173839472,3.1909748447705724e-05,,,0.0012667701815166795,6.008373045053776e-05,0.011400931630786,0.003526922934686248,0.0007209653034880438,0.001998517496431079,0.025275982846412703,
-> Gridding Kernel Update [PetaFLOP/s],,0.00676971003996448,0.00019953673252675583,0.060927390359303286,0.003310846811325275,0.01365981485156564,0.02770847834231537,,,0.00676971003996448,0.00019953673252675583,0.028543469706145914,0.003310846811325275,0.01365981485156564,0.02770847834231537,,,0.00676971003996448,0.00019953673252675583,0.028543469706145914,0.003310846811325275,0.01365981485156564,0.02770847834231537,,,0.0018865052622554501,4.344936063122586e-05,,,0.0018865052622554501,4.344936063122586e-05,,,0.004463692733228706,0.0001262002428190741,0.04017323458609474,0.001997305840156163,0.002058776865030524,0.006442207233698544,0.12849450174049198,
-> Correct [PetaFLOP/s],,0.0005681883818666667,7.102354773333334e-05,0.005113695436800001,0.003125036100266667,0.006250072200533334,0.006250072200533334,0.006250072200533334,,0.0005681883818666667,7.102354773333334e-05,0.005113695436800001,0.003125036100266667,0.006250072200533334,0.006250072200533334,0.006250072200533334,,0.0005681883818666667,7.102354773333334e-05,0.005113695436800001,0.003125036100266667,0.006250072200533334,0.006250072200533334,0.006250072200533334,,0.00028409419093333336,3.551177386666667e-05,,,0.00028409419093333336,3.551177386666667e-05,,,0.00028409419093333336,3.551177386666667e-05,0.0025568477184000006,0.0015625180501333334,0.0015625180501333334,0.003125036100266667,0.003125036100266667,0.003125036100266667
-> IFFT [PetaFLOP/s],,0.005581741761500579,0.001301189083204437,0.05023567585427035,0.008491820155473123,0.005390809407509357,0.011350015244231734,,,0.005581741761500579,0.001301189083204437,0.01992349207210562,0.008491820155473123,0.005390809407509357,0.011350015244231734,,,0.005581741761500579,0.001301189083204437,0.01992349207210562,0.008491820155473123,0.005390809407509357,0.011350015244231734,,,0.0014887541034472299,0.0006577268478460759,,,0.0014887541034472299,0.0006577268478460759,,,0.0030199463973398085,0.000651593866530417,0.02717951760243792,0.004400769357030407,0.0042669092555304615,0.005753130600803087,0.0014829239924593173,
-> Identify Component [PetaFLOP/s],,,,0.005373097157049079,1.0463395335770655e-05,0.009261587886350975,0.0031390186007311965,,,,,0.003022158632021813,1.0463395335770655e-05,0.009261587886350975,0.0031390186007311965,,,,,0.003022158632021813,1.0463395335770655e-05,0.009261587886350975,0.0031390186007311965,,,,,,,,,,,,,0.0031343081767983526,6.103822138041579e-06,6.103822138041579e-06,0.00043598729557439844,0.05714572680552755,
-> Average [PetaFLOP/s],4.809468586666667e-06,,,,,,,,4.809468586666667e-06,,,,,,,,4.809468586666667e-06,,,,,,,,2.4047342933333335e-06,,,,2.4047342933333335e-06,,,,2.4047342933333335e-06,,,,,,,,
-> Phase Rotation Predict [PetaFLOP/s],,0.001060618312817778,0.0,0.009545564815360001,0.0,0.0016406439526400005,0.0,,,0.001060618312817778,0.0,0.005369380208640001,0.0,0.0016406439526400005,0.0,,,0.001060618312817778,0.0,0.005369380208640001,0.0,0.0016406439526400005,0.0,,,0.0004060179478755556,0.0,,,0.0004060179478755556,0.0,,,0.000530309156408889,0.0,0.004772782407680001,0.0,0.0,0.0,0.0,
-> Receive [PetaFLOP/s],2.416112071111111e-06,,,,,,,,2.416112071111111e-06,,,,,,,,2.416112071111111e-06,,,,,,,,1.2080560355555556e-06,,,,1.2080560355555556e-06,,,,1.2080560355555556e-06,,,,,,,,
-> Solve [PetaFLOP/s],,2.3926174151111112e-05,,0.003035580916622222,,,,,,2.3926174151111112e-05,,0.003035580916622222,,,,,,2.3926174151111112e-05,,0.003035580916622222,,,,,,1.1963087075555556e-05,,,,1.1963087075555556e-05,,,,1.1963087075555556e-05,,0.001518797091271111,,,,,
-> Degridding Kernel Update [PetaFLOP/s],,0.00676971003996448,0.00019953673252675583,0.060927390359303286,0.003310846811325275,0.01365981485156564,0.02770847834231537,,,0.00676971003996448,0.00019953673252675583,0.028543469706145914,0.003310846811325275,0.01365981485156564,0.02770847834231537,,,0.00676971003996448,0.00019953673252675583,0.028543469706145914,0.003310846811325275,0.01365981485156564,0.02770847834231537,,,0.0018865052622554501,4.344936063122586e-05,,,0.0018865052622554501,4.344936063122586e-05,,,0.004463692733228706,0.0001262002428190741,0.04017323458609474,0.001997305840156163,0.002058776865030524,0.006442207233698544,0.12849450174049198,
-> Phase Rotation [PetaFLOP/s],,0.001060618312817778,0.0,0.009545564815360001,0.0,0.0016406439526400005,0.0,,,0.001060618312817778,0.0,0.005369380208640001,0.0,0.0016406439526400005,0.0,,,0.001060618312817778,0.0,0.005369380208640001,0.0,0.0016406439526400005,0.0,,,0.0004060179478755556,0.0,,,0.0004060179478755556,0.0,,,0.000530309156408889,0.0,0.004772782407680001,0.0,0.0,0.0,0.0,
-> Reprojection [PetaFLOP/s],,9.420144261757161e-05,,0.0008478129835581445,0.00024677446959145134,0.0017767761810584494,0.00370161704387177,,,9.420144261757161e-05,,0.00037680577047028644,0.00024677446959145134,0.0017767761810584494,0.00370161704387177,,,9.420144261757161e-05,,0.00037680577047028644,0.00024677446959145134,0.0017767761810584494,0.00370161704387177,,,4.7590626097866115e-05,,,,4.7590626097866115e-05,,,,4.716937744850901e-05,,0.000424524397036581,0.0001235670896046713,3.089177240116782e-06,0.0006178354480233564,0.08098092784331737,
-> Source Find [PetaFLOP/s],,,,3e-12,,,,,,,,3e-12,,,,,,,,3e-12,,,,,,,,,,,,,,,,2.5e-12,,,,,
-> Reprojection Predict [PetaFLOP/s],,0.000471007213087858,,0.004239064917790722,0.00024677446959145134,0.0007107104724233797,0.0004935489391829027,,,0.000471007213087858,,0.001884028852351432,0.00024677446959145134,0.0007107104724233797,0.0004935489391829027,,,0.000471007213087858,,0.001884028852351432,0.00024677446959145134,0.0007107104724233797,0.0004935489391829027,,,0.0002379531304893306,,,,0.0002379531304893306,,,,0.000235846887242545,,0.002122621985182905,0.0001235670896046713,3.089177240116782e-06,0.0002471341792093426,0.0002471341792093426,
-> DFT [Tera/s],,0.007102354773333334,0.003551177386666667,0.06392119296,0.039062951253333325,0.07812590250666665,0.07812590250666665,,,0.007102354773333334,0.003551177386666667,0.06392119296,0.039062951253333325,0.07812590250666665,0.07812590250666665,,,0.007102354773333334,0.003551177386666667,0.06392119296,0.039062951253333325,0.07812590250666665,0.07812590250666665,,,0.003551177386666667,0.0017755886933333335,,,0.003551177386666667,0.0017755886933333335,,,0.003551177386666667,0.0017755886933333335,0.03196059648,0.019531475626666663,0.019531475626666663,0.039062951253333325,0.039062951253333325,
-> Subtract Visibility [Tera/s],,0.007102354773333334,0.003551177386666667,0.06392119296,0.039062951253333325,0.07812590250666665,0.07812590250666665,,,0.007102354773333334,0.003551177386666667,0.06392119296,0.039062951253333325,0.07812590250666665,0.07812590250666665,,,0.007102354773333334,0.003551177386666667,0.06392119296,0.039062951253333325,0.07812590250666665,0.07812590250666665,,,0.003551177386666667,0.0017755886933333335,,,0.003551177386666667,0.0017755886933333335,,,0.003551177386666667,0.0017755886933333335,0.03196059648,0.019531475626666663,0.019531475626666663,0.039062951253333325,0.039062951253333325,
-> Flag [Tera/s],0.00721420288,0.007102354773333334,0.003551177386666667,0.06392119296,0.039062951253333325,0.07812590250666665,0.07812590250666665,0.07812590250666665,0.00721420288,0.007102354773333334,0.003551177386666667,0.06392119296,0.039062951253333325,0.07812590250666665,0.07812590250666665,0.07812590250666665,0.00721420288,0.007102354773333334,0.003551177386666667,0.06392119296,0.039062951253333325,0.07812590250666665,0.07812590250666665,0.07812590250666665,0.00360710144,0.003551177386666667,0.0017755886933333335,,0.00360710144,0.003551177386666667,0.0017755886933333335,,0.00360710144,0.003551177386666667,0.0017755886933333335,0.03196059648,0.019531475626666663,0.019531475626666663,0.039062951253333325,0.039062951253333325,0.039062951253333325
-> Degrid [Tera/s],,0.006852439805720512,0.001460892820906564,0.06167195825148461,0.014524377383190052,0.011393207324123193,0.015571179286106818,,,0.006852439805720512,0.001460892820906564,0.0300036457974724,0.014524377383190052,0.011393207324123193,0.015571179286106818,,,0.006852439805720512,0.001460892820906564,0.0300036457974724,0.014524377383190052,0.011393207324123193,0.015571179286106818,,,0.002111257960229667,0.0005263316899390994,,,0.002111257960229667,0.0005263316899390994,,,0.004811058282429923,0.0008535204266135783,0.043299524541869305,0.008764592733788648,0.0017529185467577298,0.0035058370935154596,0.01017611983455451,
-> Image Spectral Fitting [Tera/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3729676622741255e-05,,,
-> Visibility Weighting [Tera/s],,0.004432095026985216,0.0003146330279257429,0.03988885524286694,0.000590070886714327,0.006855896994867756,0.0019875234051864275,,,0.004432095026985216,0.0003146330279257429,0.022057746193528023,0.000590070886714327,0.006855896994867756,0.0019875234051864275,,,0.004432095026985216,0.0003146330279257429,0.022057746193528023,0.000590070886714327,0.006855896994867756,0.0019875234051864275,,,0.00179344368649874,0.00015731651396287146,,,0.00179344368649874,0.00015731651396287146,,,0.002216047513492608,0.00015731651396287146,0.01994442762143347,0.0002950354433571635,0.0002950354433571635,0.000590070886714327,0.0009937617025932138,
-> Subtract Image Component [Tera/s],,,,0.0007065108196317871,8.225815653048378e-05,0.011845174540389664,0.024677446959145134,,,,,0.00031400480872523863,8.225815653048378e-05,0.011845174540389664,0.024677446959145134,,,,,0.00031400480872523863,8.225815653048378e-05,0.011845174540389664,0.024677446959145134,,,,,,,,,,,,,0.0004127320526744538,4.805386817959439e-05,4.805386817959439e-05,0.003432419155685313,0.44989404357398544,
-> Demix [Tera/s],0.00721420288,,,,,,,,0.00721420288,,,,,,,,0.00721420288,,,,,,,,0.00360710144,,,,0.00360710144,,,,0.00360710144,,,,,,,,
-> FFT [Tera/s],,0.015072230818811459,0.155064103074192,0.13565007736930312,0.03948391513463221,0.2842841889693519,0.5922587270194831,,,0.015072230818811459,0.155064103074192,0.06028892327524582,0.03948391513463221,0.2842841889693519,0.5922587270194831,,,0.015072230818811459,0.155064103074192,0.06028892327524582,0.03948391513463221,0.2842841889693519,0.5922587270194831,,,0.007614500175658578,0.07833847917344214,,,0.007614500175658578,0.07833847917344214,,,0.00754710039176144,0.0776450657588625,0.06792390352585298,0.019770734336747406,0.003954146867349481,0.09885367168373703,12.95694845493078,
-> Grid [Tera/s],,2.888783386159851,95.72333481180064,25.99905047543865,17.12571740286708,4.456655274050345,9.872608699955654,,,2.888783386159851,95.72333481180064,10.272155486039708,17.12571740286708,4.456655274050345,9.872608699955654,,,2.888783386159851,95.72333481180064,10.272155486039708,17.12571740286708,4.456655274050345,9.872608699955654,,,1.021962109273512,37.40371635744533,,,1.021962109273512,37.40371635744533,,,2.031154151960813,54.44784855356869,18.28038736764732,10.404637199194854,2.0809274398389705,4.161854879677941,8.098975045267883,
-> Gridding Kernel Update [Tera/s],,27.955387921225253,1.0666305003330867,251.59849128346733,30.310376192882718,94.1744261802502,349.9773911126691,,,27.955387921225253,1.0666305003330867,98.31329085855953,30.310376192882718,94.1744261802502,349.9773911126691,,,27.955387921225253,1.0666305003330867,98.31329085855953,30.310376192882718,94.1744261802502,349.9773911126691,,,4.254392864767309,0.02721172727419882,,,4.254392864767309,0.02721172727419882,,,13.665358452891518,0.5884756866949146,122.98822585267763,15.390047026470684,16.68462424142136,95.85704981356822,4027.660307815623,
-> Correct [Tera/s],,0.007102354773333334,0.003551177386666667,0.06392119296,0.039062951253333325,0.07812590250666665,0.07812590250666665,0.07812590250666665,,0.007102354773333334,0.003551177386666667,0.06392119296,0.039062951253333325,0.07812590250666665,0.07812590250666665,0.07812590250666665,,0.007102354773333334,0.003551177386666667,0.06392119296,0.039062951253333325,0.07812590250666665,0.07812590250666665,0.07812590250666665,,0.003551177386666667,0.0017755886933333335,,,0.003551177386666667,0.0017755886933333335,,,0.003551177386666667,0.0017755886933333335,0.03196059648,0.019531475626666663,0.019531475626666663,0.039062951253333325,0.039062951253333325,0.039062951253333325
-> IFFT [Tera/s],,0.07538144134086143,0.1550922798058644,0.6784329720677529,0.03948821991308217,0.11374466999258043,0.07897643982616434,,,0.07538144134086143,0.1550922798058644,0.3015359089868478,0.03948821991308217,0.11374466999258043,0.07897643982616434,,,0.07538144134086143,0.1550922798058644,0.3015359089868478,0.03948821991308217,0.11374466999258043,0.07897643982616434,,,0.03808142258824686,0.07835264061781354,,,0.03808142258824686,0.07835264061781354,,,0.0377456529724191,0.07765916438887902,0.33971087675177186,0.019772888294111043,0.019772888294111043,0.03954577658822209,0.03954577658822209,
