,hpso01 (Ingest) [Na=512] [Bmax=16250.0],hpso01 (RCAL) [Na=512] [Bmax=16250.0],hpso01 (FastImg) [Na=512] [Bmax=16250.0],hpso01 (ICAL) [Na=512] [Bmax=16250.0],hpso01 (DPrepA) [Na=512] [Bmax=16250.0],hpso01 (DPrepB) [Na=512] [Bmax=16250.0],hpso01 (DPrepC) [Na=512] [Bmax=16250.0],hpso01 (DPrepD) [Na=512] [Bmax=16250.0],hpso02a (Ingest) [Na=512] [Bmax=16250.0],hpso02a (RCAL) [Na=512] [Bmax=16250.0],hpso02a (FastImg) [Na=512] [Bmax=16250.0],hpso02a (ICAL) [Na=512] [Bmax=16250.0],hpso02a (DPrepA) [Na=512] [Bmax=16250.0],hpso02a (DPrepB) [Na=512] [Bmax=16250.0],hpso02a (DPrepC) [Na=512] [Bmax=16250.0],hpso02a (DPrepD) [Na=512] [Bmax=16250.0],hpso02b (Ingest) [Na=512] [Bmax=16250.0],hpso02b (RCAL) [Na=512] [Bmax=16250.0],hpso02b (FastImg) [Na=512] [Bmax=16250.0],hpso02b (ICAL) [Na=512] [Bmax=16250.0],hpso02b (DPrepA) [Na=512] [Bmax=16250.0],hpso02b (DPrepB) [Na=512] [Bmax=16250.0],hpso02b (DPrepC) [Na=512] [Bmax=16250.0],hpso02b (DPrepD) [Na=512] [Bmax=16250.0],hpso04a (Ingest) [Nf_max=32768] [Na=512] [Bmax=16250.0],hpso04a (RCAL) [Nf_max=32768] [Na=512] [Bmax=16250.0],hpso04a (FastImg) [Nf_max=32768] [Na=512] [Bmax=16250.0],hpso04a (PSS) [Nf_max=32768] [Na=512] [Bmax=16250.0],hpso05a (Ingest) [Nf_max=32768] [Na=512] [Bmax=16250.0],hpso05a (RCAL) [Nf_max=32768] [Na=512] [Bmax=16250.0],hpso05a (FastImg) [Nf_max=32768] [Na=512] [Bmax=16250.0],hpso05a (PST) [Nf_max=32768] [Na=512] [Bmax=16250.0],max_low (Ingest) [Nf_max=32768] [Na=512] [Bmax=16250.0],max_low (RCAL) [Nf_max=32768] [Na=512] [Bmax=16250.0],max_low (FastImg) [Nf_max=32768] [Na=512] [Bmax=16250.0],max_low (ICAL) [Nf_max=32768] [Na=512] [Bmax=16250.0],max_low (DPrepA) [Nf_max=32768] [Na=512] [Bmax=16250.0],max_low (DPrepA_Image) [Nf_max=32768] [Na=512] [Bmax=16250.0],max_low (DPrepB) [Nf_max=32768] [Na=512] [Bmax=16250.0],max_low (DPrepC) [Nf_max=32768] [Na=512] [Bmax=16250.0],max_low (DPrepD) [Nf_max=32768] [Na=512] [Bmax=16250.0]
-> IFFT [Tera/s],,0.0032714117379400954,0.009698550625055105,0.029442705641460856,0.002468820890527002,0.004937641781054004,0.004937641781054004,,,0.0032714117379400954,0.009698550625055105,0.013086703579198096,0.002468820890527002,0.004937641781054004,0.004937641781054004,,,0.0032714117379400954,0.009698550625055105,0.013086703579198096,0.002468820890527002,0.004937641781054004,0.004937641781054004,,,0.0016527178221467588,0.004899695309432983,,,0.0016527178221467588,0.004899695309432983,,,0.0016380899551638164,0.004856341267433036,0.01474280959647435,0.0012362093853876218,0.0012362093853876218,0.0024724187707752436,0.0024724187707752436,
-> Identify Component [Tera/s],,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,,,,,,,,,4.666666666666667e-10,5.703703703703703e-11,5.703703703703703e-11,4.074074074074074e-09,5.33997037037037e-07,
-> Average [Tera/s],0.10793645844654305,,,,,,,,0.10793645844654305,,,,,,,,0.10793645844654305,,,,,,,,0.05410801896097474,,,,0.05410801896097474,,,,0.05398788511468407,,,,,,,,
-> Phase Rotation Predict [Tera/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Receive [Tera/s],0.10850616908069122,,,,,,,,0.10850616908069122,,,,,,,,0.10850616908069122,,,,,,,,0.05439361211678524,,,,0.05439361211678524,,,,0.054272844179560534,,,,,,,,
-> Solve [Tera/s],,2.62144e-07,,5.461333333333334e-06,,,,,,2.62144e-07,,5.461333333333334e-06,,,,,,2.62144e-07,,5.461333333333334e-06,,,,,,1.31072e-07,,,,1.31072e-07,,,,1.31072e-07,,3.779242666666667e-06,,,,,
-> Degridding Kernel Update [Tera/s],,5.079885376821405,0.03956171485128496,45.718968391615164,2.069575526230761,11.263517164775724,17.628845188759755,,,5.079885376821405,0.03956171485128496,13.854381764074654,2.069575526230761,11.263517164775724,17.628845188759755,,,5.079885376821405,0.03956171485128496,13.854381764074654,2.069575526230761,11.263517164775724,17.628845188759755,,,0.9826360311809983,0.0013771443956679234,,,0.9826360311809983,0.0013771443956679234,,,2.3276029617809986,0.02268978803296835,20.948426655533712,0.9853220755602279,1.0111710311969273,5.351754549106886,49.351647212274905,
-> Phase Rotation [Tera/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Reprojection [Tera/s],,0.0006541766848442473,,0.005887590163598226,0.002467744695914513,0.012338723479572567,0.037016170438717695,,,0.0006541766848442473,,0.0026167067393769888,0.002467744695914513,0.012338723479572567,0.037016170438717695,,,0.0006541766848442473,,0.0026167067393769888,0.002467744695914513,0.012338723479572567,0.037016170438717695,,,0.0003304904590129591,,,,0.0003304904590129591,,,,0.0003275651211702014,,0.0029480860905318133,0.0012356708960467129,3.089177240116782e-05,0.006178354480233564,0.8098092784331737,
-> Source Find [Tera/s],,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,,,,,,,,,1.44e-08,,,,,
-> Reprojection Predict [Tera/s],,0.0032708834242212367,,0.02943795081799113,0.002467744695914513,0.004935489391829026,0.004935489391829026,,,0.0032708834242212367,,0.013083533696884945,0.002467744695914513,0.004935489391829026,0.004935489391829026,,,0.0032708834242212367,,0.013083533696884945,0.002467744695914513,0.004935489391829026,0.004935489391829026,,,0.0016524522950647955,,,,0.0016524522950647955,,,,0.0016378256058510073,,0.014740430452659065,0.0012356708960467129,3.089177240116782e-05,0.0024713417920934257,0.0024713417920934257,
Total visibilities [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-> DFT [Mvis/s],,226.14338663894804,460.2490557020604,226.14338663894804,83.77178260651816,83.77178260651816,316.42756335680326,,,226.14338663894804,460.2490557020604,150.77018483744365,83.77178260651816,83.77178260651816,316.42756335680326,,,226.14338663894804,460.2490557020604,150.77018483744365,83.77178260651816,83.77178260651816,316.42756335680326,,,138.9349013047431,282.0310084673888,,,138.9349013047431,282.0310084673888,,,317.66363026409243,646.276487721248,317.66363026409243,117.67422094773764,117.67422094773764,117.67422094773764,2186.116395889982,
-> Subtract Visibility [Mvis/s],,226.14338663894804,460.2490557020604,226.14338663894804,83.77178260651816,83.77178260651816,316.42756335680326,,,226.14338663894804,460.2490557020604,150.77018483744365,83.77178260651816,83.77178260651816,316.42756335680326,,,226.14338663894804,460.2490557020604,150.77018483744365,83.77178260651816,83.77178260651816,316.42756335680326,,,138.9349013047431,282.0310084673888,,,138.9349013047431,282.0310084673888,,,317.66363026409243,646.276487721248,317.66363026409243,117.67422094773764,117.67422094773764,117.67422094773764,2186.116395889982,
-> Flag [Mvis/s],,226.14338663894804,460.2490557020604,226.14338663894804,83.77178260651816,83.77178260651816,316.42756335680326,546.3301188383343,,226.14338663894804,460.2490557020604,150.77018483744365,83.77178260651816,83.77178260651816,316.42756335680326,546.3301188383343,,226.14338663894804,460.2490557020604,150.77018483744365,83.77178260651816,83.77178260651816,316.42756335680326,546.3301188383343,,138.9349013047431,282.0310084673888,,,138.9349013047431,282.0310084673888,,,317.66363026409243,646.276487721248,317.66363026409243,117.67422094773764,117.67422094773764,117.67422094773764,2186.116395889982,1093.058197944991
-> Degrid [Mvis/s],,14830.83376682938,67016.84771340239,14830.833766837684,693.7152924443507,1438.6789012489262,8676.362158157517,,,14830.83376682938,67016.84771340239,8458.166229192446,693.7152924443507,1438.6789012489262,8676.362158157517,,,14830.83376682938,67016.84771340239,8458.166229192446,693.7152924443507,1438.6789012489262,8676.362158157517,,,5680.420750851061,20332.739240725543,,,5680.420750851061,20332.739240725543,,,12995.88258293161,46976.91250248775,12995.882582903147,482.9214250250311,483.18086984779706,993.7912489162279,39944.094068549486,
-> Image Spectral Fitting [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2316.882930087587,,,
-> Visibility Weighting [Mvis/s],,65.03329412952465,204.19651102115537,65.03329412952465,14.138200923468597,14.138200923468597,46.205401610803726,,,65.03329412952465,204.19651102115537,41.1446826058006,14.138200923468597,14.138200923468597,46.205401610803726,,,65.03329412952465,204.19651102115537,41.1446826058006,14.138200923468597,14.138200923468597,46.205401610803726,,,47.17431868402083,125.12729786649987,,,47.17431868402083,125.12729786649987,,,107.86035547949747,286.73039849872936,107.86035547949747,19.856968739335414,19.856968739335414,19.856968739335414,493.44473582801567,
-> Subtract Image Component [Mvis/s],,,,153.32266051037047,21.031915021998692,21.031915021998692,21.031915021998692,,,,,68.14340467127575,21.031915021998692,21.031915021998692,21.031915021998692,,,,,68.14340467127575,21.031915021998692,21.031915021998692,21.031915021998692,,,,,,,,,,,,,153.5461505485319,21.062572091705334,21.062572091705334,21.06257209170533,21.062572091705334,
-> Demix [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> FFT [Mvis/s],,0.012382352785733837,0.0027516339523852972,0.012382352785733837,0.004586056587308828,0.004586056587308828,0.004586056587308828,,,0.012382352785733837,0.0027516339523852972,0.00825490185715589,0.004586056587308828,0.004586056587308828,0.004586056587308828,,,0.012382352785733837,0.0027516339523852972,0.00825490185715589,0.004586056587308828,0.004586056587308828,0.004586056587308828,,,0.012446581967043185,0.0027659071037873743,,,0.012446581967043185,0.0027659071037873743,,,0.012391374037956078,0.0027536386751013495,0.012391374037956078,0.004589397791835584,0.0045893977918355835,0.004589397791835584,0.004589397791835584,
-> Grid [Mvis/s],,14830.83376682938,67016.84771340239,14830.833766837684,693.7152924443507,1438.6789012489262,8676.362158157517,,,14830.83376682938,67016.84771340239,8458.166229192446,693.7152924443507,1438.6789012489262,8676.362158157517,,,14830.83376682938,67016.84771340239,8458.166229192446,693.7152924443507,1438.6789012489262,8676.362158157517,,,5680.420750851061,20332.739240725543,,,5680.420750851061,20332.739240725543,,,12995.88258293161,46976.91250248775,12995.882582903147,482.9214250250311,483.18086984779706,993.7912489162279,39944.094068549486,
-> Gridding Kernel Update [Mvis/s],,1.5776351620048201,7.906261816182423,1.5776351620057034,0.9437793274091624,0.9786402437476798,1.3043357146596783,,,1.5776351620048201,7.906261816182423,1.3339059531319253,0.9437793274091624,0.9786402437476798,1.3043357146596783,,,1.5776351620048201,7.906261816182423,1.3339059531319253,0.9437793274091624,0.9786402437476798,1.3043357146596783,,,1.8985878794971995,7.868818985471263,,,1.8985878794971995,7.868818985471263,,,1.8997646105671582,7.900131435662883,1.8997646105629975,0.9353870505141164,0.9358895780785655,0.9624541560796437,1.42692623524008,
-> Correct [Mvis/s],,226.14338663894804,460.2490557020604,226.14338663894804,83.77178260651816,83.77178260651816,316.42756335680326,546.3301188383343,,226.14338663894804,460.2490557020604,150.77018483744365,83.77178260651816,83.77178260651816,316.42756335680326,546.3301188383343,,226.14338663894804,460.2490557020604,150.77018483744365,83.77178260651816,83.77178260651816,316.42756335680326,546.3301188383343,,138.9349013047431,282.0310084673888,,,138.9349013047431,282.0310084673888,,,317.66363026409243,646.276487721248,317.66363026409243,117.67422094773764,117.67422094773764,117.67422094773764,2186.116395889982,1093.058197944991
-> IFFT [Mvis/s],,0.061911763928669185,0.0027516339523852972,0.061911763928669185,0.004586056587308828,0.0018344226349235311,0.0006114742116411769,,,0.061911763928669185,0.0027516339523852972,0.04127450928577945,0.004586056587308828,0.0018344226349235311,0.0006114742116411769,,,0.061911763928669185,0.0027516339523852972,0.04127450928577945,0.004586056587308828,0.0018344226349235311,0.0006114742116411769,,,0.06223290983521592,0.0027659071037873743,,,0.06223290983521592,0.0027659071037873743,,,0.06195687018978039,0.0027536386751013495,0.06195687018978039,0.004589397791835584,0.02294698895917792,0.0018357591167342333,1.4005730565904493e-05,
-> Identify Component [Mvis/s],,,,153.32266051037047,21.031915021998692,21.031915021998692,21.031915021998692,,,,,68.14340467127575,21.031915021998692,21.031915021998692,21.031915021998692,,,,,68.14340467127575,21.031915021998692,21.031915021998692,21.031915021998692,,,,,,,,,,,,,153.5461505485319,21.062572091705334,21.062572091705334,21.06257209170533,21.062572091705334,
-> Average [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Phase Rotation Predict [Mvis/s],,226.14338663894804,460.2490557020604,226.14338663894804,83.77178260651816,83.77178260651816,316.42756335680326,,,226.14338663894804,460.2490557020604,150.77018483744365,83.77178260651816,83.77178260651816,316.42756335680326,,,226.14338663894804,460.2490557020604,150.77018483744365,83.77178260651816,83.77178260651816,316.42756335680326,,,138.9349013047431,282.0310084673888,,,138.9349013047431,282.0310084673888,,,317.66363026409243,646.276487721248,317.66363026409243,117.67422094773764,117.67422094773764,117.67422094773764,2186.116395889982,
-> Receive [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Solve [Mvis/s],,226.14338663894807,,226.14338663894807,,,,,,226.14338663894807,,150.77018483744365,,,,,,226.14338663894807,,150.77018483744365,,,,,,138.93490130474314,,,,138.93490130474314,,,,317.66363026409243,,317.66363026409243,,,,,
-> Degridding Kernel Update [Mvis/s],,1.5776351620048201,7.906261816182423,1.5776351620057034,0.9437793274091624,0.9786402437476798,1.3043357146596783,,,1.5776351620048201,7.906261816182423,1.3339059531319253,0.9437793274091624,0.9786402437476798,1.3043357146596783,,,1.5776351620048201,7.906261816182423,1.3339059531319253,0.9437793274091624,0.9786402437476798,1.3043357146596783,,,1.8985878794971995,7.868818985471263,,,1.8985878794971995,7.868818985471263,,,1.8997646105671582,7.900131435662883,1.8997646105629975,0.9353870505141164,0.9358895780785655,0.9624541560796437,1.42692623524008,
-> Phase Rotation [Mvis/s],,226.14338663894804,460.2490557020604,226.14338663894804,16.754356521303635,83.77178260651816,316.42756335680326,,,226.14338663894804,460.2490557020604,150.77018483744365,16.754356521303635,83.77178260651816,316.42756335680326,,,226.14338663894804,460.2490557020604,150.77018483744365,16.754356521303635,83.77178260651816,316.42756335680326,,,138.9349013047431,282.0310084673888,,,138.9349013047431,282.0310084673888,,,317.66363026409243,646.276487721248,317.66363026409243,23.534844189547524,117.67422094773764,117.67422094773764,2186.116395889982,
-> Reprojection [Mvis/s],,153.32266051037047,,153.32266051037047,21.031915021998692,21.031915021998692,21.031915021998692,,,153.32266051037047,,68.14340467127575,21.031915021998692,21.031915021998692,21.031915021998692,,,153.32266051037047,,68.14340467127575,21.031915021998692,21.031915021998692,21.031915021998692,,,154.91740266232458,,,,154.91740266232458,,,,153.54615054853195,,153.54615054853193,21.062572091705334,2.632821511463167,21.06257209170533,21.062572091705334,
-> Source Find [Mvis/s],,,,9e-06,,,,,,,,9e-06,,,,,,,,9e-06,,,,,,,,,,,,,,,,9e-06,,,,,
-> Reprojection Predict [Mvis/s],,766.6133025518524,,766.6133025518524,21.031915021998692,8.412766008799476,2.804255336266492,,,766.6133025518524,,340.7170233563787,21.031915021998692,8.412766008799476,2.804255336266492,,,766.6133025518524,,340.7170233563787,21.031915021998692,8.412766008799476,2.804255336266492,,,774.587013311623,,,,774.587013311623,,,,767.7307527426597,,767.7307527426595,21.062572091705334,2.632821511463167,8.425028836682133,0.06427786893220622,
