,hpso01 (Ingest) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso01 (RCAL) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso01 (FastImg) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso01 (ICAL) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso01 (DPrepA) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso01 (DPrepB) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso01 (DPrepC) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso01 (DPrepD) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso02a (Ingest) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso02a (RCAL) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso02a (FastImg) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso02a (ICAL) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso02a (DPrepA) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso02a (DPrepB) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso02a (DPrepC) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso02a (DPrepD) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso02b (Ingest) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso02b (RCAL) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso02b (FastImg) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso02b (ICAL) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso02b (DPrepA) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso02b (DPrepB) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso02b (DPrepC) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso02b (DPrepD) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso04a (Ingest) [Na=512] [Bmax=4062.5],hpso04a (RCAL) [Na=512] [Bmax=4062.5],hpso04a (FastImg) [Na=512] [Bmax=4062.5],hpso04a (PSS) [Na=512] [Bmax=4062.5],hpso05a (Ingest) [Na=512] [Bmax=4062.5],hpso05a (RCAL) [Na=512] [Bmax=4062.5],hpso05a (FastImg) [Na=512] [Bmax=4062.5],hpso05a (PST) [Na=512] [Bmax=4062.5],max_low (Ingest) [Na=512] [Bmax=4062.5],max_low (RCAL) [Na=512] [Bmax=4062.5],max_low (FastImg) [Na=512] [Bmax=4062.5],max_low (ICAL) [Na=512] [Bmax=4062.5],max_low (DPrepA) [Na=512] [Bmax=4062.5],max_low (DPrepA_Image) [Na=512] [Bmax=4062.5],max_low (DPrepB) [Na=512] [Bmax=4062.5],max_low (DPrepC) [Na=512] [Bmax=4062.5],max_low (DPrepD) [Na=512] [Bmax=4062.5]
-> Image Spectral Fitting [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.80518313047418,,,
-> Visibility Weighting [Mvis/s],,9.98301920229312,71.87657739453516,9.98301920229312,3.7000565236368654,3.7000565236368654,9.08530023494016,,,9.98301920229312,71.87657739453516,6.656745077999149,3.7000565236368654,3.7000565236368654,9.08530023494016,,,9.98301920229312,71.87657739453516,6.656745077999149,3.7000565236368654,3.7000565236368654,9.08530023494016,,,6.11738132356293,44.04441557972399,,,6.11738132356293,44.04441557972399,,,14.01804058593082,100.928256143743,14.01804058593082,5.19557540622114,5.19557540622114,5.19557540622114,396.94282413135886,
-> Subtract Image Component [Mvis/s],,,,9.582666281898154,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,,,4.258962791954734,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,,,4.258962791954734,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,,,,,,,,,,,9.596634409283244,1.3164107557315834,1.3164107557315834,1.3164107557315832,1.3164107557315834,
-> Demix [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> FFT [Mvis/s],,0.003095588196433459,0.0006879084880963243,0.003095588196433459,0.001146514146827207,0.001146514146827207,0.001146514146827207,,,0.003095588196433459,0.0006879084880963243,0.0020637254642889725,0.001146514146827207,0.001146514146827207,0.001146514146827207,,,0.003095588196433459,0.0006879084880963243,0.0020637254642889725,0.001146514146827207,0.001146514146827207,0.001146514146827207,,,0.0031116454917607963,0.0006914767759468436,,,0.0031116454917607963,0.0006914767759468436,,,0.0030978435094890194,0.0006884096687753374,0.0030978435094890194,0.001147349447958896,0.0011473494479588959,0.001147349447958896,0.001147349447958896,
-> Grid [Mvis/s],,675.740080476054,23297.80338621843,675.7400804769931,120.69423325937855,242.87168009504236,596.3239580405715,,,675.740080476054,23297.80338621843,440.29967069770515,120.69423325937855,242.87168009504236,596.3239580405715,,,675.740080476054,23297.80338621843,440.29967069770515,120.69423325937855,242.87168009504236,596.3239580405715,,,204.9183791410129,7135.9058987253275,,,204.9183791410129,7135.9058987253275,,,469.87280068997467,16356.394133027748,469.87280068996705,84.60986374865314,84.61288705956375,170.02615860123964,13052.496073904418,
-> Gridding Kernel Update [Mvis/s],,0.5124786890203655,4.908125063156138,0.5124786890210777,0.4939308984346444,0.4969658612266555,0.49693663170047614,,,0.5124786890203655,4.908125063156138,0.5007771133842076,0.4939308984346444,0.4969658612266555,0.49693663170047614,,,0.5124786890203655,4.908125063156138,0.5007771133842076,0.4939308984346444,0.4969658612266555,0.49693663170047614,,,0.5072282020909643,4.906550708329803,,,0.5072282020909643,4.906550708329803,,,0.5075525641799429,4.90786746735983,0.5075525641799347,0.49317990462516176,0.4931975271117192,0.4955301956982339,0.4979132108270424,
-> Correct [Mvis/s],,8.828056666459311,71.87657739453516,8.828056666459311,3.271986960845036,3.271986960845036,15.615672536915088,85.28239294827226,,8.828056666459311,71.87657739453516,5.886608206588635,3.271986960845036,3.271986960845036,15.615672536915088,85.28239294827226,,8.828056666459311,71.87657739453516,5.886608206588635,3.271986960845036,3.271986960845036,15.615672536915088,85.28239294827226,,5.423657091621816,44.04441557972399,,,5.423657091621816,44.04441557972399,,,12.400770363606494,100.928256143743,12.400770363606492,4.596158580394899,4.596158580394899,4.596158580394899,682.5076307393522,170.62690768483805
-> IFFT [Mvis/s],,0.015477940982167296,0.0006879084880963243,0.015477940982167296,0.001146514146827207,0.0004586056587308828,0.00015286855291029422,,,0.015477940982167296,0.0006879084880963243,0.010318627321444862,0.001146514146827207,0.0004586056587308828,0.00015286855291029422,,,0.015477940982167296,0.0006879084880963243,0.010318627321444862,0.001146514146827207,0.0004586056587308828,0.00015286855291029422,,,0.01555822745880398,0.0006914767759468436,,,0.01555822745880398,0.0006914767759468436,,,0.015489217547445098,0.0006884096687753374,0.015489217547445098,0.001147349447958896,0.00573674723979448,0.00045893977918355834,3.5014326414761233e-06,
-> Identify Component [Mvis/s],,,,9.582666281898154,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,,,4.258962791954734,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,,,4.258962791954734,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,,,,,,,,,,,9.596634409283244,1.3164107557315834,1.3164107557315834,1.3164107557315832,1.3164107557315834,
-> Average [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Phase Rotation Predict [Mvis/s],,8.828056666459311,71.87657739453516,8.828056666459311,3.271986960845036,3.271986960845036,15.615672536915088,,,8.828056666459311,71.87657739453516,5.886608206588635,3.271986960845036,3.271986960845036,15.615672536915088,,,8.828056666459311,71.87657739453516,5.886608206588635,3.271986960845036,3.271986960845036,15.615672536915088,,,5.423657091621816,44.04441557972399,,,5.423657091621816,44.04441557972399,,,12.400770363606494,100.928256143743,12.400770363606492,4.596158580394898,4.596158580394899,4.596158580394899,682.5076307393522,
-> Receive [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Solve [Mvis/s],,8.828056666459311,,8.828056666459311,,,,,,8.828056666459311,,5.886608206588635,,,,,,8.828056666459311,,5.886608206588635,,,,,,5.423657091621816,,,,5.423657091621816,,,,12.400770363606492,,12.400770363606492,,,,,
-> Degridding Kernel Update [Mvis/s],,0.5124786890203655,4.908125063156138,0.5124786890210777,0.4939308984346444,0.4969658612266555,0.49693663170047614,,,0.5124786890203655,4.908125063156138,0.5007771133842076,0.4939308984346444,0.4969658612266555,0.49693663170047614,,,0.5124786890203655,4.908125063156138,0.5007771133842076,0.4939308984346444,0.4969658612266555,0.49693663170047614,,,0.5072282020909643,4.906550708329803,,,0.5072282020909643,4.906550708329803,,,0.5075525641799429,4.90786746735983,0.5075525641799347,0.49317990462516176,0.4931975271117192,0.4955301956982339,0.4979132108270424,
-> Phase Rotation [Mvis/s],,8.828056666459311,71.87657739453516,8.828056666459311,0.654397392169007,3.271986960845036,15.615672536915088,,,8.828056666459311,71.87657739453516,5.886608206588635,0.654397392169007,3.271986960845036,15.615672536915088,,,8.828056666459311,71.87657739453516,5.886608206588635,0.654397392169007,3.271986960845036,15.615672536915088,,,5.423657091621816,44.04441557972399,,,5.423657091621816,44.04441557972399,,,12.400770363606494,100.928256143743,12.400770363606492,0.9192317160789798,4.596158580394899,4.596158580394899,682.5076307393522,
-> Reprojection [Mvis/s],,9.582666281898154,,9.582666281898154,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,9.582666281898154,,4.258962791954734,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,9.582666281898154,,4.258962791954734,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,9.682337666395286,,,,9.682337666395286,,,,9.596634409283247,,9.596634409283245,1.3164107557315834,0.16455134446644792,1.3164107557315832,1.3164107557315834,
-> Source Find [Mvis/s],,,,9e-06,,,,,,,,9e-06,,,,,,,,9e-06,,,,,,,,,,,,,,,,9e-06,,,,,
-> Reprojection Predict [Mvis/s],,47.91333140949077,,47.91333140949077,1.3144946888749183,0.5257978755499673,0.17526595851665575,,,47.91333140949077,,21.29481395977367,1.3144946888749183,0.5257978755499673,0.17526595851665575,,,47.91333140949077,,21.29481395977367,1.3144946888749183,0.5257978755499673,0.17526595851665575,,,48.411688331976436,,,,48.411688331976436,,,,47.98317204641623,,47.98317204641622,1.3164107557315834,0.16455134446644792,0.5265643022926333,0.0040173668082628886,
