,hpso01 (Ingest) [Nf_max=16384] [Na=128],hpso01 (RCAL) [Nf_max=16384] [Na=128],hpso01 (FastImg) [Nf_max=16384] [Na=128],hpso01 (ICAL) [Nf_max=16384] [Na=128],hpso01 (DPrepA) [Nf_max=16384] [Na=128],hpso01 (DPrepB) [Nf_max=16384] [Na=128],hpso01 (DPrepC) [Nf_max=16384] [Na=128],hpso01 (DPrepD) [Nf_max=16384] [Na=128],hpso02a (Ingest) [Nf_max=16384] [Na=128],hpso02a (RCAL) [Nf_max=16384] [Na=128],hpso02a (FastImg) [Nf_max=16384] [Na=128],hpso02a (ICAL) [Nf_max=16384] [Na=128],hpso02a (DPrepA) [Nf_max=16384] [Na=128],hpso02a (DPrepB) [Nf_max=16384] [Na=128],hpso02a (DPrepC) [Nf_max=16384] [Na=128],hpso02a (DPrepD) [Nf_max=16384] [Na=128],hpso02b (Ingest) [Nf_max=16384] [Na=128],hpso02b (RCAL) [Nf_max=16384] [Na=128],hpso02b (FastImg) [Nf_max=16384] [Na=128],hpso02b (ICAL) [Nf_max=16384] [Na=128],hpso02b (DPrepA) [Nf_max=16384] [Na=128],hpso02b (DPrepB) [Nf_max=16384] [Na=128],hpso02b (DPrepC) [Nf_max=16384] [Na=128],hpso02b (DPrepD) [Nf_max=16384] [Na=128],hpso04a (Ingest) [Nf_max=16384] [Na=128],hpso04a (RCAL) [Nf_max=16384] [Na=128],hpso04a (FastImg) [Nf_max=16384] [Na=128],hpso04a (PSS) [Nf_max=16384] [Na=128],hpso05a (Ingest) [Nf_max=16384] [Na=128],hpso05a (RCAL) [Nf_max=16384] [Na=128],hpso05a (FastImg) [Nf_max=16384] [Na=128],hpso05a (PST) [Nf_max=16384] [Na=128],max_low (Ingest) [Nf_max=16384] [Na=128],max_low (RCAL) [Nf_max=16384] [Na=128],max_low (FastImg) [Nf_max=16384] [Na=128],max_low (ICAL) [Nf_max=16384] [Na=128],max_low (DPrepA) [Nf_max=16384] [Na=128],max_low (DPrepA_Image) [Nf_max=16384] [Na=128],max_low (DPrepB) [Nf_max=16384] [Na=128],max_low (DPrepC) [Nf_max=16384] [Na=128],max_low (DPrepD) [Nf_max=16384] [Na=128]
Frequencies predict ifft,16384.0,200.0,40.0,200.0,200,200.0,200.0,16384.0,16384.0,200.0,40.0,200.0,200,200.0,200.0,16384.0,16384.0,200.0,40.0,200.0,200,200.0,200.0,16384.0,16384.0,200.0,40.0,(undefined),16384.0,200.0,40.0,(undefined),16384.0,200.0,40.0,200.0,200,200.0,200.0,200.0,16384.0
Frequencies predict kernels0,(undefined),199.4667596878358,364.52288461678205,199.4667596878358,265.63588697841703,199.05237204583554,604.8849622430292,(undefined),(undefined),199.4667596878358,364.52288461678205,201.87073720464088,265.63588697841703,199.05237204583554,604.8849622430292,(undefined),(undefined),199.4667596878358,364.52288461678205,201.87073720464088,265.63588697841703,199.05237204583554,604.8849622430292,(undefined),(undefined),121.7097560834995,222.75933872570835,(undefined),(undefined),121.7097560834995,222.75933872570835,(undefined),(undefined),277.9976118807018,511.6591552951528,277.9976118807018,351.9465976296726,358.9021190509513,277.48520338519785,841.0439984309672,(undefined)
Frequencies predict kernels1,,213.56650432445457,365.0584953999703,213.5665043242223,265.63588697841703,218.15734719428568,604.8849622430292,,,213.56650432445457,365.0584953999703,214.78169369360822,265.63588697841703,218.15734719428568,604.8849622430292,,,213.56650432445457,365.0584953999703,214.78169369360822,265.63588697841703,218.15734719428568,604.8849622430292,,,133.46572489358715,222.83688638800666,,,133.46572489358715,222.83688638800666,,,292.17076159700207,512.317136997464,292.17076143143504,351.9465976296726,358.9021190509513,301.22257589075963,1237.7927625562772,
Frequencies predict kernels2,,213.56650432445457,369.3268941633874,213.5665043242223,265.63588697841703,233.9206813222378,604.8849622430292,,,213.56650432445457,369.3268941633874,214.78169369360822,265.63588697841703,233.9206813222378,604.8849622430292,,,213.56650432445457,369.3268941633874,214.78169369360822,265.63588697841703,233.9206813222378,604.8849622430292,,,138.40861793335623,223.45734073105942,,,138.40861793335623,223.45734073105942,,,292.17076159700207,517.5643890331957,292.17076143143504,351.9465976296726,358.9021190509513,315.32941959530615,1644.9273992816527,
Frequencies predict kernels3,,213.56650432445457,402.0118333134956,213.5665043242223,265.63588697841703,233.9206813222378,604.8849622430292,,,213.56650432445457,402.0118333134956,214.78169369360822,265.63588697841703,233.9206813222378,604.8849622430292,,,213.56650432445457,402.0118333134956,214.78169369360822,265.63588697841703,233.9206813222378,604.8849622430292,,,138.40861793335623,228.37652250683485,,,138.40861793335623,228.37652250683485,,,292.17076159700207,557.966411514353,292.17076143143504,351.9465976296726,358.9021190509513,315.32941959530615,1644.9273992816527,
Frequencies predict kernels4,,213.56650432445457,604.480524482634,213.5665043242223,265.63588697841703,233.9206813222378,604.8849622430292,,,213.56650432445457,604.480524482634,214.78169369360822,265.63588697841703,233.9206813222378,604.8849622430292,,,213.56650432445457,604.480524482634,214.78169369360822,265.63588697841703,233.9206813222378,604.8849622430292,,,138.40861793335623,264.67650784043434,,,138.40861793335623,264.67650784043434,,,292.17076159700207,813.8877027939092,292.17076143143504,351.9465976296726,358.9021190509513,315.32941959530615,1644.9273992816527,
Frequencies predict de-grid0,16384.0,247.8208046142168,1186.6956875807953,247.8208046142168,610.88622741501,500.0,1500.0,(undefined),16384.0,247.8208046142168,1186.6956875807953,264.29606514294204,610.88622741501,500.0,1500.0,(undefined),16384.0,247.8208046142168,1186.6956875807953,264.29606514294204,610.88622741501,500.0,1500.0,(undefined),16384.0,242.71959454507825,727.1815092638062,(undefined),16384.0,242.71959454507825,727.1815092638062,(undefined),16384.0,347.98681916370214,1666.3443177517802,347.98681916370214,857.7991819532908,857.7991819532908,500.0,16384.0,16384.0
Frequencies predict de-grid1,16384.0,494.94943095103616,2372.6984303939844,494.94943095103616,1221.0797008176821,500.0,2372.6984303939844,,16384.0,494.94943095103616,2372.6984303939844,527.899891637071,1221.0797008176821,500.0,2372.6984303939844,,16384.0,494.94943095103616,2372.6984303939844,527.899891637071,1221.0797008176821,500.0,2372.6984303939844,,16384.0,485.0159097761033,1453.9394929925988,,16384.0,485.0159097761033,1453.9394929925988,,16384.0,695.0020427868894,3331.7159644487933,695.0020427868894,1714.625960512763,1714.625960512763,686.4337711722908,16384.0,16384.0
Frequencies predict de-grid2,16384.0,989.2061999638064,4744.703814848597,989.2061999638064,2441.466451169051,977.0023310935779,4744.703814848597,,16384.0,989.2061999638064,4744.703814848597,1055.1070910546564,2441.466451169051,977.0023310935779,4744.703814848597,,16384.0,989.2061999638064,4744.703814848597,1055.1070910546564,2441.466451169051,977.0023310935779,4744.703814848597,,16384.0,969.6083556181683,2907.4553987723175,,16384.0,969.6083556181683,2907.4553987723175,,16384.0,1389.0318113753438,6662.459115881312,1389.0318113753438,3428.279241973887,3428.279241973887,1371.8952766430345,16384.0,16384.0
Frequencies predict de-grid3,16384.0,1977.719495566752,9488.714533153065,1977.719495566752,4882.239853545328,1953.3117608590187,9488.714533153065,,16384.0,1977.719495566752,9488.714533153065,2109.521262583198,4882.239853545328,1953.3117608590187,9488.714533153065,,16384.0,1977.719495566752,9488.714533153065,2109.521262583198,4882.239853545328,1953.3117608590187,9488.714533153065,,16384.0,1938.7931548514175,5814.487179478897,,16384.0,1938.7931548514175,5814.487179478897,,16384.0,2777.0910083918284,13323.945347729323,2777.0910083918284,6855.585666930379,6855.585666930379,2742.8179431826493,16384.0,16384.0
Frequencies predict de-grid4,16384.0,3954.7459654110153,16384.0,3954.7459654110153,9763.786609120725,3905.930497514414,16384.0,,16384.0,3954.7459654110153,16384.0,4218.3494918582865,9763.786609120725,3905.930497514414,16384.0,,16384.0,3954.7459654110153,16384.0,4218.3494918582865,9763.786609120725,3905.930497514414,16384.0,,16384.0,3877.1627070570735,11628.550725478857,,16384.0,3877.1627070570735,11628.550725478857,,16384.0,5553.209232136797,16384.0,5553.209232136797,13710.1984478155,13710.1984478155,5484.663103847904,16384.0,16384.0
Frequencies total0,16384.0,16384.0,16384.0,16384.0,9763.786609120725,9763.786609120725,16384.0,16384.0,16384.0,16384.0,16384.0,16384.0,9763.786609120725,9763.786609120725,16384.0,16384.0,16384.0,16384.0,16384.0,16384.0,9763.786609120725,9763.786609120725,16384.0,16384.0,16384.0,16153.503118368213,11628.550725478857,(undefined),16384.0,16153.503118368213,11628.550725478857,(undefined),16384.0,16384.0,16384.0,16384.0,13710.1984478155,13710.1984478155,13710.1984478155,16384.0,16384.0
Frequencies total1,16384.0,16384.0,16384.0,16384.0,9763.786609120725,9763.786609120725,16384.0,16384.0,16384.0,16384.0,16384.0,16384.0,9763.786609120725,9763.786609120725,16384.0,16384.0,16384.0,16384.0,16384.0,16384.0,9763.786609120725,9763.786609120725,16384.0,16384.0,16384.0,16153.503118368213,11628.550725478857,,16384.0,16153.503118368213,11628.550725478857,,16384.0,16384.0,16384.0,16384.0,13710.1984478155,13710.1984478155,13710.1984478155,16384.0,16384.0
Frequencies total2,16384.0,16384.0,16384.0,16384.0,9763.786609120725,9763.786609120725,16384.0,16384.0,16384.0,16384.0,16384.0,16384.0,9763.786609120725,9763.786609120725,16384.0,16384.0,16384.0,16384.0,16384.0,16384.0,9763.786609120725,9763.786609120725,16384.0,16384.0,16384.0,16153.503118368213,11628.550725478857,,16384.0,16153.503118368213,11628.550725478857,,16384.0,16384.0,16384.0,16384.0,13710.1984478155,13710.1984478155,13710.1984478155,16384.0,16384.0
Frequencies total3,16384.0,16384.0,16384.0,16384.0,9763.786609120725,9763.786609120725,16384.0,16384.0,16384.0,16384.0,16384.0,16384.0,9763.786609120725,9763.786609120725,16384.0,16384.0,16384.0,16384.0,16384.0,16384.0,9763.786609120725,9763.786609120725,16384.0,16384.0,16384.0,16153.503118368213,11628.550725478857,,16384.0,16153.503118368213,11628.550725478857,,16384.0,16384.0,16384.0,16384.0,13710.1984478155,13710.1984478155,13710.1984478155,16384.0,16384.0
Frequencies total4,16384.0,16384.0,16384.0,16384.0,9763.786609120725,9763.786609120725,16384.0,16384.0,16384.0,16384.0,16384.0,16384.0,9763.786609120725,9763.786609120725,16384.0,16384.0,16384.0,16384.0,16384.0,16384.0,9763.786609120725,9763.786609120725,16384.0,16384.0,16384.0,16153.503118368213,11628.550725478857,,16384.0,16153.503118368213,11628.550725478857,,16384.0,16384.0,16384.0,16384.0,13710.1984478155,13710.1984478155,13710.1984478155,16384.0,16384.0
Frequencies backward kernels0,(undefined),199.4667596878358,364.52288461678205,199.4667596878358,265.63588697841703,199.05237204583554,604.8849622430292,(undefined),(undefined),199.4667596878358,364.52288461678205,201.87073720464088,265.63588697841703,199.05237204583554,604.8849622430292,(undefined),(undefined),199.4667596878358,364.52288461678205,201.87073720464088,265.63588697841703,199.05237204583554,604.8849622430292,(undefined),(undefined),121.7097560834995,222.75933872570835,(undefined),(undefined),121.7097560834995,222.75933872570835,(undefined),(undefined),277.9976118807018,511.6591552951528,277.9976118807018,351.9465976296726,358.9021190509513,277.48520338519785,841.0439984309672,(undefined)
Frequencies backward kernels1,,213.56650432445457,365.0584953999703,213.5665043242223,265.63588697841703,218.15734719428568,604.8849622430292,,,213.56650432445457,365.0584953999703,214.78169369360822,265.63588697841703,218.15734719428568,604.8849622430292,,,213.56650432445457,365.0584953999703,214.78169369360822,265.63588697841703,218.15734719428568,604.8849622430292,,,133.46572489358715,222.83688638800666,,,133.46572489358715,222.83688638800666,,,292.17076159700207,512.317136997464,292.17076143143504,351.9465976296726,358.9021190509513,301.22257589075963,1237.7927625562772,
Frequencies backward kernels2,,213.56650432445457,369.3268941633874,213.5665043242223,265.63588697841703,233.9206813222378,604.8849622430292,,,213.56650432445457,369.3268941633874,214.78169369360822,265.63588697841703,233.9206813222378,604.8849622430292,,,213.56650432445457,369.3268941633874,214.78169369360822,265.63588697841703,233.9206813222378,604.8849622430292,,,138.40861793335623,223.45734073105942,,,138.40861793335623,223.45734073105942,,,292.17076159700207,517.5643890331957,292.17076143143504,351.9465976296726,358.9021190509513,315.32941959530615,1644.9273992816527,
Frequencies backward kernels3,,213.56650432445457,402.0118333134956,213.5665043242223,265.63588697841703,233.9206813222378,604.8849622430292,,,213.56650432445457,402.0118333134956,214.78169369360822,265.63588697841703,233.9206813222378,604.8849622430292,,,213.56650432445457,402.0118333134956,214.78169369360822,265.63588697841703,233.9206813222378,604.8849622430292,,,138.40861793335623,228.37652250683485,,,138.40861793335623,228.37652250683485,,,292.17076159700207,557.966411514353,292.17076143143504,351.9465976296726,358.9021190509513,315.32941959530615,1644.9273992816527,
Frequencies backward kernels4,,213.56650432445457,604.480524482634,213.5665043242223,265.63588697841703,233.9206813222378,604.8849622430292,,,213.56650432445457,604.480524482634,214.78169369360822,265.63588697841703,233.9206813222378,604.8849622430292,,,213.56650432445457,604.480524482634,214.78169369360822,265.63588697841703,233.9206813222378,604.8849622430292,,,138.40861793335623,264.67650784043434,,,138.40861793335623,264.67650784043434,,,292.17076159700207,813.8877027939092,292.17076143143504,351.9465976296726,358.9021190509513,315.32941959530615,1644.9273992816527,
Frequencies backward grid0,16384.0,247.8208046142168,1186.6956875807953,247.8208046142168,610.88622741501,500.0,1500.0,(undefined),16384.0,247.8208046142168,1186.6956875807953,264.29606514294204,610.88622741501,500.0,1500.0,(undefined),16384.0,247.8208046142168,1186.6956875807953,264.29606514294204,610.88622741501,500.0,1500.0,(undefined),16384.0,242.71959454507825,727.1815092638062,(undefined),16384.0,242.71959454507825,727.1815092638062,(undefined),16384.0,347.98681916370214,1666.3443177517802,347.98681916370214,857.7991819532908,857.7991819532908,500.0,16384.0,16384.0
Frequencies backward grid1,16384.0,494.94943095103616,2372.6984303939844,494.94943095103616,1221.0797008176821,500.0,2372.6984303939844,,16384.0,494.94943095103616,2372.6984303939844,527.899891637071,1221.0797008176821,500.0,2372.6984303939844,,16384.0,494.94943095103616,2372.6984303939844,527.899891637071,1221.0797008176821,500.0,2372.6984303939844,,16384.0,485.0159097761033,1453.9394929925988,,16384.0,485.0159097761033,1453.9394929925988,,16384.0,695.0020427868894,3331.7159644487933,695.0020427868894,1714.625960512763,1714.625960512763,686.4337711722908,16384.0,16384.0
Frequencies backward grid2,16384.0,989.2061999638064,4744.703814848597,989.2061999638064,2441.466451169051,977.0023310935779,4744.703814848597,,16384.0,989.2061999638064,4744.703814848597,1055.1070910546564,2441.466451169051,977.0023310935779,4744.703814848597,,16384.0,989.2061999638064,4744.703814848597,1055.1070910546564,2441.466451169051,977.0023310935779,4744.703814848597,,16384.0,969.6083556181683,2907.4553987723175,,16384.0,969.6083556181683,2907.4553987723175,,16384.0,1389.0318113753438,6662.459115881312,1389.0318113753438,3428.279241973887,3428.279241973887,1371.8952766430345,16384.0,16384.0
Frequencies backward grid3,16384.0,1977.719495566752,9488.714533153065,1977.719495566752,4882.239853545328,1953.3117608590187,9488.714533153065,,16384.0,1977.719495566752,9488.714533153065,2109.521262583198,4882.239853545328,1953.3117608590187,9488.714533153065,,16384.0,1977.719495566752,9488.714533153065,2109.521262583198,4882.239853545328,1953.3117608590187,9488.714533153065,,16384.0,1938.7931548514175,5814.487179478897,,16384.0,1938.7931548514175,5814.487179478897,,16384.0,2777.0910083918284,13323.945347729323,2777.0910083918284,6855.585666930379,6855.585666930379,2742.8179431826493,16384.0,16384.0
Frequencies backward grid4,16384.0,3954.7459654110153,16384.0,3954.7459654110153,9763.786609120725,3905.930497514414,16384.0,,16384.0,3954.7459654110153,16384.0,4218.3494918582865,9763.786609120725,3905.930497514414,16384.0,,16384.0,3954.7459654110153,16384.0,4218.3494918582865,9763.786609120725,3905.930497514414,16384.0,,16384.0,3877.1627070570735,11628.550725478857,,16384.0,3877.1627070570735,11628.550725478857,,16384.0,5553.209232136797,16384.0,5553.209232136797,13710.1984478155,13710.1984478155,5484.663103847904,16384.0,16384.0
Frequencies backward fft,65536,40,40,40,200,500,1500,8192,65536,40,40,40,200,500,1500,8192,65536,40,40,40,200,500,1500,8192,65536,40,40,(undefined),65536,40,40,(undefined),65536,40,40,40,200,40,500,65536,16384
Channels out,65536,40,40,40,40,500,1500,8192,65536,40,40,40,40,500,1500,8192,65536,40,40,40,40,500,1500,8192,65536,40,40,128,65536,40,40,4096,65536,40,40,40,40,40,500,65536,16384
-- Visibility --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingest rate [M/s],150.29589333333334,150.29589333333334,150.29589333333334,150.29589333333334,150.29589333333334,150.29589333333334,150.29589333333334,150.29589333333334,150.29589333333334,150.29589333333334,150.29589333333334,150.29589333333334,150.29589333333334,150.29589333333334,150.29589333333334,150.29589333333334,150.29589333333334,150.29589333333334,150.29589333333334,150.29589333333334,150.29589333333334,150.29589333333334,150.29589333333334,150.29589333333334,150.29589333333334,150.29589333333334,150.29589333333334,(undefined),150.29589333333334,150.29589333333334,150.29589333333334,(undefined),150.29589333333334,150.29589333333334,150.29589333333334,150.29589333333334,150.29589333333334,150.29589333333334,150.29589333333334,150.29589333333334,150.29589333333334
Averaged rate0 [M/s],68.50910342558514,68.50910342558514,68.50910342558514,68.50910342558514,40.82692057065399,40.82692057065399,68.50910342558514,68.50910342558514,68.50910342558514,68.50910342558514,68.50910342558514,68.50910342558514,40.82692057065399,40.82692057065399,68.50910342558514,68.50910342558514,68.50910342558514,68.50910342558514,68.50910342558514,68.50910342558514,40.82692057065399,40.82692057065399,68.50910342558514,68.50910342558514,68.50910342558514,67.54528905162353,48.624364278655655,(undefined),68.50910342558514,67.54528905162353,48.624364278655655,(undefined),68.50910342558514,68.50910342558514,68.50910342558514,68.50910342558514,57.32869894083795,57.32869894083795,57.32869894083795,68.50910342558514,68.50910342558514
Averaged rate1 [M/s],19.335787049793765,19.335787049793765,19.335787049793765,19.335787049793765,11.522857585057757,11.522857585057757,19.335787049793765,19.335787049793765,19.335787049793765,19.335787049793765,19.335787049793765,19.335787049793765,11.522857585057757,11.522857585057757,19.335787049793765,19.335787049793765,19.335787049793765,19.335787049793765,19.335787049793765,19.335787049793765,11.522857585057757,11.522857585057757,19.335787049793765,19.335787049793765,19.335787049793765,19.06376320830977,13.723582795750977,,19.335787049793765,19.06376320830977,13.723582795750977,,19.335787049793765,19.335787049793765,19.335787049793765,19.335787049793765,16.18026596663657,16.18026596663657,16.18026596663657,19.335787049793765,19.335787049793765
Averaged rate2 [M/s],21.87466980569179,21.87466980569179,21.87466980569179,21.87466980569179,13.03586475389105,13.03586475389105,21.87466980569179,21.87466980569179,21.87466980569179,21.87466980569179,21.87466980569179,21.87466980569179,13.03586475389105,13.03586475389105,21.87466980569179,21.87466980569179,21.87466980569179,21.87466980569179,21.87466980569179,21.87466980569179,13.03586475389105,13.03586475389105,21.87466980569179,21.87466980569179,21.87466980569179,21.566927912568197,15.525555873937241,,21.87466980569179,21.566927912568197,15.525555873937241,,21.87466980569179,21.87466980569179,21.87466980569179,21.87466980569179,18.304813477567883,18.304813477567883,18.304813477567883,21.87466980569179,21.87466980569179
Averaged rate3 [M/s],27.503431680203885,27.503431680203885,27.503431680203885,27.503431680203885,16.390236690920496,16.390236690920496,27.503431680203885,27.503431680203885,27.503431680203885,27.503431680203885,27.503431680203885,27.503431680203885,16.390236690920496,16.390236690920496,27.503431680203885,27.503431680203885,27.503431680203885,27.503431680203885,27.503431680203885,27.503431680203885,16.390236690920496,16.390236690920496,27.503431680203885,27.503431680203885,27.503431680203885,27.116502039306674,19.520571924926337,,27.503431680203885,27.116502039306674,19.520571924926337,,27.503431680203885,27.503431680203885,27.503431680203885,27.503431680203885,23.014984517305358,23.014984517305358,23.014984517305358,27.503431680203885,27.503431680203885
Averaged rate4 [M/s],10.742732483169847,10.742732483169847,10.742732483169847,10.742732483169847,6.401962131624755,6.401962131624755,10.742732483169847,10.742732483169847,10.742732483169847,10.742732483169847,10.742732483169847,10.742732483169847,6.401962131624755,6.401962131624755,10.742732483169847,10.742732483169847,10.742732483169847,10.742732483169847,10.742732483169847,10.742732483169847,6.401962131624755,6.401962131624755,10.742732483169847,10.742732483169847,10.742732483169847,10.591599283854958,7.624658789721071,,10.742732483169847,10.591599283854958,7.624658789721071,,10.742732483169847,10.742732483169847,10.742732483169847,10.742732483169847,8.989562635257105,8.989562635257105,8.989562635257105,10.742732483169847,10.742732483169847
Predict rate0 [M/s],(undefined),0.09326283582088865,4.465912587625227,0.09326283582088865,0.22989587989328858,0.18816587244575997,0.5644976173372799,(undefined),(undefined),0.09326283582088865,4.465912587625227,0.0994629993632062,0.22989587989328858,0.18816587244575997,0.5644976173372799,(undefined),(undefined),0.09326283582088865,4.465912587625227,0.0994629993632062,0.22989587989328858,0.18816587244575997,0.5644976173372799,(undefined),(undefined),0.09134308853451155,2.736614862340972,(undefined),(undefined),0.09134308853451155,2.736614862340972,(undefined),(undefined),0.13095848685512584,6.270982646895968,0.13095848685512584,0.3228170629110003,0.3228170629110003,0.18816587244575997,6.165819308302663,(undefined)
Predict rate1 [M/s],,0.05257088084446567,2.520153346260388,0.05257088084446567,0.12969655370637773,0.05310732527104001,0.35002129809172056,,,0.05257088084446567,2.520153346260388,0.05607070251143341,0.12969655370637773,0.05310732527104001,0.35002129809172056,,,0.05257088084446567,2.520153346260388,0.05607070251143341,0.12969655370637773,0.05310732527104001,0.35002129809172056,,,0.05151579536421782,1.5442967515753787,,,0.05151579536421782,1.5442967515753787,,,0.07381939910064121,3.5387704686939765,0.07381939910064121,0.1821183972062414,0.1821183972062414,0.07290932312534698,2.4169733812242207,
Predict rate2 [M/s],,0.11886415462985994,5.701290670657796,0.11886415462985994,0.407457523048379,0.11739772371128458,1.583691852960499,,,0.11886415462985994,5.701290670657796,0.1267828814930306,0.407457523048379,0.11739772371128458,1.583691852960499,,,0.11886415462985994,5.701290670657796,0.1267828814930306,0.407457523048379,0.11739772371128458,1.583691852960499,,,0.11650925511467586,3.493631844520774,,,0.11650925511467586,3.493631844520774,,,0.1669076599187857,8.005687495632474,0.1669076599187857,0.5721471894827739,0.5721471894827739,0.1648485141973823,5.468667451422948,
Predict rate3 [M/s],,0.33199507463944977,14.33563175695677,0.33199507463944977,2.048925022252694,0.32789780618240216,7.964239864975983,,,0.33199507463944977,14.33563175695677,0.39346702693274227,2.048925022252694,0.32789780618240216,7.964239864975983,,,0.33199507463944977,14.33563175695677,0.39346702693274227,2.048925022252694,0.32789780618240216,7.964239864975983,,,0.5424343371226289,8.784577380773761,,,0.5424343371226289,8.784577380773761,,,0.46618367199104715,20.12993155052731,0.46618367199104715,2.877077209750438,2.877077209750438,0.4604303339328695,13.751715840101943,
Predict rate4 [M/s],,0.5186130120276589,10.742732483169847,0.5186130120276589,3.2009810658123774,0.5122115043048322,10.742732483169847,,,0.5186130120276589,10.742732483169847,0.6914764421317907,3.2009810658123774,0.5122115043048322,10.742732483169847,,,0.5186130120276589,10.742732483169847,0.6914764421317907,3.2009810658123774,0.5122115043048322,10.742732483169847,,,0.8473983104581047,7.62465878972107,,,0.8473983104581047,7.62465878972107,,,0.7282304834462238,10.742732483169847,0.7282304834462238,4.4947813176285525,4.4947813176285525,0.7192415586541752,10.742732483169847,
Backward rate0 [M/s],(undefined),0.09326283582088865,4.465912587625227,0.09326283582088865,0.22989587989328858,0.18816587244575997,0.5644976173372799,(undefined),(undefined),0.09326283582088865,4.465912587625227,0.0994629993632062,0.22989587989328858,0.18816587244575997,0.5644976173372799,(undefined),(undefined),0.09326283582088865,4.465912587625227,0.0994629993632062,0.22989587989328858,0.18816587244575997,0.5644976173372799,(undefined),(undefined),0.09134308853451155,2.736614862340972,(undefined),(undefined),0.09134308853451155,2.736614862340972,(undefined),(undefined),0.13095848685512584,6.270982646895968,0.13095848685512584,0.3228170629110003,0.3228170629110003,0.18816587244575997,6.165819308302663,(undefined)
Backward rate1 [M/s],,0.05257088084446567,2.520153346260388,0.05257088084446567,0.12969655370637773,0.05310732527104001,0.35002129809172056,,,0.05257088084446567,2.520153346260388,0.05607070251143341,0.12969655370637773,0.05310732527104001,0.35002129809172056,,,0.05257088084446567,2.520153346260388,0.05607070251143341,0.12969655370637773,0.05310732527104001,0.35002129809172056,,,0.05151579536421782,1.5442967515753787,,,0.05151579536421782,1.5442967515753787,,,0.07381939910064121,3.5387704686939765,0.07381939910064121,0.1821183972062414,0.1821183972062414,0.07290932312534698,2.4169733812242207,
Backward rate2 [M/s],,0.11886415462985994,5.701290670657796,0.11886415462985994,0.407457523048379,0.11739772371128458,1.583691852960499,,,0.11886415462985994,5.701290670657796,0.1267828814930306,0.407457523048379,0.11739772371128458,1.583691852960499,,,0.11886415462985994,5.701290670657796,0.1267828814930306,0.407457523048379,0.11739772371128458,1.583691852960499,,,0.11650925511467586,3.493631844520774,,,0.11650925511467586,3.493631844520774,,,0.1669076599187857,8.005687495632474,0.1669076599187857,0.5721471894827739,0.5721471894827739,0.1648485141973823,5.468667451422948,
Backward rate3 [M/s],,0.33199507463944977,14.33563175695677,0.33199507463944977,2.048925022252694,0.32789780618240216,7.964239864975983,,,0.33199507463944977,14.33563175695677,0.39346702693274227,2.048925022252694,0.32789780618240216,7.964239864975983,,,0.33199507463944977,14.33563175695677,0.39346702693274227,2.048925022252694,0.32789780618240216,7.964239864975983,,,0.5424343371226289,8.784577380773761,,,0.5424343371226289,8.784577380773761,,,0.46618367199104715,20.12993155052731,0.46618367199104715,2.877077209750438,2.877077209750438,0.4604303339328695,13.751715840101943,
Backward rate4 [M/s],,0.5186130120276589,10.742732483169847,0.5186130120276589,3.2009810658123774,0.5122115043048322,10.742732483169847,,,0.5186130120276589,10.742732483169847,0.6914764421317907,3.2009810658123774,0.5122115043048322,10.742732483169847,,,0.5186130120276589,10.742732483169847,0.6914764421317907,3.2009810658123774,0.5122115043048322,10.742732483169847,,,0.8473983104581047,7.62465878972107,,,0.8473983104581047,7.62465878972107,,,0.7282304834462238,10.742732483169847,0.7282304834462238,4.4947813176285525,4.4947813176285525,0.7192415586541752,10.742732483169847,
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delta W earth0 [lambda],0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.22656956841670498,0.22656956841670498,0.22656956841670498,(undefined),0.22656956841670498,0.22656956841670498,0.22656956841670498,(undefined),0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373
Delta W earth1 [lambda],0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.9062782736668199,0.9062782736668199,0.9062782736668199,,0.9062782736668199,0.9062782736668199,0.9062782736668199,,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493
