,hpso01 (Ingest) [Na=128] [Bmax=32500.0],hpso01 (RCAL) [Na=128] [Bmax=32500.0],hpso01 (FastImg) [Na=128] [Bmax=32500.0],hpso01 (ICAL) [Na=128] [Bmax=32500.0],hpso01 (DPrepA) [Na=128] [Bmax=32500.0],hpso01 (DPrepB) [Na=128] [Bmax=32500.0],hpso01 (DPrepC) [Na=128] [Bmax=32500.0],hpso01 (DPrepD) [Na=128] [Bmax=32500.0],hpso02a (Ingest) [Na=128] [Bmax=32500.0],hpso02a (RCAL) [Na=128] [Bmax=32500.0],hpso02a (FastImg) [Na=128] [Bmax=32500.0],hpso02a (ICAL) [Na=128] [Bmax=32500.0],hpso02a (DPrepA) [Na=128] [Bmax=32500.0],hpso02a (DPrepB) [Na=128] [Bmax=32500.0],hpso02a (DPrepC) [Na=128] [Bmax=32500.0],hpso02a (DPrepD) [Na=128] [Bmax=32500.0],hpso02b (Ingest) [Na=128] [Bmax=32500.0],hpso02b (RCAL) [Na=128] [Bmax=32500.0],hpso02b (FastImg) [Na=128] [Bmax=32500.0],hpso02b (ICAL) [Na=128] [Bmax=32500.0],hpso02b (DPrepA) [Na=128] [Bmax=32500.0],hpso02b (DPrepB) [Na=128] [Bmax=32500.0],hpso02b (DPrepC) [Na=128] [Bmax=32500.0],hpso02b (DPrepD) [Na=128] [Bmax=32500.0],hpso04a (Ingest) [Nf_max=32768] [Na=128] [Bmax=32500.0],hpso04a (RCAL) [Nf_max=32768] [Na=128] [Bmax=32500.0],hpso04a (FastImg) [Nf_max=32768] [Na=128] [Bmax=32500.0],hpso04a (PSS) [Nf_max=32768] [Na=128] [Bmax=32500.0],hpso05a (Ingest) [Nf_max=32768] [Na=128] [Bmax=32500.0],hpso05a (RCAL) [Nf_max=32768] [Na=128] [Bmax=32500.0],hpso05a (FastImg) [Nf_max=32768] [Na=128] [Bmax=32500.0],hpso05a (PST) [Nf_max=32768] [Na=128] [Bmax=32500.0],max_low (Ingest) [Nf_max=32768] [Na=128] [Bmax=32500.0],max_low (RCAL) [Nf_max=32768] [Na=128] [Bmax=32500.0],max_low (FastImg) [Nf_max=32768] [Na=128] [Bmax=32500.0],max_low (ICAL) [Nf_max=32768] [Na=128] [Bmax=32500.0],max_low (DPrepA) [Nf_max=32768] [Na=128] [Bmax=32500.0],max_low (DPrepA_Image) [Nf_max=32768] [Na=128] [Bmax=32500.0],max_low (DPrepB) [Nf_max=32768] [Na=128] [Bmax=32500.0],max_low (DPrepC) [Nf_max=32768] [Na=128] [Bmax=32500.0],max_low (DPrepD) [Nf_max=32768] [Na=128] [Bmax=32500.0]
-> Degrid [PetaFLOP/s],,0.0008049854382229422,7.854064912595529e-05,0.007244868944004147,0.0026532731155103463,0.0013325189085304826,0.0039964760724711034,,,0.0008049854382229422,7.854064912595529e-05,0.0032058174828520658,0.0026532731155103463,0.0013325189085304826,0.0039964760724711034,,,0.0008049854382229422,7.854064912595529e-05,0.0032058174828520658,0.0026532731155103463,0.0013325189085304826,0.0039964760724711034,,,0.00023772794032770353,2.2075215232573085e-05,,,0.00023772794032770353,2.2075215232573085e-05,,,0.0005422941536624131,5.439607028967514e-05,0.0048806473828367156,0.0017505458008633954,0.00035450662223537356,0.0008510097186466988,0.021509511532408977,
-> Image Spectral Fitting [PetaFLOP/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0594514934111882e-07,,,
-> Visibility Weighting [PetaFLOP/s],,4.059781868874308e-06,1.7294712551360116e-06,3.653803681986877e-05,2.3821843722361794e-06,4.764368744472359e-06,1.47311304917786e-05,,,4.059781868874308e-06,1.7294712551360116e-06,1.6891573440578935e-05,2.3821843722361794e-06,4.764368744472359e-06,1.47311304917786e-05,,,4.059781868874308e-06,1.7294712551360116e-06,1.6891573440578935e-05,2.3821843722361794e-06,4.764368744472359e-06,1.47311304917786e-05,,,1.2460207069568708e-06,5.298918668547484e-07,,,1.2460207069568708e-06,5.298918668547484e-07,,,2.8510411981698153e-06,1.2142519091759915e-06,2.565937078352834e-05,1.6730624550211646e-06,1.6730624550211646e-06,3.346124910042329e-06,3.91468717813209e-05,
-> Subtract Image Component [PetaFLOP/s],,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,,,,,,,,,0.00019582977166666667,1.1967374935185184e-05,1.1967374935185184e-05,0.0017096249907407406,0.22408396678637038,
-> Demix [PetaFLOP/s],0.02309483732440468,,,,,,,,0.02309483732440468,,,,,,,,0.02309483732440468,,,,,,,,0.011577319854996281,,,,0.011577319854996281,,,,0.011551623080983857,,,,,,,,
-> FFT [PetaFLOP/s],,0.0004170968065732319,0.00030106875220797905,0.003753871259163475,0.0019398307637095036,0.006254439843341434,0.01970686551950417,,,0.0004170968065732319,0.00030106875220797905,0.0013542708737647152,0.0019398307637095036,0.006254439843341434,0.01970686551950417,,,0.0004170968065732319,0.00030106875220797905,0.0013542708737647152,0.0019398307637095036,0.006254439843341434,0.01970686551950417,,,9.173485963674202e-05,0.00015219137365813043,,,9.173485963674202e-05,0.00015219137365813043,,,0.0002258977565495719,0.00015076646807074686,0.0020330798091794857,0.0010501518770903889,0.00020261461828385662,0.0033662612089697475,0.16191460039086902,
-> Grid [PetaFLOP/s],,0.0008049854382229422,7.854064912595529e-05,0.007244868944004147,0.0026532731155103463,0.0013325189085304826,0.0039964760724711034,,,0.0008049854382229422,7.854064912595529e-05,0.0032058174828520658,0.0026532731155103463,0.0013325189085304826,0.0039964760724711034,,,0.0008049854382229422,7.854064912595529e-05,0.0032058174828520658,0.0026532731155103463,0.0013325189085304826,0.0039964760724711034,,,0.00023772794032770353,2.2075215232573085e-05,,,0.00023772794032770353,2.2075215232573085e-05,,,0.0005422941536624131,5.439607028967514e-05,0.0048806473828367156,0.0017505458008633954,0.00035450662223537356,0.0008510097186466988,0.021509511532408977,
-> Gridding Kernel Update [PetaFLOP/s],,0.002906595614458628,0.0001282736967752543,0.02615936053011679,0.0014877333143775463,0.0040723928891694015,0.010070827984493056,,,0.002906595614458628,0.0001282736967752543,0.012029500294965006,0.0014877333143775463,0.0040723928891694015,0.010070827984493056,,,0.002906595614458628,0.0001282736967752543,0.012029500294965006,0.0014877333143775463,0.0040723928891694015,0.010070827984493056,,,0.0008476958009377363,3.5661858341774836e-05,,,0.0008476958009377363,3.5661858341774836e-05,,,0.0019345838909157233,8.864763185090682e-05,0.01741125501766651,0.0009574130714539675,0.000974250273674821,0.0025097254341334943,0.05173853387424537,
-> Correct [PetaFLOP/s],,0.0005398186960743279,7.629315223275542e-05,0.004858368264668951,0.0010997289761685506,0.0021994579523371013,0.006713797396482477,0.006713797396482477,,0.0005398186960743279,7.629315223275542e-05,0.003238997335646305,0.0010997289761685506,0.0021994579523371013,0.006713797396482477,0.006713797396482477,,0.0005398186960743279,7.629315223275542e-05,0.003238997335646305,0.0010997289761685506,0.0021994579523371013,0.006713797396482477,0.006713797396482477,,0.00016582326055079123,2.3375429516266608e-05,,,0.00016582326055079123,2.3375429516266608e-05,,,0.0003791416864107951,5.3564989609685245e-05,0.0034122751776971562,0.0007723946726639479,0.0007723946726639479,0.0015447893453278958,0.011592598360888478,0.005796299180444239
-> IFFT [PetaFLOP/s],,0.0020854840328661597,0.00030106875220797905,0.018769356295817375,0.0019398307637095036,0.0025017759373365737,0.0026275820692672224,,,0.0020854840328661597,0.00030106875220797905,0.006771354368823576,0.0019398307637095036,0.0025017759373365737,0.0026275820692672224,,,0.0020854840328661597,0.00030106875220797905,0.006771354368823576,0.0019398307637095036,0.0025017759373365737,0.0026275820692672224,,,0.0004586742981837101,0.00015219137365813043,,,0.0004586742981837101,0.00015219137365813043,,,0.00112948878274786,0.00015076646807074686,0.010165399045897429,0.0010501518770903889,0.0010130730914192831,0.0013465044835878988,0.0004941241467006501,
-> Identify Component [PetaFLOP/s],,,,0.0020986176942622697,1.0309161292275997e-05,0.0010309161292275995,0.003092748387682799,,,,,0.0013430289730054531,1.0309161292275997e-05,0.0010309161292275995,0.003092748387682799,,,,,0.0013430289730054531,1.0309161292275997e-05,0.0010309161292275995,0.003092748387682799,,,,,,,,,,,,,0.0012241940304495882,6.0137211352048395e-06,6.0137211352048395e-06,0.00042955150965748854,0.056302175473826335,
-> Average [PetaFLOP/s],1.1373270001219685e-05,,,,,,,,1.1373270001219685e-05,,,,,,,,1.1373270001219685e-05,,,,,,,,5.7013646522324735e-06,,,,5.7013646522324735e-06,,,,5.688706142866749e-06,,,,,,,,
-> Phase Rotation Predict [PetaFLOP/s],,0.00039361779922086415,0.0,0.003542560192987777,0.0,0.0,0.0,,,0.00039361779922086415,0.0,0.0015115320899682753,0.0,0.0,0.0,,,0.00039361779922086415,0.0,0.0015115320899682753,0.0,0.0,0.0,,,0.00012091279415161862,0.0,,,0.00012091279415161862,0.0,,,0.000276457479674538,0.0,0.0024881173170708424,0.0,0.0,0.0,0.0,
-> Receive [PetaFLOP/s],5.693879245937451e-06,,,,,,,,5.693879245937451e-06,,,,,,,,5.693879245937451e-06,,,,,,,,2.8543138308847423e-06,,,,2.8543138308847423e-06,,,,2.8479765133187054e-06,,,,,,,,
-> Solve [PetaFLOP/s],,2.274410390976366e-05,,0.0028842759257297484,,,,,,2.274410390976366e-05,,0.0019246487085311436,,,,,,2.274410390976366e-05,,0.0019246487085311436,,,,,,7.035131642949635e-06,,,,7.035131642949635e-06,,,,1.592339938711646e-05,,0.002025717067150907,,,,,
-> Degridding Kernel Update [PetaFLOP/s],,0.002906595614458628,0.0001282736967752543,0.02615936053011679,0.0014877333143775463,0.0040723928891694015,0.010070827984493056,,,0.002906595614458628,0.0001282736967752543,0.012029500294965006,0.0014877333143775463,0.0040723928891694015,0.010070827984493056,,,0.002906595614458628,0.0001282736967752543,0.012029500294965006,0.0014877333143775463,0.0040723928891694015,0.010070827984493056,,,0.0008476958009377363,3.5661858341774836e-05,,,0.0008476958009377363,3.5661858341774836e-05,,,0.0019345838909157233,8.864763185090682e-05,0.01741125501766651,0.0009574130714539675,0.000974250273674821,0.0025097254341334943,0.05173853387424537,
-> Phase Rotation [PetaFLOP/s],,0.00039361779922086415,0.0,0.003542560192987777,0.0,0.0,0.0,,,0.00039361779922086415,0.0,0.0015115320899682753,0.0,0.0,0.0,,,0.00039361779922086415,0.0,0.0015115320899682753,0.0,0.0,0.0,,,0.00012091279415161862,0.0,,,0.00012091279415161862,0.0,,,0.000276457479674538,0.0,0.0024881173170708424,0.0,0.0,0.0,0.0,
-> Reprojection [PetaFLOP/s],,2.3550360654392903e-05,,0.00021195324588953613,6.169361739786284e-05,0.00030846808698931414,0.0009254042609679425,,,2.3550360654392903e-05,,9.420144261757161e-05,6.169361739786284e-05,0.00030846808698931414,0.0009254042609679425,,,2.3550360654392903e-05,,9.420144261757161e-05,6.169361739786284e-05,0.00030846808698931414,0.0009254042609679425,,,1.1897656524466529e-05,,,,1.1897656524466529e-05,,,,1.1792344362127252e-05,,0.00010613109925914525,3.0891772401167826e-05,7.722943100291955e-07,0.0001544588620058391,0.020245231960829342,
-> Source Find [PetaFLOP/s],,,,3e-12,,,,,,,,3e-12,,,,,,,,3e-12,,,,,,,,,,,,,,,,2.5e-12,,,,,
-> Reprojection Predict [PetaFLOP/s],,0.0001177518032719645,,0.0010597662294476804,6.169361739786284e-05,0.00012338723479572567,0.00012338723479572567,,,0.0001177518032719645,,0.000471007213087858,6.169361739786284e-05,0.00012338723479572567,0.00012338723479572567,,,0.0001177518032719645,,0.000471007213087858,6.169361739786284e-05,0.00012338723479572567,0.00012338723479572567,,,5.948828262233265e-05,,,,5.948828262233265e-05,,,,5.896172181063625e-05,,0.0005306554962957263,3.0891772401167826e-05,7.722943100291955e-07,6.178354480233565e-05,6.178354480233565e-05,
-> DFT [Tera/s],,0.006747733700929098,0.0038146576116377708,0.060729603308361885,0.013746612202106878,0.027493224404213756,0.08392246745603096,,,0.006747733700929098,0.0038146576116377708,0.04048746669557881,0.013746612202106878,0.027493224404213756,0.08392246745603096,,,0.006747733700929098,0.0038146576116377708,0.04048746669557881,0.013746612202106878,0.027493224404213756,0.08392246745603096,,,0.0020727907568848904,0.0011687714758133304,,,0.0020727907568848904,0.0011687714758133304,,,0.004739271080134938,0.002678249480484262,0.042653439721214444,0.009654933408299348,0.009654933408299348,0.019309866816598697,0.14490747951110597,
-> Subtract Visibility [Tera/s],,0.006747733700929098,0.0038146576116377708,0.060729603308361885,0.013746612202106878,0.027493224404213756,0.08392246745603096,,,0.006747733700929098,0.0038146576116377708,0.04048746669557881,0.013746612202106878,0.027493224404213756,0.08392246745603096,,,0.006747733700929098,0.0038146576116377708,0.04048746669557881,0.013746612202106878,0.027493224404213756,0.08392246745603096,,,0.0020727907568848904,0.0011687714758133304,,,0.0020727907568848904,0.0011687714758133304,,,0.004739271080134938,0.002678249480484262,0.042653439721214444,0.009654933408299348,0.009654933408299348,0.019309866816598697,0.14490747951110597,
-> Flag [Tera/s],0.017059905001829526,0.006747733700929098,0.0038146576116377716,0.060729603308361885,0.013746612202106878,0.027493224404213756,0.08392246745603098,0.08392246745603098,0.017059905001829526,0.006747733700929098,0.0038146576116377716,0.04048746669557881,0.013746612202106878,0.027493224404213756,0.08392246745603098,0.08392246745603098,0.017059905001829526,0.006747733700929098,0.0038146576116377716,0.04048746669557881,0.013746612202106878,0.027493224404213756,0.08392246745603098,0.08392246745603098,0.008552046978348712,0.0020727907568848904,0.0011687714758133304,,0.008552046978348712,0.0020727907568848904,0.0011687714758133304,,0.008533059214300124,0.004739271080134938,0.0026782494804842624,0.042653439721214444,0.009654933408299348,0.009654933408299348,0.019309866816598697,0.14490747951110597,0.07245373975555298
-> Degrid [Tera/s],,0.003044836401655731,0.0012971034413520087,0.027403527614901578,0.008933191395885673,0.003573276558354269,0.011048347868833953,,,0.003044836401655731,0.0012971034413520087,0.012668680080434203,0.008933191395885673,0.003573276558354269,0.011048347868833953,,,0.003044836401655731,0.0012971034413520087,0.012668680080434203,0.008933191395885673,0.003573276558354269,0.011048347868833953,,,0.0009345155302176531,0.0003974189001410613,,,0.0009345155302176531,0.0003974189001410613,,,0.002138280898627362,0.0009106889318819937,0.019244528087646255,0.0062739842063293675,0.0012547968412658734,0.002509593682531747,0.029360153835990676,
-> Image Spectral Fitting [Tera/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4324191556853137e-06,,,
-> Visibility Weighting [Tera/s],,0.0016702298149635204,0.0002894547486683136,0.015032068334671682,0.000501375721698456,0.001002751443396912,0.0014336012615229821,,,0.0016702298149635204,0.0002894547486683136,0.00902951164476691,0.000501375721698456,0.001002751443396912,0.0014336012615229821,,,0.0016702298149635204,0.0002894547486683136,0.00902951164476691,0.000501375721698456,0.001002751443396912,0.0014336012615229821,,,0.0008357793402022169,0.0001447273743341568,,,0.0008357793402022169,0.0001447273743341568,,,0.0008352083336346296,0.0001447273743341568,0.007516875002711666,0.00025074204618849864,0.00025074204618849864,0.0005014840923769973,0.0007168006307614911,
-> Subtract Image Component [Tera/s],,,,0.00017662770490794677,2.0564539132620944e-05,0.0020564539132620946,0.006169361739786283,,,,,7.850120218130966e-05,2.0564539132620944e-05,0.0020564539132620946,0.006169361739786283,,,,,7.850120218130966e-05,2.0564539132620944e-05,0.0020564539132620946,0.006169361739786283,,,,,,,,,,,,,0.00010318301316861345,1.2013467044898598e-05,1.2013467044898598e-05,0.0008581047889213283,0.11247351089349636,
-> Demix [Tera/s],0.017059905001829526,,,,,,,,0.017059905001829526,,,,,,,,0.017059905001829526,,,,,,,,0.008552046978348712,,,,0.008552046978348712,,,,0.008533059214300124,,,,,,,,
-> FFT [Tera/s],,0.0037680577047028646,0.038766025768548,0.03391251934232578,0.009870978783658052,0.04935489391829027,0.14806468175487078,,,0.0037680577047028646,0.038766025768548,0.015072230818811455,0.009870978783658052,0.04935489391829027,0.14806468175487078,,,0.0037680577047028646,0.038766025768548,0.015072230818811455,0.009870978783658052,0.04935489391829027,0.14806468175487078,,,0.0019036250439146444,0.019584619793360535,,,0.0019036250439146444,0.019584619793360535,,,0.00188677509794036,0.019411266439715625,0.016980975881463245,0.0049426835841868515,0.0009885367168373702,0.024713417920934257,3.239237113732695,
-> Grid [Tera/s],,0.5591654317210426,17.250182455056517,5.032488885489383,2.2598788232952334,0.9039515293180933,1.7876406598463854,,,0.5591654317210426,17.250182455056517,1.8641842565979667,2.2598788232952334,0.9039515293180933,1.7876406598463854,,,0.5591654317210426,17.250182455056517,1.8641842565979667,2.2598788232952334,0.9039515293180933,1.7876406598463854,,,0.17310396668258787,5.340238909281612,,,0.17310396668258787,5.340238909281612,,,0.39315897891185125,12.128905634923232,3.538430810206662,1.5889604935191353,0.3177920987038271,0.6355841974076542,6.479885844963222,
-> Gridding Kernel Update [Tera/s],,9.91224774356456,0.07589394395097504,89.21022969183092,5.007931637803734,30.24207898645432,51.74332254154834,,,9.91224774356456,0.07589394395097504,37.441230654131274,5.007931637803734,30.24207898645432,51.74332254154834,,,9.91224774356456,0.07589394395097504,37.441230654131274,5.007931637803734,30.24207898645432,51.74332254154834,,,1.718130617589083,0.0024777508355594505,,,1.718130617589083,0.0024777508355594505,,,4.6713740651059545,0.043107098443558214,42.04236657452662,2.3373172126543333,2.5507989105037794,14.066485440628664,292.4624729135037,
-> Correct [Tera/s],,0.006747733700929098,0.0038146576116377716,0.060729603308361885,0.013746612202106878,0.027493224404213756,0.08392246745603098,0.08392246745603098,,0.006747733700929098,0.0038146576116377716,0.04048746669557881,0.013746612202106878,0.027493224404213756,0.08392246745603098,0.08392246745603098,,0.006747733700929098,0.0038146576116377716,0.04048746669557881,0.013746612202106878,0.027493224404213756,0.08392246745603098,0.08392246745603098,,0.0020727907568848904,0.0011687714758133304,,,0.0020727907568848904,0.0011687714758133304,,,0.004739271080134938,0.0026782494804842624,0.042653439721214444,0.009654933408299348,0.009654933408299348,0.019309866816598697,0.14490747951110597,0.07245373975555298
-> IFFT [Tera/s],,0.018846628288140616,0.038780114134384217,0.16961965459326556,0.00987313117288303,0.01974626234576606,0.01974626234576606,,,0.018846628288140616,0.038780114134384217,0.0753915849642635,0.00987313117288303,0.01974626234576606,0.01974626234576606,,,0.018846628288140616,0.038780114134384217,0.0753915849642635,0.00987313117288303,0.01974626234576606,0.01974626234576606,,,0.009521311544556784,0.019591700515546234,,,0.009521311544556784,0.019591700515546234,,,0.009437047681455518,0.019418315754723886,0.08493342913309966,0.004943760562868669,0.004943760562868669,0.009887521125737339,0.009887521125737339,
-> Identify Component [Tera/s],,,,2e-08,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,1.28e-08,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,1.28e-08,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,,,,,,,,,1.1666666666666669e-08,5.703703703703703e-11,5.703703703703703e-11,4.074074074074074e-09,5.33997037037037e-07,
-> Average [Tera/s],0.01677504968475545,,,,,,,,0.01677504968475545,,,,,,,,0.01677504968475545,,,,,,,,0.00840925040044346,,,,0.00840925040044346,,,,0.00839057968186189,,,,,,,,
-> Phase Rotation Predict [Tera/s],,0.1686933425232275,0.0,1.5182400827090474,0.0,0.0,0.0,,,0.1686933425232275,0.0,0.647799467129261,0.0,0.0,0.0,,,0.1686933425232275,0.0,0.647799467129261,0.0,0.0,0.0,,,0.05181976892212226,0.0,,,0.05181976892212226,0.0,,,0.11848177700337346,0.0,1.0663359930303613,0.0,0.0,0.0,0.0,
-> Receive [Tera/s],0.017059905001829526,,,,,,,,0.017059905001829526,,,,,,,,0.017059905001829526,,,,,,,,0.008552046978348712,,,,0.008552046978348712,,,,0.008533059214300124,,,,,,,,
-> Solve [Tera/s],,6.5536e-08,,1.3653333333333335e-06,,,,,,6.5536e-08,,1.3653333333333335e-06,,,,,,6.5536e-08,,1.3653333333333335e-06,,,,,,3.2768e-08,,,,3.2768e-08,,,,3.2768e-08,,9.448106666666668e-07,,,,,
-> Degridding Kernel Update [Tera/s],,9.91224774356456,0.07589394395097504,89.21022969183092,5.007931637803734,30.24207898645432,51.74332254154834,,,9.91224774356456,0.07589394395097504,37.441230654131274,5.007931637803734,30.24207898645432,51.74332254154834,,,9.91224774356456,0.07589394395097504,37.441230654131274,5.007931637803734,30.24207898645432,51.74332254154834,,,1.718130617589083,0.0024777508355594505,,,1.718130617589083,0.0024777508355594505,,,4.6713740651059545,0.043107098443558214,42.04236657452662,2.3373172126543333,2.5507989105037794,14.066485440628664,292.4624729135037,
-> Phase Rotation [Tera/s],,0.003044836401655731,0.0,0.027403527614901578,0.0,0.0,0.0,,,0.003044836401655731,0.0,0.012668680080434203,0.0,0.0,0.0,,,0.003044836401655731,0.0,0.012668680080434203,0.0,0.0,0.0,,,0.0009345155302176531,0.0,,,0.0009345155302176531,0.0,,,0.002138280898627362,0.0,0.019244528087646255,0.0,0.0,0.0,0.0,
-> Reprojection [Tera/s],,0.0037680577047028646,,0.03391251934232578,0.009870978783658052,0.04935489391829027,0.14806468175487078,,,0.0037680577047028646,,0.015072230818811455,0.009870978783658052,0.04935489391829027,0.14806468175487078,,,0.0037680577047028646,,0.015072230818811455,0.009870978783658052,0.04935489391829027,0.14806468175487078,,,0.0019036250439146444,,,,0.0019036250439146444,,,,0.00188677509794036,,0.016980975881463245,0.0049426835841868515,0.00012356708960467128,0.024713417920934257,3.239237113732695,
-> Source Find [Tera/s],,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,,,,,,,,,1.44e-08,,,,,
-> Reprojection Predict [Tera/s],,0.018840288523514326,,0.1695625967116289,0.009870978783658052,0.019741957567316105,0.019741957567316105,,,0.018840288523514326,,0.07536115409405728,0.009870978783658052,0.019741957567316105,0.019741957567316105,,,0.018840288523514326,,0.07536115409405728,0.009870978783658052,0.019741957567316105,0.019741957567316105,,,0.009518125219573221,,,,0.009518125219573221,,,,0.009433875489701801,,0.08490487940731621,0.0049426835841868515,0.00012356708960467128,0.009885367168373703,0.009885367168373703,
Total visibilities [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-> DFT [Mvis/s],,70.28889271801145,79.4720335757869,70.28889271801145,26.03525038277818,26.03525038277818,79.4720335757869,,,70.28889271801145,79.4720335757869,46.86049386062362,26.03525038277818,26.03525038277818,79.4720335757869,,,70.28889271801145,79.4720335757869,46.86049386062362,26.03525038277818,26.03525038277818,79.4720335757869,,,43.183140768435216,48.6988114922221,,,43.183140768435216,48.6988114922221,,,98.7348141694779,111.59372835351091,98.7348141694779,36.57171745567935,36.57171745567935,36.57171745567935,274.4459839225492,
-> Subtract Visibility [Mvis/s],,70.28889271801145,79.4720335757869,70.28889271801145,26.03525038277818,26.03525038277818,79.4720335757869,,,70.28889271801145,79.4720335757869,46.86049386062362,26.03525038277818,26.03525038277818,79.4720335757869,,,70.28889271801145,79.4720335757869,46.86049386062362,26.03525038277818,26.03525038277818,79.4720335757869,,,43.183140768435216,48.6988114922221,,,43.183140768435216,48.6988114922221,,,98.7348141694779,111.59372835351091,98.7348141694779,36.57171745567935,36.57171745567935,36.57171745567935,274.4459839225492,
-> Flag [Mvis/s],,70.28889271801145,79.4720335757869,70.28889271801145,26.03525038277818,26.03525038277818,79.4720335757869,79.4720335757869,,70.28889271801145,79.4720335757869,46.86049386062362,26.03525038277818,26.03525038277818,79.4720335757869,79.4720335757869,,70.28889271801145,79.4720335757869,46.86049386062362,26.03525038277818,26.03525038277818,79.4720335757869,79.4720335757869,,43.183140768435216,48.6988114922221,,,43.183140768435216,48.6988114922221,,,98.7348141694779,111.59372835351091,98.7348141694779,36.57171745567935,36.57171745567935,36.57171745567935,274.4459839225492,137.2229919612746
-> Degrid [Mvis/s],,152.1607806375894,9817.58114074441,152.16078063754046,453.35607529357986,1138.4156781569532,5392.8546502853305,,,152.1607806375894,9817.58114074441,87.32326942608584,453.35607529357986,1138.4156781569532,5392.8546502853305,,,152.1607806375894,9817.58114074441,87.32326942608584,453.35607529357986,1138.4156781569532,5392.8546502853305,,,45.13232195781541,2759.4019040716357,,,45.13232195781541,2759.4019040716357,,,102.53940169572105,6799.508786209392,102.53940169309485,299.2228454941788,302.9811622166066,727.3204432328267,23149.56630226364,
-> Image Spectral Fitting [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9267.531720350347,,,
-> Visibility Weighting [Mvis/s],,1.268681834023221,27.022988361500182,1.268681834023221,3.3837846196536643,3.3837846196536643,10.462450633365483,,,1.268681834023221,27.022988361500182,0.916426510448076,3.3837846196536643,3.3837846196536643,10.462450633365483,,,1.268681834023221,27.022988361500182,0.916426510448076,3.3837846196536643,3.3837846196536643,10.462450633365483,,,0.7787629418480443,16.559120839210888,,,0.7787629418480443,16.559120839210888,,,1.7819007488561347,37.94537216174974,1.7819007488561347,4.753018338128308,4.753018338128308,4.753018338128308,55.60635196210355,
-> Subtract Image Component [Mvis/s],,,,35.325540981589356,84.12766008799477,84.12766008799477,84.12766008799477,,,,,24.53162568165927,84.12766008799477,84.12766008799477,84.12766008799477,,,,,24.53162568165927,84.12766008799477,84.12766008799477,84.12766008799477,,,,,,,,,,,,,35.37703308638175,84.25028836682134,84.25028836682134,84.25028836682132,84.25028836682134,
-> Demix [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> FFT [Mvis/s],,0.005943529337152241,0.0055032679047705944,0.005943529337152241,0.009172113174617656,0.009172113174617656,0.009172113174617656,,,0.005943529337152241,0.0055032679047705944,0.004952941114293534,0.009172113174617656,0.009172113174617656,0.009172113174617656,,,0.005943529337152241,0.0055032679047705944,0.004952941114293534,0.009172113174617656,0.009172113174617656,0.009172113174617656,,,0.0059743593441807285,0.0055318142075747485,,,0.0059743593441807285,0.0055318142075747485,,,0.005947859538218918,0.005507277350202699,0.005947859538218918,0.009178795583671169,0.009178795583671167,0.009178795583671169,0.009178795583671169,
-> Grid [Mvis/s],,152.1607806375894,9817.58114074441,152.16078063754046,453.35607529357986,1138.4156781569532,5392.8546502853305,,,152.1607806375894,9817.58114074441,87.32326942608584,453.35607529357986,1138.4156781569532,5392.8546502853305,,,152.1607806375894,9817.58114074441,87.32326942608584,453.35607529357986,1138.4156781569532,5392.8546502853305,,,45.13232195781541,2759.4019040716357,,,45.13232195781541,2759.4019040716357,,,102.53940169572105,6799.508786209392,102.53940169309485,299.2228454941788,302.9811622166066,727.3204432328267,23149.56630226364,
-> Gridding Kernel Update [Mvis/s],,0.0862442862129426,0.6401967290072739,0.08624428621291483,0.1322044202149259,0.16598827378331701,0.23018955542111527,,,0.0862442862129426,0.6401967290072739,0.07747814993806794,0.1322044202149259,0.16598827378331701,0.23018955542111527,,,0.0862442862129426,0.6401967290072739,0.07747814993806794,0.1322044202149259,0.16598827378331701,0.23018955542111527,,,0.08170727317446956,0.6175637968021397,,,0.08170727317446956,0.6175637968021397,,,0.08274181053116532,0.6364878143491183,0.08274181052904617,0.12422087281409043,0.1257811192678688,0.150971728319572,0.4662061069750563,
