,hpso01 (Ingest) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso01 (RCAL) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso01 (FastImg) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso01 (ICAL) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso01 (DPrepA) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso01 (DPrepB) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso01 (DPrepC) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso01 (DPrepD) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso02a (Ingest) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso02a (RCAL) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso02a (FastImg) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso02a (ICAL) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso02a (DPrepA) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso02a (DPrepB) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso02a (DPrepC) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso02a (DPrepD) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso02b (Ingest) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso02b (RCAL) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso02b (FastImg) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso02b (ICAL) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso02b (DPrepA) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso02b (DPrepB) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso02b (DPrepC) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso02b (DPrepD) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso04a (Ingest) [Na=64] [Bmax=16250.0],hpso04a (RCAL) [Na=64] [Bmax=16250.0],hpso04a (FastImg) [Na=64] [Bmax=16250.0],hpso04a (PSS) [Na=64] [Bmax=16250.0],hpso05a (Ingest) [Na=64] [Bmax=16250.0],hpso05a (RCAL) [Na=64] [Bmax=16250.0],hpso05a (FastImg) [Na=64] [Bmax=16250.0],hpso05a (PST) [Na=64] [Bmax=16250.0],max_low (Ingest) [Na=64] [Bmax=16250.0],max_low (RCAL) [Na=64] [Bmax=16250.0],max_low (FastImg) [Na=64] [Bmax=16250.0],max_low (ICAL) [Na=64] [Bmax=16250.0],max_low (DPrepA) [Na=64] [Bmax=16250.0],max_low (DPrepA_Image) [Na=64] [Bmax=16250.0],max_low (DPrepB) [Na=64] [Bmax=16250.0],max_low (DPrepC) [Na=64] [Bmax=16250.0],max_low (DPrepD) [Na=64] [Bmax=16250.0]
-> Grid [Tera/s],,0.06527641607078737,2.013442854922575,0.7341507244444377,0.26375847831303845,0.10550339132521536,0.21274822685129174,,,0.06527641607078737,2.013442854922575,0.5032174705567174,0.26375847831303845,0.10550339132521536,0.21274822685129174,,,0.06527641607078737,2.013442854922575,0.5032174705567174,0.26375847831303845,0.10550339132521536,0.21274822685129174,,,0.025252758498350736,0.6233118480952949,,,0.025252758498350736,0.6233118480952949,,,0.05735489920694155,1.415686538815212,0.516194092862474,0.18545317697453265,0.037090635394906535,0.07418127078981307,2.430486548422895,
-> Gridding Kernel Update [Tera/s],,2.5414778509791103,0.0006096842824050288,26.60820344828962,1.5832896988720704,9.083574654034358,13.771905893333994,,,2.5414778509791103,0.0006096842824050288,11.130104473664051,1.5832896988720704,9.083574654034358,13.771905893333994,,,2.5414778509791103,0.0006096842824050288,11.130104473664051,1.5832896988720704,9.083574654034358,13.771905893333994,,,0.5949878180630742,2.1223120489982395e-05,,,0.5949878180630742,2.1223120489982395e-05,,,1.3814052510169763,0.0003496718128928875,12.432647258728691,0.7331311697491535,0.7381824390580539,4.173802848640934,25.66430879561636,
-> Correct [Tera/s],,0.00033456829804118346,0.00034045820558782554,0.0030111146823706514,0.0006816498475105726,0.0013632996950211451,0.005149533496820305,0.00889096138602659,,0.00033456829804118346,0.00034045820558782554,0.002007515337835551,0.0006816498475105726,0.0013632996950211451,0.005149533496820305,0.00889096138602659,,0.00033456829804118346,0.00034045820558782554,0.002007515337835551,0.0006816498475105726,0.0013632996950211451,0.005149533496820305,0.00889096138602659,,0.00010277376260898807,0.0001043128387482123,,,0.00010277376260898807,0.0001043128387482123,,,0.00023498405526384923,0.00023903376943114652,0.002114856497374643,0.0004787567619380559,0.0004787567619380559,0.0009575135238761118,0.035576798333113675,0.008894199583278419
-> IFFT [Tera/s],,0.004713242013191728,0.009698550625055105,0.0424134723305619,0.002468820890527002,0.004937641781054004,0.004937641781054004,,,0.004713242013191728,0.009698550625055105,0.013086703579198096,0.002468820890527002,0.004937641781054004,0.004937641781054004,,,0.004713242013191728,0.009698550625055105,0.013086703579198096,0.002468820890527002,0.004937641781054004,0.004937641781054004,,,0.0023808058348867302,0.004899695309432983,,,0.0023808058348867302,0.004899695309432983,,,0.002359737749126937,0.004856341267433036,0.02123763974214243,0.0012362093853876218,0.0012362093853876218,0.0024724187707752436,0.0024724187707752436,
-> Identify Component [Tera/s],,,,1.28e-08,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,,,,,,,,,7.466666666666667e-09,5.703703703703703e-11,5.703703703703703e-11,4.074074074074074e-09,5.33997037037037e-07,
-> Average [Tera/s],0.003326808650749615,,,,,,,,0.003326808650749615,,,,,,,,0.003326808650749615,,,,,,,,0.001667712913180728,,,,0.001667712913180728,,,,0.001664010157644372,,,,,,,,
-> Phase Rotation Predict [Tera/s],,0.008364207451029587,0.0,0.04817783491793042,0.0,0.0,0.0,,,0.008364207451029587,0.0,0.0,0.0,0.0,0.0,,,0.008364207451029587,0.0,0.0,0.0,0.0,0.0,,,0.0016443802017438091,0.0,,,0.0016443802017438091,0.0,,,0.0037597448842215876,0.0,0.033837703957994285,0.0,0.0,0.0,0.0,
-> Receive [Tera/s],0.0034692363092866537,,,,,,,,0.0034692363092866537,,,,,,,,0.0034692363092866537,,,,,,,,0.0017391112021333537,,,,0.0017391112021333537,,,,0.0017352499238634887,,,,,,,,
-> Solve [Tera/s],,3.2768e-08,,6.826666666666667e-07,,,,,,3.2768e-08,,6.826666666666667e-07,,,,,,3.2768e-08,,6.826666666666667e-07,,,,,,1.6384e-08,,,,1.6384e-08,,,,1.6384e-08,,4.724053333333334e-07,,,,,
-> Degridding Kernel Update [Tera/s],,2.5414778509791103,0.0006096842824050288,26.60820344828962,1.5832896988720704,9.083574654034358,13.771905893333994,,,2.5414778509791103,0.0006096842824050288,11.130104473664051,1.5832896988720704,9.083574654034358,13.771905893333994,,,2.5414778509791103,0.0006096842824050288,11.130104473664051,1.5832896988720704,9.083574654034358,13.771905893333994,,,0.5949878180630742,2.1223120489982395e-05,,,0.5949878180630742,2.1223120489982395e-05,,,1.3814052510169763,0.0003496718128928875,12.432647258728691,0.7331311697491535,0.7381824390580539,4.173802848640934,25.66430879561636,
-> Phase Rotation [Tera/s],,0.00025196005173333606,0.0,0.001959672144385242,0.0,0.0,0.0,,,0.00025196005173333606,0.0,0.0,0.0,0.0,0.0,,,0.00025196005173333606,0.0,0.0,0.0,0.0,0.0,,,6.679828910021284e-05,0.0,,,6.679828910021284e-05,0.0,,,0.00015290222602989365,0.0,0.0013761200342690427,0.0,0.0,0.0,0.0,
-> Reprojection [Tera/s],,0.0009420144261757162,,0.008478129835581445,0.002467744695914513,0.012338723479572567,0.037016170438717695,,,0.0009420144261757162,,0.0026167067393769888,0.002467744695914513,0.012338723479572567,0.037016170438717695,,,0.0009420144261757162,,0.0026167067393769888,0.002467744695914513,0.012338723479572567,0.037016170438717695,,,0.0004759062609786611,,,,0.0004759062609786611,,,,0.00047169377448509,,0.004245243970365811,0.0012356708960467129,3.089177240116782e-05,0.006178354480233564,0.8098092784331737,
-> Source Find [Tera/s],,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,,,,,,,,,1.44e-08,,,,,
-> Reprojection Predict [Tera/s],,0.0047100721308785815,,0.042390649177907226,0.002467744695914513,0.004935489391829026,0.004935489391829026,,,0.0047100721308785815,,0.013083533696884945,0.002467744695914513,0.004935489391829026,0.004935489391829026,,,0.0047100721308785815,,0.013083533696884945,0.002467744695914513,0.004935489391829026,0.004935489391829026,,,0.0023795313048933053,,,,0.0023795313048933053,,,,0.0023584688724254503,,0.021226219851829053,0.0012356708960467129,3.089177240116782e-05,0.0024713417920934257,0.0024713417920934257,
Total visibilities [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-> DFT [Mvis/s],,3.4850864379289943,7.092879283079698,3.4850864379289943,1.291003499073054,1.291003499073054,4.876452175019228,,,3.4850864379289943,7.092879283079698,2.323513122494851,1.291003499073054,1.291003499073054,4.876452175019228,,,3.4850864379289943,7.092879283079698,2.323513122494851,1.291003499073054,1.291003499073054,4.876452175019228,,,2.141120054353918,4.346368281175512,,,2.141120054353918,4.346368281175512,,,4.895501151330192,9.95974039296444,4.895501151330191,1.8134725830986964,1.8134725830986964,1.8134725830986964,67.38029987332135,
-> Subtract Visibility [Mvis/s],,3.4850864379289943,7.092879283079698,3.4850864379289943,1.291003499073054,1.291003499073054,4.876452175019228,,,3.4850864379289943,7.092879283079698,2.323513122494851,1.291003499073054,1.291003499073054,4.876452175019228,,,3.4850864379289943,7.092879283079698,2.323513122494851,1.291003499073054,1.291003499073054,4.876452175019228,,,2.141120054353918,4.346368281175512,,,2.141120054353918,4.346368281175512,,,4.895501151330192,9.95974039296444,4.895501151330191,1.8134725830986964,1.8134725830986964,1.8134725830986964,67.38029987332135,
-> Flag [Mvis/s],,3.4850864379289943,7.092879283079698,3.4850864379289943,1.291003499073054,1.291003499073054,4.876452175019228,8.419471009494877,,3.4850864379289943,7.092879283079698,2.323513122494851,1.291003499073054,1.291003499073054,4.876452175019228,8.419471009494877,,3.4850864379289943,7.092879283079698,2.323513122494851,1.291003499073054,1.291003499073054,4.876452175019228,8.419471009494877,,2.141120054353918,4.346368281175512,,,2.141120054353918,4.346368281175512,,,4.895501151330192,9.95974039296444,4.895501151330191,1.8134725830986964,1.8134725830986964,1.8134725830986964,67.38029987332135,16.845074968330337
-> Degrid [Mvis/s],,8.59235567803488,1032.7938904875232,13.793263364761323,15.370983876546152,39.49984415164526,225.17366598487735,,,8.59235567803488,1032.7938904875232,255.376627835796,15.370983876546152,39.49984415164526,225.17366598487735,,,8.59235567803488,1032.7938904875232,255.376627835796,15.370983876546152,39.49984415164526,225.17366598487735,,,4.084735571030529,313.34700898790146,,,4.084735571030529,313.34700898790146,,,9.096771426397558,723.9592743585968,9.096771426353639,9.999196961268654,10.01090368416642,24.844433140199392,2522.5069359278473,
-> Image Spectral Fitting [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2316.882930087587,,,
-> Visibility Weighting [Mvis/s],,0.10498335488889003,3.1468640397095866,0.14175869100008984,0.2178832334096188,0.2178832334096188,0.7120695453719753,,,0.10498335488889003,3.1468640397095866,0.6340790127606257,0.2178832334096188,0.2178832334096188,0.7120695453719753,,,0.10498335488889003,3.1468640397095866,0.6340790127606257,0.2178832334096188,0.2178832334096188,0.7120695453719753,,,0.08697693893256879,1.928331645202909,,,0.08697693893256879,1.928331645202909,,,0.1990914401430907,4.418790387822884,0.1990914401430907,0.3060149292020869,0.3060149292020869,0.3060149292020869,15.208913090589528,
-> Subtract Image Component [Mvis/s],,,,13.799039445933342,21.031915021998692,21.031915021998692,21.031915021998692,,,,,68.14340467127575,21.031915021998692,21.031915021998692,21.031915021998692,,,,,68.14340467127575,21.031915021998692,21.031915021998692,21.031915021998692,,,,,,,,,,,,,13.819153549367869,21.062572091705334,21.062572091705334,21.06257209170533,21.062572091705334,
-> Demix [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> FFT [Mvis/s],,0.0029717646685761207,0.0027516339523852972,0.00371470583572015,0.004586056587308828,0.004586056587308828,0.004586056587308828,,,0.0029717646685761207,0.0027516339523852972,0.00825490185715589,0.004586056587308828,0.004586056587308828,0.004586056587308828,,,0.0029717646685761207,0.0027516339523852972,0.00825490185715589,0.004586056587308828,0.004586056587308828,0.004586056587308828,,,0.0037339745901129556,0.0027659071037873743,,,0.0037339745901129556,0.0027659071037873743,,,0.003717412211386823,0.0027536386751013495,0.003717412211386823,0.004589397791835584,0.0045893977918355835,0.004589397791835584,0.004589397791835584,
-> Grid [Mvis/s],,8.59235567803488,1032.7938904875232,13.793263364761323,15.370983876546152,39.49984415164526,225.17366598487735,,,8.59235567803488,1032.7938904875232,255.376627835796,15.370983876546152,39.49984415164526,225.17366598487735,,,8.59235567803488,1032.7938904875232,255.376627835796,15.370983876546152,39.49984415164526,225.17366598487735,,,4.084735571030529,313.34700898790146,,,4.084735571030529,313.34700898790146,,,9.096771426397558,723.9592743585968,9.096771426353639,9.999196961268654,10.01090368416642,24.844433140199392,2522.5069359278473,
-> Gridding Kernel Update [Mvis/s],,0.015293795315026644,0.12184307617107205,0.01731127149812229,0.020911773147609447,0.02686919025155915,0.033850829321224914,,,0.015293795315026644,0.12184307617107205,0.04027449862420689,0.020911773147609447,0.02686919025155915,0.033850829321224914,,,0.015293795315026644,0.12184307617107205,0.04027449862420689,0.020911773147609447,0.02686919025155915,0.033850829321224914,,,0.016221878584176883,0.12126604603324079,,,0.016221878584176883,0.12126604603324079,,,0.016256297938517943,0.12174860136792579,0.016256297938439458,0.019367787114903848,0.019390462267496134,0.024061016795332416,0.04505586381898412,
-> Correct [Mvis/s],,3.4850864379289943,7.092879283079698,3.4850864379289943,1.291003499073054,1.291003499073054,4.876452175019228,8.419471009494877,,3.4850864379289943,7.092879283079698,2.323513122494851,1.291003499073054,1.291003499073054,4.876452175019228,8.419471009494877,,3.4850864379289943,7.092879283079698,2.323513122494851,1.291003499073054,1.291003499073054,4.876452175019228,8.419471009494877,,2.141120054353918,4.346368281175512,,,2.141120054353918,4.346368281175512,,,4.895501151330192,9.95974039296444,4.895501151330191,1.8134725830986964,1.8134725830986964,1.8134725830986964,67.38029987332135,16.845074968330337
-> IFFT [Mvis/s],,0.014858823342880606,0.0027516339523852972,0.018573529178600754,0.004586056587308828,0.0018344226349235311,0.0006114742116411769,,,0.014858823342880606,0.0027516339523852972,0.04127450928577945,0.004586056587308828,0.0018344226349235311,0.0006114742116411769,,,0.014858823342880606,0.0027516339523852972,0.04127450928577945,0.004586056587308828,0.0018344226349235311,0.0006114742116411769,,,0.018669872950564777,0.0027659071037873743,,,0.018669872950564777,0.0027659071037873743,,,0.01858706105693412,0.0027536386751013495,0.01858706105693412,0.004589397791835584,0.02294698895917792,0.0018357591167342333,1.4005730565904493e-05,
-> Identify Component [Mvis/s],,,,13.799039445933342,21.031915021998692,21.031915021998692,21.031915021998692,,,,,68.14340467127575,21.031915021998692,21.031915021998692,21.031915021998692,,,,,68.14340467127575,21.031915021998692,21.031915021998692,21.031915021998692,,,,,,,,,,,,,13.819153549367869,21.062572091705334,21.062572091705334,21.06257209170533,21.062572091705334,
-> Average [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Phase Rotation Predict [Mvis/s],,3.4850864379289943,7.092879283079698,3.4850864379289943,1.291003499073054,1.291003499073054,4.876452175019228,,,3.4850864379289943,7.092879283079698,2.323513122494851,1.291003499073054,1.291003499073054,4.876452175019228,,,3.4850864379289943,7.092879283079698,2.323513122494851,1.291003499073054,1.291003499073054,4.876452175019228,,,2.141120054353918,4.346368281175512,,,2.141120054353918,4.346368281175512,,,4.895501151330192,9.95974039296444,4.895501151330191,1.8134725830986964,1.8134725830986964,1.8134725830986964,67.38029987332135,
-> Receive [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Solve [Mvis/s],,3.4850864379289943,,3.4850864379289943,,,,,,3.4850864379289943,,2.3235131224948504,,,,,,3.4850864379289943,,2.3235131224948504,,,,,,2.1411200543539186,,,,2.1411200543539186,,,,4.895501151330191,,4.895501151330191,,,,,
-> Degridding Kernel Update [Mvis/s],,0.015293795315026644,0.12184307617107205,0.01731127149812229,0.020911773147609447,0.02686919025155915,0.033850829321224914,,,0.015293795315026644,0.12184307617107205,0.04027449862420689,0.020911773147609447,0.02686919025155915,0.033850829321224914,,,0.015293795315026644,0.12184307617107205,0.04027449862420689,0.020911773147609447,0.02686919025155915,0.033850829321224914,,,0.016221878584176883,0.12126604603324079,,,0.016221878584176883,0.12126604603324079,,,0.016256297938517943,0.12174860136792579,0.016256297938439458,0.019367787114903848,0.019390462267496134,0.024061016795332416,0.04505586381898412,
-> Phase Rotation [Mvis/s],,3.4850864379289943,7.092879283079698,3.4850864379289943,0.2582006998146108,1.291003499073054,4.876452175019228,,,3.4850864379289943,7.092879283079698,2.323513122494851,0.2582006998146108,1.291003499073054,4.876452175019228,,,3.4850864379289943,7.092879283079698,2.323513122494851,0.2582006998146108,1.291003499073054,4.876452175019228,,,2.141120054353918,4.346368281175512,,,2.141120054353918,4.346368281175512,,,4.895501151330192,9.95974039296444,4.895501151330191,0.3626945166197392,1.8134725830986964,1.8134725830986964,67.38029987332135,
-> Reprojection [Mvis/s],,8.831385245397339,,13.799039445933342,21.031915021998692,21.031915021998692,21.031915021998692,,,8.831385245397339,,68.14340467127575,21.031915021998692,21.031915021998692,21.031915021998692,,,8.831385245397339,,68.14340467127575,21.031915021998692,21.031915021998692,21.031915021998692,,,13.942566239609212,,,,13.942566239609212,,,,13.819153549367876,,13.819153549367874,21.062572091705334,2.632821511463167,21.06257209170533,21.062572091705334,
-> Source Find [Mvis/s],,,,9e-06,,,,,,,,9e-06,,,,,,,,9e-06,,,,,,,,,,,,,,,,9e-06,,,,,
-> Reprojection Predict [Mvis/s],,44.15692622698669,,68.99519722966672,21.031915021998692,8.412766008799476,2.804255336266492,,,44.15692622698669,,340.7170233563787,21.031915021998692,8.412766008799476,2.804255336266492,,,44.15692622698669,,340.7170233563787,21.031915021998692,8.412766008799476,2.804255336266492,,,69.71283119804606,,,,69.71283119804606,,,,69.09576774683937,,69.09576774683936,21.062572091705334,2.632821511463167,8.425028836682133,0.06427786893220622,
