,hpso01 (Ingest) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso01 (RCAL) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso01 (FastImg) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso01 (ICAL) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso01 (DPrepA) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso01 (DPrepB) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso01 (DPrepC) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso01 (DPrepD) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso02a (Ingest) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso02a (RCAL) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso02a (FastImg) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso02a (ICAL) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso02a (DPrepA) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso02a (DPrepB) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso02a (DPrepC) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso02a (DPrepD) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso02b (Ingest) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso02b (RCAL) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso02b (FastImg) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso02b (ICAL) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso02b (DPrepA) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso02b (DPrepB) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso02b (DPrepC) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso02b (DPrepD) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso04a (Ingest) [Na=128] [Bmax=4062.5],hpso04a (RCAL) [Na=128] [Bmax=4062.5],hpso04a (FastImg) [Na=128] [Bmax=4062.5],hpso04a (PSS) [Na=128] [Bmax=4062.5],hpso05a (Ingest) [Na=128] [Bmax=4062.5],hpso05a (RCAL) [Na=128] [Bmax=4062.5],hpso05a (FastImg) [Na=128] [Bmax=4062.5],hpso05a (PST) [Na=128] [Bmax=4062.5],max_low (Ingest) [Na=128] [Bmax=4062.5],max_low (RCAL) [Na=128] [Bmax=4062.5],max_low (FastImg) [Na=128] [Bmax=4062.5],max_low (ICAL) [Na=128] [Bmax=4062.5],max_low (DPrepA) [Na=128] [Bmax=4062.5],max_low (DPrepA_Image) [Na=128] [Bmax=4062.5],max_low (DPrepB) [Na=128] [Bmax=4062.5],max_low (DPrepC) [Na=128] [Bmax=4062.5],max_low (DPrepD) [Na=128] [Bmax=4062.5]
Total Compute Requirement [PetaFLOP/s],0.0029858449021179447,0.0003804459040743205,0.001442393458678854,0.003867518535779434,0.001222731927034296,0.006442945140256506,0.020199093353104013,0.0005777449869020913,0.0029858449021179447,0.0003804459040743205,0.001442393458678854,0.002449360626711814,0.001222731927034296,0.006442945140256506,0.020199093353104013,0.0005777449869020913,0.0029858449021179447,0.0003804459040743205,0.001442393458678854,0.002449360626711814,0.001222731927034296,0.006442945140256506,0.020199093353104013,0.0005777449869020913,0.0014967847856716592,0.0001105190047923666,0.00044333033962341573,0.00050088,0.0014967847856716592,0.0001105190047923666,0.00044333033962341573,2.755e-07,0.0014934655354870087,0.00025275626527714246,0.0010112505694306912,0.0025367622956896986,0.0008472383527187698,0.0006888913369922984,0.003041652550885757,0.37165283817401223,0.0005779554087167426
-> DFT [PetaFLOP/s],,0.0001633694703205697,0.0013301272093114247,0.0014703252328851272,0.0006660549162444377,0.0006660549162444377,0.003178770449925439,,,0.0001633694703205697,0.0013301272093114247,0.0009804228619351746,0.0006660549162444377,0.0006660549162444377,0.003178770449925439,,,0.0001633694703205697,0.0013301272093114247,0.0009804228619351746,0.0006660549162444377,0.0006660549162444377,0.003178770449925439,,,5.0184316873785524e-05,0.000407536625312832,,,5.0184316873785524e-05,0.000407536625312832,,,0.00011474253974640303,0.0009338745983149196,0.0010326828577176274,0.0004678035173955058,0.0004678035173955058,0.0004678035173955058,0.06946659144248016,
-> Subtract Visibility [PetaFLOP/s],,8.776228545129803e-09,3.5727300701001816e-08,7.898605690616824e-08,1.7890277042272075e-08,3.578055408454415e-08,1.7076394938606947e-07,,,8.776228545129803e-09,3.5727300701001816e-08,5.26684397661903e-08,1.7890277042272075e-08,3.578055408454415e-08,1.7076394938606947e-07,,,8.776228545129803e-09,3.5727300701001816e-08,5.26684397661903e-08,1.7890277042272075e-08,3.578055408454415e-08,1.7076394938606947e-07,,,2.695907830277771e-09,1.0946459449363887e-08,,,2.695907830277771e-09,1.0946459449363887e-08,,,6.163983703240801e-09,2.5083930587583873e-08,5.547585332916721e-08,1.256523197027725e-08,1.256523197027725e-08,2.51304639405545e-08,3.7317540514398247e-06,
-> Flag [PetaFLOP/s],5.0155039954030505e-05,1.2242838820456075e-06,4.983958447789754e-06,1.101855493841047e-05,2.4956936473969544e-06,4.991387294793909e-06,2.382157093935669e-05,0.00013009753942347336,5.0155039954030505e-05,1.2242838820456075e-06,4.983958447789754e-06,7.347247347383547e-06,2.4956936473969544e-06,4.991387294793909e-06,2.382157093935669e-05,0.00013009753942347336,5.0155039954030505e-05,1.2242838820456075e-06,4.983958447789754e-06,7.347247347383547e-06,2.4956936473969544e-06,4.991387294793909e-06,2.382157093935669e-05,0.00013009753942347336,2.514247634097767e-05,3.7607914232374915e-07,1.5270310931862623e-06,,2.514247634097767e-05,3.7607914232374915e-07,1.5270310931862623e-06,,2.5086653517556754e-05,8.598757266020918e-07,3.4992083169679503e-06,7.738881539418825e-06,1.7528498598536763e-06,1.7528498598536763e-06,3.5056997197073527e-06,0.0005205796901758554,0.00013014492254396386
-> Degrid [PetaFLOP/s],,1.5852026804614084e-05,1.1580512837768063e-05,0.00014266824124176692,0.00013579604517986797,5.6022633078027474e-05,0.000137520008240121,,,1.5852026804614084e-05,1.1580512837768063e-05,8.560140259277847e-05,0.00013579604517986797,5.6022633078027474e-05,0.000137520008240121,,,1.5852026804614084e-05,1.1580512837768063e-05,8.560140259277847e-05,0.00013579604517986797,5.6022633078027474e-05,0.000137520008240121,,,4.639361211208741e-06,3.547006063162882e-06,,,4.639361211208741e-06,3.547006063162882e-06,,,1.0662016609441677e-05,8.130184167884632e-06,9.595814948423076e-05,9.459699907589478e-05,1.8922449165250268e-05,3.876712035902545e-05,0.003032091911239661,
-> Image Spectral Fitting [PetaFLOP/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2178929584549816e-09,,,
-> Visibility Weighting [PetaFLOP/s],,7.939528383193588e-08,2.8581840560801453e-07,7.145575544874231e-07,1.6184669944487518e-07,3.2369339888975035e-07,7.948126452108903e-07,,,7.939528383193588e-08,2.8581840560801453e-07,4.7647183556339906e-07,1.6184669944487518e-07,3.2369339888975035e-07,7.948126452108903e-07,,,7.939528383193588e-08,2.8581840560801453e-07,4.7647183556339906e-07,1.6184669944487518e-07,3.2369339888975035e-07,7.948126452108903e-07,,,2.4325868589980186e-08,8.75716755949111e-08,,,2.4325868589980186e-08,8.75716755949111e-08,,,5.574297156675425e-08,2.0067144470067098e-07,5.016867441007883e-07,1.1363160614467214e-07,1.1363160614467214e-07,2.2726321228934427e-07,1.7362947172180302e-05,
-> Subtract Image Component [PetaFLOP/s],,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,,,,,,,,,0.00019582977166666667,1.1967374935185184e-05,1.1967374935185184e-05,0.0017096249907407406,0.22408396678637038,
-> Demix [PetaFLOP/s],0.002933523990879837,,,,,,,,0.002933523990879837,,,,,,,,0.002933523990879837,,,,,,,,0.001470556568644054,,,,0.001470556568644054,,,,0.001467295551908962,,,,,,,,
-> FFT [PetaFLOP/s],,8.862325317341654e-06,3.5684705359384775e-06,7.976092785560196e-05,1.393075921389193e-05,4.53432830920965e-05,0.00013645000770123137,,,8.862325317341654e-06,3.5684705359384775e-06,2.4750741740882425e-05,1.393075921389193e-05,4.53432830920965e-05,0.00013645000770123137,,,8.862325317341654e-06,3.5684705359384775e-06,2.4750741740882425e-05,1.393075921389193e-05,4.53432830920965e-05,0.00013645000770123137,,,2.0541869109224785e-06,1.804261106222389e-06,,,2.0541869109224785e-06,1.804261106222389e-06,,,4.800712060678988e-06,1.7870352245179906e-06,4.320640854756629e-05,7.56702961628382e-06,1.5074260779949283e-06,2.4613235782474633e-05,0.002494990629740115,
-> Grid [PetaFLOP/s],,1.5852026804614084e-05,1.1580512837768063e-05,0.00014266824124176692,0.00013579604517986797,5.6022633078027474e-05,0.000137520008240121,,,1.5852026804614084e-05,1.1580512837768063e-05,8.560140259277847e-05,0.00013579604517986797,5.6022633078027474e-05,0.000137520008240121,,,1.5852026804614084e-05,1.1580512837768063e-05,8.560140259277847e-05,0.00013579604517986797,5.6022633078027474e-05,0.000137520008240121,,,4.639361211208741e-06,3.547006063162882e-06,,,4.639361211208741e-06,3.547006063162882e-06,,,1.0662016609441677e-05,8.130184167884632e-06,9.595814948423076e-05,9.459699907589478e-05,1.8922449165250268e-05,3.876712035902545e-05,0.003032091911239661,
-> Gridding Kernel Update [PetaFLOP/s],,6.235648686419072e-05,3.6187751190898585e-05,0.0005612083817788951,0.00010662932985941865,0.00022156789623131406,0.0005403162134583657,,,6.235648686419072e-05,3.6187751190898585e-05,0.00033503944072222133,0.00010662932985941865,0.00022156789623131406,0.0005403162134583657,,,6.235648686419072e-05,3.6187751190898585e-05,0.00033503944072222133,0.00010662932985941865,0.00022156789623131406,0.0005403162134583657,,,1.8039686531717104e-05,1.1076027804829491e-05,,,1.8039686531717104e-05,1.1076027804829491e-05,,,4.14940427707735e-05,2.54032484841e-05,0.00037344638493333975,7.413976016441719e-05,7.41545614928198e-05,0.00015279600041935568,0.005429946369658913,
-> Correct [PetaFLOP/s],,4.212589701662306e-06,4.287276084120218e-06,3.791330731496075e-05,8.587332980290596e-06,1.717466596058119e-05,8.196669570531335e-05,0.000447647447478618,,4.212589701662306e-06,4.287276084120218e-06,2.528085108777134e-05,8.587332980290596e-06,1.717466596058119e-05,8.196669570531335e-05,0.000447647447478618,,4.212589701662306e-06,4.287276084120218e-06,2.528085108777134e-05,8.587332980290596e-06,1.717466596058119e-05,8.196669570531335e-05,0.000447647447478618,,1.2940357585333302e-06,1.3135751339236665e-06,,,1.2940357585333302e-06,1.3135751339236665e-06,,,2.9587121775555843e-06,3.0100716705100647e-06,2.662840959800026e-05,6.03131134573308e-06,6.03131134573308e-06,1.206262269146616e-05,0.0017912419446911155,0.0004478104861727789
-> IFFT [PetaFLOP/s],,4.4311626586708276e-05,3.5684705359384775e-06,0.00039880463927800976,1.393075921389193e-05,1.81373132368386e-05,1.819333436016418e-05,,,4.4311626586708276e-05,3.5684705359384775e-06,0.00012375370870441212,1.393075921389193e-05,1.81373132368386e-05,1.819333436016418e-05,,,4.4311626586708276e-05,3.5684705359384775e-06,0.00012375370870441212,1.393075921389193e-05,1.81373132368386e-05,1.819333436016418e-05,,,1.0270934554612393e-05,1.804261106222389e-06,,,1.0270934554612393e-05,1.804261106222389e-06,,,2.400356030339494e-05,1.7870352245179906e-06,0.00021603204273783146,7.56702961628382e-06,7.53713038997464e-06,9.845294312989854e-06,7.614107146423691e-06,
-> Identify Component [PetaFLOP/s],,,,8.393183633314094e-05,1.0258553246754313e-05,0.0010258553246754313,0.003077565974026294,,,,,8.392917448139598e-05,1.0258553246754313e-05,0.0010258553246754313,0.003077565974026294,,,,,8.392917448139598e-05,1.0258553246754313e-05,0.0010258553246754313,0.003077565974026294,,,,,,,,,,,,,4.896024193503604e-05,5.984156743649034e-06,5.984156743649034e-06,0.0004274397674035024,0.056025385193111864,
-> Average [PetaFLOP/s],1.4433105022742589e-06,,,,,,,,1.4433105022742589e-06,,,,,,,,1.4433105022742589e-06,,,,,,,,7.235244990209401e-07,,,,7.235244990209401e-07,,,,7.219180868361655e-07,,,,,,,,
-> Phase Rotation Predict [PetaFLOP/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Receive [PetaFLOP/s],7.225607818030805e-07,,,,,,,,7.225607818030805e-07,,,,,,,,7.225607818030805e-07,,,,,,,,3.6221618760653314e-07,,,,3.6221618760653314e-07,,,,3.614119736537492e-07,,,,,,,,
-> Solve [PetaFLOP/s],,4.271828109025961e-07,,2.77100250755323e-05,,,,,,4.271828109025961e-07,,2.0224125089049682e-05,,,,,,4.271828109025961e-07,,2.0224125089049682e-05,,,,,,1.7974727660555542e-07,,,,1.7974727660555542e-07,,,,2.49108794064816e-07,,1.940787124029645e-05,,,,,
-> Degridding Kernel Update [PetaFLOP/s],,6.235648686419072e-05,3.6187751190898585e-05,0.0005612083817788951,0.00010662932985941865,0.00022156789623131406,0.0005403162134583657,,,6.235648686419072e-05,3.6187751190898585e-05,0.00033503944072222133,0.00010662932985941865,0.00022156789623131406,0.0005403162134583657,,,6.235648686419072e-05,3.6187751190898585e-05,0.00033503944072222133,0.00010662932985941865,0.00022156789623131406,0.0005403162134583657,,,1.8039686531717104e-05,1.1076027804829491e-05,,,1.8039686531717104e-05,1.1076027804829491e-05,,,4.14940427707735e-05,2.54032484841e-05,0.00037344638493333975,7.413976016441719e-05,7.41545614928198e-05,0.00015279600041935568,0.005429946369658913,
-> Phase Rotation [PetaFLOP/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Reprojection [PetaFLOP/s],,2.555377675172841e-07,,2.2998399076555574e-06,9.639627718416068e-07,4.819813859208033e-06,1.4459441577624101e-05,,,2.555377675172841e-07,,1.0221510700691364e-06,9.639627718416068e-07,4.819813859208033e-06,1.4459441577624101e-05,,,2.555377675172841e-07,,1.0221510700691364e-06,9.639627718416068e-07,4.819813859208033e-06,1.4459441577624101e-05,,,1.2909783555193717e-07,,,,1.2909783555193717e-07,,,,1.2795512545710995e-07,,1.1515961291139894e-06,4.826839437682473e-07,1.206709859420618e-08,2.413419718841236e-06,0.00031633174938795847,
-> Source Find [PetaFLOP/s],,,,3e-12,,,,,,,,3e-12,,,,,,,,3e-12,,,,,,,,,,,,,,,,2.5e-12,,,,,
-> Reprojection Predict [PetaFLOP/s],,1.2776888375864205e-06,,1.1499199538277785e-05,9.639627718416068e-07,1.9279255436832136e-06,1.9279255436832136e-06,,,1.2776888375864205e-06,,5.110755350345682e-06,9.639627718416068e-07,1.9279255436832136e-06,1.9279255436832136e-06,,,1.2776888375864205e-06,,5.110755350345682e-06,9.639627718416068e-07,1.9279255436832136e-06,1.9279255436832136e-06,,,6.454891777596859e-07,,,,6.454891777596859e-07,,,,6.397756272855496e-07,,5.757980645569947e-06,4.826839437682473e-07,1.206709859420618e-08,9.653678875364946e-07,9.653678875364946e-07,
-> DFT [Tera/s],,5.265737127077882e-05,0.00021436380420601094,0.00047391634143700937,0.00010734166225363245,0.0002146833245072649,0.0010245836963164168,,,5.265737127077882e-05,0.00021436380420601094,0.0003160106385971417,0.00010734166225363245,0.0002146833245072649,0.0010245836963164168,,,5.265737127077882e-05,0.00021436380420601094,0.0003160106385971417,0.00010734166225363245,0.0002146833245072649,0.0010245836963164168,,,1.617544698166663e-05,6.567875669618332e-05,,,1.617544698166663e-05,6.567875669618332e-05,,,3.6983902219444806e-05,0.00015050358352550325,0.00033285511997500325,7.53913918216635e-05,7.53913918216635e-05,0.000150782783643327,0.022390524308638946,
-> Subtract Visibility [Tera/s],,5.265737127077882e-05,0.00021436380420601094,0.00047391634143700937,0.00010734166225363245,0.0002146833245072649,0.0010245836963164168,,,5.265737127077882e-05,0.00021436380420601094,0.0003160106385971417,0.00010734166225363245,0.0002146833245072649,0.0010245836963164168,,,5.265737127077882e-05,0.00021436380420601094,0.0003160106385971417,0.00010734166225363245,0.0002146833245072649,0.0010245836963164168,,,1.617544698166663e-05,6.567875669618332e-05,,,1.617544698166663e-05,6.567875669618332e-05,,,3.6983902219444806e-05,0.00015050358352550325,0.00033285511997500325,7.53913918216635e-05,7.53913918216635e-05,0.000150782783643327,0.022390524308638946,
-> Flag [Tera/s],0.0021649657534113884,5.265737127077882e-05,0.00021436380420601094,0.00047391634143700937,0.00010734166225363245,0.0002146833245072649,0.0010245836963164168,0.0055955930934827244,0.0021649657534113884,5.265737127077882e-05,0.00021436380420601094,0.0003160106385971417,0.00010734166225363245,0.0002146833245072649,0.0010245836963164168,0.0055955930934827244,0.0021649657534113884,5.265737127077882e-05,0.00021436380420601094,0.0003160106385971417,0.00010734166225363245,0.0002146833245072649,0.0010245836963164168,0.0055955930934827244,0.0010852867485314102,1.617544698166663e-05,6.567875669618332e-05,,0.0010852867485314102,1.617544698166663e-05,6.567875669618332e-05,,0.0010828771302542487,3.6983902219444806e-05,0.00015050358352550325,0.00033285511997500325,7.53913918216635e-05,7.53913918216635e-05,0.000150782783643327,0.022390524308638946,0.0055976310771597365
-> Degrid [Tera/s],,5.954646287395191e-05,0.00021436380420601091,0.0005359181658655672,0.0006069251229182819,0.00024277004916731278,0.0005961094839081677,,,5.954646287395191e-05,0.00021436380420601091,0.00035735387667254926,0.0006069251229182819,0.00024277004916731278,0.0005961094839081677,,,5.954646287395191e-05,0.00021436380420601091,0.00035735387667254926,0.0006069251229182819,0.00024277004916731278,0.0005961094839081677,,,1.824440144248514e-05,6.567875669618332e-05,,,1.824440144248514e-05,6.567875669618332e-05,,,4.180722867506569e-05,0.00015050358352550322,0.0003762650580755912,0.00042611852304252044,8.52237046085041e-05,0.0001704474092170082,0.013022210379135226,
-> Image Spectral Fitting [Tera/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3631549307583026e-08,,,
-> Visibility Weighting [Tera/s],,2.8902278007668734e-05,0.00014451139003834366,0.0002601205020690186,0.00015896252904217803,0.00031792505808435605,0.00031792505808435605,,,2.8902278007668734e-05,0.00014451139003834366,0.0002601205020690186,0.00015896252904217803,0.00031792505808435605,0.00031792505808435605,,,2.8902278007668734e-05,0.00014451139003834366,0.0002601205020690186,0.00015896252904217803,0.00031792505808435605,0.00031792505808435605,,,1.4451139003834367e-05,7.225569501917183e-05,,,1.4451139003834367e-05,7.225569501917183e-05,,,1.4451139003834367e-05,7.225569501917183e-05,0.0001300602510345093,7.948126452108901e-05,7.948126452108901e-05,0.00015896252904217803,0.00015896252904217803,
-> Subtract Image Component [Tera/s],,,,1.916533256379631e-06,3.2132092394720225e-07,3.213209239472023e-05,9.639627718416068e-05,,,,,8.517925583909468e-07,3.2132092394720225e-07,3.213209239472023e-05,9.639627718416068e-05,,,,,8.517925583909468e-07,3.2132092394720225e-07,3.213209239472023e-05,9.639627718416068e-05,,,,,,,,,,,,,1.119607347749712e-06,1.877104225765406e-07,1.877104225765406e-07,1.3407887326895754e-05,0.0017573986077108806,
-> Demix [Tera/s],0.0021649657534113884,,,,,,,,0.0021649657534113884,,,,,,,,0.0021649657534113884,,,,,,,,0.0010852867485314102,,,,0.0010852867485314102,,,,0.0010828771302542487,,,,,,,,
-> FFT [Tera/s],,4.0886042802765456e-05,0.0006057191526335625,0.0003679743852248891,0.00015423404349465707,0.0007711702174732854,0.002313510652419856,,,4.0886042802765456e-05,0.0006057191526335625,0.0001635441712110618,0.00015423404349465707,0.0007711702174732854,0.002313510652419856,,,4.0886042802765456e-05,0.0006057191526335625,0.0001635441712110618,0.00015423404349465707,0.0007711702174732854,0.002313510652419856,,,2.0655653688309945e-05,0.00030600968427125835,,,2.0655653688309945e-05,0.00030600968427125835,,,2.0472820073137588e-05,0.00030330103812055664,0.00018425538065823833,7.722943100291955e-05,1.544588620058391e-05,0.00038614715501459777,0.05061307990207336,
-> Grid [Tera/s],,0.001685813270382057,0.0180223532922051,0.01517231943343851,0.0023595952771527625,0.0009438381108611049,0.002317546382216688,,,0.001685813270382057,0.0180223532922051,0.004497898597828332,0.0023595952771527625,0.0009438381108611049,0.002317546382216688,,,0.001685813270382057,0.0180223532922051,0.004497898597828332,0.0023595952771527625,0.0009438381108611049,0.002317546382216688,,,0.0005218858623950403,0.0055792051334605875,,,0.0005218858623950403,0.0055792051334605875,,,0.0011853245004458492,0.012671807117285315,0.010667920504012642,0.0016590705416513257,0.00033181410833026516,0.0006636282166605303,0.050701305995687854,
-> Gridding Kernel Update [Tera/s],,0.21004393916283062,1.4127726476378244e-05,1.8903954524923503,0.06416804299844361,0.34306215516831456,0.6609281743650519,,,0.21004393916283062,1.4127726476378244e-05,0.5757879740861406,0.06416804299844361,0.34306215516831456,0.6609281743650519,,,0.21004393916283062,1.4127726476378244e-05,0.5757879740861406,0.06416804299844361,0.34306215516831456,0.6609281743650519,,,0.04177766613430917,4.975424694235491e-07,,,0.04177766613430917,4.975424694235491e-07,,,0.09887875827450697,8.117236414286541e-06,0.889908824399464,0.030568742920700373,0.030845209048508328,0.16311206197121186,0.5716331488341316,
-> Correct [Tera/s],,5.265737127077882e-05,0.00021436380420601094,0.00047391634143700937,0.00010734166225363245,0.0002146833245072649,0.0010245836963164168,0.0055955930934827244,,5.265737127077882e-05,0.00021436380420601094,0.0003160106385971417,0.00010734166225363245,0.0002146833245072649,0.0010245836963164168,0.0055955930934827244,,5.265737127077882e-05,0.00021436380420601094,0.0003160106385971417,0.00010734166225363245,0.0002146833245072649,0.0010245836963164168,0.0055955930934827244,,1.617544698166663e-05,6.567875669618332e-05,,,1.617544698166663e-05,6.567875669618332e-05,,,3.6983902219444806e-05,0.00015050358352550325,0.00033285511997500325,7.53913918216635e-05,7.53913918216635e-05,0.000150782783643327,0.022390524308638946,0.0055976310771597365
-> IFFT [Tera/s],,0.00020456229244354183,0.0006074801983630891,0.0018410606319918764,0.0001545030921477792,0.0003090061842955584,0.0003090061842955584,,,0.00020456229244354183,0.0006074801983630891,0.0008185133266335961,0.0001545030921477792,0.0003090061842955584,0.0003090061842955584,,,0.00020456229244354183,0.0006074801983630891,0.0008185133266335961,0.0001545030921477792,0.0003090061842955584,0.0003090061842955584,,,0.0001033446502120406,0.00030689477454447033,,,0.0001033446502120406,0.00030689477454447033,,,0.00010243018769389034,0.0003041822024965891,0.0009218716892450132,7.736405333814675e-05,7.736405333814675e-05,0.0001547281066762935,0.0001547281066762935,
-> Identify Component [Tera/s],,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,,,,,,,,,4.666666666666667e-10,5.703703703703703e-11,5.703703703703703e-11,4.074074074074074e-09,5.33997037037037e-07,
-> Average [Tera/s],0.002093751924142869,,,,,,,,0.002093751924142869,,,,,,,,0.002093751924142869,,,,,,,,0.0010495876040550974,,,,0.0010495876040550974,,,,0.0010472572471446904,,,,,,,,
-> Phase Rotation Predict [Tera/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Receive [Tera/s],0.0021649657534113884,,,,,,,,0.0021649657534113884,,,,,,,,0.0021649657534113884,,,,,,,,0.0010852867485314102,,,,0.0010852867485314102,,,,0.0010828771302542487,,,,,,,,
-> Solve [Tera/s],,6.5536e-08,,1.3653333333333335e-06,,,,,,6.5536e-08,,1.3653333333333335e-06,,,,,,6.5536e-08,,1.3653333333333335e-06,,,,,,3.2768e-08,,,,3.2768e-08,,,,3.2768e-08,,9.448106666666668e-07,,,,,
-> Degridding Kernel Update [Tera/s],,0.21004393916283062,1.4127726476378244e-05,1.8903954524923503,0.06416804299844361,0.34306215516831456,0.6609281743650519,,,0.21004393916283062,1.4127726476378244e-05,0.5757879740861406,0.06416804299844361,0.34306215516831456,0.6609281743650519,,,0.21004393916283062,1.4127726476378244e-05,0.5757879740861406,0.06416804299844361,0.34306215516831456,0.6609281743650519,,,0.04177766613430917,4.975424694235491e-07,,,0.04177766613430917,4.975424694235491e-07,,,0.09887875827450697,8.117236414286541e-06,0.889908824399464,0.030568742920700373,0.030845209048508328,0.16311206197121186,0.5716331488341316,
-> Phase Rotation [Tera/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Reprojection [Tera/s],,4.0886042802765456e-05,,0.0003679743852248891,0.00015423404349465707,0.0007711702174732854,0.002313510652419856,,,4.0886042802765456e-05,,0.0001635441712110618,0.00015423404349465707,0.0007711702174732854,0.002313510652419856,,,4.0886042802765456e-05,,0.0001635441712110618,0.00015423404349465707,0.0007711702174732854,0.002313510652419856,,,2.0655653688309945e-05,,,,2.0655653688309945e-05,,,,2.0472820073137588e-05,,0.00018425538065823833,7.722943100291955e-05,1.9307357750729887e-06,0.00038614715501459777,0.05061307990207336,
-> Source Find [Tera/s],,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,,,,,,,,,1.44e-08,,,,,
-> Reprojection Predict [Tera/s],,0.0002044302140138273,,0.0018398719261244457,0.00015423404349465707,0.00030846808698931414,0.00030846808698931414,,,0.0002044302140138273,,0.0008177208560553091,0.00015423404349465707,0.00030846808698931414,0.00030846808698931414,,,0.0002044302140138273,,0.0008177208560553091,0.00015423404349465707,0.00030846808698931414,0.00030846808698931414,,,0.00010327826844154972,,,,0.00010327826844154972,,,,0.00010236410036568795,,0.0009212769032911916,7.722943100291955e-05,1.9307357750729887e-06,0.0001544588620058391,0.0001544588620058391,
Total visibilities [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-> DFT [Mvis/s],,0.5485142840706128,4.465912587625227,0.5485142840706128,0.20329860275309175,0.20329860275309175,0.9702497124208493,,,0.5485142840706128,4.465912587625227,0.365753053931877,0.20329860275309175,0.20329860275309175,0.9702497124208493,,,0.5485142840706128,4.465912587625227,0.365753053931877,0.20329860275309175,0.20329860275309175,0.9702497124208493,,,0.3369884787847214,2.736614862340972,,,0.3369884787847214,2.736614862340972,,,0.7704979629051002,6.270982646895968,0.7704979629051001,0.28557345386993743,0.28557345386993743,0.28557345386993743,42.406296039088915,
-> Subtract Visibility [Mvis/s],,0.5485142840706128,4.465912587625227,0.5485142840706128,0.20329860275309175,0.20329860275309175,0.9702497124208493,,,0.5485142840706128,4.465912587625227,0.365753053931877,0.20329860275309175,0.20329860275309175,0.9702497124208493,,,0.5485142840706128,4.465912587625227,0.365753053931877,0.20329860275309175,0.20329860275309175,0.9702497124208493,,,0.3369884787847214,2.736614862340972,,,0.3369884787847214,2.736614862340972,,,0.7704979629051002,6.270982646895968,0.7704979629051001,0.28557345386993743,0.28557345386993743,0.28557345386993743,42.406296039088915,
