,hpso01 (Ingest) [Nf_max=16384] [Na=64],hpso01 (RCAL) [Nf_max=16384] [Na=64],hpso01 (FastImg) [Nf_max=16384] [Na=64],hpso01 (ICAL) [Nf_max=16384] [Na=64],hpso01 (DPrepA) [Nf_max=16384] [Na=64],hpso01 (DPrepB) [Nf_max=16384] [Na=64],hpso01 (DPrepC) [Nf_max=16384] [Na=64],hpso01 (DPrepD) [Nf_max=16384] [Na=64],hpso02a (Ingest) [Nf_max=16384] [Na=64],hpso02a (RCAL) [Nf_max=16384] [Na=64],hpso02a (FastImg) [Nf_max=16384] [Na=64],hpso02a (ICAL) [Nf_max=16384] [Na=64],hpso02a (DPrepA) [Nf_max=16384] [Na=64],hpso02a (DPrepB) [Nf_max=16384] [Na=64],hpso02a (DPrepC) [Nf_max=16384] [Na=64],hpso02a (DPrepD) [Nf_max=16384] [Na=64],hpso02b (Ingest) [Nf_max=16384] [Na=64],hpso02b (RCAL) [Nf_max=16384] [Na=64],hpso02b (FastImg) [Nf_max=16384] [Na=64],hpso02b (ICAL) [Nf_max=16384] [Na=64],hpso02b (DPrepA) [Nf_max=16384] [Na=64],hpso02b (DPrepB) [Nf_max=16384] [Na=64],hpso02b (DPrepC) [Nf_max=16384] [Na=64],hpso02b (DPrepD) [Nf_max=16384] [Na=64],hpso04a (Ingest) [Nf_max=16384] [Na=64],hpso04a (RCAL) [Nf_max=16384] [Na=64],hpso04a (FastImg) [Nf_max=16384] [Na=64],hpso04a (PSS) [Nf_max=16384] [Na=64],hpso05a (Ingest) [Nf_max=16384] [Na=64],hpso05a (RCAL) [Nf_max=16384] [Na=64],hpso05a (FastImg) [Nf_max=16384] [Na=64],hpso05a (PST) [Nf_max=16384] [Na=64],max_low (Ingest) [Nf_max=16384] [Na=64],max_low (RCAL) [Nf_max=16384] [Na=64],max_low (FastImg) [Nf_max=16384] [Na=64],max_low (ICAL) [Nf_max=16384] [Na=64],max_low (DPrepA) [Nf_max=16384] [Na=64],max_low (DPrepA_Image) [Nf_max=16384] [Na=64],max_low (DPrepB) [Nf_max=16384] [Na=64],max_low (DPrepC) [Nf_max=16384] [Na=64],max_low (DPrepD) [Nf_max=16384] [Na=64]
-> Correct [Tera/s],,0.00352321536,0.00176160768,0.03170893824,0.011547825698339263,0.023095651396678525,0.03875536896,0.03875536896,,0.00352321536,0.00176160768,0.03170893824,0.011547825698339263,0.023095651396678525,0.03875536896,0.03875536896,,0.00352321536,0.00176160768,0.03170893824,0.011547825698339263,0.023095651396678525,0.03875536896,0.03875536896,,0.0017368246552869498,0.0006251508870017433,,,0.0017368246552869498,0.0006251508870017433,,,0.00176160768,0.00088080384,0.01585446912,0.008107662954100175,0.008107662954100175,0.01621532590820035,0.01937768448,0.01937768448
-> IFFT [Tera/s],,0.075389049058413,0.1550922798058644,0.6784329720677529,0.056877500730430165,0.11374466999258043,0.11374466999258043,,,0.075389049058413,0.1550922798058644,0.3015359089868478,0.056877500730430165,0.11374466999258043,0.11374466999258043,,,0.075389049058413,0.1550922798058644,0.3015359089868478,0.056877500730430165,0.11374466999258043,0.11374466999258043,,,0.03808269711824028,0.07835264061781354,,,0.03808269711824028,0.07835264061781354,,,0.03774819072582207,0.07765916438887902,0.33971087675177186,0.028477611691425354,0.028480196440261715,0.05695522338285071,0.03954577658822209,
-> Identify Component [Tera/s],,,,5.12e-08,1.5644444444444443e-09,8.8e-08,2.64e-07,,,,,2.88e-08,1.5644444444444443e-09,8.8e-08,2.64e-07,,,,,2.88e-08,1.5644444444444443e-09,8.8e-08,2.64e-07,,,,,,,,,,,,,2.986666666666667e-08,5.133333333333332e-10,9.125925925925925e-10,3.6666666666666664e-08,5.33997037037037e-07,
-> Average [Tera/s],0.0035232153600000004,,,,,,,,0.0035232153600000004,,,,,,,,0.0035232153600000004,,,,,,,,0.0017616076800000002,,,,0.0017616076800000002,,,,0.0017616076800000002,,,,,,,,
-> Phase Rotation Predict [Tera/s],,0.42630905856,0.0,2.02937204736,0.923826055867141,0.20786086257010672,0.34879832064,,,0.42630905856,0.0,1.14152177664,0.923826055867141,0.20786086257010672,0.34879832064,,,0.42630905856,0.0,1.14152177664,0.923826055867141,0.20786086257010672,0.34879832064,,,0.11115677793836483,0.0,,,0.11115677793836483,0.0,,,0.176160768,0.0,1.01468602368,0.3648448329345078,0.12972260726560278,0.14593793317380313,0.0,
-> Receive [Tera/s],0.003635063466666667,,,,,,,,0.003635063466666667,,,,,,,,0.003635063466666667,,,,,,,,0.0018175317333333336,,,,0.0018175317333333336,,,,0.0018175317333333336,,,,,,,,
-> Solve [Tera/s],,3.2768e-08,,6.826666666666667e-07,,,,,,3.2768e-08,,6.826666666666667e-07,,,,,,3.2768e-08,,6.826666666666667e-07,,,,,,1.6384e-08,,,,1.6384e-08,,,,1.6384e-08,,4.724053333333334e-07,,,,,
-> Degridding Kernel Update [Tera/s],,16.991493873527155,0.2645579679420451,183.62988894789567,13.190807101614942,77.40295389314811,103.56100732549513,,,16.991493873527155,0.2645579679420451,71.47529918378905,13.190807101614942,77.40295389314811,103.56100732549513,,,16.991493873527155,0.2645579679420451,71.47529918378905,13.190807101614942,77.40295389314811,103.56100732549513,,,2.903660311418552,0.006749365445814468,,,2.903660311418552,0.006749365445814468,,,8.014410484661296,0.14596050983659034,88.11519426352886,7.153630750812673,5.823453214642168,37.73199556807935,2263.483508293348,
-> Phase Rotation [Tera/s],,0.0019573926950673965,0.0,0.01529658807025012,0.0014498977544153261,0.002825874257558114,0.011174432947602965,,,0.0019573926950673965,0.0,0.007441849154491185,0.0014498977544153261,0.002825874257558114,0.011174432947602965,,,0.0019573926950673965,0.0,0.007441849154491185,0.0014498977544153261,0.002825874257558114,0.011174432947602965,,,0.0005207455367516403,0.0,,,0.0005207455367516403,0.0,,,0.0013318165282617752,0.0,0.010739645850936086,0.0009115503917024866,0.0010179647055277234,0.0018924283033495682,0.0,
-> Reprojection [Tera/s],,0.015072230818811459,,0.13565007736930312,0.05685683779387038,0.2842841889693519,0.8528525669080557,,,0.015072230818811459,,0.06028892327524582,0.05685683779387038,0.2842841889693519,0.8528525669080557,,,0.015072230818811459,,0.06028892327524582,0.05685683779387038,0.2842841889693519,0.8528525669080557,,,0.007614500175658578,,,,0.007614500175658578,,,,0.00754710039176144,,0.06792390352585298,0.028469857444916265,0.0007117464361229065,0.14234928722458132,12.95694845493078,
-> Source Find [Tera/s],,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,,,,,,,,,1.44e-08,,,,,
-> Reprojection Predict [Tera/s],,0.0753611540940573,,0.6782503868465156,0.05685683779387038,0.11371367558774076,0.11371367558774076,,,0.0753611540940573,,0.3014446163762291,0.05685683779387038,0.11371367558774076,0.11371367558774076,,,0.0753611540940573,,0.3014446163762291,0.05685683779387038,0.11371367558774076,0.11371367558774076,,,0.038072500878292885,,,,0.038072500878292885,,,,0.037735501958807205,,0.33961951762926484,0.028469857444916265,0.0007117464361229065,0.05693971488983253,0.03954146867349481,
Total visibilities [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-> DFT [Mvis/s],,36.70016,36.70016,36.70016,21.870882004430424,21.870882004430424,36.70016,,,36.70016,36.70016,36.70016,21.870882004430424,21.870882004430424,36.70016,,,36.70016,36.70016,36.70016,21.870882004430424,21.870882004430424,36.70016,,,36.1838469851448,26.04795362507264,,,36.1838469851448,26.04795362507264,,,36.70016,36.70016,36.70016,30.710844523106715,30.710844523106715,30.710844523106715,36.70016,
-> Subtract Visibility [Mvis/s],,36.70016,36.70016,36.70016,21.870882004430424,21.870882004430424,36.70016,,,36.70016,36.70016,36.70016,21.870882004430424,21.870882004430424,36.70016,,,36.70016,36.70016,36.70016,21.870882004430424,21.870882004430424,36.70016,,,36.1838469851448,26.04795362507264,,,36.1838469851448,26.04795362507264,,,36.70016,36.70016,36.70016,30.710844523106715,30.710844523106715,30.710844523106715,36.70016,
-> Flag [Mvis/s],,36.70016,36.70016,36.70016,21.870882004430424,21.870882004430424,36.70016,36.70016,,36.70016,36.70016,36.70016,21.870882004430424,21.870882004430424,36.70016,36.70016,,36.70016,36.70016,36.70016,21.870882004430424,21.870882004430424,36.70016,36.70016,,36.1838469851448,26.04795362507264,,,36.1838469851448,26.04795362507264,,,36.70016,36.70016,36.70016,30.710844523106715,30.710844523106715,30.710844523106715,36.70016,36.70016
-> Degrid [Mvis/s],,18.97878307824278,5077.9512300139,47.18122870506221,9.76206518696848,64.58490694606151,549.6628075942979,,,18.97878307824278,5077.9512300139,37.50726530401151,9.76206518696848,64.58490694606151,549.6628075942979,,,18.97878307824278,5077.9512300139,37.50726530401151,9.76206518696848,64.58490694606151,549.6628075942979,,,13.229110571726505,1165.3284964431455,,,13.229110571726505,1165.3284964431455,,,16.588370120664777,2902.216544970559,30.330101787307424,14.810934724958459,6.2889012007162135,39.5735062221252,38921.358780114504,
-> Image Spectral Fitting [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37070.12688140139,,,
-> Visibility Weighting [Mvis/s],,0.16850832429987916,9.367088241000834,0.2766310053213636,0.1716261546419657,0.2973352543726972,1.1757610424666418,,,0.16850832429987916,9.367088241000834,0.2392569815615736,0.1716261546419657,0.2973352543726972,1.1757610424666418,,,0.16850832429987916,9.367088241000834,0.2392569815615736,0.1716261546419657,0.2973352543726972,1.1757610424666418,,,0.1695135210780079,5.998339041821706,,,0.1695135210780079,5.998339041821706,,,0.2774617767212032,12.07618343555092,0.3884420519001767,0.3836491547569388,0.24099543217985872,0.3982382793244041,9.560599343488041,
-> Subtract Image Component [Mvis/s],,,,55.19615778373337,30.285957631678116,53.841702456316646,53.841702456316646,,,,,43.611778989616475,30.285957631678116,53.841702456316646,53.841702456316646,,,,,43.611778989616475,30.285957631678116,53.841702456316646,53.841702456316646,,,,,,,,,,,,,55.276614197471474,53.92018455476565,30.330103812055675,53.92018455476563,337.00115346728535,
-> Demix [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> FFT [Mvis/s],,0.005403208488320219,0.011006535809541189,0.0074294116714403,0.005503267904770594,0.007337690539694124,0.007337690539694124,,,0.005403208488320219,0.011006535809541189,0.006603921485724711,0.005503267904770594,0.007337690539694124,0.007337690539694124,,,0.005403208488320219,0.011006535809541189,0.006603921485724711,0.005503267904770594,0.007337690539694124,0.007337690539694124,,,0.007467949180225911,0.011063628415149497,,,0.007467949180225911,0.011063628415149497,,,0.005947859538218918,0.011014554700405398,0.007434824422773646,0.007343036466936934,0.005507277350202701,0.007343036466936934,0.018357591167342337,
-> Grid [Mvis/s],,18.97878307824278,5077.9512300139,47.18122870506221,9.76206518696848,64.58490694606151,549.6628075942979,,,18.97878307824278,5077.9512300139,37.50726530401151,9.76206518696848,64.58490694606151,549.6628075942979,,,18.97878307824278,5077.9512300139,37.50726530401151,9.76206518696848,64.58490694606151,549.6628075942979,,,13.229110571726505,1165.3284964431455,,,13.229110571726505,1165.3284964431455,,,16.588370120664777,2902.216544970559,30.330101787307424,14.810934724958459,6.2889012007162135,39.5735062221252,38921.358780114504,
-> Gridding Kernel Update [Mvis/s],,0.020939795368378773,0.19508341740462987,0.025602357539427672,0.021103872858436106,0.03018862913780821,0.04290217786405415,,,0.020939795368378773,0.19508341740462987,0.023570619493022006,0.021103872858436106,0.03018862913780821,0.04290217786405415,,,0.020939795368378773,0.19508341740462987,0.023570619493022006,0.021103872858436106,0.03018862913780821,0.04290217786405415,,,0.0225270206429381,0.1717854563459081,,,0.0225270206429381,0.1717854563459081,,,0.021004221465262658,0.19125988884728334,0.024132002126806613,0.02392729815413474,0.020137525632775318,0.027957797059482196,0.8406776209996808,
-> Correct [Mvis/s],,36.70016,36.70016,36.70016,21.870882004430424,21.870882004430424,36.70016,36.70016,,36.70016,36.70016,36.70016,21.870882004430424,21.870882004430424,36.70016,36.70016,,36.70016,36.70016,36.70016,21.870882004430424,21.870882004430424,36.70016,36.70016,,36.1838469851448,26.04795362507264,,,36.1838469851448,26.04795362507264,,,36.70016,36.70016,36.70016,30.710844523106715,30.710844523106715,30.710844523106715,36.70016,36.70016
-> IFFT [Mvis/s],,0.027016042441601096,0.011006535809541189,0.03714705835720151,0.005503267904770594,0.00293507621587765,0.000978358738625883,,,0.027016042441601096,0.011006535809541189,0.03301960742862356,0.005503267904770594,0.00293507621587765,0.000978358738625883,,,0.027016042441601096,0.011006535809541189,0.03301960742862356,0.005503267904770594,0.00293507621587765,0.000978358738625883,,,0.037339745901129553,0.011063628415149497,,,0.037339745901129553,0.011063628415149497,,,0.02973929769109459,0.011014554700405398,0.03717412211386824,0.007343036466936934,0.027536386751013497,0.002937214586774774,5.6022922263617973e-05,
-> Identify Component [Mvis/s],,,,55.19615778373337,30.285957631678116,53.841702456316646,53.841702456316646,,,,,43.611778989616475,30.285957631678116,53.841702456316646,53.841702456316646,,,,,43.611778989616475,30.285957631678116,53.841702456316646,53.841702456316646,,,,,,,,,,,,,55.276614197471474,53.92018455476565,30.330103812055675,53.92018455476563,337.00115346728535,
-> Average [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Phase Rotation Predict [Mvis/s],,36.70016,36.70016,36.70016,21.87088200443042,21.870882004430424,36.70016,,,36.70016,36.70016,36.70016,21.87088200443042,21.870882004430424,36.70016,,,36.70016,36.70016,36.70016,21.87088200443042,21.870882004430424,36.70016,,,36.1838469851448,26.04795362507264,,,36.1838469851448,26.04795362507264,,,36.70016,36.70016,36.70016,30.710844523106715,30.710844523106715,30.710844523106715,36.70016,
-> Receive [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Solve [Mvis/s],,36.70016,,36.70016,,,,,,36.70016,,36.70016,,,,,,36.70016,,36.70016,,,,,,36.1838469851448,,,,36.1838469851448,,,,36.70016,,36.70016,,,,,
-> Degridding Kernel Update [Mvis/s],,0.020939795368378773,0.19508341740462987,0.025602357539427672,0.021103872858436106,0.03018862913780821,0.04290217786405415,,,0.020939795368378773,0.19508341740462987,0.023570619493022006,0.021103872858436106,0.03018862913780821,0.04290217786405415,,,0.020939795368378773,0.19508341740462987,0.023570619493022006,0.021103872858436106,0.03018862913780821,0.04290217786405415,,,0.0225270206429381,0.1717854563459081,,,0.0225270206429381,0.1717854563459081,,,0.021004221465262658,0.19125988884728334,0.024132002126806613,0.02392729815413474,0.020137525632775318,0.027957797059482196,0.8406776209996808,
-> Phase Rotation [Mvis/s],,36.70016,36.70016,36.70016,4.374176400886084,21.870882004430424,36.70016,,,36.70016,36.70016,36.70016,4.374176400886084,21.870882004430424,36.70016,,,36.70016,36.70016,36.70016,4.374176400886084,21.870882004430424,36.70016,,,36.1838469851448,26.04795362507264,,,36.1838469851448,26.04795362507264,,,36.70016,36.70016,36.70016,6.142168904621343,30.710844523106715,30.710844523106715,36.70016,
-> Reprojection [Mvis/s],,29.19466196825567,,55.19615778373337,30.285957631678116,53.841702456316646,53.841702456316646,,,29.19466196825567,,43.611778989616475,30.285957631678116,53.841702456316646,53.841702456316646,,,29.19466196825567,,43.611778989616475,30.285957631678116,53.841702456316646,53.841702456316646,,,55.77026495843685,,,,55.77026495843685,,,,35.377033086381765,,55.276614197471496,53.92018455476565,3.7912629765069594,53.92018455476563,337.00115346728535,
-> Source Find [Mvis/s],,,,9e-06,,,,,,,,9e-06,,,,,,,,9e-06,,,,,,,,,,,,,,,,9e-06,,,,,
-> Reprojection Predict [Mvis/s],,145.97330984127834,,275.98078891866686,30.285957631678116,21.536680982526658,7.17889366084222,,,145.97330984127834,,218.05889494808238,30.285957631678116,21.536680982526658,7.17889366084222,,,145.97330984127834,,218.05889494808238,30.285957631678116,21.536680982526658,7.17889366084222,,,278.85132479218424,,,,278.85132479218424,,,,176.88516543190877,,276.3830709873574,53.92018455476565,3.7912629765069594,21.56807382190626,1.0284459029152995,
