,hpso01 (Ingest) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso01 (RCAL) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso01 (FastImg) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso01 (ICAL) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso01 (DPrepA) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso01 (DPrepB) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso01 (DPrepC) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso01 (DPrepD) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02a (Ingest) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02a (RCAL) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02a (FastImg) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02a (ICAL) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02a (DPrepA) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02a (DPrepB) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02a (DPrepC) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02a (DPrepD) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02b (Ingest) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02b (RCAL) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02b (FastImg) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02b (ICAL) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02b (DPrepA) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02b (DPrepB) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02b (DPrepC) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02b (DPrepD) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso04a (Ingest) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso04a (RCAL) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso04a (FastImg) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso04a (PSS) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso05a (Ingest) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso05a (RCAL) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso05a (FastImg) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso05a (PST) [Nf_max=8192] [Na=256] [Bmax=32500.0],max_low (Ingest) [Nf_max=8192] [Na=256] [Bmax=32500.0],max_low (RCAL) [Nf_max=8192] [Na=256] [Bmax=32500.0],max_low (FastImg) [Nf_max=8192] [Na=256] [Bmax=32500.0],max_low (ICAL) [Nf_max=8192] [Na=256] [Bmax=32500.0],max_low (DPrepA) [Nf_max=8192] [Na=256] [Bmax=32500.0],max_low (DPrepA_Image) [Nf_max=8192] [Na=256] [Bmax=32500.0],max_low (DPrepB) [Nf_max=8192] [Na=256] [Bmax=32500.0],max_low (DPrepC) [Nf_max=8192] [Na=256] [Bmax=32500.0],max_low (DPrepD) [Nf_max=8192] [Na=256] [Bmax=32500.0]
Delta W max1 [lambda],47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,124.46812716369449,124.46812716369449,0.9062782736668199,,124.46812716369449,124.46812716369449,0.9062782736668199,,51.861719651539374,51.861719651539374,0.37761594736117493,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374
Delta W max2 [lambda],94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,248.93625432738898,248.93625432738898,3.6251130946672796,,248.93625432738898,248.93625432738898,3.6251130946672796,,103.72343930307875,103.72343930307875,1.5104637894446997,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875
Delta W max3 [lambda],189.66571758277257,189.66571758277257,5.523981858540616,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,5.523981858540616,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,5.523981858540616,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,497.87250865477796,497.87250865477796,14.500452378669118,,497.87250865477796,497.87250865477796,14.500452378669118,,207.4468786061575,207.4468786061575,6.041855157778799,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575
Delta W stack [lambda],(undefined),2.1435621822202404,5.52397760466015,2.1435621823359625,4.602602686946662,7.259128942286356,7.092720128004527,(undefined),(undefined),2.1435621822202404,5.52397760466015,2.831519341669037,4.602602686946662,7.259128942286356,7.092720128004527,(undefined),(undefined),2.1435621822202404,5.52397760466015,2.831519341669037,4.602602686946662,7.259128942286356,7.092720128004527,(undefined),(undefined),11.785335603699357,14.500446013367066,(undefined),(undefined),11.785335603699357,14.500446013367066,(undefined),(undefined),2.265329551499554,6.041850095695206,2.2653295514807072,4.6483945649759635,4.851970320508432,7.360594229311545,29.731945072742327,(undefined)
Delta W theory [lambda],(undefined),1.0,12.587303150687525,1.0,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),1.0,12.587303150687525,3.4612509132075626,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),1.0,12.587303150687525,3.4612509132075626,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),11.803825775723876,89.35330487828081,(undefined),(undefined),11.803825775723876,89.35330487828081,(undefined),(undefined),1.3581201072478302,15.152462172657435,1.3581201072478302,15.152462172657435,15.152462172657435,15.152462172657435,15.152462172657435,(undefined)
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],(undefined),9.180756363659246,0.18455205923435844,9.180756364033059,3.6563902713349252,5.1519907974697965,5.062818823191568,(undefined),(undefined),9.180756363659246,0.18455205923435844,6.145347902584641,3.6563902713349252,5.1519907974697965,5.062818823191568,(undefined),(undefined),9.180756363659246,0.18455205923435844,6.145347902584641,3.6563902713349252,5.1519907974697965,5.062818823191568,(undefined),(undefined),7.77394348027689,0.08981558727294352,(undefined),(undefined),7.77394348027689,0.08981558727294352,(undefined),(undefined),8.365966766143886,0.17264561380323334,8.365966766091407,3.220885874810402,3.3264162986332684,4.551537693156205,11.7585840842431,(undefined)
W kernel support pred1 [uv-pixels],,9.180756363659246,0.5223241974335304,9.180756364033059,3.6563902713349252,5.1519907974697965,5.062818823191568,,,9.180756363659246,0.5223241974335304,6.145347902584641,3.6563902713349252,5.1519907974697965,5.062818823191568,,,9.180756363659246,0.5223241974335304,6.145347902584641,3.6563902713349252,5.1519907974697965,5.062818823191568,,,7.77394348027689,0.254136932091098,,,7.77394348027689,0.254136932091098,,,8.365966766143886,0.4886127695866622,8.365966766091407,3.220885874810402,3.3264162986332684,4.551537693156205,13.038092957132358,
W kernel support pred2 [uv-pixels],,9.180756363659246,1.4792330461194296,9.180756364033059,3.6563902713349252,5.1519907974697965,5.062818823191568,,,9.180756363659246,1.4792330461194296,6.145347902584641,3.6563902713349252,5.1519907974697965,5.062818823191568,,,9.180756363659246,1.4792330461194296,6.145347902584641,3.6563902713349252,5.1519907974697965,5.062818823191568,,,7.77394348027689,0.7193736457952092,,,7.77394348027689,0.7193736457952092,,,8.365966766143886,1.3836854797576588,8.365966766091407,3.220885874810402,3.3264162986332684,4.551537693156205,13.038092957132358,
W kernel support pred3 [uv-pixels],,9.180756363659246,4.19449886369903,9.180756364033059,3.6563902713349252,5.1519907974697965,5.062818823191568,,,9.180756363659246,4.19449886369903,6.145347902584641,3.6563902713349252,5.1519907974697965,5.062818823191568,,,9.180756363659246,4.19449886369903,6.145347902584641,3.6563902713349252,5.1519907974697965,5.062818823191568,,,7.77394348027689,2.037892441153122,,,7.77394348027689,2.037892441153122,,,8.365966766143886,3.9231365792190767,8.365966766091407,3.220885874810402,3.3264162986332684,4.551537693156205,13.038092957132358,
AW kernel support pred0 [uv-pixels],(undefined),12.856371471331627,9.001891993496013,12.856371471598568,9.714380567813508,10.37029455595228,10.326283670152726,(undefined),(undefined),12.856371471331627,9.001891993496013,10.897949387100375,9.714380567813508,10.37029455595228,10.326283670152726,(undefined),(undefined),12.856371471331627,9.001891993496013,10.897949387100375,9.714380567813508,10.37029455595228,10.326283670152726,(undefined),(undefined),11.892611035199106,9.000448146604544,(undefined),(undefined),11.892611035199106,9.000448146604544,(undefined),(undefined),12.287774409233919,9.001655764800468,12.28777440919819,9.558980375466472,9.595053172953918,10.085459601437194,14.807575752506388,(undefined)
AW kernel support pred1 [uv-pixels],,12.856371471331627,9.015144068023794,12.856371471598568,9.714380567813508,10.37029455595228,10.326283670152726,,,12.856371471331627,9.015144068023794,10.897949387100375,9.714380567813508,10.37029455595228,10.326283670152726,,,12.856371471331627,9.015144068023794,10.897949387100375,9.714380567813508,10.37029455595228,10.326283670152726,,,11.892611035199106,9.003587372833826,,,11.892611035199106,9.003587372833826,,,12.287774409233919,9.013253709876537,12.28777440919819,9.558980375466472,9.595053172953918,10.085459601437194,15.842722870732299,
AW kernel support pred2 [uv-pixels],,12.856371471331627,9.120752732353388,12.856371471598568,9.714380567813508,10.37029455595228,10.326283670152726,,,12.856371471331627,9.120752732353388,10.897949387100375,9.714380567813508,10.37029455595228,10.326283670152726,,,12.856371471331627,9.120752732353388,10.897949387100375,9.714380567813508,10.37029455595228,10.326283670152726,,,11.892611035199106,9.028704139701594,,,11.892611035199106,9.028704139701594,,,12.287774409233919,9.105744643184991,12.28777440919819,9.558980375466472,9.595053172953918,10.085459601437194,15.842722870732299,
AW kernel support pred3 [uv-pixels],,12.856371471331627,9.929442115122704,12.856371471598568,9.714380567813508,10.37029455595228,10.326283670152726,,,12.856371471331627,9.929442115122704,10.897949387100375,9.714380567813508,10.37029455595228,10.326283670152726,,,12.856371471331627,9.929442115122704,10.897949387100375,9.714380567813508,10.37029455595228,10.326283670152726,,,11.892611035199106,9.227838620267967,,,11.892611035199106,9.227838620267967,,,12.287774409233919,9.817891862268944,12.28777440919819,9.558980375466472,9.595053172953918,10.085459601437194,15.842722870732299,
W kernel support bw0 [uv-pixels],(undefined),9.180756363659246,0.18455205923435844,9.180756364033059,3.6563902713349252,5.1519907974697965,5.062818823191568,(undefined),(undefined),9.180756363659246,0.18455205923435844,6.145347902584641,3.6563902713349252,5.1519907974697965,5.062818823191568,(undefined),(undefined),9.180756363659246,0.18455205923435844,6.145347902584641,3.6563902713349252,5.1519907974697965,5.062818823191568,(undefined),(undefined),7.77394348027689,0.08981558727294352,(undefined),(undefined),7.77394348027689,0.08981558727294352,(undefined),(undefined),8.365966766143886,0.17264561380323334,8.365966766091407,3.220885874810402,3.3264162986332684,4.551537693156205,11.7585840842431,(undefined)
W kernel support bw1 [uv-pixels],,9.180756363659246,0.5223241974335304,9.180756364033059,3.6563902713349252,5.1519907974697965,5.062818823191568,,,9.180756363659246,0.5223241974335304,6.145347902584641,3.6563902713349252,5.1519907974697965,5.062818823191568,,,9.180756363659246,0.5223241974335304,6.145347902584641,3.6563902713349252,5.1519907974697965,5.062818823191568,,,7.77394348027689,0.254136932091098,,,7.77394348027689,0.254136932091098,,,8.365966766143886,0.4886127695866622,8.365966766091407,3.220885874810402,3.3264162986332684,4.551537693156205,13.038092957132358,
W kernel support bw2 [uv-pixels],,9.180756363659246,1.4792330461194296,9.180756364033059,3.6563902713349252,5.1519907974697965,5.062818823191568,,,9.180756363659246,1.4792330461194296,6.145347902584641,3.6563902713349252,5.1519907974697965,5.062818823191568,,,9.180756363659246,1.4792330461194296,6.145347902584641,3.6563902713349252,5.1519907974697965,5.062818823191568,,,7.77394348027689,0.7193736457952092,,,7.77394348027689,0.7193736457952092,,,8.365966766143886,1.3836854797576588,8.365966766091407,3.220885874810402,3.3264162986332684,4.551537693156205,13.038092957132358,
W kernel support bw3 [uv-pixels],,9.180756363659246,4.19449886369903,9.180756364033059,3.6563902713349252,5.1519907974697965,5.062818823191568,,,9.180756363659246,4.19449886369903,6.145347902584641,3.6563902713349252,5.1519907974697965,5.062818823191568,,,9.180756363659246,4.19449886369903,6.145347902584641,3.6563902713349252,5.1519907974697965,5.062818823191568,,,7.77394348027689,2.037892441153122,,,7.77394348027689,2.037892441153122,,,8.365966766143886,3.9231365792190767,8.365966766091407,3.220885874810402,3.3264162986332684,4.551537693156205,13.038092957132358,
AW kernel support bw0 [uv-pixels],(undefined),12.856371471331627,9.001891993496013,12.856371471598568,9.714380567813508,10.37029455595228,10.326283670152726,(undefined),(undefined),12.856371471331627,9.001891993496013,10.897949387100375,9.714380567813508,10.37029455595228,10.326283670152726,(undefined),(undefined),12.856371471331627,9.001891993496013,10.897949387100375,9.714380567813508,10.37029455595228,10.326283670152726,(undefined),(undefined),11.892611035199106,9.000448146604544,(undefined),(undefined),11.892611035199106,9.000448146604544,(undefined),(undefined),12.287774409233919,9.001655764800468,12.28777440919819,9.558980375466472,9.595053172953918,10.085459601437194,14.807575752506388,(undefined)
AW kernel support bw1 [uv-pixels],,12.856371471331627,9.015144068023794,12.856371471598568,9.714380567813508,10.37029455595228,10.326283670152726,,,12.856371471331627,9.015144068023794,10.897949387100375,9.714380567813508,10.37029455595228,10.326283670152726,,,12.856371471331627,9.015144068023794,10.897949387100375,9.714380567813508,10.37029455595228,10.326283670152726,,,11.892611035199106,9.003587372833826,,,11.892611035199106,9.003587372833826,,,12.287774409233919,9.013253709876537,12.28777440919819,9.558980375466472,9.595053172953918,10.085459601437194,15.842722870732299,
AW kernel support bw2 [uv-pixels],,12.856371471331627,9.120752732353388,12.856371471598568,9.714380567813508,10.37029455595228,10.326283670152726,,,12.856371471331627,9.120752732353388,10.897949387100375,9.714380567813508,10.37029455595228,10.326283670152726,,,12.856371471331627,9.120752732353388,10.897949387100375,9.714380567813508,10.37029455595228,10.326283670152726,,,11.892611035199106,9.028704139701594,,,11.892611035199106,9.028704139701594,,,12.287774409233919,9.105744643184991,12.28777440919819,9.558980375466472,9.595053172953918,10.085459601437194,15.842722870732299,
AW kernel support bw3 [uv-pixels],,12.856371471331627,9.929442115122704,12.856371471598568,9.714380567813508,10.37029455595228,10.326283670152726,,,12.856371471331627,9.929442115122704,10.897949387100375,9.714380567813508,10.37029455595228,10.326283670152726,,,12.856371471331627,9.929442115122704,10.897949387100375,9.714380567813508,10.37029455595228,10.326283670152726,,,11.892611035199106,9.227838620267967,,,11.892611035199106,9.227838620267967,,,12.287774409233919,9.817891862268944,12.28777440919819,9.558980375466472,9.595053172953918,10.085459601437194,15.842722870732299,
-- Data --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snapshot vis size0 [GB],0.03848867874672465,63.05985125863367,0.08253458916625614,63.05985125863367,3.7582192257512426,3.006575380600994,2.641106853320196,0.4836011083960321,0.03848867874672465,63.05985125863367,0.08253458916625614,63.05985125863367,3.7582192257512426,3.006575380600994,2.641106853320196,0.4836011083960321,0.03848867874672465,63.05985125863367,0.08253458916625614,63.05985125863367,3.7582192257512426,3.006575380600994,2.641106853320196,0.4836011083960321,0.03858837299988032,62.33537510805289,0.058581092598969015,(undefined),0.03858837299988032,62.33537510805289,0.058581092598969015,(undefined),0.0385026967958796,63.08281843036915,0.08253458916625614,63.08281843036915,5.279170725839969,26.39585362919985,4.223336580671976,0.06045013854950401,0.24180055419801605
Snapshot vis size1 [GB],0.010862919799891317,17.797807800141932,0.023294294634790914,17.797807800141932,1.0607075994579205,0.8485660795663363,0.7454174283133091,0.13649000762572802,0.010862919799891317,17.797807800141932,0.023294294634790914,17.797807800141932,1.0607075994579205,0.8485660795663363,0.7454174283133091,0.13649000762572802,0.010862919799891317,17.797807800141932,0.023294294634790914,17.797807800141932,1.0607075994579205,0.8485660795663363,0.7454174283133091,0.13649000762572802,0.010891057182410124,17.593334002210828,0.01653373748889109,,0.010891057182410124,17.593334002210828,0.01653373748889109,,0.010866876208598492,17.80428998016777,0.023294294634790914,17.80428998016777,1.4899760155994912,7.449880077997457,1.191980812479593,0.017061250953216003,0.06824500381286401
Snapshot vis size2 [GB],0.012289273932134488,20.134746410409143,0.02635294866354996,20.134746410409143,1.1999836592520539,0.959986927401643,0.8432943572335985,0.15441180857548803,0.012289273932134488,20.134746410409143,0.02635294866354996,20.134746410409143,1.1999836592520539,0.959986927401643,0.8432943572335985,0.15441180857548803,0.012289273932134488,20.134746410409143,0.02635294866354996,20.134746410409143,1.1999836592520539,0.959986927401643,0.8432943572335985,0.15441180857548803,0.01232110588964469,19.903424209655675,0.01870469752754843,,0.01232110588964469,19.903424209655675,0.01870469752754843,,0.012293749836521671,20.142079732157107,0.02635294866354996,20.142079732157107,1.6856171034417133,8.428085517208567,1.3484936827533707,0.019301476071936004,0.07720590428774401
Snapshot vis size3 [GB],0.01545153408001727,25.315793436700297,0.03313405548874957,25.315793436700297,1.5087619096774831,1.2070095277419866,1.060289775639986,0.19414485637939202,0.01545153408001727,25.315793436700297,0.03313405548874957,25.315793436700297,1.5087619096774831,1.2070095277419866,1.060289775639986,0.19414485637939202,0.01545153408001727,25.315793436700297,0.03313405548874957,25.315793436700297,1.5087619096774831,1.2070095277419866,1.060289775639986,0.19414485637939202,0.015491556995855808,25.024947705036634,0.023517766216244722,,0.015491556995855808,25.024947705036634,0.023517766216244722,,0.015457161718359404,25.32501375936005,0.03313405548874957,25.32501375936005,2.119357926556194,10.59678963278097,1.695486341244955,0.024268107047424003,0.09707242818969601
Facet size [GB],(undefined),4.906325136331855,0.24228766105342497,4.906325136331855,0.6730212807039582,0.6730212807039582,0.6730212807039582,(undefined),(undefined),4.906325136331855,0.24228766105342497,2.180588949480824,0.6730212807039582,0.6730212807039582,0.6730212807039582,(undefined),(undefined),4.906325136331855,0.24228766105342497,2.180588949480824,0.6730212807039582,0.6730212807039582,0.6730212807039582,(undefined),(undefined),4.957356885194386,0.2448077474170067,(undefined),(undefined),4.957356885194386,0.2448077474170067,(undefined),(undefined),4.913476817553021,0.24264083049644533,4.913476817553021,0.6740023069345706,0.6740023069345706,0.6740023069345706,0.6740023069345706,(undefined)
Image size [GB],0.6730212807039583,4.906325136331856,0.24228766105342492,4.906325136331856,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6730212807039583,4.906325136331856,0.24228766105342492,2.1805889494808244,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6730212807039583,4.906325136331856,0.24228766105342492,2.1805889494808244,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6800215206027961,4.957356885194385,0.24480774741700664,(undefined),0.6800215206027961,4.957356885194385,0.24480774741700664,(undefined),0.6740023069345706,4.913476817553018,0.24264083049644541,4.913476817553018,0.6740023069345706,0.6740023069345706,0.6740023069345706,0.6740023069345706,0.6740023069345706
Image cube size [GB],352856.9812177169,1570.0240436261938,38.76602576854799,1570.0240436261938,107.68340491263334,2692.085122815833,8076.255368447499,44107.12265221461,352856.9812177169,1570.0240436261938,38.76602576854799,697.7884638338637,107.68340491263334,2692.085122815833,8076.255368447499,44107.12265221461,352856.9812177169,1570.0240436261938,38.76602576854799,697.7884638338637,107.68340491263334,2692.085122815833,8076.255368447499,44107.12265221461,178263.56149689938,793.1771016311017,19.58461979336053,(undefined),178263.56149689938,793.1771016311017,19.58461979336053,(undefined),176685.6607490561,786.1562908084829,19.411266439715632,786.1562908084829,53.920184554765655,53.920184554765655,1348.0046138691414,176685.6607490561,44171.41518726402
Calibration output [GB],0.0,1.179648,0.0,5.9392,0.0,0.0,0.0,0.0,0.0,1.179648,0.0,5.9392,0.0,0.0,0.0,0.0,0.0,1.179648,0.0,5.9392,0.0,0.0,0.0,0.0,0.0,0.1572864,0.0,(undefined),0.0,0.1572864,0.0,(undefined),0.0,1.4155776,0.0,9.9581952,0.0,0.0,0.0,0.0,0.0
Calibration process interval [s],600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,10,600,600,600,10,600,600,600,600,600,600,600
Calibration process in [MB],0.0,23.24754674343936,0.0,7264.858357324801,0.0,0.0,0.0,0.0,0.0,23.24754674343936,0.0,7264.858357324801,0.0,0.0,0.0,0.0,0.0,23.24754674343936,0.0,7264.858357324801,0.0,0.0,0.0,0.0,0.0,38.745911239065606,0.0,(undefined),0.0,38.745911239065606,0.0,(undefined),0.0,16.605390531028117,0.0,7181.8314046696605,0.0,0.0,0.0,0.0,0.0
Calibration process out [MB],0.0,0.131072,0.0,40.96,0.0,0.0,0.0,0.0,0.0,0.131072,0.0,40.96,0.0,0.0,0.0,0.0,0.0,0.131072,0.0,40.96,0.0,0.0,0.0,0.0,0.0,0.21845333333333333,0.0,(undefined),0.0,0.21845333333333333,0.0,(undefined),0.0,0.09362285714285715,0.0,40.491885714285715,0.0,0.0,0.0,0.0,0.0
Cleaning memory [PetaBytes],(undefined),(undefined),(undefined),0.001594555669307853,0.00021873191622878645,0.021873191622878645,0.06561957486863593,(undefined),(undefined),(undefined),(undefined),0.0007086914085812679,0.00021873191622878645,0.021873191622878645,0.06561957486863593,(undefined),(undefined),(undefined),(undefined),0.0007086914085812679,0.00021873191622878645,0.021873191622878645,0.06561957486863593,(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),0.0022356319519866246,0.0003066710496552297,0.0003066710496552297,0.021905074975373546,2.8711419871721615,(undefined)
Working (cache) memory [TeraBytes],(undefined),6.339066834929197e-05,6.045471621773892e-06,6.339066835703522e-05,4.004493359513246e-06,1.1202505852367676e-05,1.06308282534708e-05,(undefined),(undefined),6.339066834929197e-05,6.045471621773892e-06,1.901206833815005e-05,4.004493359513246e-06,1.1202505852367676e-05,1.06308282534708e-05,(undefined),(undefined),6.339066834929197e-05,6.045471621773892e-06,1.901206833815005e-05,4.004493359513246e-06,1.1202505852367676e-05,1.06308282534708e-05,(undefined),(undefined),1.1546100537193672e-05,2.0799599551584832e-07,(undefined),(undefined),1.1546100537193672e-05,2.0799599551584832e-07,(undefined),(undefined),3.3576574621346794e-05,3.462487921786506e-06,3.357657462071495e-05,1.9160815719494785e-06,2.1106575880610375e-06,5.4070752616230235e-06,0.00012709550845809497,(undefined)
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Input Buffer Size [PetaBytes],0.30570337522779073,0.30570337522779073,0.24006814457281908,0.30570337522779073,0.15285168761389537,0.30570337522779073,0.48013628914563816,0.48013628914563816,0.30570337522779073,0.30570337522779073,0.24006814457281908,0.30570337522779073,0.15285168761389537,0.30570337522779073,0.48013628914563816,0.48013628914563816,0.30570337522779073,0.30570337522779073,0.24006814457281908,0.30570337522779073,0.15285168761389537,0.30570337522779073,0.48013628914563816,0.48013628914563816,0.020433014338649285,0.020433014338649285,0.016004542971521273,0.002102152,0.020433014338649285,0.020433014338649285,0.016004542971521273,0.00077309411328,0.18348882968929078,0.18348882968929078,0.14404088674369148,0.18348882968929078,0.09174441484464539,0.09174441484464539,0.18348882968929078,0.28808177348738295,0.28808177348738295
Total buffer ingest rate [TeraBytes/s],0.016983520845988375,0.016983520845988375,0.013337119142934395,0.016983520845988375,0.008491760422994188,0.016983520845988375,0.02667423828586879,0.02667423828586879,0.016983520845988375,0.016983520845988375,0.013337119142934395,0.016983520845988375,0.008491760422994188,0.016983520845988375,0.02667423828586879,0.02667423828586879,0.016983520845988375,0.016983520845988375,0.013337119142934395,0.016983520845988375,0.008491760422994188,0.016983520845988375,0.02667423828586879,0.02667423828586879,0.008513755974437202,0.008513755974437202,0.0066685595714671975,(undefined),0.008513755974437202,0.008513755974437202,0.0066685595714671975,(undefined),0.008494853226356054,0.008494853226356054,0.0066685595714671975,0.008494853226356054,0.004247426613178027,0.004247426613178027,0.008494853226356054,0.013337119142934395,0.013337119142934395
Output size [TB],0.0,0.0,0.0,0.0,0.023744190783235645,1.1872095391617823,3.5616286174853466,47.610975730563815,0.0,0.0,0.0,0.0,0.023744190783235645,1.1872095391617823,3.5616286174853466,47.610975730563815,0.0,0.0,0.0,0.0,0.023744190783235645,1.1872095391617823,3.5616286174853466,47.610975730563815,0.0,0.0,0.0,0.2147152,0.0,0.0,0.0,0.77309411328,0.0,0.0,0.0,0.0,0.016645160972056153,0.016645160972056153,0.5944700347162911,77.91837639033372,57.13317087667658
Buffer Read Rate [TeraBytes/s],0.016841093187451337,0.033682186374902674,0.026450542072535454,0.16841093187451336,0.060221379153109586,0.12044275830621917,0.31740650487042543,0.31740650487042543,0.016841093187451337,0.033682186374902674,0.026450542072535454,0.16841093187451336,0.060221379153109586,0.12044275830621917,0.31740650487042543,0.31740650487042543,0.016841093187451337,0.033682186374902674,0.026450542072535454,0.16841093187451336,0.060221379153109586,0.12044275830621917,0.31740650487042543,0.31740650487042543,0.008442357685484576,0.016647610803327467,0.009386983506532259,0.0008758966666666667,0.008442357685484576,0.016647610803327467,0.009386983506532259,0.0003221225472,0.008423613460136939,0.016847226920273878,0.013225271036267727,0.08423613460136939,0.042296487085749485,0.042296487085749485,0.08459297417149897,0.15870325243521272,0.15870325243521272
Facet visibility rate [TeraBytes/s],0.0,0.004933183782712124,0.004831214906049991,0.044398654044409104,0.007174689152601092,0.014349378305202184,0.039751956164145674,(undefined),0.0,0.004933183782712124,0.004831214906049991,0.03708880702904776,0.007174689152601092,0.014349378305202184,0.039751956164145674,(undefined),0.0,0.004933183782712124,0.004831214906049991,0.03708880702904776,0.007174689152601092,0.014349378305202184,0.039751956164145674,(undefined),0.0,0.0025038042628601183,0.0015959341659207975,(undefined),0.0,0.0025038042628601183,0.0015959341659207975,(undefined),0.0,0.0034243861330595622,0.0029098416911490193,0.03081947519753606,0.005038947945240909,0.005038947945240909,0.010077895890481818,0.029475744992825285,(undefined)
Image Write Rate [TeraBytes/s],0.0,0.002616706739376989,0.038766025768548,0.023550360654392907,0.009870978783658054,0.04935489391829027,0.14806468175487078,(undefined),0.0,0.002616706739376989,0.038766025768548,0.010466826957507955,0.009870978783658054,0.04935489391829027,0.14806468175487078,(undefined),0.0,0.002616706739376989,0.038766025768548,0.010466826957507955,0.009870978783658054,0.04935489391829027,0.14806468175487078,(undefined),0.0,0.0013219618360518365,0.019584619793360535,(undefined),0.0,0.0013219618360518365,0.019584619793360535,(undefined),0.0,0.0013102604846808056,0.019411266439715625,0.011792344362127253,0.0049426835841868515,0.0009885367168373704,0.024713417920934257,3.2392371137326954,(undefined)
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
